family_id,expected_direction,lane_id,universe_id,period_id,horizon_hours,event_count,trade_count,pair_count,signal_day_count,markout_count,mean_forward_return,median_forward_return,positive_share,lopo_worst_directional_mean,support_pass,cell_outcome,expected_direction_pass,reversed_direction
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,C2,ROBUSTNESS_2023,24,142,36,9,53,142,0.008220685630296494,0.0013916301808253317,0.5211267605633803,0.004775574129094628,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,D2,ROBUSTNESS_2022,24,31,14,6,16,31,0.006555429397646683,-0.0035853910507018805,0.4838709677419355,0.0014260295931473755,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,D2,ROBUSTNESS_2023,24,141,38,11,54,141,0.012081984428067924,0.0038696899921646377,0.5531914893617021,0.007258200923294152,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,E2,ROBUSTNESS_2022,24,31,14,6,16,31,0.006555429397646683,-0.0035853910507018805,0.4838709677419355,0.0014260295931473755,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,E2,ROBUSTNESS_2023,24,147,39,11,55,147,0.009477939303568373,0.0011054421768708078,0.5238095238095238,0.00645450724745741,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,C2,ROBUSTNESS_2022,24,6,4,4,4,6,-0.013506328494128306,-0.011856809502421517,0.3333333333333333,-0.0221220583018795,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,C2,ROBUSTNESS_2023,24,16,8,4,8,16,-0.009560036411803724,-0.0011334067773229872,0.4375,-0.017378728547815758,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,D2,ROBUSTNESS_2022,24,6,4,4,4,6,-0.013506328494128306,-0.011856809502421517,0.3333333333333333,-0.0221220583018795,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,D2,ROBUSTNESS_2023,24,12,7,4,7,12,-0.013841221574277493,-0.002206103857261943,0.4166666666666667,-0.020192717146269894,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,E2,ROBUSTNESS_2022,24,6,4,4,4,6,-0.013506328494128306,-0.011856809502421517,0.3333333333333333,-0.0221220583018795,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,LOCKED,E2,ROBUSTNESS_2023,24,17,9,5,9,17,-0.008631986546763866,-0.0006822041342157137,0.47058823529411764,-0.015233679471298521,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,C2,ROBUSTNESS_2022,24,22,12,6,12,22,0.0034941194597718746,-0.01072456483799994,0.45454545454545453,-0.005462578834432679,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,C2,ROBUSTNESS_2023,24,68,26,9,31,68,0.009970815000534919,0.005449572331314934,0.5441176470588235,0.007287415777730176,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,D2,ROBUSTNESS_2022,24,22,12,6,12,22,0.0034941194597718746,-0.01072456483799994,0.45454545454545453,-0.005462578834432679,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,D2,ROBUSTNESS_2023,24,74,30,10,35,74,0.0125927552137922,0.005261143688272352,0.5540540540540541,0.007501301718347349,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,E2,ROBUSTNESS_2022,24,22,12,6,12,22,0.0034941194597718746,-0.01072456483799994,0.45454545454545453,-0.005462578834432679,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN,E2,ROBUSTNESS_2023,24,70,28,9,31,70,0.010475347051964182,0.0033763955253327538,0.5285714285714286,0.007898689792534424,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,C2,ROBUSTNESS_2022,24,3,3,3,1,3,0.06912855139227858,0.05897307305318211,1.0,0.058032742143984906,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,C2,ROBUSTNESS_2023,24,65,19,6,26,65,0.011966152900121837,0.00013876926021638702,0.5076923076923077,0.002862088433092167,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,D2,ROBUSTNESS_2022,24,3,3,3,1,3,0.06912855139227858,0.05897307305318211,1.0,0.058032742143984906,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,D2,ROBUSTNESS_2023,24,64,19,7,24,64,0.0168666826963294,0.002258437428281579,0.5625,0.007794947158760257,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,E2,ROBUSTNESS_2022,24,3,3,3,1,3,0.06912855139227858,0.05897307305318211,1.0,0.058032742143984906,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION,E2,ROBUSTNESS_2023,24,68,21,8,27,68,0.014208719652751802,0.0008812553874162354,0.5294117647058824,0.0063877106405417095,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,24,9,7,5,5,9,0.014038631468007323,0.011915506900366912,0.5555555555555556,0.008656908997159776,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,24,80,22,7,30,80,0.007969223793038192,-0.00010138890284033808,0.5,0.0016969162565846096,True,NO_DIRECTIONAL_EDGE,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,24,9,7,5,5,9,0.014038631468007323,0.011915506900366912,0.5555555555555556,0.008656908997159776,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,24,75,21,7,28,75,0.012347621082636632,0.0011054421768708078,0.5466666666666666,0.005809236076250503,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,24,9,7,5,5,9,0.014038631468007323,0.011915506900366912,0.5555555555555556,0.008656908997159776,False,INSUFFICIENT_SUPPORT,False,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,24,84,24,8,32,84,0.00990652038828729,0.0007298006957289216,0.5238095238095238,0.004586487704995972,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,24,25,12,6,12,25,0.011370251291672679,0.0004699348499412892,0.52,0.00250430810519327,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,24,129,33,9,50,129,0.010120731233072625,0.0016778181847798557,0.5271317829457365,0.005619320159656691,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,24,25,12,6,12,25,0.011370251291672679,0.0004699348499412892,0.52,0.00250430810519327,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,24,132,36,11,50,132,0.01405250644109329,0.003966696658524671,0.5606060606060606,0.008153385693403448,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,24,25,12,6,12,25,0.011370251291672679,0.0004699348499412892,0.52,0.00250430810519327,True,QUALIFIED_EXPECTED_DIRECTION,True,False
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,24,133,36,11,51,133,0.011468249893946946,0.0011054421768708078,0.5263157894736842,0.0074552894155329496,True,QUALIFIED_EXPECTED_DIRECTION,True,False
