family_id,lane_id,universe_id,period_id,event_count,trade_count,pair_count,signal_day_count
PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,E2,ROBUSTNESS_2023,225,49,11,86
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,C2,ROBUSTNESS_2022,8,4,4,4
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,C2,ROBUSTNESS_2023,55,20,7,27
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,D2,ROBUSTNESS_2022,8,4,4,4
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,D2,ROBUSTNESS_2023,61,21,8,32
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,E2,ROBUSTNESS_2022,8,4,4,4
PERSISTENT_LOWER_HIGH_GIVEBACK,LOCKED,E2,ROBUSTNESS_2023,56,20,7,28
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,C2,ROBUSTNESS_2022,75,18,7,20
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,C2,ROBUSTNESS_2023,136,38,10,55
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,D2,ROBUSTNESS_2022,75,18,7,20
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,D2,ROBUSTNESS_2023,139,40,10,58
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,E2,ROBUSTNESS_2022,75,18,7,20
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,E2,ROBUSTNESS_2023,126,37,10,51
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,C2,ROBUSTNESS_2022,5,3,3,2
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,C2,ROBUSTNESS_2023,60,25,10,23
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,D2,ROBUSTNESS_2022,5,3,3,2
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,D2,ROBUSTNESS_2023,60,28,9,26
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,E2,ROBUSTNESS_2022,5,3,3,2
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION,E2,ROBUSTNESS_2023,66,29,9,27
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,12,5,5,5
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,108,37,10,46
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,12,5,5,5
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,114,39,11,53
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,12,5,5,5
PERSISTENT_LOWER_HIGH_GIVEBACK,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,115,38,10,50
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,80,20,7,22
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,187,46,10,71
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,80,20,7,22
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,186,47,10,74
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,80,20,7,22
PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,180,45,10,69
TROUGH_RECOVERY_FAILURE,GLOBAL,C2,ROBUSTNESS_2022,132,21,7,29
TROUGH_RECOVERY_FAILURE,GLOBAL,C2,ROBUSTNESS_2023,271,49,10,94
TROUGH_RECOVERY_FAILURE,GLOBAL,D2,ROBUSTNESS_2022,132,21,7,29
TROUGH_RECOVERY_FAILURE,GLOBAL,D2,ROBUSTNESS_2023,271,50,11,94
TROUGH_RECOVERY_FAILURE,GLOBAL,E2,ROBUSTNESS_2022,132,21,7,29
TROUGH_RECOVERY_FAILURE,GLOBAL,E2,ROBUSTNESS_2023,265,49,11,91
TROUGH_RECOVERY_FAILURE,LOCKED,C2,ROBUSTNESS_2022,20,4,4,7
TROUGH_RECOVERY_FAILURE,LOCKED,C2,ROBUSTNESS_2023,59,23,8,33
TROUGH_RECOVERY_FAILURE,LOCKED,D2,ROBUSTNESS_2022,20,4,4,7
TROUGH_RECOVERY_FAILURE,LOCKED,D2,ROBUSTNESS_2023,56,21,9,28
TROUGH_RECOVERY_FAILURE,LOCKED,E2,ROBUSTNESS_2022,20,4,4,7
TROUGH_RECOVERY_FAILURE,LOCKED,E2,ROBUSTNESS_2023,59,22,8,31
TROUGH_RECOVERY_FAILURE,OPEN,C2,ROBUSTNESS_2022,113,19,7,24
TROUGH_RECOVERY_FAILURE,OPEN,C2,ROBUSTNESS_2023,159,40,10,58
TROUGH_RECOVERY_FAILURE,OPEN,D2,ROBUSTNESS_2022,113,19,7,24
TROUGH_RECOVERY_FAILURE,OPEN,D2,ROBUSTNESS_2023,169,42,10,60
TROUGH_RECOVERY_FAILURE,OPEN,E2,ROBUSTNESS_2022,113,19,7,24
TROUGH_RECOVERY_FAILURE,OPEN,E2,ROBUSTNESS_2023,152,39,10,52
TROUGH_RECOVERY_FAILURE,CAUTION,C2,ROBUSTNESS_2022,3,3,3,2
TROUGH_RECOVERY_FAILURE,CAUTION,C2,ROBUSTNESS_2023,69,27,10,26
TROUGH_RECOVERY_FAILURE,CAUTION,D2,ROBUSTNESS_2022,3,3,3,2
TROUGH_RECOVERY_FAILURE,CAUTION,D2,ROBUSTNESS_2023,67,30,9,28
TROUGH_RECOVERY_FAILURE,CAUTION,E2,ROBUSTNESS_2022,3,3,3,2
TROUGH_RECOVERY_FAILURE,CAUTION,E2,ROBUSTNESS_2023,74,32,10,31
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,22,5,5,8
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,123,38,10,54
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,22,5,5,8
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,118,39,11,51
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,22,5,5,8
TROUGH_RECOVERY_FAILURE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,128,40,11,57
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,115,21,7,25
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,222,46,10,74
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,115,21,7,25
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,225,47,10,77
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,115,21,7,25
TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,215,45,10,70
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,C2,ROBUSTNESS_2022,31,14,6,16
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,C2,ROBUSTNESS_2023,142,36,9,53
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,D2,ROBUSTNESS_2022,31,14,6,16
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,D2,ROBUSTNESS_2023,141,38,11,54
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,E2,ROBUSTNESS_2022,31,14,6,16
FAST_POST_PEAK_RECLAIM_CONTROL,GLOBAL,E2,ROBUSTNESS_2023,147,39,11,55
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,C2,ROBUSTNESS_2022,6,4,4,4
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,C2,ROBUSTNESS_2023,16,8,4,8
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,D2,ROBUSTNESS_2022,6,4,4,4
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,D2,ROBUSTNESS_2023,12,7,4,7
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,E2,ROBUSTNESS_2022,6,4,4,4
FAST_POST_PEAK_RECLAIM_CONTROL,LOCKED,E2,ROBUSTNESS_2023,17,9,5,9
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,C2,ROBUSTNESS_2022,22,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,C2,ROBUSTNESS_2023,68,26,9,31
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,D2,ROBUSTNESS_2022,22,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,D2,ROBUSTNESS_2023,74,30,10,35
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,E2,ROBUSTNESS_2022,22,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN,E2,ROBUSTNESS_2023,70,28,9,31
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,C2,ROBUSTNESS_2022,3,3,3,1
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,C2,ROBUSTNESS_2023,65,19,6,26
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,D2,ROBUSTNESS_2022,3,3,3,1
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,D2,ROBUSTNESS_2023,64,19,7,24
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,E2,ROBUSTNESS_2022,3,3,3,1
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION,E2,ROBUSTNESS_2023,68,21,8,27
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,9,7,5,5
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,80,22,7,30
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,9,7,5,5
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,75,21,7,28
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,9,7,5,5
FAST_POST_PEAK_RECLAIM_CONTROL,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,84,24,8,32
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,25,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,129,33,9,50
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,25,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,132,36,11,50
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,25,12,6,12
FAST_POST_PEAK_RECLAIM_CONTROL,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,133,36,11,51
