family_id,expected_direction,lane_id,universe_id,period_id,horizon_hours,event_count,trade_count,pair_count,signal_day_count,markout_count,mean_forward_return,median_forward_return,positive_share,lopo_worst_directional_mean
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2022,24,5,4,4,5,5,-0.01570808551350773,-0.04219257122250286,0.4,-0.006736962696100357
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2022,48,3,2,2,3,3,0.012502847947326664,-0.0014491708251093138,0.3333333333333333,0.04776112193216958
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,6,58,24,8,30,58,0.0022348387535234215,0.0019547302282934,0.5517241379310345,0.00374166724972465
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,24,58,24,8,30,58,0.004924409554567569,-0.00015477771770738835,0.5,0.007560595535119764
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,48,30,15,7,18,30,0.0033875097833306928,-0.006279548601288043,0.43333333333333335,0.01714861267670386
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,6,61,16,7,18,61,-0.0005075358402287115,-0.003511562822212433,0.4918032786885246,0.0014503949554271953
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,48,49,15,7,15,49,-0.020341412650080964,-0.02926118061913008,0.2857142857142857,-0.013416687700998941
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,6,131,36,10,53,131,0.002872881936347884,0.000620026867830914,0.5725190839694656,0.0037012572980452707
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,24,131,36,10,53,131,0.004457934421972065,-0.003308388587778932,0.4198473282442748,0.007976182552574105
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,48,89,32,10,39,89,0.0015866826421550055,-0.00393107514905322,0.38202247191011235,0.005439081838886799
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,6,61,16,7,18,61,-0.0005075358402287115,-0.003511562822212433,0.4918032786885246,0.0014503949554271953
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,48,49,15,7,15,49,-0.020341412650080964,-0.02926118061913008,0.2857142857142857,-0.013416687700998941
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,6,128,36,10,56,128,0.003678278801630213,0.0018330840309059848,0.59375,0.004380495847733303
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,24,128,36,10,56,128,0.01058458185735969,-0.0010860006700380564,0.4609375,0.01363553010000952
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,48,88,32,10,39,88,0.016810931870073466,0.00038999025024377687,0.5,0.02030657598811213
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,6,61,16,7,18,61,-0.0005075358402287115,-0.003511562822212433,0.4918032786885246,0.0014503949554271953
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,48,49,15,7,15,49,-0.020341412650080964,-0.02926118061913008,0.2857142857142857,-0.013416687700998941
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,6,119,35,10,49,119,0.004154242471114578,0.0016043123917088842,0.5966386554621849,0.005068432439758895
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,24,119,35,10,49,119,0.00819120952958391,-0.0030112236517929603,0.42016806722689076,0.01264903592971426
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,48,80,31,10,35,80,0.009267979628279525,-0.0017175978297195305,0.425,0.014550300937852511
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,6,3,3,3,2,3,0.002409399976792718,-0.001288144719538642,0.3333333333333333,0.0105309467238614
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,48,3,3,3,2,3,0.04730846247928544,0.028059602580431386,1.0,0.06589822187568373
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,6,63,22,10,21,63,-0.00044434501201950916,-0.0004215318467308826,0.4603174603174603,0.001229717767764256
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,24,63,22,10,21,63,-0.002936320988355767,-0.0007360219283775171,0.49206349206349204,0.00045587564983656884
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,48,51,18,10,19,51,0.015033254492950085,0.007393483709273285,0.6078431372549019,0.01881866863850824
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,6,3,3,3,2,3,0.002409399976792718,-0.001288144719538642,0.3333333333333333,0.0105309467238614
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,48,3,3,3,2,3,0.04730846247928544,0.028059602580431386,1.0,0.06589822187568373
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,6,58,25,9,24,58,0.004192597549323635,0.0018689182757737344,0.5172413793103449,0.00565868908393939
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,24,58,25,9,24,58,0.0014379050139537997,-0.0014055666261602595,0.4827586206896552,0.0035017527450267026
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,48,43,18,8,21,43,0.014869054988789912,0.006590841476531439,0.6046511627906976,0.020622429368098827
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,6,3,3,3,2,3,0.002409399976792718,-0.001288144719538642,0.3333333333333333,0.0105309467238614
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,48,3,3,3,2,3,0.04730846247928544,0.028059602580431386,1.0,0.06589822187568373
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,6,68,26,9,25,68,0.0003460869753854688,-0.00013249686541572103,0.4852941176470588,0.001934880340844497
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,24,68,26,9,25,68,-0.002506299736433463,-0.002034097077060315,0.47058823529411764,-0.0016561829752779914
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,48,52,19,9,21,52,0.01858684245021128,0.0077680334428626985,0.6153846153846154,0.023017473214501198
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,6,7,5,5,6,7,-0.0020469965320602285,-0.001288144719538642,0.2857142857142857,0.007263213108075828
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,48,5,3,3,4,5,0.036176620420989125,0.028059602580431386,0.8,0.07027906651562447
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,6,114,34,10,46,114,0.0011223126935855678,0.000641687286177195,0.5175438596491229,0.0023950782667169494
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,24,114,34,10,46,114,-0.0006559836903671108,-0.0006521987554812814,0.4824561403508772,0.0012463885900447296
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,48,78,27,10,34,78,0.008549711926290726,0.004358401808676304,0.5256410256410257,0.012085888946250112
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,6,7,5,5,6,7,-0.0020469965320602285,-0.001288144719538642,0.2857142857142857,0.007263213108075828
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,48,5,3,3,4,5,0.036176620420989125,0.028059602580431386,0.8,0.07027906651562447
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,6,114,36,11,52,114,0.0036786437638691785,0.0025200771751485718,0.5526315789473685,0.0046366187845369704
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,24,114,36,11,52,114,0.0012452554228945065,-0.0014055666261602595,0.47368421052631576,0.0029842530290312987
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,48,72,26,11,37,72,0.010406017572071085,0.006047566465452459,0.5416666666666666,0.014666338433034545
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,6,7,5,5,6,7,-0.0020469965320602285,-0.001288144719538642,0.2857142857142857,0.007263213108075828
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,48,5,3,3,4,5,0.036176620420989125,0.028059602580431386,0.8,0.07027906651562447
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,6,120,35,10,49,120,0.0013332487868045547,0.000641687286177195,0.5166666666666667,0.002525732779009271
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,24,120,35,10,49,120,-0.00016154717259238746,-0.0013645523792775727,0.475,0.001165264722706952
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,48,79,27,10,35,79,0.01248775753777056,0.00571102227298681,0.5443037974683544,0.01681772627374161
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,6,63,18,7,19,63,-0.0007314527696957887,-0.003511562822212433,0.47619047619047616,0.001040789770251339
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,48,51,17,7,16,51,-0.01879491516837347,-0.028301558384293046,0.3137254901960784,-0.011610523210195659
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,6,182,41,10,66,182,0.001893164099494795,0.00034639604262987067,0.5439560439560439,0.0024450849339035163
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,24,182,41,10,66,182,0.001398464331518639,-0.002979576947227114,0.4340659340659341,0.0034408366749421647
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,48,133,37,10,52,133,0.0070695566190251595,-0.0015815634884771557,0.46616541353383456,0.010487359475770203
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,6,63,18,7,19,63,-0.0007314527696957887,-0.003511562822212433,0.47619047619047616,0.001040789770251339
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,48,51,17,7,16,51,-0.01879491516837347,-0.028301558384293046,0.3137254901960784,-0.011610523210195659
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,6,173,42,10,71,173,0.0036340514193871796,0.0014028272364301486,0.5606936416184971,0.004391308071057734
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,24,173,42,10,71,173,0.007376845544779845,-0.0007360219283775171,0.47398843930635837,0.009668427130694308
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,48,124,37,10,53,124,0.01781231629568569,0.004995776636291915,0.5564516129032258,0.021952948558420365
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,6,63,18,7,19,63,-0.0007314527696957887,-0.003511562822212433,0.47619047619047616,0.001040789770251339
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,48,51,17,7,16,51,-0.01879491516837347,-0.028301558384293046,0.3137254901960784,-0.011610523210195659
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,6,172,40,10,64,172,0.0030042094156926217,0.0007406114997154933,0.5581395348837209,0.003682995096562501
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,24,172,40,10,64,172,0.004429937983379129,-0.0027599092841908424,0.4418604651162791,0.00751038997310143
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,48,124,36,10,49,124,0.014111544874551251,0.0009102042811593991,0.5080645161290323,0.01759520649589839
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2022,6,86,20,7,24,86,0.0009011884847448758,0.002283309466228678,0.5348837209302325,0.003038787734841451
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2022,48,72,19,7,21,72,-0.011547709182957047,-0.017985222039914095,0.4305555555555556,-0.005839972679674335
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2023,6,231,49,10,87,231,0.002230801082804597,0.0018639129316992964,0.5627705627705628,0.00337596188896746
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2023,24,231,49,10,87,231,0.004153203036147881,0.00018089368056140032,0.5108225108225108,0.006066882664401092
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2023,48,166,46,10,66,166,0.006248216922013347,-0.001938788468919872,0.46987951807228917,0.008843901984638941
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2022,6,86,20,7,24,86,0.0009011884847448758,0.002283309466228678,0.5348837209302325,0.003038787734841451
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2022,48,72,19,7,21,72,-0.011547709182957047,-0.017985222039914095,0.4305555555555556,-0.005839972679674335
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2023,6,235,50,11,90,235,0.003939401079529019,0.002384664771163836,0.6,0.005426331964432852
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2023,24,235,50,11,90,235,0.009577319957733024,0.002784162967660153,0.548936170212766,0.01254282181044653
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2023,48,169,47,11,71,169,0.015452827442111787,0.002580493812679663,0.5207100591715976,0.020153269861845548
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2022,6,86,20,7,24,86,0.0009011884847448758,0.002283309466228678,0.5348837209302325,0.003038787734841451
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2022,48,72,19,7,21,72,-0.011547709182957047,-0.017985222039914095,0.4305555555555556,-0.005839972679674335
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2023,6,225,49,11,86,225,0.002846630715558684,0.0021780277053902175,0.5777777777777777,0.004128556554071689
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2023,24,225,49,11,86,225,0.009012008569112663,0.0019565022699561396,0.5333333333333333,0.011994844035657507
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2023,48,163,46,11,65,163,0.012816294146411132,-0.000584750718226501,0.49693251533742333,0.016991440943099057
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2022,6,8,4,4,4,8,-0.0021912067909172356,-0.001284260684086047,0.5,0.003359978892621718
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2022,24,8,4,4,4,8,-0.026918808350769582,-0.02477911238540209,0.375,-0.018408715026410616
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2022,48,6,3,3,3,6,-0.028340755595289813,-0.014497116859698567,0.16666666666666666,-0.0167692854328229
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2023,6,55,20,7,27,55,0.0022254160564948527,0.0020455475248875032,0.5454545454545454,0.004246962377317508
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2023,24,55,20,7,27,55,0.004187839429740646,0.0002247753153199472,0.509090909090909,0.005833994272707437
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2023,48,29,12,5,15,29,-7.108778363574475e-05,-0.006643167028199559,0.41379310344827586,0.007959286431829755
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,D2,ROBUSTNESS_2022,6,8,4,4,4,8,-0.0021912067909172356,-0.001284260684086047,0.5,0.003359978892621718
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,D2,ROBUSTNESS_2022,24,8,4,4,4,8,-0.026918808350769582,-0.02477911238540209,0.375,-0.018408715026410616
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,D2,ROBUSTNESS_2022,48,6,3,3,3,6,-0.028340755595289813,-0.014497116859698567,0.16666666666666666,-0.0167692854328229
