changed_members,comparison,decision_time,exact_match,jaccard,left_eligible_count,mean_common_rank_displacement,right_eligible_count,symmetric_difference_size,top_n
,B_P0A_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,HYSTERESIS
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,4
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,6
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,8
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,10
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,30
,D2_vs_C2,2019-01-21T00:00:00+00:00,True,1.0,0,0.0,0,0,HYSTERESIS
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-01-28T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-02-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-02-11T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-02-18T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-02-25T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,A_P0_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,B_P0A_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,4
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,6
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,8
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,10
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,0.0,2,0,30
,D2_vs_C2,2019-03-04T00:00:00+00:00,True,1.0,2,2.0,2,0,HYSTERESIS
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,4
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,6
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,8
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,10
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,30
,A_P0_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,3.0,3,0,HYSTERESIS
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,4
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,6
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,8
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,10
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,30
,B_P0A_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,3.0,3,0,HYSTERESIS
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,4
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,6
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,8
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,10
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,0.0,3,0,30
,D2_vs_C2,2019-03-11T00:00:00+00:00,True,1.0,3,3.0,3,0,HYSTERESIS
NEO-USDT,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.75,3,0.0,13,1,4
LTC-USDT;NEO-USDT;XRP-USDT,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.5,3,0.0,13,3,6
ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.375,3,0.0,13,5,8
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.3,3,0.0,13,7,10
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.23076923076923078,3,0.0,13,10,30
LTC;NEO;XRP,A_P0_vs_C2,2019-03-18T00:00:00+00:00,False,0.5,3,3.0,13,3,HYSTERESIS
LTC-USDT;NEO-USDT,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.6,6,0.0,13,2,4
NEO-USDT;TRX-USDT,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.7142857142857143,6,0.4,13,2,6
ETC-USDT;NEO-USDT,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.75,6,0.6666666666666666,13,2,8
BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.6,6,0.6666666666666666,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.46153846153846156,6,0.6666666666666666,13,7,30
NEO;TRX,B_P0A_vs_C2,2019-03-18T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
LTC-USDT;NEO-USDT,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.6,6,0.0,13,2,4
NEO-USDT;TRX-USDT,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.7142857142857143,6,0.4,13,2,6
ETC-USDT;NEO-USDT,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.75,6,0.6666666666666666,13,2,8
BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.6,6,0.6666666666666666,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.46153846153846156,6,0.6666666666666666,13,7,30
NEO;TRX,D2_vs_C2,2019-03-18T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
LTC-USDT,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.75,3,0.0,13,1,4
LTC-USDT;NEO-USDT;XRP-USDT,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.5,3,0.0,13,3,6
ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.375,3,0.0,13,5,8
ETC-USDT;LTC-USDT;NEO-USDT;ONT-USDT;TRX-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.3,3,0.0,13,7,10
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.23076923076923078,3,0.0,13,10,30
LTC;NEO;XRP,A_P0_vs_C2,2019-03-25T00:00:00+00:00,False,0.5,3,3.0,13,3,HYSTERESIS
,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,False,0.7142857142857143,6,0.2,13,2,6
ETC-USDT;NEO-USDT,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,False,0.75,6,0.5,13,2,8
ETC-USDT;NEO-USDT;ONT-USDT;XLM-USDT,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,False,0.6,6,0.5,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,False,0.46153846153846156,6,0.5,13,7,30
NEO;TRX,B_P0A_vs_C2,2019-03-25T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
,D2_vs_C2,2019-03-25T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,D2_vs_C2,2019-03-25T00:00:00+00:00,False,0.7142857142857143,6,0.2,13,2,6
ETC-USDT;NEO-USDT,D2_vs_C2,2019-03-25T00:00:00+00:00,False,0.75,6,0.5,13,2,8
ETC-USDT;NEO-USDT;ONT-USDT;XLM-USDT,D2_vs_C2,2019-03-25T00:00:00+00:00,False,0.6,6,0.5,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,D2_vs_C2,2019-03-25T00:00:00+00:00,False,0.46153846153846156,6,0.5,13,7,30
NEO;TRX,D2_vs_C2,2019-03-25T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
LTC-USDT,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.75,3,0.0,13,1,4
LTC-USDT;NEO-USDT;XRP-USDT,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.5,3,0.0,13,3,6
ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.375,3,0.0,13,5,8
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.3,3,0.0,13,7,10
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.23076923076923078,3,0.0,13,10,30
LTC;NEO;XRP,A_P0_vs_C2,2019-04-01T00:00:00+00:00,False,0.5,3,3.0,13,3,HYSTERESIS
,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,False,0.7142857142857143,6,0.2,13,2,6
ETC-USDT;NEO-USDT,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,False,0.75,6,0.3333333333333333,13,2,8
BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,False,0.6,6,0.3333333333333333,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,False,0.46153846153846156,6,0.3333333333333333,13,7,30
NEO;TRX,B_P0A_vs_C2,2019-04-01T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
,D2_vs_C2,2019-04-01T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,D2_vs_C2,2019-04-01T00:00:00+00:00,False,0.7142857142857143,6,0.2,13,2,6
ETC-USDT;NEO-USDT,D2_vs_C2,2019-04-01T00:00:00+00:00,False,0.75,6,0.3333333333333333,13,2,8
BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,D2_vs_C2,2019-04-01T00:00:00+00:00,False,0.6,6,0.3333333333333333,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,D2_vs_C2,2019-04-01T00:00:00+00:00,False,0.46153846153846156,6,0.3333333333333333,13,7,30
NEO;TRX,D2_vs_C2,2019-04-01T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
XRP-USDT,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.75,3,0.0,13,1,4
LTC-USDT;NEO-USDT;XRP-USDT,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.5,3,0.0,13,3,6
LTC-USDT;NEO-USDT;TRX-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.375,3,0.0,13,5,8
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.3,3,0.0,13,7,10
BCHSV-USDT;ETC-USDT;LTC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;TRX-USDT;VET-USDT;XLM-USDT;XRP-USDT,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.23076923076923078,3,0.0,13,10,30
LTC;NEO;XRP,A_P0_vs_C2,2019-04-08T00:00:00+00:00,False,0.5,3,3.0,13,3,HYSTERESIS
,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,False,0.7142857142857143,6,0.0,13,2,6
NEO-USDT;XLM-USDT,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,False,0.75,6,0.16666666666666666,13,2,8
BCHSV-USDT;ETC-USDT;NEO-USDT;XLM-USDT,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,False,0.6,6,0.16666666666666666,13,4,10
BCHSV-USDT;ETC-USDT;NEO-USDT;ONT-USDT;SNX-USDT;VET-USDT;XLM-USDT,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,False,0.46153846153846156,6,0.16666666666666666,13,7,30
NEO;TRX,B_P0A_vs_C2,2019-04-08T00:00:00+00:00,False,0.7142857142857143,6,5.0,13,2,HYSTERESIS
,D2_vs_C2,2019-04-08T00:00:00+00:00,True,1.0,6,0.0,13,0,4
NEO-USDT;TRX-USDT,D2_vs_C2,2019-04-08T00:00:00+00:00,False,0.7142857142857143,6,0.0,13,2,6
