decision_time,period,variant,pair,canonical_asset_id,adjusted_rank,confidence_class,member
2019-04-29T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2019-04-29T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-05-06T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-05-13T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,4,EVIDENCE_STRONG,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2019-05-20T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-05-27T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-06-03T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-06-10T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-06-17T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-06-24T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-07-01T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-07-08T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2019-07-15T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,6,EVIDENCE_STRONG,True
2019-07-22T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,6,EVIDENCE_STRONG,True
2019-07-29T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,7,EVIDENCE_STRONG,True
2019-08-05T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,7,EVIDENCE_STRONG,True
2019-08-12T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,7,EVIDENCE_STRONG,True
2019-08-19T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,6,EVIDENCE_STRONG,True
2019-08-26T00:00:00+00:00,POST_WARMUP,E10,NEO-USDT,NEO,8,CURRENT_SEED_KLINE_CONFIRMED,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-09-02T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,6,EVIDENCE_STRONG,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-09-09T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,7,EVIDENCE_STRONG,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,2,CURRENT_SEED_KLINE_CONFIRMED,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-09-16T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,7,EVIDENCE_STRONG,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,2,CURRENT_SEED_KLINE_CONFIRMED,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,3,EVIDENCE_STRONG,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,4,EVIDENCE_STRONG,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-09-23T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,6,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,2,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,4,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2019-09-30T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,7,CURRENT_SEED_KLINE_CONFIRMED,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2019-10-07T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,6,CURRENT_SEED_KLINE_CONFIRMED,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-10-14T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-10-21T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-10-28T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-11-04T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-11-11T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-11-18T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
