variant,period,decision_time,boundary,promoted_asset,displaced_asset,promoted_confidence,displaced_confidence,upper_liquidity,lower_liquidity,absolute_liquidity_difference,relative_liquidity_sacrifice,c2_top6_total_liquidity,variant_top6_total_liquidity,top6_liquidity_retained_ratio,affects_raw_top6,affects_raw_top8_only,affects_hysteresis
E05,POST_WARMUP,2023-08-21T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6002370.503804652,5965912.365171069,36458.13863358274,0.006073956716013023,127184651.42055044,127148193.28191686,0.9997133448240305,True,False,False
E05,POST_WARMUP,2023-11-13T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7570554.481587049,7487066.268071029,83488.21351601928,0.011028018320068583,202351402.92193368,202267914.70841765,0.9995874097618773,True,False,False
E05,POST_WARMUP,2023-12-18T00:00:00+00:00,TOP8_RETENTION,INJ-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8678502.822591739,8592383.833407313,86118.98918442614,0.009923254153958743,257609786.08926538,257609786.08926538,1.0,False,True,True
E05,POST_WARMUP,2024-06-03T00:00:00+00:00,TOP8_RETENTION,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8202526.586075991,8200326.572255721,2200.0138202700764,0.00026821172686043574,334360451.0659409,334360451.0659409,1.0,False,True,False
E05,POST_WARMUP,2024-07-01T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8038418.490285354,7791285.393177886,247133.09710746817,0.03074399490473595,277177960.4131875,276930827.31608003,0.9991083955710653,True,False,False
E05,POST_WARMUP,2024-08-26T00:00:00+00:00,TOP8_RETENTION,DOGE-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,4988808.490759853,4823615.803291137,165192.68746871594,0.033112653607506023,395966199.4610068,395966199.4610068,1.0,False,True,False
E05,POST_WARMUP,2024-09-09T00:00:00+00:00,TOP6_ENTRY,XMR-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6113401.178914348,5930929.228137547,182471.9507768005,0.029847861351903773,288816370.4047151,288633898.45393836,0.9993682077282494,True,False,True
E05,POST_WARMUP,2024-11-11T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8368895.676662574,8030384.580856206,338511.0958063677,0.04044871735590356,339627401.65096605,339288890.5551597,0.999003286854474,True,False,False
E10,POST_WARMUP,2019-11-04T00:00:00+00:00,TOP8_RETENTION,ALGO-USDT,CHR-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,47428.24648427785,45967.200294809736,1461.0461894681139,0.030805401796847813,13747484.405633831,13747484.405633831,1.0,False,True,False
E10,POST_WARMUP,2020-02-17T00:00:00+00:00,TOP8_RETENTION,ADA-USDT,ETC-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,278568.0524099375,267136.12288222916,11431.92952770833,0.041038193105091735,32046397.586162537,32046397.586162537,1.0,False,True,False
E10,POST_WARMUP,2020-08-31T00:00:00+00:00,TOP6_ENTRY,ATOM-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,2882339.114824076,2779410.0655792127,102929.04924486345,0.03571024960785911,97269236.45037657,97166307.4011317,0.9989418129204974,True,False,False
E10,POST_WARMUP,2020-10-26T00:00:00+00:00,TOP6_ENTRY,ADA-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,877223.6152873088,872690.0571055287,4533.558181780158,0.005168075850643081,33341298.11160446,33336764.55342268,0.9998640257446904,True,False,False
E10,POST_WARMUP,2020-11-02T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,999749.9348039844,922125.2282930772,77624.70651090716,0.0776441226036455,36295841.82996453,36218217.123453625,0.9978613333484712,True,False,True
E10,POST_WARMUP,2021-02-22T00:00:00+00:00,TOP6_ENTRY,KCS-USDT,XLM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,10725316.166044153,10485219.80792638,240096.35811777413,0.022385946894312347,282828760.256152,282588663.8980342,0.9991510893096576,True,False,False
E10,POST_WARMUP,2021-02-22T00:00:00+00:00,TOP8_RETENTION,DOT-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9477978.540433802,8673779.163382962,804199.3770508394,0.08484925067302712,282828760.256152,282588663.8980342,0.9991510893096576,False,True,False
E10,POST_WARMUP,2021-07-26T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,TEL-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,12202934.004259037,11550578.924811633,652355.0794474036,0.0534588713845146,322773828.96443206,322121473.8849846,0.9979789096236816,True,False,False
E10,POST_WARMUP,2021-07-26T00:00:00+00:00,TOP8_RETENTION,BNB-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8519615.298868338,8028430.015764466,491185.2831038721,0.0576534580345566,322773828.96443206,322121473.8849846,0.9979789096236816,False,True,False
E10,POST_WARMUP,2021-09-06T00:00:00+00:00,TOP6_ENTRY,BNB-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,26144982.74166608,23661772.122557852,2483210.619108226,0.09497847612463119,868692686.498816,866209475.8797078,0.9971414394783079,True,False,False
E10,POST_WARMUP,2021-09-13T00:00:00+00:00,TOP6_ENTRY,DOT-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,27363500.48716194,27061717.407506816,301783.07965512574,0.011028672292739464,828305862.9051647,828004079.8255095,0.9996356622678044,True,False,False
E10,POST_WARMUP,2021-12-06T00:00:00+00:00,TOP6_ENTRY,AVAX-USDT,MANA-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,69317408.72874781,68236928.30724064,1080480.4215071797,0.015587432382755461,1060924079.2451651,1059843598.823658,0.998981566690167,True,False,False
E10,POST_WARMUP,2021-12-20T00:00:00+00:00,TOP8_RETENTION,BNB-USDT,MANA-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,45924854.30709089,41524800.085236214,4400054.221854679,0.09580986784263575,1055283010.5825354,1055283010.5825354,1.0,False,True,True
E10,POST_WARMUP,2023-02-13T00:00:00+00:00,TOP8_RETENTION,ADA-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7996544.642973324,7653470.614598624,343074.0283746999,0.042902784101401074,294053585.6207795,294053585.6207795,1.0,False,True,False
E10,POST_WARMUP,2023-04-17T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7979185.49607374,7231029.5453453725,748155.9507283671,0.09376344880019481,279816063.79670215,279067907.8459738,0.9973262580404536,True,False,True
E10,POST_WARMUP,2023-04-24T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8458708.168704156,7946125.771678891,512582.3970252648,0.06059818908538969,268846950.0765217,268334367.6794964,0.998093404456032,True,False,True
E10,POST_WARMUP,2023-05-22T00:00:00+00:00,TOP8_RETENTION,INJ-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,4833042.8996742945,4806594.1645624,26448.735111894086,0.005472480931976934,193574788.31645235,193574788.31645235,1.0,False,True,True
E10,POST_WARMUP,2023-08-07T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,XLM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5439881.946636623,5330743.264718462,109138.68191816099,0.02006269308576437,144814316.17778718,144814316.17778718,1.0,False,True,False
E10,POST_WARMUP,2023-08-21T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6002370.503804652,5965912.365171069,36458.13863358274,0.006073956716013023,127184651.42055044,127148193.28191686,0.9997133448240305,True,False,False
E10,POST_WARMUP,2023-09-11T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,3822752.6410479634,3624016.149153863,198736.49189410033,0.05198779794436791,102476902.83032218,102278166.33842808,0.9980606703910329,True,False,False
E10,POST_WARMUP,2023-10-02T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,3104727.221082145,2858078.734364344,246648.48671780108,0.07944288472203763,89588282.46491076,89341633.97819297,0.9972468666668055,True,False,False
E10,POST_WARMUP,2023-11-13T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7570554.481587049,7487066.268071029,83488.21351601928,0.011028018320068583,202351402.92193368,202267914.70841765,0.9995874097618773,True,False,False
E10,POST_WARMUP,2023-11-27T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8009398.462256568,7315363.82468031,694034.6375762578,0.08665252963088572,259613073.0188081,259613073.0188081,1.0,False,True,True
E10,POST_WARMUP,2023-12-18T00:00:00+00:00,TOP8_RETENTION,INJ-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8678502.822591739,8592383.833407313,86118.98918442614,0.009923254153958743,257609786.08926538,257609786.08926538,1.0,False,True,True
E10,POST_WARMUP,2024-06-03T00:00:00+00:00,TOP8_RETENTION,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8202526.586075991,8200326.572255721,2200.0138202700764,0.00026821172686043574,334360451.0659409,334360451.0659409,1.0,False,True,False
E10,POST_WARMUP,2024-07-01T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8038418.490285354,7791285.393177886,247133.09710746817,0.03074399490473595,277177960.4131875,276930827.31608003,0.9991083955710653,True,False,False
E10,POST_WARMUP,2024-07-15T00:00:00+00:00,TOP6_ENTRY,ONDO-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7624324.514198951,6931980.32439856,692344.189800391,0.0908072824695516,290793091.9131361,290100747.72333574,0.9976191174788733,True,False,False
E10,POST_WARMUP,2024-07-29T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5570366.297906198,5181841.489806119,388524.80810007825,0.06974852053196536,346053526.8993188,346053526.8993188,1.0,False,True,False
E10,POST_WARMUP,2024-08-26T00:00:00+00:00,TOP8_RETENTION,DOGE-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,4988808.490759853,4823615.803291137,165192.68746871594,0.033112653607506023,395966199.4610068,395966199.4610068,1.0,False,True,False
E10,POST_WARMUP,2024-09-09T00:00:00+00:00,TOP6_ENTRY,XMR-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6113401.178914348,5930929.228137547,182471.9507768005,0.029847861351903773,288816370.4047151,288633898.45393836,0.9993682077282494,True,False,True
E10,POST_WARMUP,2024-11-11T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8368895.676662574,8030384.580856206,338511.0958063677,0.04044871735590356,339627401.65096605,339288890.5551597,0.999003286854474,True,False,False
E10,POST_WARMUP,2024-11-18T00:00:00+00:00,TOP6_ENTRY,XRP-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9245728.67668043,8774892.352769641,470836.32391078956,0.05092473945275212,397055633.999008,396584797.67509717,0.9988141804734799,True,False,False
E15,POST_WARMUP,2019-05-20T00:00:00+00:00,TOP8_RETENTION,TRX-USDT,ONT-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,74297.574848463,64018.28123066138,10279.293617801624,0.13835301675414338,4934171.801784917,4934171.801784917,1.0,False,True,False
E15,POST_WARMUP,2019-11-04T00:00:00+00:00,TOP8_RETENTION,ALGO-USDT,CHR-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,47428.24648427785,45967.200294809736,1461.0461894681139,0.030805401796847813,13747484.405633831,13747484.405633831,1.0,False,True,False
E15,POST_WARMUP,2020-02-17T00:00:00+00:00,TOP8_RETENTION,ADA-USDT,ETC-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,278568.0524099375,267136.12288222916,11431.92952770833,0.041038193105091735,32046397.586162537,32046397.586162537,1.0,False,True,False
E15,POST_WARMUP,2020-08-31T00:00:00+00:00,TOP6_ENTRY,ATOM-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,2882339.114824076,2779410.0655792127,102929.04924486345,0.03571024960785911,97269236.45037657,97166307.4011317,0.9989418129204974,True,False,False
E15,POST_WARMUP,2020-10-12T00:00:00+00:00,TOP8_RETENTION,XTZ-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,875586.1337164278,761144.4961735286,114441.63754289923,0.13070288934013993,43094725.05883403,43094725.05883403,1.0,False,True,False
E15,POST_WARMUP,2020-10-26T00:00:00+00:00,TOP6_ENTRY,ADA-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,877223.6152873088,872690.0571055287,4533.558181780158,0.005168075850643081,33341298.11160446,33336764.55342268,0.9998640257446904,True,False,False
E15,POST_WARMUP,2020-11-02T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,999749.9348039844,922125.2282930772,77624.70651090716,0.0776441226036455,36295841.82996453,36218217.123453625,0.9978613333484712,True,False,True
E15,POST_WARMUP,2020-12-21T00:00:00+00:00,TOP6_ENTRY,ADA-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,1953791.7146779639,1718592.4332358085,235199.28144215536,0.1203809391119884,82448241.00555338,82213041.72411123,0.9971473098931691,True,False,True
E15,POST_WARMUP,2021-01-11T00:00:00+00:00,TOP6_ENTRY,ADA-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,3111478.4859826453,2656597.735265025,454880.75071762037,0.14619440653916754,127230187.83452421,126775307.08380659,0.9964247419699699,True,False,True
E15,POST_WARMUP,2021-02-22T00:00:00+00:00,TOP6_ENTRY,KCS-USDT,XLM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,10725316.166044153,10485219.80792638,240096.35811777413,0.022385946894312347,282828760.256152,282588663.8980342,0.9991510893096576,True,False,False
E15,POST_WARMUP,2021-02-22T00:00:00+00:00,TOP8_RETENTION,DOT-USDT,BCHSV-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9477978.540433802,8673779.163382962,804199.3770508394,0.08484925067302712,282828760.256152,282588663.8980342,0.9991510893096576,False,True,False
E15,POST_WARMUP,2021-04-19T00:00:00+00:00,TOP6_ENTRY,TRX-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,21928219.637357604,19169413.730330035,2758805.9070275687,0.12581075676237666,478205459.12431306,475446653.2172855,0.9942309192536626,True,False,True
E15,POST_WARMUP,2021-04-26T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,33011677.71705398,29648538.761179417,3363138.9558745623,0.10187725036880357,735080462.6202788,731717323.6644043,0.995424801600785,True,False,True
E15,POST_WARMUP,2021-07-26T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,TEL-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,12202934.004259037,11550578.924811633,652355.0794474036,0.0534588713845146,322773828.96443206,322121473.8849846,0.9979789096236816,True,False,True
E15,POST_WARMUP,2021-07-26T00:00:00+00:00,TOP8_RETENTION,BNB-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8519615.298868338,8028430.015764466,491185.2831038721,0.0576534580345566,322773828.96443206,322121473.8849846,0.9979789096236816,False,True,True
E15,POST_WARMUP,2021-08-02T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,TEL-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,12578649.206872158,11178988.310244765,1399660.8966273926,0.11127275064342432,326533686.9472573,325134026.0506299,0.995713578866203,True,False,True
E15,POST_WARMUP,2021-08-16T00:00:00+00:00,TOP8_RETENTION,KCS-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,13746805.900089795,12308322.435476422,1438483.4646133725,0.10464128722469096,624578939.392776,624578939.392776,1.0,False,True,True
E15,POST_WARMUP,2021-08-30T00:00:00+00:00,TOP6_ENTRY,BNB-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,22433543.413689066,19387183.762619384,3046359.651069682,0.13579484947575324,879700546.7100567,876654187.058987,0.9965370492692512,True,False,True
E15,POST_WARMUP,2021-09-06T00:00:00+00:00,TOP6_ENTRY,BNB-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,26144982.74166608,23661772.122557852,2483210.619108226,0.09497847612463119,868692686.498816,866209475.8797078,0.9971414394783079,True,False,True
E15,POST_WARMUP,2021-09-13T00:00:00+00:00,TOP6_ENTRY,DOT-USDT,VET-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,27363500.48716194,27061717.407506816,301783.07965512574,0.011028672292739464,828305862.9051647,828004079.8255095,0.9996356622678044,True,False,True
E15,POST_WARMUP,2021-12-06T00:00:00+00:00,TOP6_ENTRY,AVAX-USDT,MANA-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,69317408.72874781,68236928.30724064,1080480.4215071797,0.015587432382755461,1060924079.2451651,1059843598.823658,0.998981566690167,True,False,False
E15,POST_WARMUP,2021-12-20T00:00:00+00:00,TOP8_RETENTION,BNB-USDT,MANA-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,45924854.30709089,41524800.085236214,4400054.221854679,0.09580986784263575,1055283010.5825354,1055283010.5825354,1.0,False,True,True
E15,POST_WARMUP,2023-02-13T00:00:00+00:00,TOP8_RETENTION,ADA-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7996544.642973324,7653470.614598624,343074.0283746999,0.042902784101401074,294053585.6207795,294053585.6207795,1.0,False,True,False
E15,POST_WARMUP,2023-04-17T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7979185.49607374,7231029.5453453725,748155.9507283671,0.09376344880019481,279816063.79670215,279067907.8459738,0.9973262580404536,True,False,True
E15,POST_WARMUP,2023-04-24T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8458708.168704156,7946125.771678891,512582.3970252648,0.06059818908538969,268846950.0765217,268334367.6794964,0.998093404456032,True,False,True
E15,POST_WARMUP,2023-05-08T00:00:00+00:00,TOP6_ENTRY,INJ-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8886356.634484615,7846796.996596039,1039559.6378885759,0.1169837854418801,244537740.5376262,243498180.89973763,0.9957488785346463,True,False,False
E15,POST_WARMUP,2023-05-22T00:00:00+00:00,TOP8_RETENTION,INJ-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,4833042.8996742945,4806594.1645624,26448.735111894086,0.005472480931976934,193574788.31645235,193574788.31645235,1.0,False,True,True
E15,POST_WARMUP,2023-08-07T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,XLM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5439881.946636623,5330743.264718462,109138.68191816099,0.02006269308576437,144814316.17778718,144814316.17778718,1.0,False,True,False
E15,POST_WARMUP,2023-08-21T00:00:00+00:00,TOP6_ENTRY,DOGE-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,6002370.503804652,5965912.365171069,36458.13863358274,0.006073956716013023,127184651.42055044,127148193.28191686,0.9997133448240305,True,False,False
E15,POST_WARMUP,2023-08-28T00:00:00+00:00,TOP6_ENTRY,LTC-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,5780807.237065205,5132650.624839414,648156.6122257914,0.11212216315914504,121646036.75090812,120997880.13868232,0.9946717819212391,True,False,False
E15,POST_WARMUP,2023-09-11T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,3822752.6410479634,3624016.149153863,198736.49189410033,0.05198779794436791,102476902.83032218,102278166.33842808,0.9980606703910329,True,False,False
E15,POST_WARMUP,2023-10-02T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,GRAM-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,3104727.221082145,2858078.734364344,246648.48671780108,0.07944288472203763,89588282.46491076,89341633.97819297,0.9972468666668055,True,False,False
E15,POST_WARMUP,2023-10-16T00:00:00+00:00,TOP8_RETENTION,LTC-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,2292513.24613316,1999276.47008766,293236.77604549984,0.12791061362027448,93534227.95444441,93534227.95444441,1.0,False,True,False
E15,POST_WARMUP,2023-10-23T00:00:00+00:00,TOP8_RETENTION,LTC-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,2157023.0429307194,1891780.8619125863,265242.1810181332,0.1229667814108059,103365560.21857628,103365560.21857628,1.0,False,True,False
E15,POST_WARMUP,2023-11-13T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,7570554.481587049,7487066.268071029,83488.21351601928,0.011028018320068583,202351402.92193368,202267914.70841765,0.9995874097618773,True,False,False
E15,POST_WARMUP,2023-11-20T00:00:00+00:00,TOP6_ENTRY,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9323165.753579244,8203799.781445606,1119365.9721336383,0.12006286295016304,244655863.97093529,243536497.99880165,0.9954247327083621,True,False,False
E15,POST_WARMUP,2023-11-27T00:00:00+00:00,TOP6_ENTRY,AVAX-USDT,KAS-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,9343421.695162196,8028605.033816647,1314816.661345549,0.14072110884456068,259613073.0188081,258298256.35746253,0.9949354759139948,True,False,True
E15,POST_WARMUP,2023-11-27T00:00:00+00:00,TOP8_RETENTION,SHIB-USDT,PEPE-USDT,EVIDENCE_STRONG,CURRENT_SEED_KLINE_CONFIRMED,8009398.462256568,7315363.82468031,694034.6375762578,0.08665252963088572,259613073.0188081,258298256.35746253,0.9949354759139948,False,True,True
