scope,variant_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
OVERLAY,PULLBACK_REACCELERATION_V2,REJECTED_SAME_SYMBOL_OVERLAP,69,30120.08255487916,0.30120082554879163,2.059685355437269
STANDALONE,SQUEEZE_TREND_RELEASE_V2,ADMITTED,93,21407.130728436623,0.21407130728436624,1.5314465195638016
STANDALONE,SQUEEZE_TREND_RELEASE_V2,REJECTED_ENGINE_COOLDOWN,11,-9653.216937856914,-0.09653216937856914,0.0
STANDALONE,SQUEEZE_TREND_RELEASE_V2,REJECTED_SAME_SYMBOL_ACTIVE,7,-878.0505999572794,-0.008780505999572794,0.673778198210229
OVERLAY,SQUEEZE_TREND_RELEASE_V2,ADMITTED,36,-16445.164093205025,-0.16445164093205025,0.17098421786939375
OVERLAY,SQUEEZE_TREND_RELEASE_V2,REJECTED_ENGINE_COOLDOWN,2,-1696.086467310402,-0.01696086467310402,0.0
OVERLAY,SQUEEZE_TREND_RELEASE_V2,REJECTED_MAX_OPEN_RISK,1,44.45536936588883,0.0004445536936588883,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,REJECTED_SAME_SYMBOL_OVERLAP,72,28972.65838177196,0.2897265838177196,1.931818233446539
STANDALONE,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,ADMITTED,71,-18263.25774458795,-0.18263257744587952,0.5518286101819344
STANDALONE,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,REJECTED_ENGINE_COOLDOWN,2,-1802.1446856813009,-0.01802144685681301,0.0
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,ADMITTED,54,-23739.998614205615,-0.23739998614205615,0.3286809219985472
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,REJECTED_ENGINE_COOLDOWN,1,-880.4998371907071,-0.00880499837190707,0.0
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,REJECTED_MAX_OPEN_RISK,2,-890.0537085622881,-0.00890053708562288,0.013147105049475721
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,REJECTED_SAME_SYMBOL_OVERLAP,16,5445.149729689358,0.054451497296893574,2.0070309394039807
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,ADMITTED,127,23233.452324064117,0.23233452324064116,1.360124207965454
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,REJECTED_ENGINE_COOLDOWN,12,1615.628883587292,0.01615628883587292,1.2507899297715446
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,REJECTED_SAME_SYMBOL_ACTIVE,7,9138.405553378916,0.09138405553378916,5.233385978388555
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,ADMITTED,87,-43217.67911469777,-0.4321767911469777,0.19736772759425836
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,REJECTED_ENGINE_COOLDOWN,7,3186.8442970947967,0.031868442970947965,1.7610569452545581
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,REJECTED_MAX_OPEN_RISK,3,-884.198626384434,-0.00884198626384434,0.4436849665927054
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,REJECTED_SAME_SYMBOL_OVERLAP,49,74902.52020501773,0.7490252020501773,6.550714648502248
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,ADMITTED,362,-136340.83757920645,-1.3634083757920645,0.3590921305640514
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,REJECTED_ENGINE_COOLDOWN,16,-1577.2060869367692,-0.015772060869367693,0.8468611345726375
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,REJECTED_MAX_OPEN_RISK,24,2789.4570413501915,0.027894570413501914,1.3487323051462061
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,REJECTED_SAME_SYMBOL_OVERLAP,415,118743.32829321412,1.1874332829321412,1.6335504250315496
