scope,variant_id,cost_multiplier,trade_count,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,minimum_cash,minimum_equity,capital_feasible
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,1.5,127,0.16966468288866565,0.0021785410064312227,0.23383085584751917,1.2474194921051134,-42559.26325277831,98426.57216342071,False
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,2.0,127,0.10699484253669311,0.0014124930214833853,0.25885570815794257,1.1468410059271825,-45050.04004780058,97392.7865213884,False
STANDALONE,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,3.0,127,-0.01834483816725474,-0.0002570686167168157,0.3103955471687827,0.9776277823325784,-54318.321730269585,95325.21523732362,False
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,1.0,654,0.6493818402552864,0.006972751981397796,0.1770580228401213,1.2425945197435722,-31593.366949154602,94581.66084635192,False
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,1.5,654,0.3656016479575681,0.004336178933066703,0.21770450706386402,1.1280206792376504,-37217.38975057139,93768.9599415058,False
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,2.0,654,0.08182145565982712,0.0010926758250127122,0.2808343959810853,1.0268666115470675,-42841.41255198873,92956.25903665961,False
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,3.0,654,-0.485738928935623,-0.00919200901021866,0.5658735664789647,0.8592738047599642,-87545.4656536195,51426.1071064377,False
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,1.0,929,-0.2818497443898108,-0.004586771194199368,0.4950564058028605,0.9339261634271641,-221483.93201500736,71815.02556101892,False
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,1.5,929,-0.7311498364837745,-0.018075290755604656,0.7922175811680511,0.840068650081218,-246929.14196734308,26885.016351622548,False
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,2.0,929,-1.1804499285777597,,1.1548174048632822,0.7589014277606597,-272374.3519196801,-18044.99285777597,False
ALL_SECOND_GEN_OVERLAY,ALL_SECOND_GENERATION_ENGINES_OVERLAY,3.0,929,-2.0790501127657137,,1.9979858774119352,0.6276543930093201,-323264.77182435297,-107905.01127657137,False
