decision_time,classification,legacy_asset_count,historical_eligible_count,top_6_overlap,top_6_jaccard,top_10_overlap,legacy_assets_not_historically_eligible,historical_top_6_omitted_by_legacy
2019-09-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,18,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-09-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,19,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT
2019-09-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,19,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT
2019-09-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,21,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-09-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,23,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,KCS-USDT;LTC-USDT;TRX-USDT;XRP-USDT
2019-10-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,25,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-10-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,27,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-10-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,27,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-10-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,27,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2019-11-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,28,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-11-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,29,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-11-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,29,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-11-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,30,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-12-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,30,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-12-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-12-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-12-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2019-12-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-01-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-01-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-01-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-01-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-02-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-02-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,31,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-02-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,32,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-02-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,32,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-03-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,32,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-03-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,32,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-03-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,32,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-03-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-03-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-04-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-04-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-04-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-04-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-05-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XTZ-USDT
2020-05-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,33,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XTZ-USDT
2020-05-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,34,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-05-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,34,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-06-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,34,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-06-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,34,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-06-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,34,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-06-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,35,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;SENSO-USDT;XRP-USDT
2020-06-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,35,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;SENSO-USDT;XRP-USDT
2020-07-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,35,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;SENSO-USDT
2020-07-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,37,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;SENSO-USDT
2020-07-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,37,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-07-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,37,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;XRP-USDT;XTZ-USDT
2020-08-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,37,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-08-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,37,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-08-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,38,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-08-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,38,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;XRP-USDT;XTZ-USDT
2020-08-31T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,39,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;XRP-USDT;XTZ-USDT
2020-09-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,39,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;XRP-USDT;XTZ-USDT
2020-09-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,39,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,KCS-USDT;LTC-USDT;TRX-USDT;XRP-USDT
2020-09-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,39,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-09-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,40,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-10-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,41,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-10-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,41,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;TRX-USDT;XRP-USDT
2020-10-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,41,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;ATOM-USDT;KCS-USDT;XRP-USDT
2020-10-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,42,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-11-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,42,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;BCHSV-USDT;KCS-USDT;XRP-USDT
2020-11-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,44,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-11-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,45,2,0.2,2,AVAX-USDT;LINK-USDT;NEAR-USDT;SOL-USDT,ATOM-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-11-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,48,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-11-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,49,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-12-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,51,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-12-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,53,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
