scope,variant_id,cost_multiplier,trade_count,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,minimum_cash,minimum_equity,capital_feasible
STANDALONE,DAILY_COMPRESSION_BREAKOUT,3.0,36,0.10890699244448676,0.0014364922022194193,0.06735852215995408,1.862055190558077,71345.5268221938,99233.07364718671,True
OVERLAY,DAILY_COMPRESSION_BREAKOUT,1.0,582,1.0315082286536006,0.00989067989228376,0.11568730181875786,1.4620507507268297,4924.12494235066,95178.94982197955,True
OVERLAY,DAILY_COMPRESSION_BREAKOUT,1.5,582,0.7871482324686472,0.00809508635157119,0.15341917983123354,1.3306641845892275,3982.972667682734,94429.99096855147,True
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2.0,582,0.5427882362836647,0.006039004196278341,0.1984534939607694,1.2138611915726452,3041.820393014721,93681.03211512335,True
OVERLAY,DAILY_COMPRESSION_BREAKOUT,3.0,582,0.05406824391373344,0.0007314644046159113,0.32094403154729334,1.0187949153653373,-33564.74836868388,92183.11440826714,False
STANDALONE,WEEKLY_TREND_ACCELERATION,1.0,11,0.007057619427903727,9.766255265852841e-05,0.033589223528568524,1.1730479483983105,83894.82621417442,97751.23839583417,True
STANDALONE,WEEKLY_TREND_ACCELERATION,1.5,11,0.006312425050721604,8.73825590101962e-05,0.033918513047508814,1.1528939960513642,83859.14983766188,97715.56201932163,True
STANDALONE,WEEKLY_TREND_ACCELERATION,2.0,11,0.005567230673539703,7.709505578712417e-05,0.0342478185343591,1.1332243556361643,83823.47346114938,97679.88564280912,True
STANDALONE,WEEKLY_TREND_ACCELERATION,3.0,11,0.004076841919175234,5.649747636393698e-05,0.034906477416437154,1.0952698193876134,83752.12070812432,97608.53288978407,True
OVERLAY,WEEKLY_TREND_ACCELERATION,1.0,572,1.0559371536276019,0.010058318733999316,0.11353600312953294,1.4879579568210655,4924.12494235066,95178.94982197955,True
OVERLAY,WEEKLY_TREND_ACCELERATION,1.5,572,0.8121894183276319,0.008289886572151683,0.15065861133172043,1.35135990575956,3982.972667682734,94429.99096855147,True
OVERLAY,WEEKLY_TREND_ACCELERATION,2.0,572,0.568441683027632,0.006269410674444531,0.19485559382355577,1.230267829699044,3041.820393014721,93681.03211512335,True
OVERLAY,WEEKLY_TREND_ACCELERATION,3.0,572,0.08094621242766475,0.0010814246614121448,0.3144659688161937,1.0288438959505575,-30876.951517290763,92183.11440826714,False
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,1.0,82,0.13263489964905806,0.001730949777467572,0.13327027897866117,1.3772846130839786,79256.97896917345,97281.74381050415,True
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,1.5,82,0.12690695050670708,0.0016604281740111304,0.1349098760787728,1.3578068697860226,79164.71603668306,97234.95687956488,True
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2.0,82,0.12117900136435589,0.0015895522045361599,0.13660426255015956,1.3386394808152087,78987.39650251616,97188.16994862564,True
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,3.0,82,0.10972310307965216,0.0014467226929975041,0.1400087695633332,1.3012752762310102,78177.4067341439,97094.59608674713,True
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,1.0,615,0.9947034280563978,0.009634322479018964,0.12915564357024578,1.4150094470922707,4159.090631062711,94413.9155106916,True
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,1.5,615,0.748217787424732,0.007786828384974909,0.16864452429203636,1.293847560710738,3210.421200750825,93657.43950161956,True
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2.0,615,0.5017321467930349,0.005662278542688526,0.21587261046886075,1.1854681662854143,2261.751770438823,92900.96349254745,True
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,3.0,615,0.008760865529670925,0.00012113077916331427,0.3448764903224919,1.0028754850343455,-36968.06341427643,91388.01147440329,False
STANDALONE,DEEP_PULLBACK_RECOVERY,1.0,91,0.09452225772681389,0.001254940786614256,0.10355486152000926,1.2574416987120915,70418.04230600962,97198.78631130912,True
STANDALONE,DEEP_PULLBACK_RECOVERY,1.5,91,0.08891200960944401,0.0011834946484516884,0.106842072807949,1.2401615864611824,70325.7911646459,97165.8387482224,True
STANDALONE,DEEP_PULLBACK_RECOVERY,2.0,91,0.08330176149207325,0.0011116845937810815,0.11013876824936475,1.2231645656473307,70233.5400232822,97132.89118513574,True
STANDALONE,DEEP_PULLBACK_RECOVERY,3.0,91,0.07208126525733216,0.0009669576653514866,0.11676077624788062,1.1899924203774952,70049.03774055488,97066.99605896237,True
OVERLAY,DEEP_PULLBACK_RECOVERY,1.0,609,0.9928802326809838,0.009621502377581415,0.14085427001429673,1.4214822002784044,2623.4025957911726,92878.22747542006,True
OVERLAY,DEEP_PULLBACK_RECOVERY,1.5,609,0.7468991746924212,0.0077762692423932744,0.1807066084233021,1.298183582350258,1656.889147843489,92103.90744871223,True
OVERLAY,DEEP_PULLBACK_RECOVERY,2.0,609,0.5009181167038266,0.0056547068509622544,0.22823859482858144,1.1880707146455618,690.3756998957178,91329.58742200435,True
OVERLAY,DEEP_PULLBACK_RECOVERY,3.0,609,0.008956000726672464,0.00012381696004926113,0.3573403418637461,1.0029809810933894,-37055.57375147974,89780.94736858865,False
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,1.0,654,0.8722391193655854,0.00874641682521693,0.16271650627841716,1.3324212885278528,2622.0496548236333,92876.87453445252,True
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,1.5,654,0.6233079930154273,0.006749967051091099,0.20681928831426333,1.2245833399674533,1654.859736392209,92101.87803726095,True
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2.0,654,0.3743768666652336,0.004425513056070862,0.2599223466856745,1.1274959948636016,-1240.1259764695933,91326.88154006927,False
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,3.0,654,-0.1234853860351165,-0.001828525403957948,0.4069869533111752,0.9623752004295165,-50192.688570755156,87651.46139648835,False
