decision_time,pair,canonical_asset_id,c_rank,d_rank,worst_rank,best_rank,presence_count,c_liquidity,d_liquidity,provenance_category
2019-04-01T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,596535.8227326947,596535.8227326947,MULTI_CHANNEL_CONFIRMED
2019-04-01T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,501746.9551835973,501746.9551835973,MULTI_CHANNEL_CONFIRMED
2019-04-01T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,347504.08946879563,347504.08946879563,MULTI_CHANNEL_CONFIRMED
2019-04-01T00:00:00+00:00,LTC-USDT,LTC,4,4,4,4,2,15068.211054011144,15068.211054011144,MULTI_CHANNEL_CONFIRMED
2019-04-01T00:00:00+00:00,XRP-USDT,XRP,6,5,6,5,2,9976.13067400308,9976.13067400308,MULTI_CHANNEL_CONFIRMED
2019-04-01T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,5461.087229429168,5461.087229429168,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,1511047.635939721,1511047.635939721,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,804206.0459329183,804206.0459329183,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,468706.3803382437,468706.3803382437,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,16041.343244920412,16041.343244920412,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,15068.211054011144,15068.211054011144,MULTI_CHANNEL_CONFIRMED
2019-04-08T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,8313.218460555065,8313.218460555065,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,1709216.2881568172,1709216.2881568172,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,1248952.5728700757,1248952.5728700757,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,648126.4106760656,648126.4106760656,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,30629.21348942919,30629.21348942919,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,23955.10989403777,23955.10989403777,MULTI_CHANNEL_CONFIRMED
2019-04-15T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,14431.28615499967,14431.28615499967,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,1607028.6791731776,1607028.6791731776,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,1248952.5728700757,1248952.5728700757,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,637332.2489465458,637332.2489465458,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,LTC-USDT,LTC,4,4,4,4,2,43943.53455165564,43943.53455165564,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,XRP-USDT,XRP,5,5,5,5,2,36170.99636360572,36170.99636360572,MULTI_CHANNEL_CONFIRMED
2019-04-22T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,15827.539318789815,15827.539318789815,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,1531175.3408664388,1531175.3408664388,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,1442900.8618778945,1442900.8618778945,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,614376.2145508423,614376.2145508423,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,LTC-USDT,LTC,4,4,4,4,2,66810.82594570157,66810.82594570157,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,XRP-USDT,XRP,5,5,5,5,2,57422.7405944919,57422.7405944919,MULTI_CHANNEL_CONFIRMED
2019-04-29T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,18876.690186826032,18876.690186826032,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,1309575.0017824871,1309575.0017824871,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,1170638.1023905869,1170638.1023905869,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,754165.7840037517,754165.7840037517,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,88980.2915981533,88980.2915981533,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,77536.54387358992,77536.54387358992,MULTI_CHANNEL_CONFIRMED
2019-05-06T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,26165.910807665263,26165.910807665263,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,1309575.0017824871,1309575.0017824871,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,1302316.3771267473,1302316.3771267473,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,823571.7681779414,823571.7681779414,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,126308.17911825632,126308.17911825632,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,115202.0741091988,115202.0741091988,MULTI_CHANNEL_CONFIRMED
2019-05-13T00:00:00+00:00,TRX-USDT,TRX,10,6,10,6,2,36130.73290798774,36130.73290798774,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,1878071.371716313,1878071.371716313,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,1590750.1365406304,1590750.1365406304,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,999778.9456746782,999778.9456746782,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,LTC-USDT,LTC,4,4,4,4,2,159839.80014526524,159839.80014526524,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,XRP-USDT,XRP,5,5,5,5,2,159755.27279180355,159755.27279180355,MULTI_CHANNEL_CONFIRMED
2019-05-20T00:00:00+00:00,TRX-USDT,TRX,9,6,9,6,2,64018.28123066138,64018.28123066138,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,2947615.557494482,2947615.557494482,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,2850240.472530097,2850240.472530097,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,1468766.057997258,1468766.057997258,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,205816.1107557718,205816.1107557718,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,205096.42369755203,205096.42369755203,MULTI_CHANNEL_CONFIRMED
2019-05-27T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,97962.36128865492,97962.36128865492,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,3707219.360152537,3707219.360152537,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,3615263.215986152,3615263.215986152,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2031681.329270684,2031681.329270684,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,261983.4227274033,261983.4227274033,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,222177.0157474648,222177.0157474648,MULTI_CHANNEL_CONFIRMED
2019-06-03T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,135946.16516978323,135946.16516978323,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,4299386.7147977045,4299386.7147977045,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,3970364.167536592,3970364.167536592,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2084027.5406521533,2084027.5406521533,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,305024.75154157873,305024.75154157873,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,279600.8168349668,279600.8168349668,MULTI_CHANNEL_CONFIRMED
2019-06-10T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,156211.32001142768,156211.32001142768,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,4740495.749231933,4740495.749231933,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,3712451.75771994,3712451.75771994,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2109523.8282734053,2109523.8282734053,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,320083.7548287475,320083.7548287475,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,313736.85787999874,313736.85787999874,MULTI_CHANNEL_CONFIRMED
2019-06-17T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,153560.98087576142,153560.98087576142,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,7280677.450348692,7280677.450348692,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,3858052.602409317,3858052.602409317,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2200124.871334001,2200124.871334001,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,466576.6920930427,466576.6920930427,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,399642.1337430936,399642.1337430936,MULTI_CHANNEL_CONFIRMED
2019-06-24T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,159486.63541931097,159486.63541931097,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,9752731.418638537,9752731.418638537,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,4433485.976436874,4433485.976436874,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2313917.6896286053,2313917.6896286053,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,574033.8044554063,574033.8044554063,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,520365.680583003,520365.680583003,MULTI_CHANNEL_CONFIRMED
2019-07-01T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,161362.8268746164,161362.8268746164,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,KCS-USDT,KCS,1,1,1,1,2,9689143.0414029,9689143.0414029,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,BTC-USDT,BTC,2,2,2,2,2,5497873.203935739,5497873.203935739,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,2670059.213308733,2670059.213308733,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,XRP-USDT,XRP,4,4,4,4,2,755860.4271946314,755860.4271946314,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,LTC-USDT,LTC,5,5,5,5,2,660969.3516214677,660969.3516214677,MULTI_CHANNEL_CONFIRMED
2019-07-08T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,174748.07720434613,174748.07720434613,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,18012354.11899266,18012354.11899266,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,KCS-USDT,KCS,2,2,2,2,2,9599674.207835224,9599674.207835224,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,ETH-USDT,ETH,3,3,3,3,2,8049632.876076421,8049632.876076421,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,XRP-USDT,XRP,5,4,5,4,2,6215634.343690679,6215634.343690679,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,LTC-USDT,LTC,6,5,6,5,2,1609215.2117596194,1609215.2117596194,MULTI_CHANNEL_CONFIRMED
2019-07-15T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,743934.8464532716,743934.8464532716,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,46112956.23003667,46112956.23003667,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,ETH-USDT,ETH,3,2,3,2,2,15056711.922505368,15056711.922505368,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,XRP-USDT,XRP,4,3,4,3,2,11360496.014027376,11360496.014027376,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,10052096.08098072,10052096.08098072,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,KCS-USDT,KCS,6,5,6,5,2,9072746.615138508,9072746.615138508,MULTI_CHANNEL_CONFIRMED
2019-07-22T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,5529813.294777578,5529813.294777578,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,59577558.43318884,59577558.43318884,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,34197088.05081958,34197088.05081958,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,XRP-USDT,XRP,4,3,4,3,2,15617806.096788324,15617806.096788324,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,14909647.194298536,14909647.194298536,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,KCS-USDT,KCS,6,5,6,5,2,8529328.02587748,8529328.02587748,MULTI_CHANNEL_CONFIRMED
2019-07-29T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,8106937.600483226,8106937.600483226,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,108378785.72033653,108378785.72033653,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,63137901.67739228,63137901.67739228,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,28418409.59950362,28418409.59950362,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,21252189.29207857,21252189.29207857,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,TRX-USDT,TRX,6,5,6,5,2,9546494.882915214,9546494.882915214,MULTI_CHANNEL_CONFIRMED
2019-08-05T00:00:00+00:00,KCS-USDT,KCS,7,6,7,6,2,8529328.02587748,8529328.02587748,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,121569955.05952723,121569955.05952723,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,66648339.97677396,66648339.97677396,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,32823429.109624483,32823429.109624483,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,24180980.255842622,24180980.255842622,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,TRX-USDT,TRX,6,5,6,5,2,9814279.198377904,9814279.198377904,MULTI_CHANNEL_CONFIRMED
2019-08-12T00:00:00+00:00,KCS-USDT,KCS,7,6,7,6,2,8223709.277355401,8223709.277355401,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,124451522.20296425,124451522.20296425,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,62652094.08882558,62652094.08882558,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,33148288.562423475,33148288.562423475,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,24493671.900407225,24493671.900407225,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,TRX-USDT,TRX,6,5,6,5,2,9739645.314760497,9739645.314760497,MULTI_CHANNEL_CONFIRMED
2019-08-19T00:00:00+00:00,KCS-USDT,KCS,7,6,7,6,2,8797553.324053336,8797553.324053336,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,120784663.34756713,120784663.34756713,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,51826214.110734016,51826214.110734016,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,32051796.374240503,32051796.374240503,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,23941174.385792904,23941174.385792904,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,KCS-USDT,KCS,6,5,6,5,2,10747294.993810743,10747294.993810743,MULTI_CHANNEL_CONFIRMED
2019-08-26T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,9207885.002902348,9207885.002902348,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,108634033.18962468,108634033.18962468,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,42170012.314610735,42170012.314610735,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,30240981.158276305,30240981.158276305,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,20953875.200625867,20953875.200625867,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,KCS-USDT,KCS,6,5,6,5,2,8445812.643202504,8445812.643202504,MULTI_CHANNEL_CONFIRMED
2019-09-02T00:00:00+00:00,TRX-USDT,TRX,7,6,7,6,2,8099476.776160594,8099476.776160594,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,91617021.2625519,91617021.2625519,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,ETH-USDT,ETH,2,2,2,2,2,39049510.52413055,39049510.52413055,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,XRP-USDT,XRP,3,3,3,3,2,29077147.45696406,29077147.45696406,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,20512836.284082454,20512836.284082454,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,TRX-USDT,TRX,6,5,6,5,2,7756288.149123235,7756288.149123235,MULTI_CHANNEL_CONFIRMED
2019-09-09T00:00:00+00:00,KCS-USDT,KCS,7,6,7,6,2,6930537.33494539,6930537.33494539,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,62417495.170908265,62417495.170908265,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,ETH-USDT,ETH,3,2,3,2,2,23826231.64327804,23826231.64327804,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,XRP-USDT,XRP,4,3,4,3,2,22529927.773746222,22529927.773746222,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,LTC-USDT,LTC,5,4,5,4,2,17934894.900798943,17934894.900798943,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,TRX-USDT,TRX,6,5,6,5,2,7089345.763336811,7089345.763336811,MULTI_CHANNEL_CONFIRMED
2019-09-16T00:00:00+00:00,KCS-USDT,KCS,7,6,7,6,2,6297045.570170812,6297045.570170812,MULTI_CHANNEL_CONFIRMED
2019-09-23T00:00:00+00:00,BTC-USDT,BTC,1,1,1,1,2,34680830.82182865,34680830.82182865,MULTI_CHANNEL_CONFIRMED
