symbol,entry_signal_time,exit_signal_time,entry_price,exit_price,net_trade_return_after_round_trip_cost,holding_days,exit_reason
ETH/USDT,2023-08-02 00:00:00+00:00,2023-08-16 00:00:00+00:00,1874.27,1829.05,-0.028022428362182272,14,MAXIMUM_HOLDING_DAYS
XLM/USDT,2023-10-04 00:00:00+00:00,2023-10-10 00:00:00+00:00,0.11471,0.105924,-0.08027940283672907,6,DAILY_STOP_TRIGGER
SHIB/USDT,2023-10-05 00:00:00+00:00,2023-10-10 00:00:00+00:00,7.237e-06,6.917e-06,-0.04803271721032176,5,DAILY_STOP_TRIGGER
AAVE/USDT,2023-10-20 00:00:00+00:00,2023-10-27 00:00:00+00:00,63.905,80.802,0.2593605684335891,7,DAILY_STOP_TRIGGER
SHIB/USDT,2023-10-20 00:00:00+00:00,2023-11-03 00:00:00+00:00,6.838e-06,7.86e-06,0.14487024780506252,14,MAXIMUM_HOLDING_DAYS
LINK/USDT,2023-12-19 00:00:00+00:00,2023-12-31 00:00:00+00:00,14.6729,15.1628,0.0292627810643733,12,DAILY_STOP_TRIGGER
SNX/USDT,2024-01-09 00:00:00+00:00,2024-01-19 00:00:00+00:00,3.35876,3.357291,-0.004427633793851693,10,DAILY_STOP_TRIGGER
ADA/USDT,2024-01-24 00:00:00+00:00,2024-02-07 00:00:00+00:00,0.477437,0.498247,0.03942088698605284,14,MAXIMUM_HOLDING_DAYS
AVAX/USDT,2024-01-24 00:00:00+00:00,2024-02-07 00:00:00+00:00,30.638,34.152,0.1102442937090764,14,MAXIMUM_HOLDING_DAYS
TAO/USDT,2024-04-14 00:00:00+00:00,2024-04-28 00:00:00+00:00,510.17,422.33,-0.1754825805198118,14,DAILY_STOP_TRIGGER
NEAR/USDT,2024-04-14 00:00:00+00:00,2024-04-28 00:00:00+00:00,5.2159,7.1373,0.36291105742654883,14,MAXIMUM_HOLDING_DAYS
BTC/USDT,2024-04-20 00:00:00+00:00,2024-05-01 00:00:00+00:00,63813.8,60670.4,-0.053054311224042805,11,DAILY_STOP_TRIGGER
ETH/USDT,2024-06-15 00:00:00+00:00,2024-06-25 00:00:00+00:00,3481.26,3351.96,-0.04098547015859533,10,DAILY_STOP_TRIGGER
ONDO/USDT,2024-06-19 00:00:00+00:00,2024-07-03 00:00:00+00:00,1.16409,1.16482,-0.0033674200791348197,14,MAXIMUM_HOLDING_DAYS
SOL/USDT,2024-06-25 00:00:00+00:00,2024-07-05 00:00:00+00:00,132.315,127.856,-0.03755736835289114,10,DAILY_STOP_TRIGGER
LINK/USDT,2024-06-25 00:00:00+00:00,2024-07-05 00:00:00+00:00,13.6188,12.5255,-0.08395027432725233,10,DAILY_STOP_TRIGGER
GRAM/USDT,2024-07-06 00:00:00+00:00,2024-07-20 00:00:00+00:00,7.2208,7.2982,0.006684227379497587,14,MAXIMUM_HOLDING_DAYS
XMR/USDT,2024-07-06 00:00:00+00:00,2024-07-20 00:00:00+00:00,155.01,161.34,0.03668104086002577,14,MAXIMUM_HOLDING_DAYS
SOL/USDT,2024-07-06 00:00:00+00:00,2024-07-20 00:00:00+00:00,134.33,169.128,0.2540224694658919,14,MAXIMUM_HOLDING_DAYS
ZEC/USDT,2024-08-06 00:00:00+00:00,2024-08-20 00:00:00+00:00,30.061,41.907,0.38850026901388346,14,MAXIMUM_HOLDING_DAYS
AAVE/USDT,2024-08-06 00:00:00+00:00,2024-08-20 00:00:00+00:00,95.662,118.101,0.2296370441989053,14,MAXIMUM_HOLDING_DAYS
XLM/USDT,2024-08-06 00:00:00+00:00,2024-08-20 00:00:00+00:00,0.0879,0.0963,0.09118963438311067,14,MAXIMUM_HOLDING_DAYS
ADA/USDT,2024-09-05 00:00:00+00:00,2024-09-19 00:00:00+00:00,0.3231,0.3441,0.060743879001514234,14,MAXIMUM_HOLDING_DAYS
XLM/USDT,2024-10-04 00:00:00+00:00,2024-10-18 00:00:00+00:00,0.0904,0.095,0.046689806228251696,14,MAXIMUM_HOLDING_DAYS
ZEC/USDT,2024-12-21 00:00:00+00:00,2024-12-29 00:00:00+00:00,54.345,62.72,0.14950079599747967,8,DAILY_STOP_TRIGGER
UNI/USDT,2024-12-21 00:00:00+00:00,2024-12-31 00:00:00+00:00,13.6723,13.3429,-0.027988346500609107,10,END_OF_RESEARCH
ADA/USDT,2024-12-21 00:00:00+00:00,2024-12-31 00:00:00+00:00,0.9498,0.8613,-0.09679756091102698,10,END_OF_RESEARCH
