asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,identity_overlay_rule,identity_excluded,identity_exclusion_reason,d0b_raw_form_count,rebalance_time,market_cap_rank,venue_data_eligible,venue_rank
ltc,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,3746013102.2677784,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,16,True,15
icp,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,2891053644.2908597,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,17,True,16
qnt,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,2838866985.414034,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,18,True,17
xmr,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,2496023016.4869614,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,20,True,18
crv,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,1623711304.4192917,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,23,True,19
ldo,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,1574812800.88972,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,24,True,20
mana,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,1531290307.6064587,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,25,True,21
aave,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,1180070287.7295408,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,27,True,22
1inch,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,900479494.4904315,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,29,True,23
neo,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,828067209.688915,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,30,True,24
zec,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,725989876.8888764,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,31,True,25
snx,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,698468838.9613463,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,32,True,26
comp,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,616031105.751677,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,34,True,27
paxg,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,506421778.6064905,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,35,True,28
bat,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,450849615.6853185,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,36,True,29
dash,2022-09-25T00:00:00+00:00,2022-09-25T00:00:00+00:00,2022-09-26T00:00:00+00:00,449939575.3706118,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2022-09-26T00:00:00+00:00,37,True,30
btc,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,364472504804.05634,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2022-10-03T00:00:00+00:00,1,True,1
eth,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,153868849720.17062,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,2,True,2
xrp,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,44839436667.684944,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,3,True,3
ada,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,14102136910.74814,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,4,True,4
xlm,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,12488304966.923067,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,5,True,5
cro,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,10949910443.9172,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,6,True,6
shib_eth,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,10936936552.485987,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,7,True,7
doge,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,8069498142.311358,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,8,True,8
ftt,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,7911621293.85083,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,9,True,9
link,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,7131322592.782,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,11,True,10
uni,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,6269824694.98403,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,12,True,11
avaxp,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,5630250756.830285,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,13,True,12
etc,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,3698715155.595099,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,14,True,13
ltc,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,3696824413.0227747,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,15,True,14
algo,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,3544596646.97697,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,16,True,15
qnt,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,3159996680.200975,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,17,True,16
icp,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,2890813859.258549,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,18,True,17
xmr,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,2421248579.004534,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,20,True,18
crv,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,1572851360.658108,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,23,True,19
mana,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,1496579004.7281022,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,24,True,20
ldo,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,1439281284.94428,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,25,True,21
aave,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,1165312326.5422368,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,26,True,22
neo,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,851930925.464064,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,29,True,23
1inch,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,832920952.067415,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,30,True,24
zec,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,695620997.2789581,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,32,True,25
snx,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,668165202.6258442,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,33,True,26
comp,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,584082105.739556,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,34,True,27
paxg,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,509282146.1065816,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,35,True,28
bat,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,437357545.6479615,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,36,True,29
dash,2022-10-02T00:00:00+00:00,2022-10-02T00:00:00+00:00,2022-10-03T00:00:00+00:00,436044554.3430259,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2022-10-03T00:00:00+00:00,37,True,30
btc,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,372530287709.7266,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2022-10-10T00:00:00+00:00,1,True,1
eth,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,159218549540.04053,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,2,True,2
xrp,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,53403502275.573364,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,3,True,3
ada,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,14207295218.563187,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,4,True,4
xlm,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,13565801917.856354,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,5,True,5
shib_eth,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,11024834167.500319,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,6,True,6
cro,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,10689624582.9156,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,7,True,7
doge,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,8468955858.743268,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,8,True,8
ftt,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,7934302100.081658,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,10,True,9
link,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,7606814083.88671,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,11,True,10
uni,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,6618311207.42552,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,12,True,11
avaxp,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,5766768583.874401,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,13,True,12
ltc,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,3838104623.8977165,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,14,True,13
qnt,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,3801231313.935448,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,15,True,14
etc,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,3701277521.2908483,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,16,True,15
algo,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,3382378407.58178,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,17,True,16
icp,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,2868012412.40386,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,18,True,17
xmr,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,2575378105.888224,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,20,True,18
crv,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,1616066792.6227777,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,23,True,19
mana,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,1516419035.9313686,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,24,True,20
ldo,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,1453167993.56703,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,25,True,21
aave,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,1205667534.335035,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,26,True,22
1inch,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,908299663.3696365,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,30,True,23
neo,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,851386356.588842,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,31,True,24
zec,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,709997212.0190742,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,32,True,25
snx,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,680407567.8769103,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,33,True,26
comp,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,591711812.086946,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,34,True,27
paxg,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,514080606.8603245,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,35,True,28
dash,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,469300817.0481305,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,36,True,29
bat,2022-10-09T00:00:00+00:00,2022-10-09T00:00:00+00:00,2022-10-10T00:00:00+00:00,451317389.9438025,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2022-10-10T00:00:00+00:00,37,True,30
btc,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,369462722255.0901,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2022-10-17T00:00:00+00:00,1,True,1
eth,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,157366417408.86447,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,2,True,2
xrp,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,47693383491.90163,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,3,True,3
ada,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,12454438613.318642,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,4,True,4
xlm,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,11958678145.885141,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,5,True,5
cro,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,10482410308.7456,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,6,True,6
shib_eth,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,10285886588.15397,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,7,True,7
doge,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,8048310118.819109,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,8,True,8
ftt,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,7812064619.86236,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,10,True,9
link,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,7173751072.65709,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,11,True,10
uni,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,6105864294.41162,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,12,True,11
avaxp,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,5364805638.865497,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,13,True,12
qnt,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,4699918890.606274,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,14,True,13
ltc,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,3675006519.6008763,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,15,True,14
algo,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,3225801272.80856,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,17,True,15
etc,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,3186324662.3467717,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,18,True,16
xmr,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,2527567910.1638436,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,20,True,17
icp,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,2452080934.2197094,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,21,True,18
crv,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,1499896157.1299093,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,23,True,19
mana,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,1407011638.1235557,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,24,True,20
ldo,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,1347327485.96387,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,25,True,21
aave,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,1213214086.59232,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,26,True,22
1inch,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,853724143.30248,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,30,True,23
neo,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,787898439.360068,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,31,True,24
snx,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,693715840.995382,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,32,True,25
zec,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,674099690.9495633,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,33,True,26
comp,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,550034857.839987,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,34,True,27
paxg,2022-10-16T00:00:00+00:00,2022-10-16T00:00:00+00:00,2022-10-17T00:00:00+00:00,498288844.33601856,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2022-10-17T00:00:00+00:00,35,True,28
