symbol,entry_signal_time,exit_signal_time,entry_price,exit_price,net_trade_return_after_round_trip_cost,holding_days,exit_reason
XLM/USDT,2023-09-11 00:00:00+00:00,2023-09-16 00:00:00+00:00,0.133839,0.120329,-0.10453122998095599,5,DAILY_STOP_TRIGGER
TRX/USDT,2023-09-08 00:00:00+00:00,2023-10-08 00:00:00+00:00,0.07915,0.088079,0.10836875837711824,30,MAXIMUM_HOLDING_DAYS
LINK/USDT,2023-09-19 00:00:00+00:00,2023-10-19 00:00:00+00:00,6.5666,7.3572,0.115924518033649,30,MAXIMUM_HOLDING_DAYS
GRAM/USDT,2023-11-07 00:00:00+00:00,2023-11-15 00:00:00+00:00,2.4407,2.2507,-0.08152777086054053,8,DAILY_STOP_TRIGGER
PEPE/USDT,2023-12-05 00:00:00+00:00,2023-12-19 00:00:00+00:00,1.3944e-06,1.3059e-06,-0.06720680841415272,14,DAILY_STOP_TRIGGER
SUI/USDT,2023-12-27 00:00:00+00:00,2024-01-04 00:00:00+00:00,0.88375,0.84256,-0.05041415895225121,8,DAILY_STOP_TRIGGER
UNI/USDT,2023-12-27 00:00:00+00:00,2024-01-04 00:00:00+00:00,7.3517,6.4347,-0.12822713456067303,8,DAILY_STOP_TRIGGER
LINK/USDT,2024-02-02 00:00:00+00:00,2024-03-03 00:00:00+00:00,17.1864,21.4024,0.2403389469257735,30,MAXIMUM_HOLDING_DAYS
TRX/USDT,2024-02-07 00:00:00+00:00,2024-03-06 00:00:00+00:00,0.121034,0.135862,0.11802994800260191,28,DAILY_STOP_TRIGGER
PEPE/USDT,2024-05-14 00:00:00+00:00,2024-06-08 00:00:00+00:00,9.92e-06,1.278e-05,0.2831635116863047,25,DAILY_STOP_TRIGGER
GRAM/USDT,2024-05-11 00:00:00+00:00,2024-06-10 00:00:00+00:00,6.7732,7.1103,0.04557898317815434,30,MAXIMUM_HOLDING_DAYS
SOL/USDT,2024-07-22 00:00:00+00:00,2024-08-02 00:00:00+00:00,184.506,167.367,-0.0965124805509141,11,DAILY_STOP_TRIGGER
AAVE/USDT,2024-08-01 00:00:00+00:00,2024-08-06 00:00:00+00:00,107.526,95.662,-0.1138876572320826,5,DAILY_STOP_TRIGGER
XMR/USDT,2024-08-23 00:00:00+00:00,2024-08-29 00:00:00+00:00,168.74,157.97,-0.06756322604287701,6,DAILY_STOP_TRIGGER
TAO/USDT,2024-08-24 00:00:00+00:00,2024-08-30 00:00:00+00:00,346.49,283.99,-0.18365232074452487,6,DAILY_STOP_TRIGGER
SUI/USDT,2024-09-16 00:00:00+00:00,2024-10-16 00:00:00+00:00,1.079,2.06,0.9015537044539281,30,MAXIMUM_HOLDING_DAYS
SEI/USDT,2024-09-20 00:00:00+00:00,2024-10-20 00:00:00+00:00,0.335,0.435,0.29332380016087223,30,MAXIMUM_HOLDING_DAYS
BTC/USDT,2024-10-30 00:00:00+00:00,2024-11-04 00:00:00+00:00,72735.5,68771.5,-0.058273290568535474,5,DAILY_STOP_TRIGGER
SUI/USDT,2024-12-06 00:00:00+00:00,2024-12-10 00:00:00+00:00,4.233,3.848,-0.09458097742620131,4,DAILY_STOP_TRIGGER
