signal_id,fold_id,evaluable_decision_count,excluded_decision_count,mean_rank_ic,median_rank_ic,positive_ic_period_share,mean_top_excess,median_top_excess,positive_top_excess_share,top_quintile_hit_rate
BTC_RELATIVE_RETURN_28D,WF02,26,0,-0.032501925216052024,-0.04215000794533609,0.4230769230769231,-0.0015642830328608892,-0.0007033625541856851,0.5,0.4551282051282052
BTC_RELATIVE_RETURN_28D,WF03,52,0,-0.05442799691965432,-0.09343715239154617,0.36538461538461536,-0.008088108569767164,-0.01680176974305883,0.36538461538461536,0.45833333333333326
DISTANCE_FROM_EMA20_ATR,WF01,26,0,0.028886797296141006,0.07875417130144605,0.6923076923076923,-0.005044584147332261,-0.008604251452998368,0.38461538461538464,0.4871794871794872
DISTANCE_FROM_EMA20_ATR,WF02,26,0,0.023519417179038986,0.029540759574129986,0.6153846153846154,0.0030071085723692268,-0.0018845942220096705,0.4230769230769231,0.48717948717948717
DISTANCE_FROM_EMA20_ATR,WF03,52,0,0.052391546162402665,0.06273637374860958,0.5576923076923077,-0.0050397821867715,0.0010227477972498435,0.5384615384615384,0.5160256410256411
DONCHIAN_20_POSITION,WF01,26,0,0.011465731154273982,0.00578420467185762,0.5384615384615384,0.010102840036557174,0.004087348503751587,0.5769230769230769,0.5384615384615384
DONCHIAN_20_POSITION,WF02,26,0,0.014746543778801849,0.015286826632766566,0.6153846153846154,0.004382673869097301,0.005177148565846096,0.5769230769230769,0.5192307692307692
DONCHIAN_20_POSITION,WF03,52,0,-0.0438521434072046,-0.04560622914349277,0.40384615384615385,-0.014347939026464059,-0.014491082224227696,0.28846153846153844,0.4423076923076923
DONCHIAN_55_POSITION,WF01,26,0,0.03378112432617439,0.0004449388209121247,0.5,0.005126218237530244,0.01329679477772034,0.5384615384615384,0.5448717948717949
DONCHIAN_55_POSITION,WF02,26,0,-0.017360559351660573,0.0003972668043858256,0.5,0.0027170212005117643,0.0011817574230613762,0.5384615384615384,0.4807692307692308
DONCHIAN_55_POSITION,WF03,52,0,-0.04794185236343191,-0.04471635150166852,0.34615384615384615,-0.011477208340824278,-0.015655216534645484,0.36538461538461536,0.4487179487179487
DOWNSIDE_VOLATILITY_28D,WF01,26,0,-0.08390519380508256,-0.12791991101223582,0.4230769230769231,0.003566558058255985,0.0002554810853422759,0.5,0.5192307692307693
DOWNSIDE_VOLATILITY_28D,WF02,26,0,-0.046093339363639685,-0.071412680756396,0.4230769230769231,0.004330802531505473,-0.008524304407090412,0.4230769230769231,0.4551282051282052
DOWNSIDE_VOLATILITY_28D,WF03,52,0,-0.10079575596816978,-0.10456062291434928,0.3269230769230769,-0.011274322654707165,-0.013224424380288431,0.34615384615384615,0.4807692307692308
DRAWDOWN_ADJUSTED_MOMENTUM_28D,WF01,26,0,-0.06215453067510909,-0.0731924360400445,0.38461538461538464,0.006969642594469537,0.006707085026768804,0.5769230769230769,0.5576923076923077
DRAWDOWN_ADJUSTED_MOMENTUM_28D,WF02,26,0,-0.05858524123262721,-0.09254727474972191,0.4230769230769231,0.0046917740012153205,-0.003810364909682498,0.46153846153846156,0.46794871794871795
DRAWDOWN_ADJUSTED_MOMENTUM_28D,WF03,52,0,-0.06664561045481426,-0.08743047830923248,0.38461538461538464,-0.003258607683363109,-0.01034040427835714,0.40384615384615385,0.49679487179487175
EMA_20_50_TREND_STATE,WF01,26,0,-0.034671001967998626,0.00867630700778643,0.5,-0.007383701876863303,-0.010652407829169694,0.38461538461538464,0.5128205128205129
EMA_20_50_TREND_STATE,WF02,26,0,-0.09480313901893433,-0.05747656125854124,0.4230769230769231,-0.013793856502201591,-0.008710978021621355,0.34615384615384615,0.42948717948717946
EMA_20_50_TREND_STATE,WF03,52,0,0.005604517840335415,0.01757508342602892,0.5192307692307693,-0.007073227031379836,-0.0035342167204480313,0.4807692307692308,0.49038461538461536
IDIOSYNCRATIC_STRENGTH_28D,WF01,26,0,-0.07045435098827758,-0.05205784204671858,0.34615384615384615,0.004804251619677494,-0.005488692810208827,0.34615384615384615,0.5064102564102565
IDIOSYNCRATIC_STRENGTH_28D,WF02,26,0,-0.034389859306433276,-0.018909899888765295,0.5,-0.004131600257986281,-0.004936633489861622,0.38461538461538464,0.44230769230769224
IDIOSYNCRATIC_STRENGTH_28D,WF03,52,0,-0.02652886601718638,-0.04160177975528365,0.4230769230769231,0.00808533624220601,-0.001077953233935067,0.4807692307692308,0.4775641025641026
ILLIQUIDITY_PROXY_30D,WF01,26,0,0.061795157012064686,0.11523915461624026,0.6538461538461539,0.008502584306323007,-0.0004790946376590653,0.46153846153846156,0.5000000000000001
ILLIQUIDITY_PROXY_30D,WF02,26,0,-0.0029281619381730647,-0.004004449388209121,0.5,-0.010495622346362596,-0.0034408405436854852,0.4230769230769231,0.5064102564102564
ILLIQUIDITY_PROXY_30D,WF03,52,0,0.01968854282536151,0.03648498331479422,0.5961538461538461,-0.00224670877542057,0.0004098296052824305,0.5,0.4807692307692307
MARKET_RESIDUAL_MOMENTUM_28D,WF01,26,0,-0.06879438692564387,-0.039599555061179084,0.34615384615384615,0.011167356854982026,-0.008572755669196547,0.46153846153846156,0.5
MARKET_RESIDUAL_MOMENTUM_28D,WF02,26,0,-0.014473957633023254,0.003559510567296997,0.5384615384615384,-0.0026883755919931136,-0.0018715139826563061,0.46153846153846156,0.4487179487179487
MARKET_RESIDUAL_MOMENTUM_28D,WF03,52,0,-0.02047360314879781,-0.02224694104560623,0.4230769230769231,0.004295695585015745,-0.00023722132754548653,0.5,0.47435897435897434
MAX_DRAWDOWN_28D,WF01,26,0,0.08626679216223154,0.07385984427141268,0.6538461538461539,0.008248106417052719,0.004067001022912117,0.6153846153846154,0.5256410256410257
MAX_DRAWDOWN_28D,WF02,26,0,0.07524722218826779,0.12958048625456856,0.5384615384615384,-0.001559960464742336,-0.0009878040642705707,0.46153846153846156,0.5064102564102565
MAX_DRAWDOWN_28D,WF03,52,0,0.06372526250168074,-0.01268075639599555,0.4807692307692308,-0.0006410913948140697,0.006964997527408161,0.5384615384615384,0.49038461538461536
MULTI_HORIZON_TREND_AGREEMENT,WF01,26,0,-0.023469349355312828,-0.0067511710323663095,0.5,0.011389284149936653,0.006631313103336051,0.5769230769230769,0.5769230769230769
MULTI_HORIZON_TREND_AGREEMENT,WF02,26,0,-0.08862413819504983,-0.1588938004072461,0.34615384615384615,-0.0049421010942410125,-0.006223161343623589,0.34615384615384615,0.4743589743589744
MULTI_HORIZON_TREND_AGREEMENT,WF03,52,0,-0.023334778998406594,0.027547933017412454,0.5576923076923077,-8.771589375569187e-05,-0.0019343878312630212,0.46153846153846156,0.49358974358974367
OLS_TREND_TSTAT_28D,WF01,26,0,-0.05231453752032172,-0.02246941045606229,0.4230769230769231,-0.0026186937860866264,-0.003275908632809846,0.46153846153846156,0.5192307692307693
OLS_TREND_TSTAT_28D,WF02,26,0,-0.022091701402046228,-0.020467185761957732,0.46153846153846156,-0.002850845829157569,-0.007838949949499359,0.38461538461538464,0.4615384615384616
OLS_TREND_TSTAT_28D,WF03,52,0,-0.028364849833147944,-0.04938820912124583,0.40384615384615385,-0.0064965943305934646,-0.002046141948808422,0.4423076923076923,0.48717948717948717
POSITIVE_BAR_BREADTH_28D,WF01,26,0,-0.02271981533680935,-0.014293126238397636,0.46153846153846156,0.0035632787485315284,0.005570753202311818,0.6153846153846154,0.5576923076923076
POSITIVE_BAR_BREADTH_28D,WF02,26,0,-0.04567165171818936,-0.024048304073369428,0.5,0.003859891694375089,0.003962873479662079,0.6923076923076923,0.5
POSITIVE_BAR_BREADTH_28D,WF03,52,0,0.013163147707583072,0.02231421584677554,0.5384615384615384,0.011801343240836312,0.003097553252882901,0.5192307692307693,0.4839743589743589
PRICE_VOLUME_CONFIRMATION_28D,WF01,26,0,-0.05681526482416361,-0.08008898776418243,0.4230769230769231,-0.0035517885745538482,-0.007719372624056649,0.38461538461538464,0.4551282051282052
PRICE_VOLUME_CONFIRMATION_28D,WF02,26,0,-0.05943661455341099,-0.07343874145876371,0.34615384615384615,-0.0070269674138084,-0.00963506618314447,0.3076923076923077,0.46153846153846156
PRICE_VOLUME_CONFIRMATION_28D,WF03,52,0,-0.01824249165739711,-0.023136818687430477,0.46153846153846156,0.00114674897714602,-0.005716756022720093,0.4423076923076923,0.4711538461538462
QUOTE_TURNOVER_CHANGE_7D_30D,WF01,26,0,0.03621117480961752,0.07541713014460512,0.5769230769230769,0.014778320823649242,0.005770492307684377,0.6538461538461539,0.5448717948717948
QUOTE_TURNOVER_CHANGE_7D_30D,WF02,26,0,0.03923957021843562,-0.0046718576195773085,0.5,-0.006922243846431809,-0.007032156677115025,0.46153846153846156,0.4807692307692307
QUOTE_TURNOVER_CHANGE_7D_30D,WF03,52,0,0.00012834773680157256,0.011568409343715239,0.5,0.002359286488588232,-0.00039420484442793946,0.46153846153846156,0.4807692307692308
REALIZED_VOLATILITY_28D,WF01,26,0,-0.10332848464105417,-0.2088987764182425,0.4230769230769231,0.011908540963361422,0.0034943608650272215,0.5384615384615384,0.5064102564102565
REALIZED_VOLATILITY_28D,WF02,26,0,-0.09468640369641482,-0.14193548387096774,0.38461538461538464,0.002487684916124907,-0.00302864042190237,0.38461538461538464,0.4423076923076924
REALIZED_VOLATILITY_28D,WF03,52,0,-0.11369898177462137,-0.14505005561735262,0.34615384615384615,-0.007599726902358144,-0.005271412251461693,0.46153846153846156,0.4583333333333333
RETURN_PATH_EFFICIENCY_28D,WF01,26,0,-0.03039274407461281,-0.039822024471635145,0.4230769230769231,0.007358871078039623,0.0009891388190886342,0.5384615384615384,0.5128205128205129
RETURN_PATH_EFFICIENCY_28D,WF02,26,0,-0.057527900353261864,-0.06451612903225806,0.4230769230769231,-0.003373515643629541,-0.006481429322385362,0.38461538461538464,0.4487179487179486
RETURN_PATH_EFFICIENCY_28D,WF03,52,0,-0.04066056301873878,-0.04582869855394883,0.4230769230769231,0.00032089401563445446,-0.014291462934693196,0.40384615384615385,0.49038461538461536
REVERSAL_1D_VOL_NORMALIZED,WF01,26,0,0.013125695216907677,-0.002447163515016685,0.5,-0.0017623785168513805,0.00040823987454401134,0.5,0.5256410256410257
REVERSAL_1D_VOL_NORMALIZED,WF02,26,0,0.014597415932232393,0.01268075639599555,0.5384615384615384,0.004377938345194078,-0.002954275542468559,0.46153846153846156,0.4807692307692308
REVERSAL_1D_VOL_NORMALIZED,WF03,52,0,0.044297082228116715,0.08186874304783093,0.6730769230769231,0.00013469976642308679,0.0014754152298218563,0.5384615384615384,0.49358974358974356
REVERSAL_3D_VOL_NORMALIZED,WF01,26,0,0.03612560965174981,0.05695216907675195,0.5769230769230769,-0.00047076333210579276,-0.006509431753527704,0.46153846153846156,0.5
REVERSAL_3D_VOL_NORMALIZED,WF02,26,0,0.008241147062059185,0.017797552836484983,0.5769230769230769,0.004192041561495923,-0.007211684886865192,0.46153846153846156,0.48717948717948717
REVERSAL_3D_VOL_NORMALIZED,WF03,52,0,0.010978009754428001,0.016017797552836485,0.5192307692307693,-0.012068844729102766,-0.004429039130866017,0.38461538461538464,0.5096153846153846
RSI14_OVEREXTENSION,WF01,26,0,0.03068366561136305,0.067853170189099,0.6538461538461539,-0.008202052126872262,-0.00515579688781519,0.4230769230769231,0.5
RSI14_OVEREXTENSION,WF02,26,0,0.0468163649476219,0.05806451612903226,0.5769230769230769,0.002323340003407108,-0.0004358580063958343,0.46153846153846156,0.4807692307692308
RSI14_OVEREXTENSION,WF03,52,0,0.04966201762642252,0.07808676307007786,0.5384615384615384,-0.005526076750526664,-0.0023355042243666524,0.4423076923076923,0.5128205128205129
TSM_RETURN_28D,WF01,26,0,-0.043022161375887734,-0.06718576195773082,0.38461538461538464,0.009696033561603241,0.004054227628357797,0.5,0.5128205128205129
TSM_RETURN_28D,WF02,26,0,-0.032501925216052024,-0.04215000794533609,0.4230769230769231,-0.0015642830328608892,-0.0007033625541856851,0.5,0.4551282051282052
TSM_RETURN_28D,WF03,52,0,-0.05442799691965432,-0.09343715239154617,0.36538461538461536,-0.008088108569767164,-0.01680176974305883,0.36538461538461536,0.45833333333333326
TSM_RETURN_84D,WF01,26,0,-0.03947976384016428,-0.05739710789766407,0.4230769230769231,-0.0015540353100161619,0.0011742722019182751,0.5384615384615384,0.532051282051282
TSM_RETURN_84D,WF02,26,0,-0.013194147343201857,-0.008453837597330368,0.46153846153846156,-0.005536294986657789,0.0015887444162084115,0.5,0.4487179487179488
TSM_RETURN_84D,WF03,52,0,-0.07416085027319731,-0.0489432703003337,0.4423076923076923,-0.005217812579105433,-0.011629223234426639,0.4423076923076923,0.4775641025641025
VOLATILITY_CONTRACTION_BREAKOUT,WF01,8,18,0.0778093886975097,0.09529483067211378,0.625,0.0078196556601099,-0.004160516807943876,0.375,0.47916666666666663
VOLATILITY_CONTRACTION_BREAKOUT,WF02,9,17,-0.07797231266384452,-0.07200542030181098,0.2222222222222222,0.015511504561012591,-0.007640288793612185,0.4444444444444444,0.5925925925925926
VOLATILITY_CONTRACTION_BREAKOUT,WF03,15,37,-0.05387556862645779,-0.08692082879290039,0.4666666666666667,-0.0026150721017846527,-0.0036102934002774367,0.3333333333333333,0.4111111111111111
VOLUME_ACCELERATION_7D_30D,WF01,26,0,0.04303927440746128,0.09276974416017797,0.6153846153846154,0.01750254223613314,0.0020370038085960156,0.5769230769230769,0.5448717948717949
VOLUME_ACCELERATION_7D_30D,WF02,26,0,0.044980381131660335,0.017352614015572858,0.5384615384615384,-0.003301318279067429,-0.007963406138053939,0.4230769230769231,0.49358974358974356
VOLUME_ACCELERATION_7D_30D,WF03,52,0,0.005972448019166599,-0.016907675194660736,0.4807692307692308,-0.00036551846811393136,-0.003541935504166893,0.4230769230769231,0.4903846153846155
VOLUME_ZSCORE_30D,WF01,26,0,-0.0005989561050740145,-0.03248053392658509,0.4230769230769231,0.016345464565781193,0.002592728041348987,0.5769230769230769,0.5576923076923077
VOLUME_ZSCORE_30D,WF02,26,0,-0.020247161070297892,-0.005561735261401557,0.5,-0.006345041268629909,-0.007856154582200611,0.34615384615384615,0.5256410256410257
VOLUME_ZSCORE_30D,WF03,52,0,-0.03313082912637974,-0.04427141268075639,0.4230769230769231,0.0007048018503987704,-0.00764421665260981,0.40384615384615385,0.4871794871794872
XSM_28D_SKIP_1D,WF01,26,0,-0.050226747668349454,-0.07230255839822025,0.38461538461538464,-0.010364792577618048,-0.009075719607855895,0.38461538461538464,0.47435897435897445
XSM_28D_SKIP_1D,WF02,26,0,-0.014515517852559005,-0.025488638169394565,0.46153846153846156,0.00038373778383162167,0.001496256581732123,0.5769230769230769,0.4615384615384616
XSM_28D_SKIP_1D,WF03,52,0,-0.05258834602549842,-0.1121245828698554,0.38461538461538464,-0.004282534184081556,-0.006993846174568139,0.40384615384615385,0.46794871794871784
XSM_RETURN_28D,WF01,26,0,-0.043022161375887734,-0.06718576195773082,0.38461538461538464,0.009696033561603241,0.004054227628357797,0.5,0.5128205128205129
XSM_RETURN_28D,WF02,26,0,-0.032501925216052024,-0.04215000794533609,0.4230769230769231,-0.0015642830328608892,-0.0007033625541856851,0.5,0.4551282051282052
XSM_RETURN_28D,WF03,52,0,-0.05442799691965432,-0.09343715239154617,0.36538461538461536,-0.008088108569767164,-0.01680176974305883,0.36538461538461536,0.45833333333333326
XSM_RETURN_7D,WF01,26,0,0.01822537862582356,0.006896551724137931,0.5,0.018152951520588004,0.009599324989372722,0.6153846153846154,0.5192307692307693
XSM_RETURN_7D,WF02,26,0,-0.04920485521152929,-0.07119021134593993,0.4230769230769231,-0.002651415373869515,-0.003457991103828979,0.4230769230769231,0.5192307692307692
XSM_RETURN_7D,WF03,52,0,-0.029639770685376914,-0.028476084538375974,0.4230769230769231,0.002496760713759647,-0.0021585224581458368,0.4807692307692308,0.46474358974358976
XSM_RETURN_84D,WF01,26,0,-0.03947976384016428,-0.05739710789766407,0.4230769230769231,-0.0015540353100161619,0.0011742722019182751,0.5384615384615384,0.532051282051282
XSM_RETURN_84D,WF02,26,0,-0.013194147343201857,-0.008453837597330368,0.46153846153846156,-0.005536294986657789,0.0015887444162084115,0.5,0.4487179487179488
XSM_RETURN_84D,WF03,52,0,-0.07416085027319731,-0.0489432703003337,0.4423076923076923,-0.005217812579105433,-0.011629223234426639,0.4423076923076923,0.4775641025641025
