symbol,universe_mode,entry_membership_role,trade_count,net_pnl,mean_trade_pnl,win_rate,profit_factor,fixed_survivor_member,pit_ever_member,pit_entrant_symbol,pit_membership_weeks,pit_membership_share,common_weeks,entrant_weeks,removed_survivor_weeks,first_pit_rebalance,last_pit_rebalance,longest_consecutive_pit_weeks,best_market_cap_rank,median_market_cap_rank,worst_market_cap_rank,best_venue_rank,median_venue_rank,worst_venue_rank
DASH,UNION_FIXED_AND_PIT,PIT_ENTRANT,2,-1244.184804756488,-622.092402378244,0.0,0.0,False,True,True,71,0.45222929936305734,0,71,0,2022-03-14T00:00:00+00:00,2023-11-06T00:00:00+00:00,57,30.0,36.0,38.0,26.0,29.0,30.0
ETC,PIT_UNIVERSE,PIT_ENTRANT,5,-10189.100301470946,-2037.8200602941893,0.2,0.15479462158258248,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,18.0,24.0,13.0,16.0,21.0
ETC,UNION_FIXED_AND_PIT,PIT_ENTRANT,4,-8704.119247015577,-2176.029811753894,0.25,0.17654134085659118,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,18.0,24.0,13.0,16.0,21.0
FTT,PIT_UNIVERSE,PIT_ENTRANT,8,-12556.386062575095,-1569.5482578218869,0.375,0.2762772497098688,False,True,True,146,0.9299363057324841,0,146,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,60,7.0,32.0,38.0,7.0,27.0,30.0
FTT,UNION_FIXED_AND_PIT,PIT_ENTRANT,10,-24864.936306809457,-2486.493630680946,0.3,0.2093031881082749,False,True,True,146,0.9299363057324841,0,146,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,60,7.0,32.0,38.0,7.0,27.0,30.0
ICP,PIT_UNIVERSE,PIT_ENTRANT,9,-3592.958579110369,-399.21761990115215,0.4444444444444444,0.7232813800554133,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,12.0,16.0,21.0,12.0,15.0,19.0
ICP,UNION_FIXED_AND_PIT,PIT_ENTRANT,5,4280.303139238126,856.0606278476253,0.2,1.6853587541703903,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,12.0,16.0,21.0,12.0,15.0,19.0
LDO,PIT_UNIVERSE,PIT_ENTRANT,6,-9074.30337386892,-1512.3838956448199,0.3333333333333333,0.4049770724941783,False,True,True,130,0.8280254777070064,0,130,0,2022-07-11T00:00:00+00:00,2024-12-30T00:00:00+00:00,130,15.0,22.0,33.0,14.0,19.0,27.0
LDO,UNION_FIXED_AND_PIT,PIT_ENTRANT,4,-5386.3272221423995,-1346.5818055355999,0.25,0.5315091595067984,False,True,True,130,0.8280254777070064,0,130,0,2022-07-11T00:00:00+00:00,2024-12-30T00:00:00+00:00,130,15.0,22.0,33.0,14.0,19.0,27.0
LPT,PIT_UNIVERSE,PIT_ENTRANT,2,1269.3959512253743,634.6979756126872,0.5,1.8204732824538719,False,True,True,6,0.03821656050955414,0,6,0,2024-02-19T00:00:00+00:00,2024-06-17T00:00:00+00:00,5,33.0,34.0,38.0,27.0,28.5,30.0
LPT,UNION_FIXED_AND_PIT,PIT_ENTRANT,2,3901.56867677807,1950.784338389035,0.5,3.1575320976665324,False,True,True,6,0.03821656050955414,0,6,0,2024-02-19T00:00:00+00:00,2024-06-17T00:00:00+00:00,5,33.0,34.0,38.0,27.0,28.5,30.0
LRC,PIT_UNIVERSE,PIT_ENTRANT,4,-3029.7775784259293,-757.4443946064823,0.25,0.03137304571443379,False,True,True,58,0.36942675159235666,0,58,0,2022-01-03T00:00:00+00:00,2024-04-08T00:00:00+00:00,20,30.0,36.0,38.0,26.0,29.0,30.0
LRC,UNION_FIXED_AND_PIT,PIT_ENTRANT,3,-3105.8383882760527,-1035.2794627586843,0.0,0.0,False,True,True,58,0.36942675159235666,0,58,0,2022-01-03T00:00:00+00:00,2024-04-08T00:00:00+00:00,20,30.0,36.0,38.0,26.0,29.0,30.0
MANA,PIT_UNIVERSE,PIT_ENTRANT,3,-9213.157402431978,-3071.052467477326,0.0,0.0,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,18.0,27.0,31.0,17.0,23.0,26.0
MANA,UNION_FIXED_AND_PIT,PIT_ENTRANT,3,-9264.145758017909,-3088.0485860059694,0.0,0.0,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,18.0,27.0,31.0,17.0,23.0,26.0
MATIC,PIT_UNIVERSE,PIT_ENTRANT,1,-353.6557854622677,-353.6557854622677,0.0,0.0,False,True,True,60,0.3821656050955414,0,60,0,2023-11-13T00:00:00+00:00,2024-12-30T00:00:00+00:00,60,9.0,14.0,18.0,9.0,13.0,16.0
NEO,PIT_UNIVERSE,PIT_ENTRANT,4,-5967.50791101859,-1491.8769777546474,0.25,0.1606618857198108,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,23.0,28.0,32.0,20.0,22.0,27.0
NEO,UNION_FIXED_AND_PIT,PIT_ENTRANT,4,-12476.440828304601,-3119.1102070761503,0.25,0.08268494557616907,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,23.0,28.0,32.0,20.0,22.0,27.0
PAXG,PIT_UNIVERSE,PIT_ENTRANT,7,-493.26419117720354,-70.46631302531479,0.42857142857142855,0.6361285107773117,False,True,True,108,0.6878980891719745,0,108,0,2022-05-30T00:00:00+00:00,2024-11-18T00:00:00+00:00,50,31.0,34.0,38.0,25.0,28.0,30.0
PAXG,UNION_FIXED_AND_PIT,PIT_ENTRANT,5,232.42797534791458,46.485595069582914,0.6,1.3768917077783982,False,True,True,108,0.6878980891719745,0,108,0,2022-05-30T00:00:00+00:00,2024-11-18T00:00:00+00:00,50,31.0,34.0,38.0,25.0,28.0,30.0
QNT,PIT_UNIVERSE,PIT_ENTRANT,4,1739.0751998425294,434.76879996063235,0.5,2.5753665382212407,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,21.0,29.0,13.0,18.0,25.0
QNT,UNION_FIXED_AND_PIT,PIT_ENTRANT,4,2105.643849619126,526.4109624047815,0.5,2.766394899805208,False,True,True,157,1.0,0,157,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,14.0,21.0,29.0,13.0,18.0,25.0
UMA,PIT_UNIVERSE,PIT_ENTRANT,2,-6492.761949655283,-3246.3809748276417,0.0,0.0,False,True,True,8,0.050955414012738856,0,8,0,2024-01-22T00:00:00+00:00,2024-05-13T00:00:00+00:00,7,32.0,35.5,37.0,27.0,29.0,29.0
UMA,UNION_FIXED_AND_PIT,PIT_ENTRANT,2,-8288.27091591192,-4144.13545795596,0.0,0.0,False,True,True,8,0.050955414012738856,0,8,0,2024-01-22T00:00:00+00:00,2024-05-13T00:00:00+00:00,7,32.0,35.5,37.0,27.0,29.0,29.0
ZRX,PIT_UNIVERSE,PIT_ENTRANT,1,-6674.287513408196,-6674.287513408196,0.0,0.0,False,True,True,14,0.08917197452229299,0,14,0,2024-03-11T00:00:00+00:00,2024-06-10T00:00:00+00:00,14,30.0,34.0,37.0,26.0,28.0,30.0
ZRX,UNION_FIXED_AND_PIT,PIT_ENTRANT,2,-9205.267358784953,-4602.633679392477,0.5,0.007840502586573232,False,True,True,14,0.08917197452229299,0,14,0,2024-03-11T00:00:00+00:00,2024-06-10T00:00:00+00:00,14,30.0,34.0,37.0,26.0,28.0,30.0
AAVE,FIXED_SURVIVOR_30,COMMON_MEMBER,9,-5580.786342420906,-620.0873713801006,0.6666666666666666,0.789424536355481,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,17.0,25.0,32.0,15.0,21.0,27.0
AAVE,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,10,976.7757762897108,97.67757762897108,0.6,1.057331578201443,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,17.0,25.0,32.0,15.0,21.0,27.0
AAVE,PIT_UNIVERSE,COMMON_MEMBER,8,1186.9015857860827,148.36269822326034,0.5,1.1519420679390968,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,17.0,25.0,32.0,15.0,21.0,27.0
AAVE,UNION_FIXED_AND_PIT,COMMON_MEMBER,6,4395.791588650256,732.6319314417093,0.3333333333333333,1.4543329840822954,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,17.0,25.0,32.0,15.0,21.0,27.0
ADA,FIXED_SURVIVOR_30,COMMON_MEMBER,4,30911.91341371744,7727.97835342936,0.75,11.35151844984371,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,5.0,7.0,4.0,5.0,7.0
ADA,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,6,19039.269297142208,3173.2115495237013,0.6666666666666666,3.0928699323887088,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,5.0,7.0,4.0,5.0,7.0
ADA,PIT_UNIVERSE,COMMON_MEMBER,5,3455.9095661048086,691.1819132209617,0.6,1.401084302768023,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,5.0,7.0,4.0,5.0,7.0
ADA,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,17133.44690562039,5711.148968540129,0.6666666666666666,7.684888005328004,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,5.0,7.0,4.0,5.0,7.0
AVAX,FIXED_SURVIVOR_30,COMMON_MEMBER,5,40475.56884637524,8095.113769275047,0.6,5.660426510072696,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,5.0,11.0,15.0,5.0,10.0,13.0
AVAX,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,11,20002.71367544047,1818.4285159491337,0.5454545454545454,2.206561605522933,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,5.0,11.0,15.0,5.0,10.0,13.0
AVAX,PIT_UNIVERSE,COMMON_MEMBER,6,17579.155445550823,2929.8592409251373,0.3333333333333333,3.0383648110015895,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,5.0,11.0,15.0,5.0,10.0,13.0
AVAX,UNION_FIXED_AND_PIT,COMMON_MEMBER,1,22357.869870475846,22357.869870475846,1.0,,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,5.0,11.0,15.0,5.0,10.0,13.0
BNB,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,4,-4737.871334327912,-1184.467833581978,0.0,0.0,True,False,False,0,0.0,0,0,157,,,0,,,,,,
BNB,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,1,-2738.5849905740265,-2738.5849905740265,0.0,0.0,True,False,False,0,0.0,0,0,157,,,0,,,,,,
BTC,FIXED_SURVIVOR_30,COMMON_MEMBER,5,46.47075325632625,9.29415065126525,0.6,1.0196598762773912,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,1.0,1.0,1.0,1.0,1.0,1.0
BTC,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,11,5266.603293621618,478.78211760196524,0.6363636363636364,2.547099061658476,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,1.0,1.0,1.0,1.0,1.0,1.0
BTC,PIT_UNIVERSE,COMMON_MEMBER,6,3808.7479122460845,634.7913187076807,0.8333333333333334,6.405372423440881,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,1.0,1.0,1.0,1.0,1.0,1.0
BTC,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,489.7059490929858,163.2353163643286,0.6666666666666666,1.7059095477391604,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,1.0,1.0,1.0,1.0,1.0,1.0
DEXE,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,8,59157.75577501169,7394.719471876461,0.375,10.952763678514833,True,False,False,0,0.0,0,0,157,,,0,,,,,,
DEXE,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,3,42814.891572412,14271.630524137334,0.6666666666666666,48.86257081848159,True,False,False,0,0.0,0,0,157,,,0,,,,,,
DOGE,FIXED_SURVIVOR_30,COMMON_MEMBER,5,71212.58949418378,14242.517898836755,0.2,8.527248445056415,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,6.0,12.0,4.0,6.0,11.0
DOGE,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,7,25920.221352704153,3702.888764672022,0.2857142857142857,3.2639675128731604,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,6.0,12.0,4.0,6.0,11.0
DOGE,PIT_UNIVERSE,COMMON_MEMBER,4,29289.225038147386,7322.3062595368465,0.5,7.565856386289047,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,6.0,12.0,4.0,6.0,11.0
DOGE,UNION_FIXED_AND_PIT,COMMON_MEMBER,2,51394.06427305615,25697.032136528076,0.5,15.939757432376888,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,6.0,12.0,4.0,6.0,11.0
DOT,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,1,-2050.471317573178,-2050.471317573178,0.0,0.0,True,True,False,22,0.14012738853503184,22,0,135,2022-01-03T00:00:00+00:00,2022-05-30T00:00:00+00:00,22,6.0,8.0,10.0,6.0,8.0,10.0
ENA,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,3,-7178.583120132306,-2392.861040044102,0.3333333333333333,0.5133188765443942,True,False,False,0,0.0,0,0,157,,,0,,,,,,
ENA,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,2,149.35863094142587,74.67931547071294,0.5,1.0282880025484764,True,False,False,0,0.0,0,0,157,,,0,,,,,,
ETH,FIXED_SURVIVOR_30,COMMON_MEMBER,3,3389.399406879731,1129.7998022932436,0.6666666666666666,9.12433640203502,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,2.0,2.0,2.0,2.0,2.0,2.0
ETH,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,7,-6474.6275597825115,-924.9467942546445,0.2857142857142857,0.3383771336184908,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,2.0,2.0,2.0,2.0,2.0,2.0
ETH,PIT_UNIVERSE,COMMON_MEMBER,3,1537.3395863788776,512.4465287929592,0.6666666666666666,5.74971402758256,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,2.0,2.0,2.0,2.0,2.0,2.0
ETH,UNION_FIXED_AND_PIT,COMMON_MEMBER,2,1758.9425022014184,879.4712511007092,0.5,6.156588680873965,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,2.0,2.0,2.0,2.0,2.0,2.0
GRAM,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,7,7976.197891847565,1139.4568416925092,0.42857142857142855,2.0212214494319265,True,False,False,0,0.0,0,0,157,,,0,,,,,,
GRAM,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,5,9161.021542576924,1832.2043085153848,0.6,3.7488207732869196,True,False,False,0,0.0,0,0,157,,,0,,,,,,
LINK,FIXED_SURVIVOR_30,COMMON_MEMBER,4,14998.942889653283,3749.7357224133207,0.25,3.1481355326845755,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,9.0,13.0,4.0,8.0,12.0
LINK,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,7,8683.931402087637,1240.5616288696624,0.2857142857142857,1.714532974720042,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,9.0,13.0,4.0,8.0,12.0
LINK,PIT_UNIVERSE,COMMON_MEMBER,4,13389.234832908749,3347.3087082271873,0.5,4.349147061663268,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,9.0,13.0,4.0,8.0,12.0
LINK,UNION_FIXED_AND_PIT,COMMON_MEMBER,3,15218.150520270168,5072.716840090056,0.6666666666666666,6.022804241008598,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,9.0,13.0,4.0,8.0,12.0
LTC,FIXED_SURVIVOR_30,COMMON_MEMBER,3,-6742.407490650105,-2247.469163550035,0.0,0.0,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,7.0,14.0,17.0,7.0,13.0,16.0
LTC,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,10,-9950.614548624484,-995.0614548624484,0.6,0.18280078295730787,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,7.0,14.0,17.0,7.0,13.0,16.0
LTC,PIT_UNIVERSE,COMMON_MEMBER,3,-3665.1738422967387,-1221.724614098913,0.3333333333333333,0.03102738202719487,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,7.0,14.0,17.0,7.0,13.0,16.0
LTC,UNION_FIXED_AND_PIT,COMMON_MEMBER,2,-1725.6399423825603,-862.8199711912802,0.0,0.0,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,7.0,14.0,17.0,7.0,13.0,16.0
NEAR,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,8,-15562.655642706695,-1945.331955338337,0.5,0.37101288860669507,True,False,False,0,0.0,0,0,157,,,0,,,,,,
NEAR,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,5,-11102.71415284208,-2220.542830568416,0.2,0.3019075491900394,True,False,False,0,0.0,0,0,157,,,0,,,,,,
ONDO,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,2,-13192.834276082105,-6596.417138041053,0.0,0.0,True,False,False,0,0.0,0,0,157,,,0,,,,,,
ONDO,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,2,-10490.938783728889,-5245.469391864444,0.0,0.0,True,False,False,0,0.0,0,0,157,,,0,,,,,,
PEPE,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,5,15125.622829156926,3025.124565831385,0.6,2.884994401129661,True,False,False,0,0.0,0,0,157,,,0,,,,,,
PEPE,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,3,17961.638591261893,5987.2128637539645,0.6666666666666666,55.271321565122456,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SEI,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,4,21970.21924255935,5492.554810639837,0.5,6.127973345132911,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SEI,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,4,14597.647201639225,3649.4118004098063,0.5,3.2514919243317095,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SHIB,FIXED_SURVIVOR_30,COMMON_MEMBER,4,-2425.8472707795418,-606.4618176948854,0.5,0.6183921027801145,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,12.0,4.0,7.0,11.0
SHIB,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,6,-5241.817812751637,-873.6363021252728,0.5,0.21671564441266833,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,12.0,4.0,7.0,11.0
SHIB,PIT_UNIVERSE,COMMON_MEMBER,5,-944.9428745833702,-188.98857491667405,0.6,0.7818446976142183,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,12.0,4.0,7.0,11.0
SHIB,UNION_FIXED_AND_PIT,COMMON_MEMBER,5,-543.5699140455895,-108.7139828091179,0.8,0.8650193318022552,True,True,False,157,1.0,157,0,0,2022-01-03T00:00:00+00:00,2024-12-30T00:00:00+00:00,157,4.0,7.0,12.0,4.0,7.0,11.0
SNX,FIXED_SURVIVOR_30,COMMON_MEMBER,10,-13759.4338481225,-1375.94338481225,0.2,0.42955466856100843,True,True,False,147,0.9363057324840764,147,0,10,2022-01-31T00:00:00+00:00,2024-12-30T00:00:00+00:00,144,26.0,30.0,37.0,22.0,25.0,30.0
SNX,INTERSECTION_FIXED_AND_PIT,COMMON_MEMBER,12,-16813.293416018023,-1401.1077846681685,0.3333333333333333,0.24558602528685397,True,True,False,147,0.9363057324840764,147,0,10,2022-01-31T00:00:00+00:00,2024-12-30T00:00:00+00:00,144,26.0,30.0,37.0,22.0,25.0,30.0
SNX,PIT_UNIVERSE,COMMON_MEMBER,8,-11761.698896547816,-1470.212362068477,0.375,0.3377369942948631,True,True,False,147,0.9363057324840764,147,0,10,2022-01-31T00:00:00+00:00,2024-12-30T00:00:00+00:00,144,26.0,30.0,37.0,22.0,25.0,30.0
SNX,UNION_FIXED_AND_PIT,COMMON_MEMBER,6,-16264.570064623545,-2710.7616774372577,0.3333333333333333,0.0563212245517589,True,True,False,147,0.9363057324840764,147,0,10,2022-01-31T00:00:00+00:00,2024-12-30T00:00:00+00:00,144,26.0,30.0,37.0,22.0,25.0,30.0
SOL,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,9,21649.31589736661,2405.4795441518454,0.3333333333333333,1.8272108314845945,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SOL,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,4,14727.51248425053,3681.8781210626325,0.25,2.3066929163936973,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SUI,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,5,28219.134528787537,5643.826905757507,0.6,5.153511209474037,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SUI,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,5,7616.919124723032,1523.3838249446064,0.4,1.62907803114301,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SYN,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,4,-13416.767774662876,-3354.191943665719,0.5,0.2466149925876422,True,False,False,0,0.0,0,0,157,,,0,,,,,,
SYN,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,3,3880.7331863038908,1293.5777287679637,1.0,,True,False,False,0,0.0,0,0,157,,,0,,,,,,
TAO,FIXED_SURVIVOR_30,REMOVED_SURVIVOR,1,1590.305966681959,1590.305966681959,1.0,,True,False,False,0,0.0,0,0,157,,,0,,,,,,
TAO,UNION_FIXED_AND_PIT,REMOVED_SURVIVOR,1,1220.3795914257596,1220.3795914257596,1.0,,True,False,False,0,0.0,0,0,157,,,0,,,,,,
