variant_id,cost_mode,symbol,compounded_return
MD01-M06,BASE_COST,ENA,-0.27910412441227717
MD01-M06,BASE_COST,ETH,-0.22086380982192566
MD01-M06,BASE_COST,GRAM,-0.31712934570125595
MD01-M06,BASE_COST,LINK,-0.32199619371111976
MD01-M06,BASE_COST,LTC,-0.30011743638301924
MD01-M06,BASE_COST,NEAR,0.03925711963901235
MD01-M06,BASE_COST,ONDO,-0.2307638303987508
MD01-M06,BASE_COST,PEPE,-0.30818043905842696
MD01-M06,BASE_COST,SEI,-0.34867126852467234
MD01-M06,BASE_COST,SHIB,-0.20679330994747314
MD01-M06,BASE_COST,SNX,-0.20201433375806221
MD01-M06,BASE_COST,SOL,-0.4545140013656874
MD01-M06,BASE_COST,SUI,-0.44348422830446477
MD01-M06,BASE_COST,SYN,-0.3036074466897005
MD01-M06,BASE_COST,TAO,-0.2815096569804131
MD01-M06,BASE_COST,TRX,-0.26486956161258135
MD01-M06,BASE_COST,UNI,-0.21286965382376422
MD01-M06,BASE_COST,XLM,-0.22614333222520178
MD01-M06,BASE_COST,XMR,-0.1455480791645105
MD01-M06,BASE_COST,XRP,-0.1575116013726735
MD01-M06,BASE_COST,ZEC,-0.1802000990668331
MD01-M06,STRESS_0_4_PERCENT,AAVE,-0.32023481424296285
MD01-M06,STRESS_0_4_PERCENT,ADA,-0.34882460134236615
MD01-M06,STRESS_0_4_PERCENT,AVAX,-0.44143800440495673
MD01-M06,STRESS_0_4_PERCENT,BTC,-0.3417231965178191
MD01-M06,STRESS_0_4_PERCENT,DEXE,-0.32566388884430697
MD01-M06,STRESS_0_4_PERCENT,DOGE,-0.4975777782846019
MD01-M06,STRESS_0_4_PERCENT,ENA,-0.3336660631870406
MD01-M06,STRESS_0_4_PERCENT,ETH,-0.27804832796259205
MD01-M06,STRESS_0_4_PERCENT,GRAM,-0.36777658653873213
MD01-M06,STRESS_0_4_PERCENT,LINK,-0.37331925893212103
MD01-M06,STRESS_0_4_PERCENT,LTC,-0.35237779106172384
MD01-M06,STRESS_0_4_PERCENT,NEAR,-0.029272381534536596
MD01-M06,STRESS_0_4_PERCENT,ONDO,-0.28719137083090696
MD01-M06,STRESS_0_4_PERCENT,PEPE,-0.3602436831575201
MD01-M06,STRESS_0_4_PERCENT,SEI,-0.399504427965923
MD01-M06,STRESS_0_4_PERCENT,SHIB,-0.2642174658329136
MD01-M06,STRESS_0_4_PERCENT,SNX,-0.26032050246579175
MD01-M06,STRESS_0_4_PERCENT,SOL,-0.49370249379512887
MD01-M06,STRESS_0_4_PERCENT,SUI,-0.48620430076504007
MD01-M06,STRESS_0_4_PERCENT,SYN,-0.35656876347045396
MD01-M06,STRESS_0_4_PERCENT,TAO,-0.33603750867941273
MD01-M06,STRESS_0_4_PERCENT,TRX,-0.3179159453061975
MD01-M06,STRESS_0_4_PERCENT,UNI,-0.2710157927823741
MD01-M06,STRESS_0_4_PERCENT,XLM,-0.2839684852718726
MD01-M06,STRESS_0_4_PERCENT,XMR,-0.2052584206075676
MD01-M06,STRESS_0_4_PERCENT,XRP,-0.2177248530790491
MD01-M06,STRESS_0_4_PERCENT,ZEC,-0.23950549820012212
