asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,identity_overlay_rule,identity_excluded,identity_exclusion_reason,d0b_raw_form_count,rebalance_time,market_cap_rank
xlm,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,15214012583.08639,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,6
dot,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,13654819313.16229,dot,DOT,IDENTITY,False,True,1,dot,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,7
shib_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,12935984350.562302,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,8
avaxp,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,12443564874.56409,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,9
doge,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,12403782365.936424,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,10
ftt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,10816337773.372128,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,11
link,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,7882290852.12497,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,12
matic_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,7310942225.68282,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,13
uni,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,5422572225.19983,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,14
ltc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,4999616777.050645,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,15
algo,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,4859459314.96905,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,16
icp,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,4394059405.920471,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,17
bch,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,4067813847.9732194,bch,BCH,IDENTITY,False,True,1,bch,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,18
ht,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,3605225325.514425,ht,HT,IDENTITY,False,True,1,ht,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,19
leo_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,3303513981.1805935,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,D0A_IDENTITY_RETAINED,False,,2,2022-05-16T00:00:00+00:00,20
xmr,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,3014390327.7180643,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,21
etc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,2969596289.724295,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,22
mana,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,2887767279.360147,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,23
crv,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,2608080390.0703993,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,24
gno,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,2389104439.5409,gno,GNO,IDENTITY,False,True,1,gno,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,25
qnt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1832214286.8224134,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,26
mkr,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1527636047.9910972,mkr,MKR,IDENTITY,False,True,1,mkr,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,27
ldo,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1476014580.49706,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,28
aave,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1465228482.498083,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,29
1inch,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1460106500.958087,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,30
zec,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1401835012.2198749,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,31
neo,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1095077714.77227,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,32
bsv,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1043429210.669589,bsv,BSV,IDENTITY,False,True,1,bsv,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,33
snx,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,797130935.8250611,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,34
comp,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,743477894.612274,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,35
lrc_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,711971837.4907656,lrc,LRC,NETWORK_FORM_TO_PARENT,False,True,1,lrc_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,36
dash,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,671564332.6577151,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,37
bat,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,644832859.3337085,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,38
xem,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,604340523.0294949,xem,XEM,IDENTITY,False,True,1,xem,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,39
paxg,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,594822304.4294554,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,40
dcr,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,561668102.63277,dcr,DCR,IDENTITY,False,True,1,dcr,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,41
bal,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,480431503.8253519,bal,BAL,IDENTITY,False,True,1,bal,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,42
xaut,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,446288275.3589054,xaut,XAUT,IDENTITY,False,True,1,xaut,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,43
zrx,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,443689893.741323,zrx,ZRX,IDENTITY,False,True,1,zrx,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,44
qtum_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,425931510.42397,qtum,QTUM,NETWORK_FORM_TO_PARENT,False,True,1,qtum_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,45
lpt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,392322260.9881935,lpt,LPT,IDENTITY,False,True,1,lpt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,46
yfi,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,384593214.14466757,yfi,YFI,IDENTITY,False,True,1,yfi,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,47
btg,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,382086878.51613414,btg,BTG,IDENTITY,False,True,1,btg,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,48
omg,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,370514766.4190046,omg,OMG,IDENTITY,False,True,1,omg,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,49
sushi,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,335263930.55629885,sushi,SUSHI,IDENTITY,False,True,1,sushi,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,50
uma,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,333534120.26650435,uma,UMA,IDENTITY,False,True,1,uma,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,51
srm,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,285358972.12702477,srm,SRM,IDENTITY,False,True,1,srm,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,52
powr,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,258414938.198073,powr,POWR,IDENTITY,False,True,1,powr,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,53
snt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,247393036.84738976,snt,SNT,IDENTITY,False,True,1,snt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,54
poly,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,222488789.926685,poly,POLY,IDENTITY,False,True,1,poly,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,55
dgb,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,209083617.93457136,dgb,DGB,IDENTITY,False,True,1,dgb,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,56
renbtc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,207139313.37944138,renbtc,RENBTC,IDENTITY,False,True,1,renbtc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,57
perp,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,206489888.192937,perp,PERP,IDENTITY,False,True,1,perp,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,58
cvc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,186159613.43937,cvc,CVC,IDENTITY,False,True,1,cvc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,59
ren,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,169744349.93648437,ren,REN,IDENTITY,False,True,1,ren,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,60
icx_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,164478096.94973114,icx,ICX,NETWORK_FORM_TO_PARENT,False,True,1,icx_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,61
alpha,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,164252320.042713,alpha,ALPHA,IDENTITY,False,True,1,alpha,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,62
elf,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,147581244.44911912,elf,ELF,IDENTITY,False,True,1,elf,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,63
nxm,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,143052831.81685996,nxm,NXM,IDENTITY,False,True,1,nxm,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,64
gnt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,117000221.57943887,gnt,GNT,IDENTITY,False,True,1,gnt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,65
fun,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,102078096.17293933,fun,FUN,IDENTITY,False,True,1,fun,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,66
knc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,94949216.6516009,knc,KNC,IDENTITY,False,True,1,knc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,67
xvg,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,87027187.71887378,xvg,XVG,IDENTITY,False,True,1,xvg,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,68
rep,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,85469569.23977208,rep,REP,IDENTITY,False,True,1,rep,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,69
maid,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,79918741.7826005,maid,MAID,IDENTITY,False,True,1,maid,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,70
rev_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,78650268.44164269,rev,REV,NETWORK_FORM_TO_PARENT,False,True,1,rev_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,71
gas,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,71825170.23861031,gas,GAS,IDENTITY,False,True,1,gas,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,72
ant,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,64856671.82117529,ant,ANT,IDENTITY,False,True,1,ant,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,73
qash,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,60050865.2115214,qash,QASH,IDENTITY,False,True,1,qash,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,74
wnxm,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,56840659.637230136,wnxm,WNXM,IDENTITY,False,True,1,wnxm,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,75
vet_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,33210764.4850463,vet,VET,NETWORK_FORM_TO_PARENT,False,True,1,vet_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,76
ae_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,20415842.996687066,ae,AE,NETWORK_FORM_TO_PARENT,False,True,1,ae_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,77
aion_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,15658070.371645436,aion,AION,NETWORK_FORM_TO_PARENT,False,True,1,aion_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,78
btm_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,13970034.27105002,btm,BTM,NETWORK_FORM_TO_PARENT,False,True,1,btm_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,79
wtc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,12366133.91832532,wtc,WTC,IDENTITY,False,True,1,wtc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,80
vtc,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,10523979.537495803,vtc,VTC,IDENTITY,False,True,1,vtc,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,81
drgn,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,10417855.658520797,drgn,DRGN,IDENTITY,False,True,1,drgn,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,82
grin,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,8716878.507691324,grin,GRIN,IDENTITY,False,True,1,grin,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,83
zil_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,8172397.471385941,zil,ZIL,NETWORK_FORM_TO_PARENT,False,True,1,zil_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,84
ppt,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,5838388.207621264,ppt,PPT,IDENTITY,False,True,1,ppt,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,85
nas_eth,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,4042457.3829409783,nas,NAS,NETWORK_FORM_TO_PARENT,False,True,1,nas_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,86
pay,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,3340245.8973262943,pay,PAY,IDENTITY,False,True,1,pay,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,87
swrv,2022-05-15T00:00:00+00:00,2022-05-15T00:00:00+00:00,2022-05-16T00:00:00+00:00,1030678.0438187469,swrv,SWRV,IDENTITY,False,True,1,swrv,D0A_IDENTITY_RETAINED,False,,1,2022-05-16T00:00:00+00:00,88
btc,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,577723026488.325,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2022-05-23T00:00:00+00:00,1
eth,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,243544487687.6871,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,2
xrp,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,42234744785.79022,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,3
cro,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,19559418184.3873,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,4
ada,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,18109720385.92893,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,5
xlm,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,14293795428.586424,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,6
shib_eth,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,11926676319.766644,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,7
dot,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,11864402879.49099,dot,DOT,IDENTITY,False,True,1,dot,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,8
doge,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,11566658774.31901,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,9
avaxp,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,10903345442.54341,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,10
ftt,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,10228322079.846306,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,11
link,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,7345776131.80539,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,12
matic_eth,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,6776353505.71647,matic,MATIC,NETWORK_FORM_TO_PARENT,False,True,1,matic_eth,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,13
uni,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,5509549433.46584,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,14
ltc,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,5047036316.505311,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,15
algo,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,4449693396.71213,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,16
icp,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,3968204780.3978724,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,17
bch,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,3792506162.9838715,bch,BCH,IDENTITY,False,True,1,bch,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,18
ht,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,3510699446.45494,ht,HT,IDENTITY,False,True,1,ht,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,19
xmr,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,3293865783.678295,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,20
leo_eth,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,3240561518.6440716,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,D0A_IDENTITY_RETAINED,False,,2,2022-05-23T00:00:00+00:00,21
etc,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,2851687585.1114864,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,22
mana,2022-05-22T00:00:00+00:00,2022-05-22T00:00:00+00:00,2022-05-23T00:00:00+00:00,2431549708.992695,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2022-05-23T00:00:00+00:00,23
