asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,identity_overlay_rule,identity_excluded,identity_exclusion_reason,d0b_raw_form_count,rebalance_time,market_cap_rank
algo,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,1320099845.88272,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,24
ldo,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,1111859891.32755,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,25
neo,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,1009259277.29802,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,26
flow,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,883512125.6182854,flow,FLOW,IDENTITY,False,True,1,flow,D0A_IDENTITY_RETAINED,False,,2,2024-09-23T00:00:00+00:00,27
mana,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,670625072.9563112,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,28
xaut,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,646517877.4218323,xaut,XAUT,IDENTITY,False,True,1,xaut,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,29
crv,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,642679705.3841349,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,30
snx,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,505140066.15217686,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,31
paxg,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,501134219.7790725,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,32
comp,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,469291849.853061,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,33
zec,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,468812785.18518317,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,34
btg,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,449578680.42493874,btg,BTG,IDENTITY,False,True,1,btg,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,35
ftt,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,445429492.3872277,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,36
1inch,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,413936880.8493031,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,37
elf,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,344353510.3351954,elf,ELF,IDENTITY,False,True,1,elf,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,38
lpt,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,333708271.312415,lpt,LPT,IDENTITY,False,True,1,lpt,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,39
zrx,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,323563907.641435,zrx,ZRX,IDENTITY,False,True,1,zrx,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,40
dash,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,298172785.0595428,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,41
uma,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,285419157.7061959,uma,UMA,IDENTITY,False,True,1,uma,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,42
bat,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,280897752.920556,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,43
ht,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,255339882.8815455,ht,HT,IDENTITY,False,True,1,ht,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,44
ant,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,254630519.85092652,ant,ANT,IDENTITY,False,True,1,ant,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,45
qtum_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,247416939.768633,qtum,QTUM,NETWORK_FORM_TO_PARENT,False,True,1,qtum_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,46
powr,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,218894669.503442,powr,POWR,IDENTITY,False,True,1,powr,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,47
nxm,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,204580318.43328258,nxm,NXM,IDENTITY,False,True,1,nxm,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,48
dcr,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,201055205.8369839,dcr,DCR,IDENTITY,False,True,1,dcr,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,49
sushi,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,189875954.30296138,sushi,SUSHI,IDENTITY,False,True,1,sushi,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,50
yfi,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,182913276.66950274,yfi,YFI,IDENTITY,False,True,1,yfi,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,51
maid,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,175975758.47153422,maid,MAID,IDENTITY,False,True,1,maid,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,52
lrc_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,171129336.23707995,lrc,LRC,NETWORK_FORM_TO_PARENT,False,True,1,lrc_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,53
xem,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,169527213.48468393,xem,XEM,IDENTITY,False,True,1,xem,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,54
snt,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,161448048.7652495,snt,SNT,IDENTITY,False,True,1,snt,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,55
bal,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,129214879.73456664,bal,BAL,IDENTITY,False,True,1,bal,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,56
cvc,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,127866896.409435,cvc,CVC,IDENTITY,False,True,1,cvc,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,57
dgb,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,118186994.47406687,dgb,DGB,IDENTITY,False,True,1,dgb,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,58
gas,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,110921664.91697864,gas,GAS,IDENTITY,False,True,1,gas,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,59
perp,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,95636915.6091906,perp,PERP,IDENTITY,False,True,1,perp,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,60
gnt,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,67167970.51318902,gnt,GNT,IDENTITY,False,True,1,gnt,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,61
alpha,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,61042181.1330338,alpha,ALPHA,IDENTITY,False,True,1,alpha,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,62
icx_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,57096054.98225167,icx,ICX,NETWORK_FORM_TO_PARENT,False,True,1,icx_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,63
omg,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,45046189.15185402,omg,OMG,IDENTITY,False,True,1,omg,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,64
wnxm,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,44009327.176275626,wnxm,WNXM,IDENTITY,False,True,1,wnxm,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,65
ren,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,40717750.63490397,ren,REN,IDENTITY,False,True,1,ren,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,66
poly,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,38970708.5885967,poly,POLY,IDENTITY,False,True,1,poly,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,67
fun,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,37925738.614565365,fun,FUN,IDENTITY,False,True,1,fun,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,68
vet_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,23725174.1644546,vet,VET,NETWORK_FORM_TO_PARENT,False,True,1,vet_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,69
renbtc,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,19357607.860117465,renbtc,RENBTC,IDENTITY,False,True,1,renbtc,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,70
qash,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,12140582.7217497,qash,QASH,IDENTITY,False,True,1,qash,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,71
drgn,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,12090740.177345218,drgn,DRGN,IDENTITY,False,True,1,drgn,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,72
srm,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,7507776.447098029,srm,SRM,IDENTITY,False,True,1,srm,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,73
btm_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,7091782.840785695,btm,BTM,NETWORK_FORM_TO_PARENT,False,True,1,btm_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,74
ae_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,7074588.163292503,ae,AE,NETWORK_FORM_TO_PARENT,False,True,1,ae_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,75
knc,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,6339649.8986913655,knc,KNC,IDENTITY,False,True,1,knc,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,76
grin,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,5032169.2574160835,grin,GRIN,IDENTITY,False,True,1,grin,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,77
rep,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,3356203.644107358,rep,REP,IDENTITY,False,True,1,rep,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,78
zil_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,2037931.5547338903,zil,ZIL,NETWORK_FORM_TO_PARENT,False,True,1,zil_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,79
pay,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,1560784.578001827,pay,PAY,IDENTITY,False,True,1,pay,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,80
nas_eth,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,248254.76264062905,nas,NAS,NETWORK_FORM_TO_PARENT,False,True,1,nas_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,81
swrv,2024-09-22T00:00:00+00:00,2024-09-22T00:00:00+00:00,2024-09-23T00:00:00+00:00,109717.31954658547,swrv,SWRV,IDENTITY,False,True,1,swrv,D0A_IDENTITY_RETAINED,False,,1,2024-09-23T00:00:00+00:00,82
btc,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1296647099791.2417,btc,BTC,IDENTITY,False,True,2,btc,D0A_IDENTITY_RETAINED,False,,2,2024-09-30T00:00:00+00:00,1
eth,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,319731539277.40314,eth,ETH,IDENTITY,False,True,2,eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,2
xrp,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,64145691733.02552,xrp,XRP,IDENTITY,False,True,1,xrp,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,3
shib_eth,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,19327949082.311317,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,4
doge,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,18248919200.185646,doge,DOGE,IDENTITY,False,True,1,doge,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,5
ada,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,14008981644.538355,ada,ADA,IDENTITY,False,True,1,ada,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,6
link,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,12472498133.2753,link,LINK,IDENTITY,False,True,1,link,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,7
xlm,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,10704030444.528803,xlm,XLM,IDENTITY,False,True,1,xlm,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,8
avaxp,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,9843796252.664862,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,D0A_IDENTITY_RETAINED,False,,2,2024-09-30T00:00:00+00:00,9
cro,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,8615673895.69602,cro,CRO,IDENTITY,False,True,1,cro,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,10
uni,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,7437042466.76806,uni,UNI,IDENTITY,False,True,1,uni,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,11
xvg,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,7244974685.387746,xvg,XVG,IDENTITY,False,True,1,xvg,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,12
bch,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,6968477229.53438,bch,BCH,IDENTITY,False,True,1,bch,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,13
ltc,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,5202531397.477618,ltc,LTC,IDENTITY,False,True,1,ltc,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,14
icp,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,5022767699.07927,icp,ICP,IDENTITY,False,True,1,icp,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,15
pol_eth,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,4321727658.560159,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,16
leo_eth,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,3877812979.671002,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,D0A_IDENTITY_RETAINED,False,,2,2024-09-30T00:00:00+00:00,17
etc,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,3046712107.2596354,etc,ETC,IDENTITY,False,True,1,etc,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,18
xmr,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,2756223007.336601,xmr,XMR,IDENTITY,False,True,1,xmr,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,19
aave,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,2578203327.734256,aave,AAVE,IDENTITY,False,True,2,aave,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,20
qnt,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1855049441.7502935,qnt,QNT,IDENTITY,False,True,1,qnt,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,21
gno,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1692112954.22917,gno,GNO,IDENTITY,False,True,1,gno,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,22
mkr,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1539012140.6264174,mkr,MKR,IDENTITY,False,True,1,mkr,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,23
algo,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1409365296.73471,algo,ALGO,IDENTITY,False,True,1,algo,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,24
ldo,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1324095908.30705,ldo,LDO,IDENTITY,False,True,1,ldo,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,25
neo,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,1081058838.68009,neo,NEO,IDENTITY,False,True,1,neo,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,26
flow,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,944081722.8431833,flow,FLOW,IDENTITY,False,True,1,flow,D0A_IDENTITY_RETAINED,False,,2,2024-09-30T00:00:00+00:00,27
ftt,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,722825205.3311287,ftt,FTT,IDENTITY,False,True,1,ftt,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,28
mana,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,705331497.4706435,mana,MANA,IDENTITY,False,True,1,mana,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,29
xaut,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,656672029.3639169,xaut,XAUT,IDENTITY,False,True,1,xaut,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,30
crv,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,649799747.6226763,crv,CRV,IDENTITY,False,True,1,crv,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,31
snx,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,554004557.024414,snx,SNX,IDENTITY,False,True,1,snx,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,32
paxg,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,508822188.9864299,paxg,PAXG,IDENTITY,False,True,1,paxg,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,33
btg,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,481948331.81092083,btg,BTG,IDENTITY,False,True,1,btg,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,34
comp,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,473334169.955789,comp,COMP,IDENTITY,False,True,1,comp,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,35
zec,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,452208296.9346322,zec,ZEC,IDENTITY,False,True,1,zec,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,36
1inch,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,446637452.6813392,1inch,1INCH,IDENTITY,False,True,1,1inch,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,37
lpt,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,368998493.7557817,lpt,LPT,IDENTITY,False,True,1,lpt,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,38
elf,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,361839018.77002716,elf,ELF,IDENTITY,False,True,1,elf,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,39
zrx,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,358671459.21773,zrx,ZRX,IDENTITY,False,True,1,zrx,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,40
uma,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,329865843.84650034,uma,UMA,IDENTITY,False,True,1,uma,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,41
dash,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,305356444.20847493,dash,DASH,IDENTITY,False,True,1,dash,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,42
ht,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,291945969.4695025,ht,HT,IDENTITY,False,True,1,ht,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,43
bat,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,286230040.718604,bat,BAT,IDENTITY,False,True,1,bat,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,44
qtum_eth,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,265519266.443222,qtum,QTUM,NETWORK_FORM_TO_PARENT,False,True,1,qtum_eth,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,45
ant,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,252290656.30429107,ant,ANT,IDENTITY,False,True,1,ant,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,46
sushi,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,240020535.23576203,sushi,SUSHI,IDENTITY,False,True,1,sushi,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,47
powr,2024-09-29T00:00:00+00:00,2024-09-29T00:00:00+00:00,2024-09-30T00:00:00+00:00,234214373.533987,powr,POWR,IDENTITY,False,True,1,powr,D0A_IDENTITY_RETAINED,False,,1,2024-09-30T00:00:00+00:00,48
