fold_id,symbol,week_start,weekly_path_complete,observed_bar_count,missing_bar_count,weekly_low_time,weekly_low_weekday,weekly_low_price,friday_close
WF02,COMP,2023-07-03T00:00:00Z,True,42,0,2023-07-09T04:00:00Z,SUNDAY,51.82,55.59
WF02,CRO,2023-05-01T00:00:00Z,True,42,0,2023-05-06T12:00:00Z,SATURDAY,0.06701,0.07003
WF02,CRO,2023-11-06T00:00:00Z,True,42,0,2023-11-06T04:00:00Z,MONDAY,0.06896,0.09903
WF02,CRO,2023-11-20T00:00:00Z,True,42,0,2023-11-22T00:00:00Z,WEDNESDAY,0.0835,0.09745
WF02,CRV,2023-09-25T00:00:00Z,True,42,0,2023-09-25T08:00:00Z,MONDAY,0.5044,0.5224
WF02,DASH,2023-02-13T00:00:00Z,True,42,0,2023-02-13T08:00:00Z,MONDAY,60.38,73.24
WF02,ETC,2023-01-09T00:00:00Z,True,42,0,2023-01-11T12:00:00Z,WEDNESDAY,19.4471,21.6188
WF02,FTT,2023-01-23T00:00:00Z,True,42,0,2023-01-24T20:00:00Z,TUESDAY,1.786,1.977
WF02,FTT,2023-04-17T00:00:00Z,True,42,0,2023-04-23T16:00:00Z,SUNDAY,1.599,1.677
WF02,FTT,2023-06-26T00:00:00Z,True,42,0,2023-06-26T16:00:00Z,MONDAY,1.045,1.924
WF02,FTT,2023-11-13T00:00:00Z,True,42,0,2023-11-17T08:00:00Z,FRIDAY,2.765,3.151
WF02,ICP,2023-04-24T00:00:00Z,True,42,0,2023-04-26T20:00:00Z,WEDNESDAY,4.97,6.06
WF02,ICP,2023-10-16T00:00:00Z,True,42,0,2023-10-19T16:00:00Z,THURSDAY,2.956,3.123
WF02,ICP,2023-10-30T00:00:00Z,True,42,0,2023-11-01T04:00:00Z,WEDNESDAY,3.771,3.946
WF02,ICP,2023-12-18T00:00:00Z,True,42,0,2023-12-21T16:00:00Z,THURSDAY,8.537,9.336
WF02,LDO,2023-01-09T00:00:00Z,True,42,0,2023-01-12T12:00:00Z,THURSDAY,1.7186,2.1017
WF02,LDO,2023-02-20T00:00:00Z,True,42,0,2023-02-22T08:00:00Z,WEDNESDAY,2.6247,2.8712
WF02,LDO,2023-05-29T00:00:00Z,True,42,0,2023-06-01T00:00:00Z,THURSDAY,2.0266,2.3
WF02,LINK,2023-08-14T00:00:00Z,True,42,0,2023-08-17T20:00:00Z,THURSDAY,5.4,6.1751
WF02,LINK,2023-09-25T00:00:00Z,True,42,0,2023-09-25T00:00:00Z,MONDAY,6.9078,7.9503
WF02,LRC,2023-02-13T00:00:00Z,True,42,0,2023-02-13T16:00:00Z,MONDAY,0.3726,0.4495
WF02,LRC,2023-04-03T00:00:00Z,True,42,0,2023-04-03T20:00:00Z,MONDAY,0.3415,0.3534
WF02,LTC,2023-05-22T00:00:00Z,True,42,0,2023-05-25T00:00:00Z,THURSDAY,82.583,87.071
WF02,MANA,2023-01-16T00:00:00Z,True,42,0,2023-01-20T04:00:00Z,FRIDAY,0.61375,0.7312
WF02,MANA,2023-01-30T00:00:00Z,True,42,0,2023-02-01T16:00:00Z,WEDNESDAY,0.70726,0.78937
WF02,NEO,2023-02-27T00:00:00Z,True,42,0,2023-03-03T00:00:00Z,FRIDAY,11.0203,11.6589
WF02,NEO,2023-04-10T00:00:00Z,True,42,0,2023-04-12T00:00:00Z,WEDNESDAY,11.9425,12.9522
WF02,NEO,2023-11-06T00:00:00Z,True,42,0,2023-11-09T16:00:00Z,THURSDAY,10.6213,13.7004
WF02,PAXG,2023-01-09T00:00:00Z,True,42,0,2023-01-10T16:00:00Z,TUESDAY,1855.01,1896.95
WF02,PAXG,2023-03-13T00:00:00Z,True,42,0,2023-03-13T00:00:00Z,MONDAY,1880.0,1961.29
WF02,PAXG,2023-03-27T00:00:00Z,True,42,0,2023-03-31T20:00:00Z,FRIDAY,1965.0,1971.99
WF02,PAXG,2023-09-18T00:00:00Z,True,42,0,2023-09-21T12:00:00Z,THURSDAY,1906.0,1913.74
WF02,SHIB,2023-02-13T00:00:00Z,True,42,0,2023-02-13T16:00:00Z,MONDAY,1.1962e-05,1.3175e-05
WF02,SHIB,2023-08-14T00:00:00Z,True,42,0,2023-08-17T20:00:00Z,THURSDAY,6.974e-06,8.581e-06
WF02,SNX,2023-03-06T00:00:00Z,True,42,0,2023-03-11T16:00:00Z,SATURDAY,1.988551,2.240213
WF02,SNX,2023-05-29T00:00:00Z,True,42,0,2023-06-01T00:00:00Z,THURSDAY,2.293283,2.379368
WF02,SNX,2023-07-31T00:00:00Z,True,42,0,2023-08-04T04:00:00Z,FRIDAY,2.36,2.497486
WF02,SNX,2023-12-04T00:00:00Z,True,42,0,2023-12-05T12:00:00Z,TUESDAY,3.512461,3.849
WF02,XLM,2023-04-03T00:00:00Z,True,42,0,2023-04-09T12:00:00Z,SUNDAY,0.102663,0.106384
WF02,XLM,2023-07-24T00:00:00Z,True,42,0,2023-07-26T08:00:00Z,WEDNESDAY,0.140218,0.159748
WF02,XRP,2023-03-27T00:00:00Z,True,42,0,2023-03-27T00:00:00Z,MONDAY,0.44253,0.53766
WF02,XRP,2023-06-05T00:00:00Z,True,42,0,2023-06-10T04:00:00Z,SATURDAY,0.4726,0.538
WF02,XRP,2023-07-24T00:00:00Z,True,42,0,2023-07-25T04:00:00Z,TUESDAY,0.67437,0.7121
WF03,1INCH,2024-01-08T00:00:00Z,True,42,0,2024-01-08T00:00:00Z,MONDAY,0.3803,0.47886
WF03,AAVE,2024-07-15T00:00:00Z,True,42,0,2024-07-21T16:00:00Z,SUNDAY,94.369,100.735
WF03,AAVE,2024-08-19T00:00:00Z,True,42,0,2024-08-19T12:00:00Z,MONDAY,107.598,143.273
WF03,AAVE,2024-10-07T00:00:00Z,True,42,0,2024-10-10T16:00:00Z,THURSDAY,136.396,143.851
WF03,AAVE,2024-12-23T00:00:00Z,True,42,0,2024-12-23T00:00:00Z,MONDAY,308.843,323.972
WF03,ADA,2024-01-01T00:00:00Z,True,42,0,2024-01-03T12:00:00Z,WEDNESDAY,0.481,0.541239
WF03,ADA,2024-11-11T00:00:00Z,True,42,0,2024-11-13T04:00:00Z,WEDNESDAY,0.5192,0.7071
WF03,ADA,2024-11-25T00:00:00Z,True,42,0,2024-11-26T08:00:00Z,TUESDAY,0.8742,1.0754
WF03,ALGO,2024-12-02T00:00:00Z,True,42,0,2024-12-06T12:00:00Z,FRIDAY,0.4301,0.4982
WF03,ALGO,2024-12-16T00:00:00Z,True,42,0,2024-12-20T08:00:00Z,FRIDAY,0.2827,0.3478
WF03,AVAX,2024-01-01T00:00:00Z,True,42,0,2024-01-03T12:00:00Z,WEDNESDAY,30.42,36.456
WF03,AVAX,2024-04-08T00:00:00Z,True,42,0,2024-04-13T20:00:00Z,SATURDAY,28.82,39.343
WF03,AVAX,2024-09-09T00:00:00Z,True,42,0,2024-09-11T12:00:00Z,WEDNESDAY,22.883,24.905
WF03,AVAX,2024-09-30T00:00:00Z,True,42,0,2024-10-03T12:00:00Z,THURSDAY,23.887,26.267
WF03,AVAX,2024-10-14T00:00:00Z,True,42,0,2024-10-17T16:00:00Z,THURSDAY,26.81,28.106
WF03,BCH,2024-03-04T00:00:00Z,True,42,0,2024-03-05T16:00:00Z,TUESDAY,330.0,436.22
WF03,BCH,2024-04-01T00:00:00Z,True,42,0,2024-04-03T20:00:00Z,WEDNESDAY,561.96,657.45
WF03,BTC,2024-02-12T00:00:00Z,True,42,0,2024-02-12T08:00:00Z,MONDAY,47716.8,52121.1
WF03,BTC,2024-11-04T00:00:00Z,True,42,0,2024-11-04T20:00:00Z,MONDAY,66835.1,76506.9
WF03,CRO,2024-11-11T00:00:00Z,True,42,0,2024-11-11T00:00:00Z,MONDAY,0.12048,0.16689
WF03,CRV,2024-08-19T00:00:00Z,True,42,0,2024-08-19T16:00:00Z,MONDAY,0.2922,0.3394
WF03,CRV,2024-12-09T00:00:00Z,True,42,0,2024-12-09T20:00:00Z,MONDAY,0.8766,1.1388
WF03,DOGE,2024-03-18T00:00:00Z,True,42,0,2024-03-20T04:00:00Z,WEDNESDAY,0.1225,0.15287
WF03,DOGE,2024-10-21T00:00:00Z,True,42,0,2024-10-25T20:00:00Z,FRIDAY,0.1277,0.1316
WF03,ETC,2024-01-15T00:00:00Z,True,42,0,2024-01-19T16:00:00Z,FRIDAY,22.9279,25.2994
WF03,ETH,2024-02-26T00:00:00Z,True,42,0,2024-02-26T08:00:00Z,MONDAY,3036.34,3432.99
WF03,ETH,2024-06-10T00:00:00Z,True,42,0,2024-06-14T16:00:00Z,FRIDAY,3362.07,3481.26
WF03,FTT,2024-05-13T00:00:00Z,True,42,0,2024-05-19T20:00:00Z,SUNDAY,1.513,1.665
WF03,FTT,2024-09-30T00:00:00Z,True,42,0,2024-09-30T20:00:00Z,MONDAY,1.726,2.449
WF03,FTT,2024-12-30T00:00:00Z,False,12,30,,,,
WF03,ICP,2024-01-01T00:00:00Z,True,42,0,2024-01-07T20:00:00Z,SUNDAY,11.055,13.302
WF03,ICP,2024-04-08T00:00:00Z,True,42,0,2024-04-13T20:00:00Z,SATURDAY,10.214,13.919
WF03,ICP,2024-07-22T00:00:00Z,True,42,0,2024-07-28T20:00:00Z,SUNDAY,9.231,9.708
WF03,ICP,2024-09-16T00:00:00Z,True,42,0,2024-09-18T16:00:00Z,WEDNESDAY,7.596,8.482
WF03,LDO,2024-01-08T00:00:00Z,True,42,0,2024-01-08T00:00:00Z,MONDAY,2.7537,3.4757
WF03,LDO,2024-06-17T00:00:00Z,True,42,0,2024-06-18T00:00:00Z,TUESDAY,1.7137,2.2674
WF03,LINK,2024-02-05T00:00:00Z,True,42,0,2024-02-05T00:00:00Z,MONDAY,17.8021,18.4763
WF03,LINK,2024-05-20T00:00:00Z,True,42,0,2024-05-23T20:00:00Z,THURSDAY,15.4488,17.2519
WF03,LPT,2024-02-19T00:00:00Z,True,42,0,2024-02-24T00:00:00Z,SATURDAY,13.3217,13.7478
WF03,LPT,2024-05-20T00:00:00Z,True,42,0,2024-05-20T00:00:00Z,MONDAY,18.7695,22.4908
WF03,LTC,2024-09-23T00:00:00Z,True,42,0,2024-09-26T00:00:00Z,THURSDAY,65.634,71.15
WF03,MATIC,2024-02-19T00:00:00Z,True,42,0,2024-02-21T16:00:00Z,WEDNESDAY,0.9139,0.9884
WF03,NEO,2024-04-15T00:00:00Z,True,42,0,2024-04-18T08:00:00Z,THURSDAY,16.2765,18.2822
WF03,PAXG,2024-04-15T00:00:00Z,True,42,0,2024-04-15T12:00:00Z,MONDAY,2343.67,2397.87
WF03,PAXG,2024-08-12T00:00:00Z,True,42,0,2024-08-13T00:00:00Z,TUESDAY,2350.0,2487.01
WF03,QNT,2024-09-16T00:00:00Z,True,42,0,2024-09-18T00:00:00Z,WEDNESDAY,68.901,76.746
WF03,SHIB,2024-03-04T00:00:00Z,True,42,0,2024-03-04T00:00:00Z,MONDAY,2.1367e-05,3.5189e-05
WF03,SHIB,2024-09-30T00:00:00Z,True,42,0,2024-10-03T12:00:00Z,THURSDAY,1.547e-05,1.7388e-05
WF03,UMA,2024-01-22T00:00:00Z,True,42,0,2024-01-25T12:00:00Z,THURSDAY,4.57,5.196
WF03,UMA,2024-05-13T00:00:00Z,True,42,0,2024-05-19T20:00:00Z,SUNDAY,3.406,3.617
WF03,UNI,2024-02-26T00:00:00Z,True,42,0,2024-02-28T16:00:00Z,WEDNESDAY,9.6834,11.5563
WF03,UNI,2024-05-27T00:00:00Z,True,42,0,2024-06-02T16:00:00Z,SUNDAY,9.3653,9.9669
WF03,XLM,2024-11-18T00:00:00Z,True,42,0,2024-11-18T00:00:00Z,MONDAY,0.1959,0.34
WF03,XMR,2024-05-06T00:00:00Z,True,42,0,2024-05-07T20:00:00Z,TUESDAY,126.16,132.57
WF03,XMR,2024-06-10T00:00:00Z,True,42,0,2024-06-14T16:00:00Z,FRIDAY,163.94,170.27
WF03,XMR,2024-09-02T00:00:00Z,True,42,0,2024-09-07T04:00:00Z,SATURDAY,162.32,165.38
WF03,XMR,2024-10-28T00:00:00Z,True,42,0,2024-11-01T00:00:00Z,FRIDAY,151.42,156.46
WF03,XRP,2024-07-15T00:00:00Z,True,42,0,2024-07-15T00:00:00Z,MONDAY,0.52013,0.57318
WF03,XRP,2024-07-29T00:00:00Z,True,42,0,2024-08-04T16:00:00Z,SUNDAY,0.51336,0.5608
WF03,XRP,2024-12-02T00:00:00Z,True,42,0,2024-12-05T00:00:00Z,THURSDAY,2.17325,2.42623
WF03,ZEC,2024-07-15T00:00:00Z,True,42,0,2024-07-16T00:00:00Z,TUESDAY,27.723,29.539
WF03,ZEC,2024-10-28T00:00:00Z,True,42,0,2024-11-03T12:00:00Z,SUNDAY,35.6,37.95
WF03,ZRX,2024-03-11T00:00:00Z,True,42,0,2024-03-11T00:00:00Z,MONDAY,0.7169,1.326
