rebalance_time,fixed_count,pit_count,union_count,intersection_count,entrant_count,removed_survivor_count,entrants,removed_survivors,jaccard_similarity
2022-05-30T00:00:00+00:00,30,30,44,16,14,14,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.36363636363636365
2022-06-06T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-06-13T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-06-20T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-06-27T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-07-04T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-07-11T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-07-18T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-07-25T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-08-01T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-08-08T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-08-15T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-08-22T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-08-29T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-09-05T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-09-12T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-09-19T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-09-26T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-10-03T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAT,BCH,COMP,CRO,CRV,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-10-10T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-10-17T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-10-24T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-10-31T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-11-07T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-11-14T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-11-21T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-11-28T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-12-05T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-12-12T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-12-19T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2022-12-26T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAL,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-01-02T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAL,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-01-09T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BAL,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-01-16T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-01-23T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-01-30T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-02-06T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-02-13T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-02-20T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-02-27T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-03-06T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-03-13T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-03-20T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-03-27T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-04-03T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-04-10T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-04-17T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-04-24T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-05-01T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-05-08T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-05-15T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-05-22T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-05-29T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-06-05T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-06-12T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-06-19T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,CRO,CRV,DASH,ETC,FTT,ICP,LDO,LRC,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-06-26T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-07-03T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-07-10T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-07-17T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-07-24T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
2023-07-31T00:00:00+00:00,30,30,45,15,15,15,"1INCH,ALGO,BCH,COMP,CRO,CRV,DASH,ETC,FTT,ICP,LDO,MANA,NEO,PAXG,QNT","BNB,DEXE,DOT,ENA,GRAM,HYPE,NEAR,ONDO,PEPE,SEI,SOL,SUI,SYN,TAO,TRX",0.3333333333333333
