schema_version,fold_id,candidate_id,trade_id,position_id,symbol,alignment_tier,natural_exit_reason,entry_time,natural_exit_time,counterfactual_exit_time,natural_exit_price,counterfactual_exit_price,natural_holding_hours,counterfactual_holding_hours,activated,activated_at,signal_time,natural_exit_priority,changed_exit,trigger_floor_return,running_peak_at_signal,baseline_net_pnl,counterfactual_gross_pnl,counterfactual_net_pnl,baseline_net_return,counterfactual_net_return,delta_net_pnl,delta_net_return,eligible_mfe_10pct,rescued_winner_to_loser,new_loser,improved_trade,worsened_trade,baseline_gross_pnl_error,baseline_net_pnl_error,baseline_return_error,trade_logic_changed,exit_rule_authorized
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-28a111a97c496f50aa77,POS-6ed884f20752ae2e77b8,SNX,FULL,REBALANCE_EXIT,2022-02-07 04:00:00+00:00,2022-02-14 04:00:00+00:00,2022-02-14 04:00:00+00:00,4.415454,4.415454,168.0,168.0,False,,,False,False,,,-6191.33044122362,-6103.537516256132,-6191.33044122362,-0.24715889984924633,-0.24715889984924633,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-28a111a97c496f50aa77,POS-6ed884f20752ae2e77b8,SNX,FULL,REBALANCE_EXIT,2022-02-07 04:00:00+00:00,2022-02-14 04:00:00+00:00,2022-02-14 04:00:00+00:00,4.415454,4.415454,168.0,168.0,False,,,False,False,,,-6191.33044122362,-6103.537516256132,-6191.33044122362,-0.24715889984924633,-0.24715889984924633,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-ddea250cd84b3e1d2bbb,POS-f417abd7b2a08fa9a559,XRP,MEDIUM,REBALANCE_EXIT,2022-02-15 04:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 04:00:00+00:00,0.76154,0.76154,648.0,648.0,False,,,False,False,,,-1197.0559098593567,-1138.945844472345,-1197.0559098593567,-0.07913276981390752,-0.07913276981390752,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-ddea250cd84b3e1d2bbb,POS-f417abd7b2a08fa9a559,XRP,MEDIUM,REBALANCE_EXIT,2022-02-15 04:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 04:00:00+00:00,0.76154,0.76154,648.0,648.0,False,,,False,False,,,-1197.0559098593567,-1138.945844472345,-1197.0559098593567,-0.07913276981390752,-0.07913276981390752,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-ddea250cd84b3e1d2bbb,POS-f417abd7b2a08fa9a559,XRP,MEDIUM,REBALANCE_EXIT,2022-02-15 04:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 04:00:00+00:00,0.76154,0.76154,648.0,648.0,False,,,False,False,,,-1197.0559098593567,-1138.945844472345,-1197.0559098593567,-0.07913276981390752,-0.07913276981390752,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-ddea250cd84b3e1d2bbb,POS-f417abd7b2a08fa9a559,XRP,MEDIUM,REBALANCE_EXIT,2022-02-15 04:00:00+00:00,2022-03-14 04:00:00+00:00,2022-03-14 04:00:00+00:00,0.76154,0.76154,648.0,648.0,False,,,False,False,,,-1197.0559098593567,-1138.945844472345,-1197.0559098593567,-0.07913276981390752,-0.07913276981390752,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,XMR,FULL,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-03-28 04:00:00+00:00,2022-03-28 04:00:00+00:00,217.33,217.33,144.0,144.0,True,2022-03-27 16:00:00+00:00,,False,False,,,2481.345238853338,2575.4353917744597,2481.345238853338,0.11137451953412064,0.11137451953412064,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,XMR,FULL,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-03-28 04:00:00+00:00,2022-03-28 04:00:00+00:00,217.33,217.33,144.0,144.0,True,2022-03-27 16:00:00+00:00,,False,False,,,2481.345238853338,2575.4353917744597,2481.345238853338,0.11137451953412064,0.11137451953412064,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,XMR,FULL,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-03-28 04:00:00+00:00,2022-03-28 04:00:00+00:00,217.33,217.33,144.0,144.0,True,2022-03-27 16:00:00+00:00,,False,False,,,2481.345238853338,2575.4353917744597,2481.345238853338,0.11137451953412064,0.11137451953412064,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,XMR,FULL,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-03-28 04:00:00+00:00,2022-03-28 04:00:00+00:00,217.33,217.33,144.0,144.0,True,2022-03-27 16:00:00+00:00,,False,False,,,2481.345238853338,2575.4353917744597,2481.345238853338,0.11137451953412064,0.11137451953412064,0.0,0.0,True,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,NEAR,FULL,REBALANCE_EXIT,2022-03-28 04:00:00+00:00,2022-04-04 04:00:00+00:00,2022-03-31 20:00:00+00:00,16.3603,13.225,168.0,88.0,True,2022-03-30 08:00:00+00:00,2022-03-31 20:00:00+00:00,False,True,0.0,0.10890200779594839,5497.291712991306,-69.30987689569889,-165.1793710041251,0.22857730890183323,-0.006868155826803606,-5662.4710839954305,-0.23544546472863684,True,False,True,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,NEAR,FULL,REBALANCE_EXIT,2022-03-28 04:00:00+00:00,2022-04-04 04:00:00+00:00,2022-03-31 16:00:00+00:00,16.3603,13.6233,168.0,84.0,True,2022-03-30 08:00:00+00:00,2022-03-31 16:00:00+00:00,False,True,0.05,0.10890200779594839,5497.291712991306,651.4766496723752,554.1655825108128,0.22857730890183323,0.023042196803380502,-4943.126130480493,-0.2055351120984527,True,False,False,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,NEAR,FULL,REBALANCE_EXIT,2022-03-28 04:00:00+00:00,2022-04-04 04:00:00+00:00,2022-03-31 20:00:00+00:00,16.3603,13.225,168.0,88.0,True,2022-03-30 08:00:00+00:00,2022-03-31 20:00:00+00:00,False,True,0.027225501948987096,0.10890200779594839,5497.291712991306,-69.30987689569889,-165.1793710041251,0.22857730890183323,-0.006868155826803606,-5662.4710839954305,-0.23544546472863684,True,False,True,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,NEAR,FULL,REBALANCE_EXIT,2022-03-28 04:00:00+00:00,2022-04-04 04:00:00+00:00,2022-03-31 16:00:00+00:00,16.3603,13.6233,168.0,84.0,True,2022-03-30 08:00:00+00:00,2022-03-31 16:00:00+00:00,False,True,0.05445100389797419,0.10890200779594839,5497.291712991306,651.4766496723752,554.1655825108128,0.22857730890183323,0.023042196803380502,-4943.126130480493,-0.2055351120984527,True,False,False,False,True,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,SNX,MEDIUM,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-04-11 04:00:00+00:00,2022-04-11 04:00:00+00:00,4.951109,4.951109,480.0,480.0,True,2022-03-28 12:00:00+00:00,2022-04-11 04:00:00+00:00,True,False,0.0,0.6102625335002865,-425.0146943697973,-366.24127403644343,-425.0146943697973,-0.028512556980554386,-0.028512556980554386,0.0,0.0,True,False,False,False,False,0.0,0.0,3.469446951953614e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,SNX,MEDIUM,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-04-11 04:00:00+00:00,2022-04-09 00:00:00+00:00,4.951109,5.210876,480.0,428.0,True,2022-03-28 12:00:00+00:00,2022-04-09 00:00:00+00:00,False,True,0.05,0.6102625335002865,-425.0146943697973,395.05888546666506,334.7628648143049,-0.028512556980554386,0.022457918242437556,759.7775591841023,0.050970475222991946,True,True,False,True,False,0.0,0.0,3.469446951953614e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,SNX,MEDIUM,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-04-11 04:00:00+00:00,2022-04-06 16:00:00+00:00,4.951109,5.607179,480.0,372.0,True,2022-03-28 12:00:00+00:00,2022-04-06 16:00:00+00:00,False,True,0.15256563337507162,0.6102625335002865,-425.0146943697973,1556.5056324035766,1493.8867182573426,-0.028512556980554386,0.10021895887614929,1918.90141262714,0.12873151585670367,True,True,False,True,False,0.0,0.0,3.469446951953614e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,SNX,MEDIUM,REBALANCE_EXIT,2022-03-22 04:00:00+00:00,2022-04-11 04:00:00+00:00,2022-03-29 00:00:00+00:00,4.951109,5.351541,480.0,164.0,True,2022-03-28 12:00:00+00:00,2022-03-29 00:00:00+00:00,False,True,0.06812535903717754,0.13625071807435507,-425.0146943697973,807.3063492958078,746.1858337157893,-0.028512556980554386,0.05005866005045078,1171.2005280855865,0.07857121703100517,True,True,False,True,False,0.0,0.0,3.469446951953614e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-50823589550799eb5de1,POS-42b43bfd1fb410bee7b4,ZEC,FULL,REBALANCE_EXIT,2022-03-21 20:00:00+00:00,2022-04-11 04:00:00+00:00,2022-04-01 00:00:00+00:00,159.6,178.434,488.0,244.0,True,2022-03-24 20:00:00+00:00,2022-04-01 00:00:00+00:00,False,True,0.0,0.21142287375573465,-2440.4787054391018,-10.586280705666496,-99.49933145224107,-0.10954646703433811,-0.004466255005044375,2340.9793739868605,0.10508021202929374,True,False,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-50823589550799eb5de1,POS-42b43bfd1fb410bee7b4,ZEC,FULL,REBALANCE_EXIT,2022-03-21 20:00:00+00:00,2022-04-11 04:00:00+00:00,2022-03-31 16:00:00+00:00,159.6,183.185,488.0,236.0,True,2022-03-24 20:00:00+00:00,2022-03-31 16:00:00+00:00,False,True,0.05,0.21142287375573465,-2440.4787054391018,581.1245385015908,491.02806611660174,-0.10954646703433811,0.02204091752076931,2931.5067715557034,0.13158738455510743,True,True,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-50823589550799eb5de1,POS-42b43bfd1fb410bee7b4,ZEC,FULL,REBALANCE_EXIT,2022-03-21 20:00:00+00:00,2022-04-11 04:00:00+00:00,2022-03-31 16:00:00+00:00,159.6,183.185,488.0,236.0,True,2022-03-24 20:00:00+00:00,2022-03-31 16:00:00+00:00,False,True,0.05285571843893366,0.21142287375573465,-2440.4787054391018,581.1245385015908,491.02806611660174,-0.10954646703433811,0.02204091752076931,2931.5067715557034,0.13158738455510743,True,True,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-50823589550799eb5de1,POS-42b43bfd1fb410bee7b4,ZEC,FULL,REBALANCE_EXIT,2022-03-21 20:00:00+00:00,2022-04-11 04:00:00+00:00,2022-03-27 20:00:00+00:00,159.6,197.404,488.0,144.0,True,2022-03-24 20:00:00+00:00,2022-03-27 20:00:00+00:00,False,True,0.10571143687786733,0.21142287375573465,-2440.4787054391018,2352.0224838410936,2258.3842155654256,-0.10954646703433811,0.10137273948341806,4698.862921004527,0.21091920651775617,True,True,False,True,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-c941579497432892cb94,POS-c322d7af0b67bb6364df,AAVE,FULL,REBALANCE_EXIT,2022-04-04 20:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,169.297,169.297,320.0,320.0,False,,,False,False,,,-7314.250811461246,-7226.937102764914,-7314.250811461246,-0.2869146068049467,-0.2869146068049467,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-c941579497432892cb94,POS-c322d7af0b67bb6364df,AAVE,FULL,REBALANCE_EXIT,2022-04-04 20:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,169.297,169.297,320.0,320.0,False,,,False,False,,,-7314.250811461246,-7226.937102764914,-7314.250811461246,-0.2869146068049467,-0.2869146068049467,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-c941579497432892cb94,POS-c322d7af0b67bb6364df,AAVE,FULL,REBALANCE_EXIT,2022-04-04 20:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,169.297,169.297,320.0,320.0,False,,,False,False,,,-7314.250811461246,-7226.937102764914,-7314.250811461246,-0.2869146068049467,-0.2869146068049467,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-c941579497432892cb94,POS-c322d7af0b67bb6364df,AAVE,FULL,REBALANCE_EXIT,2022-04-04 20:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,169.297,169.297,320.0,320.0,False,,,False,False,,,-7314.250811461246,-7226.937102764914,-7314.250811461246,-0.2869146068049467,-0.2869146068049467,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-ab24d153b9f872e7bb1d,POS-759fdcfda3b7eddc4b89,SOL,FOUR_HOUR_ONLY,REBALANCE_EXIT,2022-04-17 16:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,101.18,101.18,12.0,12.0,False,,,False,False,,,-296.667265272449,-268.41767450837375,-296.667265272449,-0.0411409341165432,-0.0411409341165432,0.0,0.0,False,False,False,False,False,0.0,0.0,6.938893903907228e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-ab24d153b9f872e7bb1d,POS-759fdcfda3b7eddc4b89,SOL,FOUR_HOUR_ONLY,REBALANCE_EXIT,2022-04-17 16:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,101.18,101.18,12.0,12.0,False,,,False,False,,,-296.667265272449,-268.41767450837375,-296.667265272449,-0.0411409341165432,-0.0411409341165432,0.0,0.0,False,False,False,False,False,0.0,0.0,6.938893903907228e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-ab24d153b9f872e7bb1d,POS-759fdcfda3b7eddc4b89,SOL,FOUR_HOUR_ONLY,REBALANCE_EXIT,2022-04-17 16:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,101.18,101.18,12.0,12.0,False,,,False,False,,,-296.667265272449,-268.41767450837375,-296.667265272449,-0.0411409341165432,-0.0411409341165432,0.0,0.0,False,False,False,False,False,0.0,0.0,6.938893903907228e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-ab24d153b9f872e7bb1d,POS-759fdcfda3b7eddc4b89,SOL,FOUR_HOUR_ONLY,REBALANCE_EXIT,2022-04-17 16:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:00:00+00:00,101.18,101.18,12.0,12.0,False,,,False,False,,,-296.667265272449,-268.41767450837375,-296.667265272449,-0.0411409341165432,-0.0411409341165432,0.0,0.0,False,False,False,False,False,0.0,0.0,6.938893903907228e-18,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-607e948389968de962ac,POS-960070c3980eaa91d84e,DOGE,MEDIUM,REBALANCE_EXIT,2022-04-19 16:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 04:00:00+00:00,0.1287,0.1287,132.0,132.0,False,,,False,False,,,-1501.7202613312384,-1446.2480684678037,-1501.7202613312384,-0.10271435289857062,-0.10271435289857062,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-607e948389968de962ac,POS-960070c3980eaa91d84e,DOGE,MEDIUM,REBALANCE_EXIT,2022-04-19 16:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 04:00:00+00:00,0.1287,0.1287,132.0,132.0,False,,,False,False,,,-1501.7202613312384,-1446.2480684678037,-1501.7202613312384,-0.10271435289857062,-0.10271435289857062,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-607e948389968de962ac,POS-960070c3980eaa91d84e,DOGE,MEDIUM,REBALANCE_EXIT,2022-04-19 16:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 04:00:00+00:00,0.1287,0.1287,132.0,132.0,False,,,False,False,,,-1501.7202613312384,-1446.2480684678037,-1501.7202613312384,-0.10271435289857062,-0.10271435289857062,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-607e948389968de962ac,POS-960070c3980eaa91d84e,DOGE,MEDIUM,REBALANCE_EXIT,2022-04-19 16:00:00+00:00,2022-04-25 04:00:00+00:00,2022-04-25 04:00:00+00:00,0.1287,0.1287,132.0,132.0,False,,,False,False,,,-1501.7202613312384,-1446.2480684678037,-1501.7202613312384,-0.10271435289857062,-0.10271435289857062,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_BREAKEVEN,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,NEAR,FULL,REBALANCE_EXIT,2022-04-12 12:00:00+00:00,2022-05-02 04:00:00+00:00,2022-05-02 04:00:00+00:00,11.7865,11.7865,472.0,472.0,False,,,False,False,,,-6401.090310092096,-6327.267518325829,-6401.090310092096,-0.2954908029146438,-0.2954908029146438,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_FIXED_05,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,NEAR,FULL,REBALANCE_EXIT,2022-04-12 12:00:00+00:00,2022-05-02 04:00:00+00:00,2022-05-02 04:00:00+00:00,11.7865,11.7865,472.0,472.0,False,,,False,False,,,-6401.090310092096,-6327.267518325829,-6401.090310092096,-0.2954908029146438,-0.2954908029146438,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_25,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,NEAR,FULL,REBALANCE_EXIT,2022-04-12 12:00:00+00:00,2022-05-02 04:00:00+00:00,2022-05-02 04:00:00+00:00,11.7865,11.7865,472.0,472.0,False,,,False,False,,,-6401.090310092096,-6327.267518325829,-6401.090310092096,-0.2954908029146438,-0.2954908029146438,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
ams-rd02-d1-profit-protection-candidate-replay-v1,WF01,PP10_RETAIN_50,TRADE-ea5c098202cb7ec4183c,POS-7c8cb62d30136a10aa0f,NEAR,FULL,REBALANCE_EXIT,2022-04-12 12:00:00+00:00,2022-05-02 04:00:00+00:00,2022-05-02 04:00:00+00:00,11.7865,11.7865,472.0,472.0,False,,,False,False,,,-6401.090310092096,-6327.267518325829,-6401.090310092096,-0.2954908029146438,-0.2954908029146438,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False
