signal_id,grid_id,decision_count,evaluable_decision_count,mean_rank_ic,median_rank_ic,ic_information_ratio,positive_ic_share,mean_top_excess
BN_KC_TURNOVER_SHARE_ACCEL_6_42,REPLICATION_A,727,727,-0.0005450222520385504,0.007389162561576354,-0.00272460776919839,0.5116918844566712,0.0005469643504132319
BN_KC_TURNOVER_SHARE_ACCEL_6_42,REPLICATION_B,727,727,0.009788383919200215,0.01751505199781062,0.04883151010028827,0.5337001375515819,0.0008722569330272184
BN_LOG_MEDIAN_QUOTE_TURNOVER_42,PRIMARY_GRID,728,728,0.010445465338417215,0.012252115700391562,0.04889531072428787,0.5233516483516484,0.000360154161033116
BN_LOG_MEDIAN_QUOTE_TURNOVER_42,REPLICATION_A,727,727,0.01191287895728907,0.0120415982484948,0.05331174755756858,0.5199449793672627,0.00029318098892865867
BN_LOG_MEDIAN_QUOTE_TURNOVER_42,REPLICATION_B,727,727,0.012118664430953953,0.004884004884004884,0.05535503861317236,0.5116918844566712,0.0005105577115659588
BN_LOW_REALIZED_VOLATILITY_42,PRIMARY_GRID,728,728,0.0686136870581736,0.0755336617405583,0.21508190061702565,0.5975274725274725,6.397881064179467e-05
BN_LOW_REALIZED_VOLATILITY_42,REPLICATION_A,727,727,0.07299694611142322,0.06896551724137931,0.23495694108435944,0.5928473177441541,-0.00012201623011001545
BN_LOW_REALIZED_VOLATILITY_42,REPLICATION_B,727,727,0.07101266191528487,0.058018609742747675,0.2283000209097389,0.5777166437414031,-0.00035776727519434273
BN_TAKER_BUY_IMBALANCE_1,PRIMARY_GRID,728,728,-0.006912201730314653,-0.0024630541871921183,-0.03454736208693659,0.49175824175824173,-0.00024930329380590976
BN_TAKER_BUY_IMBALANCE_1,REPLICATION_A,727,727,-0.0154661981976031,-0.01625615763546798,-0.08025329118209884,0.46354883081155435,-0.000716911558656508
BN_TAKER_BUY_IMBALANCE_1,REPLICATION_B,727,727,-0.00968196112150957,-0.011330049261083743,-0.049495008734761474,0.4731774415405777,-0.0012507816074064427
BN_TAKER_BUY_IMBALANCE_18,PRIMARY_GRID,728,728,-0.022084755482822935,-0.01231527093596059,-0.10928042066910121,0.47115384615384615,-0.000669768362478085
BN_TAKER_BUY_IMBALANCE_18,REPLICATION_A,727,727,-0.0195317397773829,-0.00875752599890531,-0.09724860968731702,0.48418156808803303,-0.00035358537546619287
BN_TAKER_BUY_IMBALANCE_18,REPLICATION_B,727,727,-0.016070120438568952,-0.007662835249042145,-0.08333808728621511,0.4814305364511692,-8.233999340048068e-05
BN_TAKER_BUY_IMBALANCE_6,PRIMARY_GRID,728,728,-0.020265780596398254,-0.010892172961138478,-0.09960906908760075,0.4766483516483517,-0.00038755457909745594
BN_TAKER_BUY_IMBALANCE_6,REPLICATION_A,727,727,-0.015318639660134237,-0.014041514041514042,-0.07251011512865863,0.4828060522696011,-0.0004423182735793923
BN_TAKER_BUY_IMBALANCE_6,REPLICATION_B,727,727,-0.01603190877013388,-0.008866995073891626,-0.07882976859355012,0.48830811554332876,-0.0001971937193840589
BN_TAKER_BUY_IMBALANCE_ACCEL_6_42,PRIMARY_GRID,728,728,-0.008973271686420606,-0.012862616310892173,-0.04474320889313655,0.48214285714285715,-0.0004891556784386679
BN_TAKER_BUY_IMBALANCE_ACCEL_6_42,REPLICATION_A,727,727,-0.011608880417184754,-0.0240831964969896,-0.05408190571346371,0.4676753782668501,-0.0009414890159543922
BN_TAKER_BUY_IMBALANCE_ACCEL_6_42,REPLICATION_B,727,727,-0.010135954892393727,-0.010946907498631636,-0.0490924493408973,0.4814305364511692,-0.0001751692921680888
BN_TRADE_COUNT_ACCEL_6_42,PRIMARY_GRID,728,728,-0.01570600150554679,-0.0010673234811165845,-0.06994135882774406,0.4958791208791209,-1.4346439028665298e-05
BN_TRADE_COUNT_ACCEL_6_42,REPLICATION_A,727,727,-0.01724957705114302,-0.009852216748768473,-0.07688451473495696,0.47042640990371387,0.0001496493710087113
BN_TRADE_COUNT_ACCEL_6_42,REPLICATION_B,727,727,-0.015944186408541575,-0.013136288998357963,-0.070109738056197,0.48005502063273725,0.0005682872953205585
BN_TRADE_COUNT_ZSCORE_42,PRIMARY_GRID,728,728,-0.017821846483271266,-0.01863711001642036,-0.07892921488200033,0.4684065934065934,0.00013488644735457122
BN_TRADE_COUNT_ZSCORE_42,REPLICATION_A,727,727,-0.02702380561468483,-0.03557744937055282,-0.12558504135063547,0.44291609353507566,9.933893633341205e-05
BN_TRADE_COUNT_ZSCORE_42,REPLICATION_B,727,727,-0.01300481259690101,-0.01083743842364532,-0.0584283431663447,0.48418156808803303,8.35411130405355e-05
