treatment_mode,fold_id,rebalance_time,pit_market_cap_universe_count,liquidity_eligible_count,final_rankable_count,selected_count,selected_symbols,daily_market_regime,excluded_symbols_by_reason
PIT_CONTROL,WF01,2022-04-25T00:00:00+00:00,30,49,30,3,"CRV,SNX,XMR",DOWNTREND,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DASH"",""DEXE"",""DGB"",""FLOW"",""GAS"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""KNC"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-05-02T00:00:00+00:00,30,49,30,0,,DOWNTREND,"{""INSUFFICIENT_HISTORY"":[""KNC""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""FLOW"",""GAS"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-05-09T00:00:00+00:00,30,49,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""KNC""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""FLOW"",""GAS"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-05-16T00:00:00+00:00,30,49,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""KNC""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""FLOW"",""GAS"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-05-23T00:00:00+00:00,30,49,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""KNC""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""FLOW"",""GAS"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-05-30T00:00:00+00:00,30,50,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""COMP"",""DEXE"",""DGB"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-06-06T00:00:00+00:00,30,50,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-06-13T00:00:00+00:00,30,50,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""ICX"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-06-20T00:00:00+00:00,30,50,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""ICX""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-06-27T00:00:00+00:00,30,50,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""ICX""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-07-04T00:00:00+00:00,30,50,30,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""ICX""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""LDO"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-07-11T00:00:00+00:00,30,50,29,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""ICX"",""LDO""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-07-18T00:00:00+00:00,30,51,29,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""LDO""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-07-25T00:00:00+00:00,30,51,29,0,,CRISIS,"{""INSUFFICIENT_HISTORY"":[""LDO""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-08-01T00:00:00+00:00,30,51,29,3,"ETC,ICP,QNT",NEUTRAL,"{""INSUFFICIENT_HISTORY"":[""LDO""],""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-08-08T00:00:00+00:00,30,52,30,3,"ETC,LDO,SNX",NEUTRAL,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-08-15T00:00:00+00:00,30,52,30,3,"ETC,LDO,SHIB",UPTREND,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""NEAR"",""PAXG"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-08-22T00:00:00+00:00,30,52,30,2,"ETC,LDO",CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-08-29T00:00:00+00:00,30,52,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-09-05T00:00:00+00:00,30,52,30,1,SHIB,DOWNTREND,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""COMP"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-09-12T00:00:00+00:00,30,52,30,0,,RECOVERY,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-09-19T00:00:00+00:00,30,52,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-09-26T00:00:00+00:00,30,52,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-10-03T00:00:00+00:00,30,52,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BNB"",""DASH"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
PIT_CONTROL,WF01,2022-10-10T00:00:00+00:00,30,52,30,0,,CRISIS,"{""OUTSIDE_PIT_MARKET_CAP_TOP30"":[""BAL"",""BAT"",""BNB"",""DEXE"",""DGB"",""DOT"",""FLOW"",""GAS"",""ICX"",""KNC"",""LPT"",""LRC"",""NEAR"",""SOL"",""SUSHI"",""TRX"",""UMA"",""VET"",""XEM"",""XTZ"",""YFI"",""ZIL""],""VENUE_UNAVAILABLE"":[""CVC"",""DCR"",""ENA"",""GRAM"",""HYPE"",""MATIC"",""ONDO"",""PEPE"",""QTUM"",""SEI"",""SUI"",""SYN"",""TAO"",""ZRX""]}"
