asset,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,canonical_symbol,local_data_available
eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,459478056408.91113,2024-05-27T00:00:00+00:00,2,ETH,True
usdt,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,114909960041.5868,2024-05-27T00:00:00+00:00,3,USDT,False
usdt_trx,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,58805036058.767044,2024-05-27T00:00:00+00:00,4,USDT_TRX,False
xrp,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,52817154070.766624,2024-05-27T00:00:00+00:00,5,XRP,True
usdt_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,51981143127.14757,2024-05-27T00:00:00+00:00,6,USDT_ETH,False
usdc,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,32197518810.20415,2024-05-27T00:00:00+00:00,7,USDC,False
shib_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,24329260158.619072,2024-05-27T00:00:00+00:00,8,SHIB_ETH,False
usdc_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,24287587603.733192,2024-05-27T00:00:00+00:00,9,USDC_ETH,False
doge,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,24009818497.852783,2024-05-27T00:00:00+00:00,10,DOGE,True
link,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,17058393242.232,2024-05-27T00:00:00+00:00,11,LINK,True
ada,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,16026228761.492098,2024-05-27T00:00:00+00:00,12,ADA,True
avaxp,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,12535275856.146307,2024-05-27T00:00:00+00:00,13,AVAXP,False
cro,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,11944910038.3391,2024-05-27T00:00:00+00:00,14,CRO,False
xlm,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,11453217329.632914,2024-05-27T00:00:00+00:00,15,XLM,True
weth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,11261679118.90037,2024-05-27T00:00:00+00:00,16,WETH,False
uni,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,11164539687.3773,2024-05-27T00:00:00+00:00,17,UNI,True
wbtc,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,10628473578.515676,2024-05-27T00:00:00+00:00,18,WBTC,False
bch,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,9547744721.537348,2024-05-27T00:00:00+00:00,19,BCH,False
xvg,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,9122775261.036669,2024-05-27T00:00:00+00:00,20,XVG,False
pol_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,7273070409.261459,2024-05-27T00:00:00+00:00,21,POL_ETH,False
matic_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,7163631881.24169,2024-05-27T00:00:00+00:00,22,MATIC_ETH,False
icp,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,6260305453.2304,2024-05-27T00:00:00+00:00,23,ICP,False
ltc,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,6257866570.14387,2024-05-27T00:00:00+00:00,24,LTC,True
etc,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,4673465107.11126,2024-05-27T00:00:00+00:00,25,ETC,False
leo_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,3934961037.5616946,2024-05-27T00:00:00+00:00,26,LEO_ETH,False
gno,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,3630813520.4274,2024-05-27T00:00:00+00:00,27,GNO,False
avaxc,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,3465306213.824672,2024-05-27T00:00:00+00:00,28,AVAXC,False
dai,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,3275498349.803832,2024-05-27T00:00:00+00:00,29,DAI,False
fdusd_eth,2024-05-26T00:00:00+00:00,2024-05-26T00:00:00+00:00,2024-05-27T00:00:00+00:00,2998867006.372042,2024-05-27T00:00:00+00:00,30,FDUSD_ETH,False
btc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,1336240533927.6711,2024-06-03T00:00:00+00:00,1,BTC,True
eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,454319407953.3998,2024-06-03T00:00:00+00:00,2,ETH,True
usdt,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,114887430478.68997,2024-06-03T00:00:00+00:00,3,USDT,False
usdt_trx,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,58793506593.80758,2024-06-03T00:00:00+00:00,4,USDT_TRX,False
usdt_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,51970951571.99508,2024-06-03T00:00:00+00:00,5,USDT_ETH,False
xrp,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,51338160991.68576,2024-06-03T00:00:00+00:00,6,XRP,True
usdc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,31989968131.85083,2024-06-03T00:00:00+00:00,7,USDC,False
shib_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,24627161157.91165,2024-06-03T00:00:00+00:00,8,SHIB_ETH,False
usdc_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,24225009172.306202,2024-06-03T00:00:00+00:00,9,USDC_ETH,False
doge,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,22707221036.038223,2024-06-03T00:00:00+00:00,10,DOGE,True
link,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,18150341721.2725,2024-06-03T00:00:00+00:00,11,LINK,True
ada,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,15622624227.018738,2024-06-03T00:00:00+00:00,12,ADA,True
avaxp,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,12055651581.22624,2024-06-03T00:00:00+00:00,13,AVAXP,False
xlm,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,11080865390.884287,2024-06-03T00:00:00+00:00,14,XLM,True
weth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,11067860221.409016,2024-06-03T00:00:00+00:00,15,WETH,False
cro,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,10995244620.4135,2024-06-03T00:00:00+00:00,16,CRO,False
wbtc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,10567478787.839846,2024-06-03T00:00:00+00:00,17,WBTC,False
xvg,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,9719047814.70814,2024-06-03T00:00:00+00:00,18,XVG,False
uni,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,9432736057.95475,2024-06-03T00:00:00+00:00,19,UNI,True
bch,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,9035498313.266718,2024-06-03T00:00:00+00:00,20,BCH,False
pol_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6999849626.981203,2024-06-03T00:00:00+00:00,21,POL_ETH,False
matic_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6899216520.52528,2024-06-03T00:00:00+00:00,22,MATIC_ETH,False
ltc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6196394900.217473,2024-06-03T00:00:00+00:00,23,LTC,True
icp,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6159142390.725923,2024-06-03T00:00:00+00:00,24,ICP,False
etc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,4268505501.890238,2024-06-03T00:00:00+00:00,25,ETC,False
leo_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3924701029.8861156,2024-06-03T00:00:00+00:00,26,LEO_ETH,False
gno,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3402123477.37875,2024-06-03T00:00:00+00:00,27,GNO,False
dai,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3253590064.369454,2024-06-03T00:00:00+00:00,28,DAI,False
avaxc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3180859960.8836203,2024-06-03T00:00:00+00:00,29,AVAXC,False
fdusd_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,2763424148.788664,2024-06-03T00:00:00+00:00,30,FDUSD_ETH,False
btc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1372693139520.2039,2024-06-10T00:00:00+00:00,1,BTC,True
eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,445259002298.56134,2024-06-10T00:00:00+00:00,2,ETH,True
usdt,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,114941031807.24767,2024-06-10T00:00:00+00:00,3,USDT,False
usdt_trx,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,58820850800.20574,2024-06-10T00:00:00+00:00,4,USDT_TRX,False
usdt_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,51995295281.6798,2024-06-10T00:00:00+00:00,5,USDT_ETH,False
xrp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,49848610490.92768,2024-06-10T00:00:00+00:00,6,XRP,True
usdc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,31804093371.738087,2024-06-10T00:00:00+00:00,7,USDC,False
usdc_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,23970574908.391563,2024-06-10T00:00:00+00:00,8,USDC_ETH,False
shib_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,23506964473.715874,2024-06-10T00:00:00+00:00,9,SHIB_ETH,False
doge,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,21234812240.768448,2024-06-10T00:00:00+00:00,10,DOGE,True
link,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,16340270691.6769,2024-06-10T00:00:00+00:00,11,LINK,True
ada,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,15535141647.481771,2024-06-10T00:00:00+00:00,12,ADA,True
avaxp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,11410917553.367039,2024-06-10T00:00:00+00:00,13,AVAXP,False
cro,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,11017334939.806,2024-06-10T00:00:00+00:00,14,CRO,False
wbtc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,10657213980.020485,2024-06-10T00:00:00+00:00,15,WBTC,False
weth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,10652555702.24731,2024-06-10T00:00:00+00:00,16,WETH,False
xlm,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,10514101936.14869,2024-06-10T00:00:00+00:00,17,XLM,True
uni,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9814962187.22437,2024-06-10T00:00:00+00:00,18,UNI,True
bch,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9352682632.165497,2024-06-10T00:00:00+00:00,19,BCH,False
xvg,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9046688836.601738,2024-06-10T00:00:00+00:00,20,XVG,False
pol_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,6661089098.6512165,2024-06-10T00:00:00+00:00,21,POL_ETH,False
matic_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,6547486111.53135,2024-06-10T00:00:00+00:00,22,MATIC_ETH,False
ltc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,6001634443.052532,2024-06-10T00:00:00+00:00,23,LTC,True
icp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,5722934471.916673,2024-06-10T00:00:00+00:00,24,ICP,False
etc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3977358545.4995084,2024-06-10T00:00:00+00:00,25,ETC,False
leo_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3879877872.6429415,2024-06-10T00:00:00+00:00,26,LEO_ETH,False
dai,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3288857790.2237296,2024-06-10T00:00:00+00:00,27,DAI,False
gno,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3270441326.62067,2024-06-10T00:00:00+00:00,28,GNO,False
fdusd_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3177060470.6630516,2024-06-10T00:00:00+00:00,29,FDUSD_ETH,False
xmr,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3121661546.140058,2024-06-10T00:00:00+00:00,30,XMR,True
btc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1313344170121.058,2024-06-17T00:00:00+00:00,1,BTC,True
eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,434969448760.2027,2024-06-17T00:00:00+00:00,2,ETH,True
usdt,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,115877209626.70241,2024-06-17T00:00:00+00:00,3,USDT,False
usdt_trx,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,59787897313.108604,2024-06-17T00:00:00+00:00,4,USDT_TRX,False
usdt_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,51966667713.58337,2024-06-17T00:00:00+00:00,5,USDT_ETH,False
xrp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,48857211423.475105,2024-06-17T00:00:00+00:00,6,XRP,True
usdc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,32130190366.159195,2024-06-17T00:00:00+00:00,7,USDC,False
usdc_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,24150647813.15445,2024-06-17T00:00:00+00:00,8,USDC_ETH,False
shib_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,20928310886.829624,2024-06-17T00:00:00+00:00,9,SHIB_ETH,False
doge,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,19818297380.917576,2024-06-17T00:00:00+00:00,10,DOGE,True
link,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,15115203769.6918,2024-06-17T00:00:00+00:00,11,LINK,True
ada,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,14570123973.169306,2024-06-17T00:00:00+00:00,12,ADA,True
uni,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,11763648985.3884,2024-06-17T00:00:00+00:00,13,UNI,True
xlm,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10429127591.041586,2024-06-17T00:00:00+00:00,14,XLM,True
avaxp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10391734324.259684,2024-06-17T00:00:00+00:00,15,AVAXP,False
weth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10292048340.529783,2024-06-17T00:00:00+00:00,16,WETH,False
wbtc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10194864005.28841,2024-06-17T00:00:00+00:00,17,WBTC,False
cro,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,9876665994.548,2024-06-17T00:00:00+00:00,18,CRO,False
bch,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,8442132009.451443,2024-06-17T00:00:00+00:00,19,BCH,False
xvg,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,8188053474.657134,2024-06-17T00:00:00+00:00,20,XVG,False
pol_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,6317070162.194778,2024-06-17T00:00:00+00:00,21,POL_ETH,False
matic_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,6193764946.8004,2024-06-17T00:00:00+00:00,22,MATIC_ETH,False
ltc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,5886835199.195406,2024-06-17T00:00:00+00:00,23,LTC,True
icp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,4998186935.732835,2024-06-17T00:00:00+00:00,24,ICP,False
leo_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3881083570.8094096,2024-06-17T00:00:00+00:00,25,LEO_ETH,False
etc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3757308363.506755,2024-06-17T00:00:00+00:00,26,ETC,False
gno,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3345444322.10342,2024-06-17T00:00:00+00:00,27,GNO,False
dai,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3270893514.644581,2024-06-17T00:00:00+00:00,28,DAI,False
xmr,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3180638600.952391,2024-06-17T00:00:00+00:00,29,XMR,True
avaxc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,2698760714.633129,2024-06-17T00:00:00+00:00,30,AVAXC,False
btc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1248923864108.9224,2024-06-24T00:00:00+00:00,1,BTC,True
eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,411012084269.7799,2024-06-24T00:00:00+00:00,2,ETH,True
usdt,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,115881560579.87611,2024-06-24T00:00:00+00:00,3,USDT,False
usdt_trx,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,59789651487.559105,2024-06-24T00:00:00+00:00,4,USDT_TRX,False
usdt_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,51968917209.14284,2024-06-24T00:00:00+00:00,5,USDT_ETH,False
xrp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,47940502901.061165,2024-06-24T00:00:00+00:00,6,XRP,True
usdc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,32131316641.267513,2024-06-24T00:00:00+00:00,7,USDC,False
usdc_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,24367427720.973618,2024-06-24T00:00:00+00:00,8,USDC_ETH,False
doge,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,17711332210.396473,2024-06-24T00:00:00+00:00,9,DOGE,True
shib_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,17498698039.529213,2024-06-24T00:00:00+00:00,10,SHIB_ETH,False
ada,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,13312072572.918411,2024-06-24T00:00:00+00:00,11,ADA,True
link,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,13198373629.6078,2024-06-24T00:00:00+00:00,12,LINK,True
uni,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9791543412.17551,2024-06-24T00:00:00+00:00,13,UNI,True
weth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9763142778.012196,2024-06-24T00:00:00+00:00,14,WETH,False
wbtc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9693315542.80121,2024-06-24T00:00:00+00:00,15,WBTC,False
xlm,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9436378515.471762,2024-06-24T00:00:00+00:00,16,XLM,True
cro,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9155917264.36027,2024-06-24T00:00:00+00:00,17,CRO,False
avaxp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,8692242842.833174,2024-06-24T00:00:00+00:00,18,AVAXP,False
bch,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,7539212454.479342,2024-06-24T00:00:00+00:00,19,BCH,False
xvg,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,6648176315.528395,2024-06-24T00:00:00+00:00,20,XVG,False
pol_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,5710303213.875505,2024-06-24T00:00:00+00:00,21,POL_ETH,False
matic_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,5609978490.10126,2024-06-24T00:00:00+00:00,22,MATIC_ETH,False
ltc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,5492410259.469209,2024-06-24T00:00:00+00:00,23,LTC,True
icp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,4098659958.865851,2024-06-24T00:00:00+00:00,24,ICP,False
leo_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3759135929.0496726,2024-06-24T00:00:00+00:00,25,LEO_ETH,False
usde_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3566375848.285219,2024-06-24T00:00:00+00:00,26,USDE_ETH,False
etc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3341612809.564784,2024-06-24T00:00:00+00:00,27,ETC,False
dai,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3230827788.9432244,2024-06-24T00:00:00+00:00,28,DAI,False
gno,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3141626223.39501,2024-06-24T00:00:00+00:00,29,GNO,False
xmr,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,2945952880.7935615,2024-06-24T00:00:00+00:00,30,XMR,True
btc,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,1237638479045.0432,2024-07-01T00:00:00+00:00,1,BTC,True
eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,413216154556.0081,2024-07-01T00:00:00+00:00,2,ETH,True
usdt,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,115748880777.98965,2024-07-01T00:00:00+00:00,3,USDT,False
usdt_trx,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,59720420450.718735,2024-07-01T00:00:00+00:00,4,USDT_TRX,False
usdt_eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,51910108570.3336,2024-07-01T00:00:00+00:00,5,USDT_ETH,False
xrp,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,47566581004.16837,2024-07-01T00:00:00+00:00,6,XRP,True
