signal_id,fold_id,evaluable_count,spearman,pearson,positive_future_return_share_top,mean_future_return_top,unconditional_mean_return,top_temporal_quintile_excess,bottom_temporal_quintile_return,top_minus_bottom_spread
MKT_BREADTH_THRUST_6_42,WF02,182,0.01379051549640259,0.011340099705928988,0.6944444444444444,0.004435211589598902,0.002300077883269606,0.0021351337063292963,0.00227893006946107,0.0021562815201378325
MKT_BREADTH_THRUST_6_42,WF03,366,-0.007402593294246474,-0.007945178013351432,0.5205479452054794,0.0018071679324861666,0.0017953321074540255,1.18358250321411e-05,0.0026865374187342167,-0.0008793694862480501
MKT_BREADTH_ABOVE_EMA20,WF01,180,-0.04822824667844175,-0.05088701792789377,0.4722222222222222,0.002154591333489399,0.0018821676011607786,0.0002724237323286202,0.005571917253800287,-0.0034173259203108884
MKT_BREADTH_ABOVE_EMA20,WF02,182,-0.01466763071575356,-0.0025635343889254918,0.5277777777777778,0.0011078533433582056,0.002300077883269606,-0.0011922245399114005,0.002803969972032778,-0.0016961166286745724
MKT_BREADTH_ABOVE_EMA20,WF03,366,0.040905817868483574,0.056226564201922916,0.5616438356164384,0.008926876308488638,0.0017953321074540255,0.007131544201034613,0.001183835551490061,0.007743040756998576
MKT_CROSS_SECTIONAL_DISPERSION_42,WF01,180,0.05121351482041627,0.11336338689067207,0.5555555555555556,0.007272104944499014,0.0018821676011607786,0.0053899373433382355,0.0014365874199848505,0.005835517524514164
MKT_CROSS_SECTIONAL_DISPERSION_42,WF02,182,0.012679015577303776,-0.03527552151034521,0.5,-0.0003552426488161798,0.002300077883269606,-0.002655320532085786,0.001173244818717973,-0.0015284874675341527
MKT_CROSS_SECTIONAL_DISPERSION_42,WF03,366,0.03806575611702242,0.04856549894702441,0.5068493150684932,0.007850620545609076,0.0017953321074540255,0.006055288438155051,0.002009184652288417,0.0058414358933206595
MKT_DISPERSION_ACCEL_18_42,WF01,180,-0.04823811434509295,-0.09513390473605579,0.5,-0.0033050507706072255,0.0018821676011607786,-0.005187218371768004,-0.00011746277771513832,-0.003187587992892087
MKT_DISPERSION_ACCEL_18_42,WF02,182,0.1500491176245184,0.13475024032462796,0.7777777777777778,0.005337140726877068,0.002300077883269606,0.0030370628436074618,-0.00021850928706463802,0.005555650013941706
MKT_DISPERSION_ACCEL_18_42,WF03,366,0.07036312047537373,0.05866380159770648,0.5753424657534246,0.00044640771081391067,0.0017953321074540255,-0.001348924396640115,-0.0026081464896019345,0.003054554200415845
MKT_AVG_PAIRWISE_CORRELATION_42,WF01,180,-0.0885582888360752,-0.07043413515387828,0.5555555555555556,-0.00242011167551821,0.0018821676011607786,-0.004302279276678989,0.006716209901176813,-0.009136321576695023
MKT_AVG_PAIRWISE_CORRELATION_42,WF02,182,0.0027898014493431575,-0.001968419497245767,0.6111111111111112,0.0011507595215431478,0.002300077883269606,-0.0011493183617264583,0.002180627931989648,-0.0010298684104465001
MKT_AVG_PAIRWISE_CORRELATION_42,WF03,366,0.025789796059479234,0.031026540020873634,0.4931506849315068,0.0018100774070588788,0.0017953321074540255,1.4745299604853332e-05,0.001760506587288764,4.957081977011472e-05
MKT_CORRELATION_CHANGE_18_42,WF01,180,0.11732255110754447,0.16234461161652486,0.5555555555555556,0.004455915831720546,0.0018821676011607786,0.0025737482305597673,-0.013542444995739542,0.017998360827460088
MKT_CORRELATION_CHANGE_18_42,WF02,182,0.01438494482602806,0.025076760689191558,0.5555555555555556,0.003776359727605594,0.002300077883269606,0.0014762818443359877,0.002354252528658394,0.0014221071989472
MKT_CORRELATION_CHANGE_18_42,WF03,366,0.0032777094828150633,-0.018641783170706652,0.5616438356164384,0.007130589914619763,0.0017953321074540255,0.005335257807165738,0.004036414360200028,0.003094175554419735
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,WF01,180,0.021066493821825776,0.048689706613508944,0.5,0.004376847220977493,0.0018821676011607786,0.002494679619816714,0.007016822602146686,-0.0026399753811691927
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,WF02,182,0.15759740666904873,0.0847005503225845,0.6111111111111112,0.004641687251176908,0.002300077883269606,0.0023416093679073016,-0.003461463475670035,0.008103150726846944
MKT_AGG_QUOTE_TURNOVER_ACCEL_6_42,WF03,366,0.07502996785683472,0.09317193482171024,0.547945205479452,0.00015903472115312233,0.0017953321074540255,-0.001636297386300903,-0.0030682140731684597,0.003227248794321582
MKT_BN_AGG_TAKER_IMBALANCE_6,WF01,180,-0.16930769468193463,-0.11429820168963918,0.3333333333333333,-0.012769572000894389,0.0018821676011607786,-0.014651739602055167,0.004439654537632834,-0.017209226538527224
MKT_BN_AGG_TAKER_IMBALANCE_6,WF02,182,0.07643339361480835,0.08699811106319874,0.6111111111111112,0.005084089262921201,0.002300077883269606,0.002784011379651595,-0.0023551192922509527,0.007439208555172154
MKT_BN_AGG_TAKER_IMBALANCE_6,WF03,366,0.02769085042628091,0.04132520849179713,0.5342465753424658,0.001293030473445978,0.0017953321074540255,-0.0005023016340080474,-0.0020128526196853754,0.0033058830931313532
MKT_BN_KC_RETURN_DIVERGENCE_6,WF01,180,-0.1446670164717018,-0.11553808307009712,0.3888888888888889,-0.005199743480525881,0.0018821676011607786,-0.00708191108168666,0.004008551206104509,-0.00920829468663039
MKT_BN_KC_RETURN_DIVERGENCE_6,WF02,182,0.03325566743735388,0.014840006078665665,0.5277777777777778,0.0018011373247132307,0.002300077883269606,-0.0004989405585563754,-0.0008330402876094063,0.0026341776123226367
MKT_BN_KC_RETURN_DIVERGENCE_6,WF03,366,0.08156849835184436,0.07436857648294369,0.5342465753424658,0.0008030570739622562,0.0017953321074540255,-0.0009922750334917692,-0.0038131722320239882,0.0046162293059862445
MKT_LOW_REALIZED_VOLATILITY_42,WF01,180,-0.022922518184717636,-0.040538650425957466,0.5277777777777778,0.0009980136441490222,0.0018821676011607786,-0.0008841539570117565,0.005725413688481697,-0.004727400044332675
MKT_LOW_REALIZED_VOLATILITY_42,WF02,182,-0.022104423970196997,-0.022679714221047646,0.5833333333333334,-0.00023145106377157329,0.002300077883269606,-0.0025315289470411793,-0.001071113793824567,0.0008396627300529937
MKT_LOW_REALIZED_VOLATILITY_42,WF03,366,-0.07990241401106685,-0.10508570474203363,0.547945205479452,0.0005611342895774481,0.0017953321074540255,-0.0012341978178765775,0.009468204448795016,-0.008907070159217568
