commit,path,blob_read,sha256,line_count,relevant_hit_count,code_block_count
19cc4279968118d17f8efff37ad3f65f8f0d1538,tests/research/test_ams_bf02.py,True,df8193871923c25cd8c06c4d2ec930cd7d3d263feb5d48b857c253e6e3b5d47e,233,10,0
1a88fbb37b7d6b9c19f3863ca6eaf973a71cd60f,reports/research/ams-v2-f01-c12-walk-forward-trial-v1.json,True,1da22670671af463ac1e1e78b16d0e582d986fa1b884bfc1ae8502412b94d4b3,677,9,0
1d28a211fefffceca5e4aa134d22254c0005dda9,reports/research/ams-v2-f01-engine-core-v1-registration.json,True,12ec153372e4c6410e5447cfd17eb0902741b4d608a94fce2ba31daf81e7c16b,374,32,0
1d28a211fefffceca5e4aa134d22254c0005dda9,src/spotbot/research/ams_v2_f01_trend_momentum.py,True,73b2a45cea5ca64b036feff5afaa26facdcd1c9c6806acd849dd525c20bb0fa7,807,18,0
1dfbfc4e5b5d32077d78419c557e574b4f5a6a75,reports/research/ams-rd04-d1-fixed-base-trades-v1.csv,True,ff00193cbd75615ba59e969021f7ceb325e04ef06375acbb685245f4e9db03ef,148,141,0
1dfbfc4e5b5d32077d78419c557e574b4f5a6a75,reports/research/ams-rd04-d1-pit-base-trades-v1.csv,True,ac22820a583192a1ce3b333db8820a1a7159d0c176f4535688b5de3aaf00c33f,154,146,0
22bb80ac00bf77e17dc66ba6ef1fe0f287f5c607,reports/research/ams-rd01-benchmark-comparison-v1.json,True,45c94f5b8c226e46d317f46beeed61dc97e81af538853377ec69b74b837c5d50,22,5,0
22bb80ac00bf77e17dc66ba6ef1fe0f287f5c607,scripts/research/run_ams_rd01_survivor_diagnostics.py,True,d6d56f4276f85eae4ea2ab37eacbb601be1b0269843f2d34976a3bdc4ab098e4,251,10,0
22bb80ac00bf77e17dc66ba6ef1fe0f287f5c607,src/spotbot/research/beta_diagnostics.py,True,8389f62121a28c0b5b1ae11f48ff30e3d6068a49debfea4ba6d59fe9dfe54d37,131,1,0
29206d29c57483932ed812e523e64bd1ad885137,reports/research/aggressive-multi-strategy-hypothesis-ledger-v1.json,True,b7b2e63d0bd06e5fdc858a86bf29051df268e0052adbdff9adb76ba3f7315349,936,53,0
29206d29c57483932ed812e523e64bd1ad885137,reports/research/ams-v1-h05-compression-expansion-monthly.csv,True,60a1b3ee63ef84b6028a5812dff9d1f7be6bd59c132ea23d002e8dc6f8d701f5,49,1,0
29206d29c57483932ed812e523e64bd1ad885137,reports/research/ams-v1-h05-compression-expansion.json,True,0d1c1c3cca6ac3eba2d5e532b65dc0ea2419fb7dd036706c942f320c4ff96d49,163,8,0
29d07b32dcea668a90ab800700efaafdd3a97cad,reports/research/ams-bf01-benchmark-fairness-alpha-audit-v2.json,True,07c3238304591f9035ec62df74a6241acaae1690af14832d572e5b8c4cec38da,2318,195,0
29d07b32dcea668a90ab800700efaafdd3a97cad,reports/research/ams-bf01-source-inventory-v2.csv,True,598a48e8684ab442eaedd548baac2a8b118cc78d5f506d7ebd1d5fca4486bfaf,11,3,0
29d07b32dcea668a90ab800700efaafdd3a97cad,scripts/research/run_ams_bf01_v2_benchmark_fairness_audit.py,True,8dbeeadea0377e1de82f6fa41b80824c72ef8004daad5a0f7558f44fb52ca9a6,422,39,0
36864598014094fedf1c900b05e834b126a0fd2f,reports/research/ams-rd02-d1-profit-protection-trade-replay-v1.csv,True,37cab86836725a4345544c726a04edae767f380c08dec7c08e91e314d743c838,589,564,0
3d605c0a8a74da2adc5057fcf95d1749b9feb9de,reports/research/ams-md01-m05-base-cost-v1.json,True,50ded0379f3675e3f53ebc3e96a96f31543eca25e67d8924439c5a13ce85c8cc,35515,752,0
3d605c0a8a74da2adc5057fcf95d1749b9feb9de,reports/research/ams-md01-m05-stress-cost-v1.json,True,a47a7fa2ac73732eeca4b26a15107fbc9dc96d63d09327107c366d118635cc34,35515,752,0
3d605c0a8a74da2adc5057fcf95d1749b9feb9de,reports/research/ams-md01-m05-zero-cost-crisis-off-v1.json,True,340d0b1e41c8493f6db22ac6c94a5a14e56abd68232dd42a63feec7c36a41036,37691,868,0
3d605c0a8a74da2adc5057fcf95d1749b9feb9de,reports/research/ams-md01-m05-zero-cost-flat-alignment-v1.json,True,57073c3c65d928c0b2b5c56bf814cd0a9c69378d9fc01ac2fd6683b2a1a705e7,35515,752,0
3d605c0a8a74da2adc5057fcf95d1749b9feb9de,reports/research/ams-md01-m05-zero-cost-v1.json,True,4997d771f442584321124e8f90cc288119b9db15cb1d347cc1cf95ea7a8f6da6,35515,752,0
4292f3d53a38ecbec2e16345aa5cd2c37532a0d8,src/spotbot/research/ams_v2_regime_features.py,True,fd4d0509ad4bda43858b777bb579d788919ca6189fd4bde5e255219f8c5127e7,1428,44,0
4292f3d53a38ecbec2e16345aa5cd2c37532a0d8,tests/test_ams_v2_regime_features.py,True,b0b7002d08c0132f9e71c6fdf06a51faaa186e5fb2a20a62fd21c0db98d5e706,495,2,0
455f7a2150c49411b1dcbaac91bc41fe1fa956c5,reports/research/ams-v2-f01-c16-walk-forward-trial-v1.json,True,3cfc90a0066288eee263ce24a1edbaa1d9a03b07a957f7d422439e2ad2fcefc0,677,9,0
56bab0b83d2facf5eafe0658836308396ef7b767,scripts/research/run_rd04_d5a_liquidity_floor.py,True,466f0cfb4d95be90f26968bccd7f754c87cd9bb2d72230f1d38f4d623e7a6c58,1267,18,0
56bab0b83d2facf5eafe0658836308396ef7b767,src/spotbot/research/rd04_liquidity_floor.py,True,02108f52a4d33c706735235c877325ac3fabe4402b3fa612b75aa58b74c3fdc2,755,20,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t02-trial-v1.json,True,f9972fedffc65cfb5d3f45a7e22728b7a5a860c2771087f023a3d50ef940a718,126534,19,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t04-trial-v1.json,True,fb95fa468cdc8837eb6a76539d5cd4d7f0ade22bd16136673411119386cc594b,126666,24,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t05-trial-v1.json,True,654aeab1baf227f84689bfc485e1ada4f93a9cf21a976d213c42fe70e7283094,136600,23,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t06-trial-v1.json,True,605f22bf6f8b631e367a9e4ae0a4aa396e4b2505e982e8ae777217070025de81,136714,19,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t08-trial-v1.json,True,5d46e685d0c73707adf4a1407fb48671682181d93dd541ddd5b9646b47bbc6db,136846,19,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t17-trial-v1.json,True,e4caba114801cfcc349345d136084d9faaa0f7ccfe39c08f0a126113c8f042fa,80686,24,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t19-trial-v1.json,True,83283bd2358f2e8796475fc5dd062ce2234aba48e1d1823611d13665c832fdc0,80686,20,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t20-trial-v1.json,True,09ae7d408400021ae70741394d5bda38b0aa203a117713517ce6c07b3988b451,80688,19,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t21-trial-v1.json,True,ed40f1c6ff16174eb8303b0769939a27d160f760b9e03e8dc184cefde24b2d9e,169642,19,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t22-trial-v1.json,True,4199d2b5d651e9d414dc320f5abcaae1930ebb13357932201633a588b164f21c,169164,21,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t23-trial-v1.json,True,263b5851b8d08dbf60dbba3a8cc88a4d2a12629f6ba6dd6bb511a8093f728d5a,169591,27,0
5951e8fa671f82c4de724e070b40503f44e01eed,reports/research/ams-v5r1-ams-v5r1-t24-trial-v1.json,True,106bcc984416882a234d1cbde6f472e03030ab7b67dc09ca3b71e9bf127aae6e,169114,23,0
5fbedf5a9c3a2a093db91a1bd357cb00d51fdfb2,reports/research/asset-ranking-engine-v1.json,True,4b1b6fe5b9586b5b9dac0dad488316a8722f983160a3b7bc60ef0898c85c9d56,459,2,0
5fbedf5a9c3a2a093db91a1bd357cb00d51fdfb2,src/spotbot/research/asset_ranking.py,True,5aac7c0324162523995d4deb67a1687bcf059e3cadcaea0e1b2c67365dd21390,934,28,0
5fbedf5a9c3a2a093db91a1bd357cb00d51fdfb2,tests/test_asset_ranking.py,True,f2f60939c4ff57f3541b3cb007c0a42ff22a2a94add8d08572388c10e72b34d6,374,1,0
630e2cbc6bc528be989c064855838a0457491abe,BF02_RESULT_FOR_CHATGPT.md,True,3d426aa65f319b34727e939deb6c5fcb21af079be43c4a1a029b2498c502459d,44,6,0
630e2cbc6bc528be989c064855838a0457491abe,reports/research/ams-bf02-aligned-daily-series-evidence-v1.json,True,387d770c3c90b94088148e6c06c92b4dd818866a60c3d0a51c968e396e785b8e,424,16,0
630e2cbc6bc528be989c064855838a0457491abe,reports/research/ams-bf02-aligned-daily-series-evidence-v1.md,True,3d426aa65f319b34727e939deb6c5fcb21af079be43c4a1a029b2498c502459d,44,6,0
630e2cbc6bc528be989c064855838a0457491abe,reports/research/ams-bf02-aligned-daily-series-v1.csv,True,711d77a24f06a205a4b227ceef9ca62811a8125f71b481b60f512ae5f5dde3e7,1097,1,0
630e2cbc6bc528be989c064855838a0457491abe,reports/research/ams-bf02-fold-metrics-v1.csv,True,c2bda16b6c503e51219246b0a708f8ebc9a7429fa2592cd683152b29ec0769f8,5,1,0
6a1b0ccf7b33c11e0dc6e8b86bd86199fd78351a,BF02_SCHEMA_DISCOVERY_FOR_CHATGPT.md,True,dd8b4cd6ebfcca66dde852a0778687dd40cb7f7b2393fc7d2f680931d8218052,55,3,0
6a1b0ccf7b33c11e0dc6e8b86bd86199fd78351a,reports/research/ams-bf02-series-source-discovery-v1.json,True,f8b223a529c0323e7339815d4e50d3a920b41373a1d5f4f659ad23e6c9e094e8,911,18,0
6a1b0ccf7b33c11e0dc6e8b86bd86199fd78351a,scripts/research/discover_ams_bf02_series_sources.py,True,33286b531893c90d764b0b4892eea156e341b25c00364f131298096e4b09d4da,592,4,0
73199e92a177c49227c88df5a279e2ed7fb66743,scripts/research/finalize_ams_v3_kucoin_4h_dataset.py,True,3c653ea0297aeabac8f8fb4ba89589ede75126757a5cb451aa1e491a6ade1aa7,1543,4,0
73cf4a418caf5081d5c83c75f61e4ecfa6823c21,RD01_IMPLEMENTATION_FOR_CHATGPT.md,True,6cf5cb22fd2547aa079130fc02cf9bf31bf5014c95d13dff487808b43399c7e6,47,1,0
73cf4a418caf5081d5c83c75f61e4ecfa6823c21,src/spotbot/research/rd01_dominance_attribution.py,True,e650f027f300545ef147478f3f70a8d417c9f6f58c6024c07288e41ee205800e,371,9,0
73cf4a418caf5081d5c83c75f61e4ecfa6823c21,src/spotbot/research/rd01_dominance_decision.py,True,ab0cff47163a6ccb682eb15309b2380cf76482068e4c889547a78349f2ec4dd0,239,9,0
73cf4a418caf5081d5c83c75f61e4ecfa6823c21,tests/research/test_rd01_dominance_attribution.py,True,ed2450c78ab128c2c02dd2b5668f57c1732eeaaa7ce32db716016bb79983b580,155,3,0
73cf4a418caf5081d5c83c75f61e4ecfa6823c21,tests/research/test_rd01_dominance_decision.py,True,1ef5b63e1ebf7b763b3775f5acced41a76956ceaa1d01ff127fe345a5a0be0ce,144,7,0
774568c3a193bd6f5214023a10af09186175cde2,reports/research/ams-v2-f01-c09-walk-forward-trial-v1.json,True,c00dff7ea6b8cc39821b57d3fca1ce765c467bee43fd895fce5d08fc3ebc392a,677,9,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,BF01_V2_RESULT_FOR_CHATGPT.md,True,80825ff1dcf65de75f8cac4352e4a9339154bddaebe8cfa6478bd50319dc7275,42,10,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,reports/research/ams-bf01-benchmark-fairness-alpha-audit-v2.md,True,80825ff1dcf65de75f8cac4352e4a9339154bddaebe8cfa6478bd50319dc7275,42,10,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,reports/research/ams-bf01-benchmark-fairness-metrics-v2.csv,True,e325bd2f72b157a23c14529aba3194690b6c61ca9256fc2b3366ed1143e29940,220,133,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,reports/research/ams-bf01-m02-contributors-v2.csv,True,ea691d1bf01e6fa874f29a8b2a7e131cb0982ba48fbd27ecdb047b66d50973f8,2,0,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,reports/research/ams-bf01-regression-v2.csv,True,7d174f143a8ea50cbefe2e87a31b02d46542394b1c0f0fcd6c6dd489618f9d42,7,0,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,reports/research/ams-bf01-v2-repair-manifest.md,True,7bdbe692655b38af02edc294ddf7063d5a8577345e9609e253df2141ee29dd12,25,9,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,src/spotbot/research/ams_bf01_v2.py,True,989a7af01cdb3d384e2471735332f013b15cdb621592c74047ada014defb17fa,595,44,0
88eb0d7d7fca63a7e8b197ad435fead80be98bf8,tests/research/test_ams_bf01_v2.py,True,edda730653415e20db81bd36d6978817d349e6556f7ebbe6855229b034485110,229,17,0
8b06dd309f3b9885ae72affbb345c37b9b6f96a0,reports/research/ams-v2-f01-c07-walk-forward-trial-v1.json,True,62ce3cb51dc39197904391d5322b3589c8e72a050eadb91025e41d4a38602520,677,9,0
8be031bf289cb53f16d8f19306ecea22c7aa6313,src/spotbot/research/aggressive_reacceleration.py,True,d07ce5c1c91af6c435db5ee506d7adaa2c774a80439a76b954b65819908b65f0,1217,29,0
8be031bf289cb53f16d8f19306ecea22c7aa6313,tests/test_aggressive_reacceleration.py,True,480712ed0f8ffd0aa8cbacc02637c36a2c1c3845aa3d768023784f982829cb27,445,2,0
938deda831c2bdc8579da7d5e772b000f130c38d,reports/research/ams-v2-f01-c02-walk-forward-trial-v1.json,True,3d311fd60563e6cfd6b23cad537282d4d2353492e54eb27dd6df3608ffed7e56,677,9,0
9643356d2da055b9689b14ed1db930dd307d892d,reports/research/ams-v2-f01-c13-walk-forward-trial-v1.json,True,0100f02377f6529c951d62b9465af488ae6f937dd2cdca8b02254c1789a73901,677,9,0
9702d68a6af8e856eeacb0f391f6c4bf2dfdd002,reports/research/ams-rd01-ati-v1-protocol.json,True,b51e520fa3981d8498e8fe38d4f9ff5b4bfe1a66bc855c000f3fadd609ecc4e9,115,1,0
9702d68a6af8e856eeacb0f391f6c4bf2dfdd002,scripts/research/register_ams_rd01_ati_protocol.py,True,6036c8680f1cc183a4b7c871e1a93088a56483e62d9cfd3cf44dcb80a42af044,173,1,0
97ecd7d100fbc4baef4c327f3d214b1f5efc90a0,reports/research/ams-v3-mtf-fibonacci-protocol-v1.json,True,1df8043b9967257b497c24fd70007b1041797427d1375e9c936b0c270aab7e72,101,3,0
97ecd7d100fbc4baef4c327f3d214b1f5efc90a0,src/spotbot/research/ams_v3_multitimeframe_fibonacci.py,True,1ef13fea4fb7955ead486bd804f2b494a03ebebf2dbca8ba4d171bd2a290ae5c,2146,9,0
97ecd7d100fbc4baef4c327f3d214b1f5efc90a0,tests/test_ams_v3_multitimeframe_fibonacci.py,True,c66a8672c5a717057a2cff99afe717a997d027778cd97793b9d7ee19f71a2bb2,362,4,0
9c44357e17d25d82612a245757aa20ae1719261c,reports/research/ams-v2-f01-c01-walk-forward-trial-v1.json,True,954414e109e7ab7b89d6284113b5af7ed4bcf57f6b77501cc6d26a94571b2203,413,5,0
9fabd5321e188c04f4bfd57dcb7194a87c4ef936,reports/research/aggressive-multi-strategy-hypothesis-ledger-v1.json,True,8ebc34c2a6938f7ceb210d24b70c5341e698f19597e3a7e8319dc056ddf0695d,612,34,0
9fabd5321e188c04f4bfd57dcb7194a87c4ef936,reports/research/ams-v1-h03-liquidity-sweep-reversal-monthly.csv,True,4563a49853fc1b65ed028b3d39d90c1006a8c586ef5d4f72c352bd75e6267c82,49,1,0
9fabd5321e188c04f4bfd57dcb7194a87c4ef936,reports/research/ams-v1-h03-liquidity-sweep-reversal.json,True,23b866a55f42ede8632ce06d0ece7705c462f92865c04f34ed7edb761547c3e8,163,8,0
a2ccccf31500af18b412011b150a264371bf5ba9,reports/research/ams-rd01-d1-dominance-trade-tags-v1.csv,True,2ff0af85033f0d3875c4c7144884e444c17bfaf2f3aa94269ccb7c75909641b5,148,141,0
a2ccccf31500af18b412011b150a264371bf5ba9,reports/research/ams-rd01-d2-dominance-attribution-v1.json,True,da1fdab004b0e8da6a021fa932aeddbabb26fedb2137cc18fe3042c952ea705b,509,20,0
a2ccccf31500af18b412011b150a264371bf5ba9,reports/research/ams-rd01-d2-dominance-daily-attribution-v1.csv,True,fe2895bed1dad5a44c441709d6cf407dee1c4798aaa5d9308eba22e412ec8b56,17,17,0
a4e0ecff742504717d0abe83fd63cee10491c656,reports/research/ams-rd04-d2-base-cost-trades-v1.csv,True,c10fe55f132d7d1e0893f65a6321099b4f9b60bcd9f1a63497439af409eb1fd7,578,552,0
a6aa4c8fe836e452a61f8e5105bae59d662a0a93,scripts/research/run_ams_v1_h05.py,True,e4c2a2b4c15fcaffca5e66da9b39e3ed8dae7ae7fcc373c210b4e0a3d155fa80,1530,35,0
a7fea2bef7e257ff152601eda136dfb0340f5ef2,reports/research/ams-v2-f01-c04-walk-forward-trial-v1.json,True,779b074c700b319f49ce7ffa0e866ebe7becf83be5c77fbcfcb17dc6d5590c10,677,9,0
b17bd73c21d203c306256dde32eee8a15e719613,reports/research/ams-ed01-ed01-r01-diagnostic-v1.json,True,2f0fe390ffd64cf30b00347fb46a2f867d5e2f99b7c26fb58995af8c6c8bbf95,188800,36,0
b17bd73c21d203c306256dde32eee8a15e719613,reports/research/ams-ed01-ed01-r02-diagnostic-v1.json,True,287bc91f56a6ea9a749b52259cd69984010dc16b6856d0d49afcf05d04ba1a49,172336,36,0
b17bd73c21d203c306256dde32eee8a15e719613,reports/research/ams-ed01-ed01-r03-diagnostic-v1.json,True,f34211aa91b7c5a28c3a8d8d89fe37d66371f1552b53af3ce517ea91779bc0ca,186242,36,0
b17bd73c21d203c306256dde32eee8a15e719613,reports/research/ams-ed01-ed01-r04-diagnostic-v1.json,True,88c5a63144799e08b444294701bb5712f43909d946ba5bfbbfcc8d2a9662d2bd,170790,36,0
b9b0aa4d7519f73915a7008e33c9aece7df3915a,reports/research/ams-v2-f01-c15-walk-forward-trial-v1.json,True,e0b2b12470e52aacc3e1917d4fa237fcbd7c335f64a1d25da5934249296d779b,677,9,0
b9cade8fa15cbb7de9309fa12a300e94cc3ae61d,reports/research/ams-v2-f01-c14-walk-forward-trial-v1.json,True,49a0baa48d807a60d469257369503103904dc37584bd0b9dff91d5fcc2491363,677,9,0
bbadf5229752bd10876e0c3b5583430c14d166fc,reports/research/aggressive-multi-strategy-research-protocol-v2.json,True,10c805f521c006b29623ffaba10c0f701f9faf24c218b74041ce0f5741e17825,452,10,0
bbadf5229752bd10876e0c3b5583430c14d166fc,src/spotbot/research/ams_v2_protocol.py,True,40ff82f071c50e1688964a32023fc0b7d74c35a9d70052877f199f253bac9b69,944,10,0
c125cf9c2c17d828bb36cbf5a53e773b33e735ec,scripts/research/run_rd04_d5d0_bf01_protocol_recovery.py,True,6ec6011b5a612e0f0afcf64791bc24574462a5edfe6664aaaf36ca9b7475db6f,597,31,0
c125cf9c2c17d828bb36cbf5a53e773b33e735ec,tests/research/test_rd04_bf01_protocol_recovery.py,True,ba3093d1579201caa9bb844ac21c66e7117b8ee8afd9c6489bb574e990c07c60,171,23,0
