universe_mode,portfolio_mode,cost_mode,transaction_cost,fold_id,status,initial_capital,final_equity,gross_return,net_return,cagr,maximum_drawdown,calmar,sharpe,sortino,profit_factor,expectancy,win_rate,payoff_ratio,trade_count,entries_per_year,rebalance_count,average_holding_hours,median_holding_hours,turnover,fees,break_even_fee,cluster_rejections,crisis_rejections,selection_expirations,natural_reselections,entries_by_alignment_tier,return_by_alignment_tier,per_symbol_pnl,per_symbol_trades,top_1_symbol_contribution,top_3_symbol_contribution,reconciliation_status,open_positions_after_fold
FIXED_SURVIVOR_30,CONTROL,STRESS_0_4_PERCENT,0.004,WF02,PASS,100000.0,197841.40724619752,1.0940164427862016,0.9784140724619752,0.9784140724619752,0.4140962189145462,2.3627698775580535,1.5408841970690066,2.1078319625622197,2.231368940559953,1658.328936376229,0.4406779661016949,2.832122116864555,59,59,52,368.54237288135596,228.0,2890059.25810566,11560.23703242264,0.037854464046640134,177,2,0,35,"{""FOUR_HOUR_ONLY"":1,""FULL"":48,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":-397.2371785222545,""FULL"":95722.73818153776,""MEDIUM"":2515.9062431819957}","{""AAVE"":5019.74553766574,""ADA"":194.6165150911179,""AVAX"":37883.98635282196,""BNB"":-678.6659001305437,""BTC"":229.68918315229524,""DEXE"":41.55211507483955,""DOGE"":-1674.481489007676,""DOT"":-2138.61618269427,""ETH"":1328.7455493393995,""GRAM"":1129.2175756870574,""LINK"":14080.620773926294,""LTC"":-4643.230212534005,""NEAR"":-13995.285526935844,""PEPE"":277.0217223617191,""SEI"":23369.859589451786,""SHIB"":-6345.132954369074,""SNX"":4174.228361357173,""SOL"":39721.103347490425,""SYN"":1337.9247715892761,""TRX"":344.4196864824753,""UNI"":3508.0740354966792,""XLM"":-2129.900451378515,""XMR"":1113.6472566283655,""XRP"":-4307.732410369148}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":1,""BTC"":3,""DEXE"":4,""DOGE"":1,""DOT"":1,""ETH"":1,""GRAM"":4,""LINK"":3,""LTC"":2,""NEAR"":3,""PEPE"":1,""SEI"":1,""SHIB"":2,""SNX"":5,""SOL"":5,""SYN"":1,""TRX"":3,""UNI"":2,""XLM"":3,""XMR"":3,""XRP"":3}",0.2969703261655723,0.754927761265925,PASS,0
FIXED_SURVIVOR_30,CONTROL,STRESS_0_4_PERCENT,0.004,WF03,PASS,100000.0,302696.876566996,2.2237500148445393,2.02696876566996,2.02696876566996,0.40974860195154406,4.9468595036467375,1.7277970812146528,2.4667008965539674,2.3693234854662903,3435.5402807965424,0.4745762711864407,2.6231795731948218,59,59,53,388.8813559322034,312.0,4919531.22936447,19678.12491745788,0.045202477861530206,121,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":50,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":7184.024641316398,""FULL"":216999.27419281474,""MEDIUM"":-21486.4222671352}","{""AAVE"":-4965.567890590664,""ADA"":28358.261052557544,""AVAX"":-1045.1927488910728,""BNB"":-928.5379577044812,""BTC"":947.2152140743519,""DEXE"":58373.32099121679,""DOGE"":77042.06007374803,""ENA"":-7392.696920995814,""ETH"":2240.362126538616,""GRAM"":5733.352143218626,""LINK"":-246.1987307265484,""NEAR"":-807.1933095854065,""ONDO"":-13191.972029977442,""PEPE"":13880.535813594419,""SEI"":-3163.010768157864,""SHIB"":3625.623934075169,""SOL"":-19717.6342459585,""SUI"":26474.08186056561,""SYN"":-14570.179497208766,""TAO"":1361.15215908396,""TRX"":-1284.760419364543,""UNI"":-6504.984829952669,""XLM"":58554.11294548401,""XMR"":-6268.273937166392,""XRP"":-13471.493939576165,""ZEC"":19664.49547869524}","{""AAVE"":3,""ADA"":2,""AVAX"":2,""BNB"":2,""BTC"":1,""DEXE"":2,""DOGE"":1,""ENA"":3,""ETH"":1,""GRAM"":3,""LINK"":1,""NEAR"":3,""ONDO"":2,""PEPE"":4,""SEI"":3,""SHIB"":1,""SOL"":3,""SUI"":5,""SYN"":3,""TAO"":1,""TRX"":4,""UNI"":3,""XLM"":1,""XMR"":1,""XRP"":2,""ZEC"":2}",0.2600535717893001,0.6547392383756969,PASS,0
FIXED_SURVIVOR_30,TREATMENT,STRESS_0_4_PERCENT,0.004,WF01,PASS,100000.0,71126.41180612569,-0.2424202616735315,-0.2887358819387431,-0.2887358819387431,0.3437371717557607,-0.8399902764775808,-1.7887804483919152,-1.200618809557553,0.2840435683566416,-902.2996310585701,0.1875,1.2308554628787802,32,32,52,112.25,84.0,1157890.506630273,4631.562026521092,-0.020936371814553524,124,62,1,15,"{""FOUR_HOUR_ONLY"":4,""FULL"":20,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":-476.16655435876754,""FULL"":-21752.44131651125,""MEDIUM"":-6644.980323004225}","{""AAVE"":-2865.9060289937943,""AVAX"":1051.339345724595,""BNB"":-1146.0716821502233,""BTC"":-1494.130468210604,""DEXE"":-1341.6499733768906,""DOGE"":-9743.513814018597,""ETH"":-1121.7076838364826,""LTC"":-2880.9303073450737,""NEAR"":2752.605182783283,""SHIB"":-859.7147795408264,""SNX"":-9023.198481724865,""SOL"":-454.10790703959805,""TRX"":-132.5246841919949,""UNI"":1456.6369150239523,""XMR"":260.7482316378523,""XRP"":-1286.1628934224912,""ZEC"":-2045.2991651924829}","{""AAVE"":4,""AVAX"":1,""BNB"":1,""BTC"":1,""DEXE"":2,""DOGE"":3,""ETH"":1,""LTC"":3,""NEAR"":2,""SHIB"":1,""SNX"":5,""SOL"":1,""TRX"":1,""UNI"":2,""XMR"":2,""XRP"":1,""ZEC"":1}",0.4985402692330067,0.9527743773731752,PASS,0
FIXED_SURVIVOR_30,TREATMENT,STRESS_0_4_PERCENT,0.004,WF02,PASS,100000.0,180304.77962183586,0.9423751439007733,0.8030477962183586,0.8030477962183586,0.402730659847626,1.9940071027177158,1.4448598182127164,1.8479332197828957,1.9652668183686754,991.4170323683446,0.2962962962962963,4.667508693625604,81,81,52,188.79012345679013,80.0,3483183.6920603584,13932.734768241433,0.027054994143686503,177,2,0,57,"{""FOUR_HOUR_ONLY"":7,""FULL"":61,""MEDIUM"":13}","{""FOUR_HOUR_ONLY"":-1753.695987434544,""FULL"":79177.19652192436,""MEDIUM"":2881.2790873461104}","{""AAVE"":-3454.9401914167315,""ADA"":830.4736023026476,""AVAX"":37159.436466935906,""BNB"":-363.12626631589586,""BTC"":-1240.1746794001315,""DEXE"":-2915.778346433287,""DOGE"":-2763.613107354984,""DOT"":-1588.6246662265003,""ETH"":1292.4356354476329,""GRAM"":4485.038507574403,""LINK"":17214.66568347068,""LTC"":-3106.4573464612977,""NEAR"":-13299.390737702666,""PEPE"":-1349.8772328368814,""SEI"":21388.80837078147,""SHIB"":-3914.4527789879903,""SNX"":-2192.642976358944,""SOL"":37685.11345709235,""SYN"":-1001.2343113428182,""TRX"":-906.5706170455646,""UNI"":3276.0073697792195,""XLM"":-913.789328200108,""XMR"":488.5136274288408,""XRP"":-4505.0405128934435}","{""AAVE"":5,""ADA"":3,""AVAX"":2,""BNB"":2,""BTC"":4,""DEXE"":5,""DOGE"":2,""DOT"":1,""ETH"":1,""GRAM"":4,""LINK"":3,""LTC"":4,""NEAR"":3,""PEPE"":2,""SEI"":1,""SHIB"":4,""SNX"":7,""SOL"":6,""SYN"":1,""TRX"":6,""UNI"":2,""XLM"":3,""XMR"":4,""XRP"":6}",0.3043527983858346,0.777200576255127,PASS,0
FIXED_SURVIVOR_30,TREATMENT,STRESS_0_4_PERCENT,0.004,WF03,PASS,100000.0,212874.17831158522,1.3338524619536727,1.128741783115852,1.128741783115852,0.4484443080271564,2.5170166348671748,1.3726995697511073,1.9158669576461314,1.7076076236243498,1485.186556731384,0.32894736842105265,3.4835195521936737,76,76,53,234.78947368421052,108.0,5127766.970945535,20511.067883782143,0.02601234552021222,121,4,0,50,"{""FOUR_HOUR_ONLY"":3,""FULL"":58,""MEDIUM"":15}","{""FOUR_HOUR_ONLY"":6590.381526148187,""FULL"":122429.85145916116,""MEDIUM"":-16146.054673724175}","{""AAVE"":1078.718963140202,""ADA"":20861.099841297648,""AVAX"":907.9237914834221,""BNB"":-2355.8106970607805,""BTC"":925.3716703647601,""DEXE"":55005.66210824879,""DOGE"":55076.08351049975,""ENA"":-8751.770470211588,""ETH"":2227.2148569198725,""GRAM"":5503.0514016178495,""LINK"":-244.21077865171497,""NEAR"":-9237.566701341402,""ONDO"":-19338.307315227466,""PEPE"":11310.140097357737,""SEI"":-11738.718083861571,""SHIB"":3436.8629878684646,""SOL"":-9390.879786044574,""SUI"":20088.38858090023,""SYN"":-3173.1142802347604,""TAO"":-13167.629571798563,""TRX"":78.85362125491451,""UNI"":-8186.485655019624,""XLM"":43519.557551289756,""XMR"":-3476.3310587539995,""XRP"":-18149.804836541152,""ZEC"":65.87856408895277}","{""AAVE"":4,""ADA"":2,""AVAX"":2,""BNB"":2,""BTC"":1,""DEXE"":2,""DOGE"":1,""ENA"":3,""ETH"":1,""GRAM"":3,""LINK"":1,""NEAR"":5,""ONDO"":4,""PEPE"":4,""SEI"":4,""SHIB"":1,""SOL"":4,""SUI"":7,""SYN"":4,""TAO"":3,""TRX"":4,""UNI"":3,""XLM"":1,""XMR"":2,""XRP"":5,""ZEC"":3}",0.2502493657991595,0.6979187018063574,PASS,0
PIT_UNIVERSE,CONTROL,STRESS_0_4_PERCENT,0.004,WF01,PASS,100000.0,38807.44931309033,-0.5762925291331691,-0.6119255068690967,-0.6119255068690967,0.6340013941122268,-0.9651800651415882,-2.4914156573250033,-2.087701496900793,0.06292869806194556,-1854.3197177851412,0.18181818181818182,0.283179141278755,33,33,52,275.1515151515151,164.0,890824.443398187,3563.297773592748,-0.06469204268068941,213,54,0,10,"{""FOUR_HOUR_ONLY"":3,""FULL"":22,""MEDIUM"":8}","{""FOUR_HOUR_ONLY"":-389.55955029218535,""FULL"":-52433.94432627603,""MEDIUM"":-8369.046810341437}","{""AAVE"":-5961.672499688753,""ALGO"":-5162.4199015815475,""COMP"":-2093.307509413819,""CRO"":-2415.8113940979415,""CRV"":-3113.7165843178177,""DASH"":-948.04453803631,""DOGE"":-4461.832572210587,""ETC"":-10575.366768703763,""ETH"":-366.8857997371341,""FTT"":-1995.492975653168,""ICP"":-207.5667896977187,""LDO"":-3632.768005443346,""LRC"":-340.1455752094927,""LTC"":-1616.1044754473821,""MANA"":-5191.847612124529,""PAXG"":4.864175184366694,""QNT"":1587.487558083042,""SHIB"":73.0520877166166,""SNX"":-10714.786216942159,""UNI"":415.0780036258514,""XMR"":-2755.4124745493627,""XRP"":-1205.1962676489895,""ZEC"":-514.654551015708}","{""AAVE"":2,""ALGO"":1,""COMP"":1,""CRO"":1,""CRV"":1,""DASH"":1,""DOGE"":2,""ETC"":3,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":1,""LRC"":2,""LTC"":1,""MANA"":1,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.7630384170170393,0.9976619958286448,PASS,0
PIT_UNIVERSE,CONTROL,STRESS_0_4_PERCENT,0.004,WF02,PASS,100000.0,114988.55064904303,0.23651086602046592,0.1498855064904303,0.1498855064904303,0.5241524213451126,0.28595786337452145,0.5348190778207816,0.710215856321084,1.2249305718140504,262.95702893058,0.38596491228070173,1.9487531824314437,57,57,52,350.8070175438597,296.0,2165633.988250886,8662.535953003544,0.010921091343394007,218,2,0,33,"{""FOUR_HOUR_ONLY"":1,""FULL"":47,""MEDIUM"":9}","{""FOUR_HOUR_ONLY"":-32.15462123132371,""FULL"":21222.974700531668,""MEDIUM"":-6202.269430257289}","{""AAVE"":2660.557329302637,""ADA"":-782.4468086806226,""ALGO"":-1550.9935233633437,""AVAX"":24736.416960486782,""BCH"":633.3740179202772,""BTC"":351.7211408431647,""COMP"":4306.554161744192,""CRO"":-815.1132727786694,""CRV"":-1754.4939923359002,""DASH"":-306.4394921485703,""ETC"":1795.2026359143335,""FTT"":-10686.68888549653,""ICP"":7488.50871517268,""LDO"":-1810.8908107960515,""LINK"":12280.111472725825,""LRC"":-2952.6941597068844,""LTC"":-2167.08148560602,""MANA"":-4291.269377454294,""NEO"":-280.7679033301346,""PAXG"":-255.31150213537146,""SHIB"":-3356.1565086547434,""SNX"":-1667.0924562423934,""XLM"":-3163.818059305241,""XRP"":-3422.6375470320663}","{""AAVE"":2,""ADA"":2,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":4,""COMP"":1,""CRO"":3,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":4,""ICP"":4,""LDO"":3,""LINK"":2,""LRC"":2,""LTC"":1,""MANA"":2,""NEO"":3,""PAXG"":4,""SHIB"":2,""SNX"":4,""XLM"":2,""XRP"":3}",0.45595025821608604,0.8203323550107012,PASS,0
PIT_UNIVERSE,CONTROL,STRESS_0_4_PERCENT,0.004,WF03,PASS,100000.0,101251.49282802951,0.09424313287697117,0.012514928280295212,0.012514928280295212,0.5443370239331609,0.022991139184080047,0.3541516053170337,0.49345044820411715,1.0144482867319569,19.864965524277444,0.38095238095238093,1.64847846593943,63,63,53,353.14285714285717,252.0,2043205.1149169088,8172.820459667635,0.004612514533608329,147,3,0,33,"{""FOUR_HOUR_ONLY"":2,""FULL"":45,""MEDIUM"":16}","{""FOUR_HOUR_ONLY"":126.26500657192402,""FULL"":17041.642956183452,""MEDIUM"":-15916.415134725883}","{""1INCH"":-1389.9277775499284,""AAVE"":3858.4116945324567,""ADA"":3231.500783734955,""ALGO"":-3442.5475793055684,""AVAX"":-8573.532004097686,""BCH"":-6074.860418552364,""BTC"":2890.6055118472786,""CRO"":938.815934801222,""CRV"":-7345.267539108162,""DOGE"":32267.86603186239,""ETC"":-1683.7785710809553,""ETH"":1745.9078301803067,""FTT"":-425.19843760357764,""ICP"":-11683.794419971102,""LDO"":-3881.2763649191816,""LINK"":353.971666972937,""LPT"":1087.5486264382876,""LTC"":75.80593185087923,""MATIC"":-426.3811837875276,""NEO"":-5859.960121281148,""PAXG"":-726.0054523972836,""QNT"":-26.493580074566736,""SHIB"":2161.500465507395,""UMA"":-6544.800284264165,""UNI"":282.14798644096936,""XLM"":20053.166783973167,""XMR"":-1734.5705821178185,""XRP"":-3325.404439760947,""ZEC"":2106.7905029863596,""ZRX"":-6658.748167227144}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":2,""BTC"":2,""CRO"":1,""CRV"":2,""DOGE"":2,""ETC"":1,""ETH"":2,""FTT"":3,""ICP"":4,""LDO"":2,""LINK"":2,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":1,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":2,""UNI"":2,""XLM"":1,""XMR"":4,""XRP"":3,""ZEC"":2,""ZRX"":1}",0.454131336443117,0.7906579936501876,PASS,0
PIT_UNIVERSE,TREATMENT,STRESS_0_4_PERCENT,0.004,WF01,PASS,100000.0,56440.43151909697,-0.38479671221782474,-0.4355956848090303,-0.4355956848090303,0.4399803787657608,-0.9900343420562743,-2.576906081393987,-1.48303054385329,0.10617179452274757,-1088.989212022576,0.125,0.743202561659233,40,40,52,89.2,68.0,1269974.3147801415,5079.897259120566,-0.030299566514023626,213,67,0,17,"{""FOUR_HOUR_ONLY"":5,""FULL"":25,""MEDIUM"":10}","{""FOUR_HOUR_ONLY"":-694.2875914552508,""FULL"":-35028.99642385137,""MEDIUM"":-7836.284465596415}","{""AAVE"":-2562.4883611045366,""ALGO"":-1920.7974871432555,""COMP"":-1617.6910825384136,""CRO"":-1287.5418566864014,""CRV"":-1824.6991408352887,""DASH"":-1857.845048637368,""DOGE"":-6088.669637343433,""ETC"":-8058.157601859761,""ETH"":-917.1831374729755,""FTT"":-1341.2434047422269,""ICP"":-274.87674731798757,""LDO"":-2787.588942286987,""LRC"":-404.4886129290514,""LTC"":-2341.724301264279,""MANA"":-2688.815855949154,""PAXG"":6.773967670811899,""QNT"":2330.1204431225165,""SHIB"":-707.8201888925221,""SNX"":-5952.407777158794,""UNI"":564.8539499335715,""XMR"":-1967.3498197828847,""XRP"":-1284.5268806513448,""ZEC"":-575.400957033277}","{""AAVE"":3,""ALGO"":1,""COMP"":1,""CRO"":1,""CRV"":1,""DASH"":2,""DOGE"":2,""ETC"":5,""ETH"":1,""FTT"":1,""ICP"":1,""LDO"":2,""LRC"":2,""LTC"":3,""MANA"":1,""PAXG"":1,""QNT"":3,""SHIB"":1,""SNX"":4,""UNI"":1,""XMR"":1,""XRP"":1,""ZEC"":1}",0.8030056894867381,1.0,PASS,0
PIT_UNIVERSE,TREATMENT,STRESS_0_4_PERCENT,0.004,WF02,PASS,100000.0,111254.29069074219,0.22109718215886331,0.11254290690742175,0.11254290690742175,0.4753557012113525,0.23675514277125068,0.4694882235364789,0.5581462597641944,1.1675270445355208,142.4593758321793,0.26582278481012656,3.2245985039552476,79,79,52,178.8860759493671,108.0,2713856.8812860423,10855.427525144169,0.008146972807721895,218,2,1,55,"{""FOUR_HOUR_ONLY"":10,""FULL"":55,""MEDIUM"":14}","{""FOUR_HOUR_ONLY"":-751.0867982910574,""FULL"":17001.454364037112,""MEDIUM"":-4996.076875003889}","{""AAVE"":-3414.039333617429,""ADA"":-118.48093830504149,""ALGO"":-1500.8843447586578,""AVAX"":23982.566334918414,""BCH"":170.08052489496004,""BTC"":-1005.9594433936863,""COMP"":423.64151949243296,""CRO"":300.51897944912423,""CRV"":-932.2480845796716,""DASH"":-312.4195474855718,""ETC"":1795.2026359143335,""FTT"":-3774.728154516294,""ICP"":4285.355655342289,""LDO"":-1718.730819204846,""LINK"":15910.135311533668,""LRC"":-3240.93315899614,""LTC"":-1669.5900783168001,""MANA"":-3278.9013926587436,""NEO"":-2506.8434389744993,""PAXG"":-389.2689264684874,""SHIB"":-1065.3831948645964,""SNX"":-3537.616787555984,""XLM"":-3192.4979219596134,""XRP"":-3954.6847051469917}","{""AAVE"":4,""ADA"":3,""ALGO"":1,""AVAX"":1,""BCH"":4,""BTC"":5,""COMP"":2,""CRO"":5,""CRV"":1,""DASH"":1,""ETC"":1,""FTT"":7,""ICP"":6,""LDO"":4,""LINK"":2,""LRC"":2,""LTC"":3,""MANA"":2,""NEO"":4,""PAXG"":4,""SHIB"":3,""SNX"":5,""XLM"":3,""XRP"":6}",0.5117099449060898,0.9426160216658972,PASS,0
PIT_UNIVERSE,TREATMENT,STRESS_0_4_PERCENT,0.004,WF03,PASS,100000.0,89172.95499788634,-0.005048761187343378,-0.10827045002113667,-0.10827045002113667,0.5400154328817264,-0.20049510334059276,0.09202428543885659,0.12285765124553688,0.8783689770565244,-127.37700002486687,0.27058823529411763,2.367777242500196,85,85,53,190.68235294117648,108.0,2580542.2208448374,10322.168883379349,-0.00019564730026740184,147,4,0,55,"{""FOUR_HOUR_ONLY"":3,""FULL"":56,""MEDIUM"":26}","{""FOUR_HOUR_ONLY"":-169.67633738602044,""FULL"":1847.3086951135151,""MEDIUM"":-12504.677359841164}","{""1INCH"":-1467.992335887181,""AAVE"":2342.031372371173,""ADA"":6650.405364983781,""ALGO"":-1722.3319817493057,""AVAX"":-3820.976912032854,""BCH"":-6024.272819497158,""BTC"":2728.1170559038264,""CRO"":843.8273477879733,""CRV"":-6004.66769205045,""DOGE"":26727.847991696974,""ETC"":-724.3677361127947,""ETH"":1795.9194341693221,""FTT"":-220.41961800943443,""ICP"":-6558.703650808674,""LDO"":-4967.176638018375,""LINK"":-154.8913186478036,""LPT"":1071.9185956883493,""LTC"":72.96426175741465,""MATIC"":-1489.474202573182,""NEO"":-5422.514537117573,""PAXG"":-1196.4199268392567,""QNT"":-25.559834688867824,""SHIB"":2087.9563639064877,""UMA"":-8009.263231569743,""UNI"":-9680.21713072429,""XLM"":18022.290695588756,""XMR"":-2092.4620415191534,""XRP"":-6343.781323270312,""ZEC"":10.389448602289349,""ZRX"":-7255.220003453629}","{""1INCH"":1,""AAVE"":4,""ADA"":3,""ALGO"":2,""AVAX"":5,""BCH"":4,""BTC"":2,""CRO"":1,""CRV"":4,""DOGE"":3,""ETC"":2,""ETH"":2,""FTT"":3,""ICP"":5,""LDO"":3,""LINK"":3,""LPT"":2,""LTC"":1,""MATIC"":1,""NEO"":2,""PAXG"":2,""QNT"":1,""SHIB"":2,""UMA"":4,""UNI"":6,""XLM"":1,""XMR"":6,""XRP"":6,""ZEC"":3,""ZRX"":1}",0.4286491697753772,0.8243387399109924,PASS,0
