asset,day,source_timestamp,available_at,market_cap_usd,canonical_asset,canonical_symbol,normalization_rule,stablecoin_excluded,investable_identity,raw_form_count,canonical_source_asset,rebalance_time,investable_rank,local_data_available
pol_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6999849626.981203,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,2024-06-03T00:00:00+00:00,14,False
ltc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6196394900.217473,ltc,LTC,IDENTITY,False,True,1,ltc,2024-06-03T00:00:00+00:00,15,True
icp,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,6159142390.725923,icp,ICP,IDENTITY,False,True,1,icp,2024-06-03T00:00:00+00:00,16,False
etc,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,4268505501.890238,etc,ETC,IDENTITY,False,True,1,etc,2024-06-03T00:00:00+00:00,17,False
leo_eth,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3924701029.8861156,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2024-06-03T00:00:00+00:00,18,False
gno,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,3402123477.37875,gno,GNO,IDENTITY,False,True,1,gno,2024-06-03T00:00:00+00:00,19,False
xmr,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,2738699753.3662443,xmr,XMR,IDENTITY,False,True,1,xmr,2024-06-03T00:00:00+00:00,20,True
mkr,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,2582019362.6960945,mkr,MKR,IDENTITY,False,True,1,mkr,2024-06-03T00:00:00+00:00,21,False
ldo,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,2352054516.99539,ldo,LDO,IDENTITY,False,True,1,ldo,2024-06-03T00:00:00+00:00,22,False
qnt,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,2237798733.763991,qnt,QNT,IDENTITY,False,True,1,qnt,2024-06-03T00:00:00+00:00,23,False
leo_eos,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,1829467624.1410027,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2024-06-03T00:00:00+00:00,24,False
algo,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,1827303035.26147,algo,ALGO,IDENTITY,False,True,1,algo,2024-06-03T00:00:00+00:00,25,False
aave,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,1653697049.108928,aave,AAVE,IDENTITY,False,True,2,aave,2024-06-03T00:00:00+00:00,26,True
neo,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,1447917650.26649,neo,NEO,IDENTITY,False,True,1,neo,2024-06-03T00:00:00+00:00,27,False
mana,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,969312941.5449677,mana,MANA,IDENTITY,False,True,1,mana,2024-06-03T00:00:00+00:00,28,False
crv,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,967348811.8736714,crv,CRV,IDENTITY,False,True,1,crv,2024-06-03T00:00:00+00:00,29,False
avaxx,2024-06-02T00:00:00+00:00,2024-06-02T00:00:00+00:00,2024-06-03T00:00:00+00:00,943747632.6844244,avaxx,AVAXX,IDENTITY,False,True,1,avaxx,2024-06-03T00:00:00+00:00,30,False
btc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1372693139520.2039,btc,BTC,IDENTITY,False,True,2,btc,2024-06-10T00:00:00+00:00,1,True
eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,445259002298.56134,eth,ETH,IDENTITY,False,True,2,eth,2024-06-10T00:00:00+00:00,2,True
xrp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,49848610490.92768,xrp,XRP,IDENTITY,False,True,1,xrp,2024-06-10T00:00:00+00:00,3,True
shib_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,23506964473.715874,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2024-06-10T00:00:00+00:00,4,True
doge,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,21234812240.768448,doge,DOGE,IDENTITY,False,True,1,doge,2024-06-10T00:00:00+00:00,5,True
link,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,16340270691.6769,link,LINK,IDENTITY,False,True,1,link,2024-06-10T00:00:00+00:00,6,True
ada,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,15535141647.481771,ada,ADA,IDENTITY,False,True,1,ada,2024-06-10T00:00:00+00:00,7,True
avaxp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,11410917553.367039,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2024-06-10T00:00:00+00:00,8,True
cro,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,11017334939.806,cro,CRO,IDENTITY,False,True,1,cro,2024-06-10T00:00:00+00:00,9,False
xlm,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,10514101936.14869,xlm,XLM,IDENTITY,False,True,1,xlm,2024-06-10T00:00:00+00:00,10,True
uni,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9814962187.22437,uni,UNI,IDENTITY,False,True,1,uni,2024-06-10T00:00:00+00:00,11,True
bch,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9352682632.165497,bch,BCH,IDENTITY,False,True,1,bch,2024-06-10T00:00:00+00:00,12,False
xvg,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,9046688836.601738,xvg,XVG,IDENTITY,False,True,1,xvg,2024-06-10T00:00:00+00:00,13,False
pol_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,6661089098.6512165,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,2024-06-10T00:00:00+00:00,14,False
ltc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,6001634443.052532,ltc,LTC,IDENTITY,False,True,1,ltc,2024-06-10T00:00:00+00:00,15,True
icp,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,5722934471.916673,icp,ICP,IDENTITY,False,True,1,icp,2024-06-10T00:00:00+00:00,16,False
etc,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3977358545.4995084,etc,ETC,IDENTITY,False,True,1,etc,2024-06-10T00:00:00+00:00,17,False
leo_eth,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3879877872.6429415,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2024-06-10T00:00:00+00:00,18,False
gno,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3270441326.62067,gno,GNO,IDENTITY,False,True,1,gno,2024-06-10T00:00:00+00:00,19,False
xmr,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,3121661546.140058,xmr,XMR,IDENTITY,False,True,1,xmr,2024-06-10T00:00:00+00:00,20,True
mkr,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,2433123096.399168,mkr,MKR,IDENTITY,False,True,1,mkr,2024-06-10T00:00:00+00:00,21,False
qnt,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,2143243347.460062,qnt,QNT,IDENTITY,False,True,1,qnt,2024-06-10T00:00:00+00:00,22,False
ldo,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1879284982.25539,ldo,LDO,IDENTITY,False,True,1,ldo,2024-06-10T00:00:00+00:00,23,False
leo_eos,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1808573672.1268926,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2024-06-10T00:00:00+00:00,24,False
algo,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1701209955.99987,algo,ALGO,IDENTITY,False,True,1,algo,2024-06-10T00:00:00+00:00,25,False
aave,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1496027946.3681216,aave,AAVE,IDENTITY,False,True,2,aave,2024-06-10T00:00:00+00:00,26,True
neo,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,1348598698.34031,neo,NEO,IDENTITY,False,True,1,neo,2024-06-10T00:00:00+00:00,27,False
mana,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,924075197.942565,mana,MANA,IDENTITY,False,True,1,mana,2024-06-10T00:00:00+00:00,28,False
avaxx,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,889436170.4652991,avaxx,AVAXX,IDENTITY,False,True,1,avaxx,2024-06-10T00:00:00+00:00,29,False
crv,2024-06-09T00:00:00+00:00,2024-06-09T00:00:00+00:00,2024-06-10T00:00:00+00:00,889246933.2952766,crv,CRV,IDENTITY,False,True,1,crv,2024-06-10T00:00:00+00:00,30,False
btc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1313344170121.058,btc,BTC,IDENTITY,False,True,2,btc,2024-06-17T00:00:00+00:00,1,True
eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,434969448760.2027,eth,ETH,IDENTITY,False,True,2,eth,2024-06-17T00:00:00+00:00,2,True
xrp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,48857211423.475105,xrp,XRP,IDENTITY,False,True,1,xrp,2024-06-17T00:00:00+00:00,3,True
shib_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,20928310886.829624,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2024-06-17T00:00:00+00:00,4,True
doge,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,19818297380.917576,doge,DOGE,IDENTITY,False,True,1,doge,2024-06-17T00:00:00+00:00,5,True
link,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,15115203769.6918,link,LINK,IDENTITY,False,True,1,link,2024-06-17T00:00:00+00:00,6,True
ada,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,14570123973.169306,ada,ADA,IDENTITY,False,True,1,ada,2024-06-17T00:00:00+00:00,7,True
uni,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,11763648985.3884,uni,UNI,IDENTITY,False,True,1,uni,2024-06-17T00:00:00+00:00,8,True
xlm,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10429127591.041586,xlm,XLM,IDENTITY,False,True,1,xlm,2024-06-17T00:00:00+00:00,9,True
avaxp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,10391734324.259684,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2024-06-17T00:00:00+00:00,10,True
cro,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,9876665994.548,cro,CRO,IDENTITY,False,True,1,cro,2024-06-17T00:00:00+00:00,11,False
bch,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,8442132009.451443,bch,BCH,IDENTITY,False,True,1,bch,2024-06-17T00:00:00+00:00,12,False
xvg,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,8188053474.657134,xvg,XVG,IDENTITY,False,True,1,xvg,2024-06-17T00:00:00+00:00,13,False
pol_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,6317070162.194778,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,2024-06-17T00:00:00+00:00,14,False
ltc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,5886835199.195406,ltc,LTC,IDENTITY,False,True,1,ltc,2024-06-17T00:00:00+00:00,15,True
icp,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,4998186935.732835,icp,ICP,IDENTITY,False,True,1,icp,2024-06-17T00:00:00+00:00,16,False
leo_eth,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3881083570.8094096,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2024-06-17T00:00:00+00:00,17,False
etc,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3757308363.506755,etc,ETC,IDENTITY,False,True,1,etc,2024-06-17T00:00:00+00:00,18,False
gno,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3345444322.10342,gno,GNO,IDENTITY,False,True,1,gno,2024-06-17T00:00:00+00:00,19,False
xmr,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,3180638600.952391,xmr,XMR,IDENTITY,False,True,1,xmr,2024-06-17T00:00:00+00:00,20,True
mkr,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,2383254025.3647594,mkr,MKR,IDENTITY,False,True,1,mkr,2024-06-17T00:00:00+00:00,21,False
ldo,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,2147967439.92719,ldo,LDO,IDENTITY,False,True,1,ldo,2024-06-17T00:00:00+00:00,22,False
qnt,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,2023766612.204198,qnt,QNT,IDENTITY,False,True,1,qnt,2024-06-17T00:00:00+00:00,23,False
leo_eos,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1809135698.569988,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2024-06-17T00:00:00+00:00,24,False
algo,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1553745974.78207,algo,ALGO,IDENTITY,False,True,1,algo,2024-06-17T00:00:00+00:00,25,False
aave,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1367722503.6534064,aave,AAVE,IDENTITY,False,True,2,aave,2024-06-17T00:00:00+00:00,26,True
neo,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1272996824.53982,neo,NEO,IDENTITY,False,True,1,neo,2024-06-17T00:00:00+00:00,27,False
flow,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1090531126.0174158,flow,FLOW,IDENTITY,False,True,1,flow,2024-06-17T00:00:00+00:00,28,False
flow_native,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,1090531126.0174158,flow_native,FLOW_NATIVE,IDENTITY,False,True,1,flow_native,2024-06-17T00:00:00+00:00,29,False
usdt_omni,2024-06-16T00:00:00+00:00,2024-06-16T00:00:00+00:00,2024-06-17T00:00:00+00:00,887462065.1249981,usdt_omni,USDT_OMNI,IDENTITY,False,True,1,usdt_omni,2024-06-17T00:00:00+00:00,30,False
btc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1248923864108.9224,btc,BTC,IDENTITY,False,True,2,btc,2024-06-24T00:00:00+00:00,1,True
eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,411012084269.7799,eth,ETH,IDENTITY,False,True,2,eth,2024-06-24T00:00:00+00:00,2,True
xrp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,47940502901.061165,xrp,XRP,IDENTITY,False,True,1,xrp,2024-06-24T00:00:00+00:00,3,True
doge,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,17711332210.396473,doge,DOGE,IDENTITY,False,True,1,doge,2024-06-24T00:00:00+00:00,4,True
shib_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,17498698039.529213,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2024-06-24T00:00:00+00:00,5,True
ada,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,13312072572.918411,ada,ADA,IDENTITY,False,True,1,ada,2024-06-24T00:00:00+00:00,6,True
link,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,13198373629.6078,link,LINK,IDENTITY,False,True,1,link,2024-06-24T00:00:00+00:00,7,True
uni,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9791543412.17551,uni,UNI,IDENTITY,False,True,1,uni,2024-06-24T00:00:00+00:00,8,True
xlm,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9436378515.471762,xlm,XLM,IDENTITY,False,True,1,xlm,2024-06-24T00:00:00+00:00,9,True
cro,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,9155917264.36027,cro,CRO,IDENTITY,False,True,1,cro,2024-06-24T00:00:00+00:00,10,False
avaxp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,8692242842.833174,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2024-06-24T00:00:00+00:00,11,True
bch,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,7539212454.479342,bch,BCH,IDENTITY,False,True,1,bch,2024-06-24T00:00:00+00:00,12,False
xvg,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,6648176315.528395,xvg,XVG,IDENTITY,False,True,1,xvg,2024-06-24T00:00:00+00:00,13,False
pol_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,5710303213.875505,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,2024-06-24T00:00:00+00:00,14,False
ltc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,5492410259.469209,ltc,LTC,IDENTITY,False,True,1,ltc,2024-06-24T00:00:00+00:00,15,True
icp,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,4098659958.865851,icp,ICP,IDENTITY,False,True,1,icp,2024-06-24T00:00:00+00:00,16,False
leo_eth,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3759135929.0496726,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2024-06-24T00:00:00+00:00,17,False
etc,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3341612809.564784,etc,ETC,IDENTITY,False,True,1,etc,2024-06-24T00:00:00+00:00,18,False
gno,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,3141626223.39501,gno,GNO,IDENTITY,False,True,1,gno,2024-06-24T00:00:00+00:00,19,False
xmr,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,2945952880.7935615,xmr,XMR,IDENTITY,False,True,1,xmr,2024-06-24T00:00:00+00:00,20,True
mkr,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,2210295498.149535,mkr,MKR,IDENTITY,False,True,1,mkr,2024-06-24T00:00:00+00:00,21,False
ldo,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,2067840084.87585,ldo,LDO,IDENTITY,False,True,1,ldo,2024-06-24T00:00:00+00:00,22,False
qnt,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1811501209.3679986,qnt,QNT,IDENTITY,False,True,1,qnt,2024-06-24T00:00:00+00:00,23,False
leo_eos,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1752290792.234216,leo_eos,LEO_EOS,IDENTITY,False,True,1,leo_eos,2024-06-24T00:00:00+00:00,24,False
algo,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1322964658.29704,algo,ALGO,IDENTITY,False,True,1,algo,2024-06-24T00:00:00+00:00,25,False
aave,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1290974295.4962127,aave,AAVE,IDENTITY,False,True,2,aave,2024-06-24T00:00:00+00:00,26,True
neo,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,1092005725.24472,neo,NEO,IDENTITY,False,True,1,neo,2024-06-24T00:00:00+00:00,27,False
flow,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,931943079.7066003,flow,FLOW,IDENTITY,False,True,1,flow,2024-06-24T00:00:00+00:00,28,False
flow_native,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,931943079.7066003,flow_native,FLOW_NATIVE,IDENTITY,False,True,1,flow_native,2024-06-24T00:00:00+00:00,29,False
usdt_omni,2024-06-23T00:00:00+00:00,2024-06-23T00:00:00+00:00,2024-06-24T00:00:00+00:00,887536823.1667564,usdt_omni,USDT_OMNI,IDENTITY,False,True,1,usdt_omni,2024-06-24T00:00:00+00:00,30,False
btc,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,1237638479045.0432,btc,BTC,IDENTITY,False,True,2,btc,2024-07-01T00:00:00+00:00,1,True
eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,413216154556.0081,eth,ETH,IDENTITY,False,True,2,eth,2024-07-01T00:00:00+00:00,2,True
xrp,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,47566581004.16837,xrp,XRP,IDENTITY,False,True,1,xrp,2024-07-01T00:00:00+00:00,3,True
doge,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,18038069590.866135,doge,DOGE,IDENTITY,False,True,1,doge,2024-07-01T00:00:00+00:00,4,True
shib_eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,17237989627.145393,shib,SHIB,NETWORK_FORM_TO_PARENT,False,True,1,shib_eth,2024-07-01T00:00:00+00:00,5,True
link,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,14261246323.8373,link,LINK,IDENTITY,False,True,1,link,2024-07-01T00:00:00+00:00,6,True
ada,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,13745067336.07873,ada,ADA,IDENTITY,False,True,1,ada,2024-07-01T00:00:00+00:00,7,True
avaxp,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,9985575285.690275,avax,AVAX,EXPLICIT_ALIAS,False,True,2,avaxp,2024-07-01T00:00:00+00:00,8,True
xlm,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,9592843510.399506,xlm,XLM,IDENTITY,False,True,1,xlm,2024-07-01T00:00:00+00:00,9,True
uni,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,9278553925.09523,uni,UNI,IDENTITY,False,True,1,uni,2024-07-01T00:00:00+00:00,10,True
cro,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,9166287002.61185,cro,CRO,IDENTITY,False,True,1,cro,2024-07-01T00:00:00+00:00,11,False
bch,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,7763298637.82202,bch,BCH,IDENTITY,False,True,1,bch,2024-07-01T00:00:00+00:00,12,False
xvg,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,6997910575.410948,xvg,XVG,IDENTITY,False,True,1,xvg,2024-07-01T00:00:00+00:00,13,False
pol_eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,5696125466.469345,matic,MATIC,EXPLICIT_ALIAS,False,True,2,pol_eth,2024-07-01T00:00:00+00:00,14,False
ltc,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,5623616597.342062,ltc,LTC,IDENTITY,False,True,1,ltc,2024-07-01T00:00:00+00:00,15,True
icp,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,4248236731.9155746,icp,ICP,IDENTITY,False,True,1,icp,2024-07-01T00:00:00+00:00,16,False
leo_eth,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,3854760925.40484,leo,LEO,NETWORK_FORM_TO_PARENT,False,True,1,leo_eth,2024-07-01T00:00:00+00:00,17,False
etc,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,3500514975.710674,etc,ETC,IDENTITY,False,True,1,etc,2024-07-01T00:00:00+00:00,18,False
xmr,2024-06-30T00:00:00+00:00,2024-06-30T00:00:00+00:00,2024-07-01T00:00:00+00:00,3013393741.0370255,xmr,XMR,IDENTITY,False,True,1,xmr,2024-07-01T00:00:00+00:00,19,True
