signal_id,regime_id,state,decision_count,mean_rank_ic,cell_evaluable,positive_mean_ic
VOLATILITY_CONTRACTION_BREAKOUT_4H,MARKET_BREADTH_TERCILE,LOW,7,0.02942207599349075,False,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,MARKET_BREADTH_TERCILE,MID,38,-0.008139406267764172,True,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,PIT_UNIVERSE_SIZE_TERCILE,LOW,133,0.004283551815168673,True,True
QUOTE_TURNOVER_ACCELERATION_6_42,BTC_TREND_STATE,DOWN,180,0.01007892367180465,True,True
QUOTE_TURNOVER_ACCELERATION_6_42,BTC_TREND_STATE,UP,548,-0.02640782960645964,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.013873607651897603,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,-0.021499024470975785,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.017742277218756455,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.040475606566976685,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,-0.002201851263308442,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.007897589710294629,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.02316746498376881,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.013356473871974554,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.014976712616376035,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,MARKET_BREADTH_TERCILE,HIGH,243,-0.015856072688362255,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,MARKET_BREADTH_TERCILE,LOW,251,-0.02222465611889008,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,MARKET_BREADTH_TERCILE,MID,234,-0.0137857692918872,True,False
QUOTE_TURNOVER_ACCELERATION_6_42,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.01738637962007561,True,False
PRICE_TURNOVER_CONFIRMATION_18,BTC_TREND_STATE,DOWN,180,-0.007124750225426267,True,False
PRICE_TURNOVER_CONFIRMATION_18,BTC_TREND_STATE,UP,548,-0.008111910412744186,True,False
PRICE_TURNOVER_CONFIRMATION_18,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,-0.005577384258422843,True,False
PRICE_TURNOVER_CONFIRMATION_18,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.004212477076524141,True,True
PRICE_TURNOVER_CONFIRMATION_18,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,-0.0272268616151483,True,False
PRICE_TURNOVER_CONFIRMATION_18,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,-0.02147880847485833,True,False
PRICE_TURNOVER_CONFIRMATION_18,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.0025170248246677196,True,True
PRICE_TURNOVER_CONFIRMATION_18,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,-0.0037446604789178575,True,False
PRICE_TURNOVER_CONFIRMATION_18,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,-0.001334338547783729,True,False
PRICE_TURNOVER_CONFIRMATION_18,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,-0.0018283992413365487,True,False
PRICE_TURNOVER_CONFIRMATION_18,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,-0.02446903645909947,True,False
PRICE_TURNOVER_CONFIRMATION_18,MARKET_BREADTH_TERCILE,HIGH,243,-0.019449157232619224,True,False
PRICE_TURNOVER_CONFIRMATION_18,MARKET_BREADTH_TERCILE,LOW,251,-0.005358132067313143,True,False
PRICE_TURNOVER_CONFIRMATION_18,MARKET_BREADTH_TERCILE,MID,234,0.0014668991865877284,True,True
PRICE_TURNOVER_CONFIRMATION_18,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,-0.007867832344451294,True,False
LOW_REALIZED_VOLATILITY_42,BTC_TREND_STATE,DOWN,180,0.055795328142380425,True,True
LOW_REALIZED_VOLATILITY_42,BTC_TREND_STATE,UP,548,0.07143088129680382,True,True
LOW_REALIZED_VOLATILITY_42,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.04646462410558532,True,True
LOW_REALIZED_VOLATILITY_42,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.09442580275917455,True,True
LOW_REALIZED_VOLATILITY_42,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.06690758976093937,True,True
LOW_REALIZED_VOLATILITY_42,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.0705103533359776,True,True
LOW_REALIZED_VOLATILITY_42,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.07626436781609196,True,True
LOW_REALIZED_VOLATILITY_42,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.05544531620972901,True,True
LOW_REALIZED_VOLATILITY_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.049523698010320576,True,True
LOW_REALIZED_VOLATILITY_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,0.07334697585952162,True,True
LOW_REALIZED_VOLATILITY_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.08398535335168518,True,True
LOW_REALIZED_VOLATILITY_42,MARKET_BREADTH_TERCILE,HIGH,243,0.08629312844726618,True,True
LOW_REALIZED_VOLATILITY_42,MARKET_BREADTH_TERCILE,LOW,251,0.04843312274499649,True,True
LOW_REALIZED_VOLATILITY_42,MARKET_BREADTH_TERCILE,MID,234,0.06863819655810757,True,True
LOW_REALIZED_VOLATILITY_42,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,0.06756494782455627,True,True
DRAWDOWN_RESILIENCE_42,BTC_TREND_STATE,DOWN,180,0.009971573353108389,True,True
DRAWDOWN_RESILIENCE_42,BTC_TREND_STATE,UP,548,0.04263326543906868,True,True
DRAWDOWN_RESILIENCE_42,BTC_REALIZED_VOLATILITY_TERCILE,HIGH,301,0.012085328367075815,True,True
DRAWDOWN_RESILIENCE_42,BTC_REALIZED_VOLATILITY_TERCILE,LOW,241,0.053796057398954114,True,True
DRAWDOWN_RESILIENCE_42,BTC_REALIZED_VOLATILITY_TERCILE,MID,186,0.045996661250168734,True,True
DRAWDOWN_RESILIENCE_42,CROSS_SECTIONAL_DISPERSION_TERCILE,HIGH,254,0.03661185844539176,True,True
DRAWDOWN_RESILIENCE_42,CROSS_SECTIONAL_DISPERSION_TERCILE,LOW,240,0.03512606599925843,True,True
DRAWDOWN_RESILIENCE_42,CROSS_SECTIONAL_DISPERSION_TERCILE,MID,234,0.03174463580862228,True,True
DRAWDOWN_RESILIENCE_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,HIGH,266,0.014908795905224688,True,True
DRAWDOWN_RESILIENCE_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,LOW,262,0.06332226647080301,True,True
DRAWDOWN_RESILIENCE_42,AVERAGE_PAIRWISE_CORRELATION_TERCILE,MID,200,0.023008695690144954,True,True
DRAWDOWN_RESILIENCE_42,MARKET_BREADTH_TERCILE,HIGH,243,0.06510692486433516,True,True
DRAWDOWN_RESILIENCE_42,MARKET_BREADTH_TERCILE,LOW,251,-0.0040575660175126635,True,False
DRAWDOWN_RESILIENCE_42,MARKET_BREADTH_TERCILE,MID,234,0.044253756378339254,True,True
DRAWDOWN_RESILIENCE_42,PIT_UNIVERSE_SIZE_TERCILE,LOW,728,0.034557572340891685,True,True
