signal_id,label_id,mean_rank_ic,decision_count,confirmation_eligible
PATH_EFFICIENCY_42BAR,FORWARD_24H_MFE,0.05359605409824376,728,False
PATH_EFFICIENCY_42BAR,FORWARD_24H_MAE,-0.07296104434650888,728,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,FORWARD_72H_RETURN,-0.006635904242928416,133,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,FORWARD_7D_RETURN,-0.004139313008049387,133,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,FORWARD_24H_MFE,0.04278857412819186,133,False
VOLATILITY_CONTRACTION_BREAKOUT_4H,FORWARD_24H_MAE,-0.010312212105871712,133,False
QUOTE_TURNOVER_ACCELERATION_6_42,FORWARD_72H_RETURN,-0.004618886855560048,726,False
QUOTE_TURNOVER_ACCELERATION_6_42,FORWARD_7D_RETURN,0.009460210153039059,722,False
QUOTE_TURNOVER_ACCELERATION_6_42,FORWARD_24H_MFE,0.03193961280107624,728,False
QUOTE_TURNOVER_ACCELERATION_6_42,FORWARD_24H_MAE,-0.041171628526008176,728,False
PRICE_TURNOVER_CONFIRMATION_18,FORWARD_72H_RETURN,-0.005985112967290344,726,False
PRICE_TURNOVER_CONFIRMATION_18,FORWARD_7D_RETURN,-0.009590884636302635,722,False
PRICE_TURNOVER_CONFIRMATION_18,FORWARD_24H_MFE,0.05692193198555767,728,False
PRICE_TURNOVER_CONFIRMATION_18,FORWARD_24H_MAE,-0.0562166998698455,728,False
LOW_REALIZED_VOLATILITY_42,FORWARD_72H_RETURN,0.0708689414769092,726,False
LOW_REALIZED_VOLATILITY_42,FORWARD_7D_RETURN,0.09179893853831347,722,False
LOW_REALIZED_VOLATILITY_42,FORWARD_24H_MFE,-0.33063542768377374,728,False
LOW_REALIZED_VOLATILITY_42,FORWARD_24H_MAE,0.4343133887037067,728,False
DRAWDOWN_RESILIENCE_42,FORWARD_72H_RETURN,0.05022748506556023,726,False
DRAWDOWN_RESILIENCE_42,FORWARD_7D_RETURN,0.07868061641722127,722,False
DRAWDOWN_RESILIENCE_42,FORWARD_24H_MFE,-0.25089133126113217,728,False
DRAWDOWN_RESILIENCE_42,FORWARD_24H_MAE,0.3409477550875616,728,False
