architecture_id,variant_id,cost_multiplier,net_return,monthly_geometric_return,maximum_drawdown,profit_factor,total_fees,minimum_cash,minimum_equity,capital_feasible
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_90,1.0,0.6422116365815924,0.006911835158000645,0.14929273016554734,1.303662613636939,47895.13104695083,11986.595029181379,95178.94982197955,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_90,1.5,0.4027359813468414,0.004710418166693708,0.19677012833839336,1.178127876461028,71842.69657042625,11237.636175753301,94429.99096855147,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_90,2.0,0.16326032611207753,0.0021021378934671375,0.25623863539297786,1.0675586829455634,95790.26209390166,10488.677322325173,93681.03211512335,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_90,3.0,-0.3156909843574307,-0.005253738998854174,0.4664228973955832,0.8852487329829287,143685.3931408525,-15875.231115535986,68430.90156425693,False
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_80,1.0,0.5984306021903325,0.006534090784797275,0.15338398170013545,1.2950418658756075,45746.35746629657,15277.363706967939,95220.89679192728,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_80,1.5,0.36969881485886047,0.00437795944546715,0.20018474025021948,1.1705198186084136,68619.53619944485,14533.26449534294,94476.79758030229,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_80,2.0,0.1409670275273649,0.0018329082486714388,0.2600413765492482,1.0608422949597405,91492.71493259314,13789.165283717914,93732.69836867726,True
COMPOSITE_ALPHA_V2,PORTFOLIO_NOTIONAL_80,3.0,-0.31649654713560327,-0.005270009027832145,0.46612993067307207,0.8799294181713075,137239.0723988897,-6082.562117627651,68350.34528643967,False
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_72,1.0,0.9105835888853853,0.009030438470466695,0.12159069840592662,1.4160913512521713,49679.0499036146,3361.4692495136915,95178.94982197955,True
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_72,1.5,0.6621883393673214,0.0070809069177868444,0.16262912765351756,1.2831643072883272,74518.5748554219,1113.9135478722455,94429.99096855147,True
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_72,2.0,0.41379308984923124,0.004819965251485536,0.21235738039743335,1.1656254100117034,99358.0998072292,-9964.484332120432,93681.03211512335,False
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_72,3.0,-0.08299740918691967,-0.0012024273951767306,0.3518894683490835,0.9707928633357114,149037.1497108438,-47271.31367874917,91700.25908130803,False
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,1.0,1.0815586314022658,0.010232043860760598,0.11030602524673228,1.505786335911124,48687.39928253005,4924.12494235066,95178.94982197955,True
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,1.5,0.8381216349896259,0.008488840266805964,0.14672974241046144,1.3666921317010916,73031.09892379507,3982.972667682734,94429.99096855147,True
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,2.0,0.5946846385769569,0.00650129807883304,0.19001447234849034,1.243486912246254,97374.7985650601,3041.820393014721,93681.03211512335,True
COMPOSITE_ALPHA_V2,STRONG_BULL_HOLD_96,3.0,0.10781064575165189,0.0014227370728456812,0.30672093333828243,1.0387879152959,146062.19784759014,-28190.508184892045,92183.11440826714,False
COMPOSITE_ALPHA_V2,PORTFOLIO_80_SB72,1.0,0.5297617345499186,0.0059205562923332344,0.18247073139774517,1.2668276250817778,44078.53779962368,15277.363706967939,95220.89679192728,True
COMPOSITE_ALPHA_V2,PORTFOLIO_80_SB72,1.5,0.3093690455518139,0.003749916398608333,0.24120649231101154,1.1459353485096233,66117.80669943552,14533.26449534294,94476.79758030229,True
COMPOSITE_ALPHA_V2,PORTFOLIO_80_SB72,2.0,0.08897635655368274,0.0011843161584470518,0.31076815691835447,1.0393190321957817,88157.07559924736,13789.165283717914,93732.69836867726,True
COMPOSITE_ALPHA_V2,PORTFOLIO_80_SB72,3.0,-0.3518090214425573,-0.006002457940375128,0.5000993442172728,0.8630888742067929,132235.61339887104,-9613.809548323046,64819.09785574427,False
COMPOSITE_ALPHA_V2,OPEN_RISK_300_PORTFOLIO_80,1.0,0.5984306021903325,0.006534090784797275,0.15338398170013545,1.2950418658756075,45746.35746629657,15277.363706967939,95220.89679192728,True
COMPOSITE_ALPHA_V2,OPEN_RISK_300_PORTFOLIO_80,1.5,0.36969881485886047,0.00437795944546715,0.20018474025021948,1.1705198186084136,68619.53619944485,14533.26449534294,94476.79758030229,True
COMPOSITE_ALPHA_V2,OPEN_RISK_300_PORTFOLIO_80,2.0,0.1409670275273649,0.0018329082486714388,0.2600413765492482,1.0608422949597405,91492.71493259314,13789.165283717914,93732.69836867726,True
COMPOSITE_ALPHA_V2,OPEN_RISK_300_PORTFOLIO_80,3.0,-0.31649654713560327,-0.005270009027832145,0.46612993067307207,0.8799294181713075,137239.0723988897,-6082.562117627651,68350.34528643967,False
COMPOSITE_ALPHA_V2,EVIDENCE_CAPITAL_BULL_COMPOSITE,1.0,0.48056412360334866,0.005464056089673264,0.09726752107866155,1.3495311627070656,28778.30546626595,47097.14933457854,97058.66165654233,True
COMPOSITE_ALPHA_V2,EVIDENCE_CAPITAL_BULL_COMPOSITE,1.5,0.3366725962720214,0.004037611390667939,0.12560842062882205,1.2303632673050409,43167.45819939893,46182.426613895834,96609.6640843028,True
COMPOSITE_ALPHA_V2,EVIDENCE_CAPITAL_BULL_COMPOSITE,2.0,0.19278106894069125,0.0024509257296974063,0.15848131493153228,1.1241243413160267,57556.6109325319,38595.6622962041,96160.66651206327,True
COMPOSITE_ALPHA_V2,EVIDENCE_CAPITAL_BULL_COMPOSITE,3.0,-0.09500198572197138,-0.0013851738819944392,0.24305938944416117,0.9457105076513281,86334.91639879785,18972.90511367166,90499.80142780286,True
