pair,resolution,boundary_status,first_valid_open,last_valid_open,discovery_channels
LTX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LUCE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LUMIA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LUNA-USDT,,EXACT_FULL_HISTORY,2022-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
LUNA3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LUNA3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LUNADOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LUNAUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LUNC-USDT,,EXACT_FULL_HISTORY,2022-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LUNCDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LUNCUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LVVA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LYM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LYN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LYX-USDT,,EXACT_FULL_HISTORY,2023-07-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
LYXE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
M3M3-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MAGIC-USDT,,EXACT_FULL_HISTORY,2023-01-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MAHA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAIGA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MAJOR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAKI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAN-USDT,,EXACT_FULL_HISTORY,2021-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
MANA-USDT,,EXACT_FULL_HISTORY,2021-03-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
MANA3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MANA3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MANEKI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MANTA-USDT,,EXACT_FULL_HISTORY,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MANTRA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MANYU-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MAP-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
MAP2-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MAPO-USDT,,EXACT_FULL_HISTORY,2024-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
MARGINED-USDT,,NOT_CONFIRMED,,,announcement_listing
MARS4-USDT,,EXACT_FULL_HISTORY,2022-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MARSH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MASA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MASK-USDT,,EXACT_FULL_HISTORY,2021-02-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MASKDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MASKUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MATCH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MATIC-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
MATIC3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MATIC3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MATTER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAV-USDT,,EXACT_FULL_HISTORY,2023-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MAVIA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MAX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MBL-USDT,,EXACT_FULL_HISTORY,2022-05-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MBOX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MCT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MDL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MDX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ME-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MEE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MEET-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MEGA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MELANIA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MELOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MEM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MEME-USDT,,EXACT_FULL_HISTORY,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MEMEFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MEMHASH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MERGER-USDT,,NOT_CONFIRMED,,,announcement_listing
MERL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MET-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
METADAO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
METAOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
METIS-USDT,,EXACT_FULL_HISTORY,2022-03-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MEW-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MEZO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MFT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MGO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MGT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MHC-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
MICHI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MIGGLES-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MILADYCULT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MILK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MINA-USDT,,EXACT_FULL_HISTORY,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MIND-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MINT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MIR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MIRA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MIRAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MISSION-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MITX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MJT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MKD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MKR-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
MKRDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MKRUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MLK-USDT,,EXACT_FULL_HISTORY,2020-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MLN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MLS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MM-USDT,,NOT_CONFIRMED,,,announcement_listing
MMM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MMOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MMT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MNDE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MNET-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MNRY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MNST-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MNT-USDT,,EXACT_FULL_HISTORY,2023-11-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MNW-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOBI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MOBILE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOCA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MODEFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MONG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MONI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MONKY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MONPRO-USDT,,EXACT_FULL_HISTORY,2024-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
MOODENG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOOLAH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MOOV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MORE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MORI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MORPHO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOVA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MOVE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOVR-USDT,,EXACT_FULL_HISTORY,2021-08-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MOXIE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MOZ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MPC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MPLX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MSN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
MSTRX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MSWAP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MTC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MTH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MTL-USDT,,EXACT_FULL_HISTORY,2021-08-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MTN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MTOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MTRG-USDT,,EXACT_FULL_HISTORY,2021-11-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MTS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MTV-USDT,,EXACT_FULL_HISTORY,2019-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
MUBARAK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MUBI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MUR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MUSH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MVP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MWAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MXC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MXM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
MXN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MXW-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
MYR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
MYRIA-USDT,,EXACT_FULL_HISTORY,2023-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MYRO-USDT,,EXACT_FULL_HISTORY,2023-12-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
MZN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NAKA-USDT,,EXACT_FULL_HISTORY,2021-10-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NAM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NANO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed;rd18_p0_historical_evidence
NATIX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NAVI-USDT,,EXACT_FULL_HISTORY,2022-11-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
NAVX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NAYM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NDAU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NEAR-USDT,,EXACT_FULL_HISTORY,2021-07-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
NEAR3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEAR3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEBL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NEIRO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NEIROCTO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NEM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEO-USDT,,EXACT_FULL_HISTORY,2017-11-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
NEON-USDT,,EXACT_FULL_HISTORY,2024-01-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NES-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NETVR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEWT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NEXG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NEXI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NFP-USDT,,EXACT_FULL_HISTORY,2024-01-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
NFT-USDT,,EXACT_FULL_HISTORY,2021-06-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NFTB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NGC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NGL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NGM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NGN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NHCT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NIBI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NIF-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NIGHT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NIL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NIM-USDT,,EXACT_FULL_HISTORY,2020-09-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
NIX-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
NKN-USDT,,EXACT_FULL_HISTORY,2021-09-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NLK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NMR-USDT,,EXACT_FULL_HISTORY,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NOBODY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NOC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NODE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NOIA-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
NOK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NOLAN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NOM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NOOB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NOON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NORD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NOT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NOTAI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NPC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NPR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NPXS-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
NRFB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NRG-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
NRN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NTRN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NTVRK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NULS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NUM-USDT,,EXACT_FULL_HISTORY,2021-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NUMI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NUSD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
NVDAX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NVG8-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NVT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NWC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NXPC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NXRA-USDT,,EXACT_FULL_HISTORY,2023-03-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
NXT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
NYM-USDT,,EXACT_FULL_HISTORY,2022-04-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
NZD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
O-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OAS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OBI-USDT,,EXACT_FULL_HISTORY,2023-05-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OBT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OCEAN-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
OCEANDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OCEANUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OCN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ODDZ-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ODE-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
ODOS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OFC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OFN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OGN-USDT,,EXACT_FULL_HISTORY,2021-05-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OGO-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
OGV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OLE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OLT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OMG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OMN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OMNI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OMNIA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OMR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OMX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ONDO-USDT,,EXACT_FULL_HISTORY,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ONE-USDT,,EXACT_FULL_HISTORY,2019-08-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
ONG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ONION-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ONOMY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ONOT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ONSTON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ONT-USDT,,EXACT_FULL_HISTORY,2018-09-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
OOE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OOFP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OOKI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OORT-USDT,,EXACT_FULL_HISTORY,2024-06-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
OP-USDT,,EXACT_FULL_HISTORY,2022-05-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
OP2L-USDT,,EXACT_FULL_HISTORY,2023-02-08T00:00:00+00:00,2023-11-09T00:00:00+00:00,current_currency_non_causal_seed
OP2S-USDT,,EXACT_FULL_HISTORY,2023-02-08T00:00:00+00:00,2023-11-08T00:00:00+00:00,current_currency_non_causal_seed
OPAD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPAI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OPCT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPEN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPENCUSTOD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPENPLAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPEN_ERROR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPQ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OPT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
OPUL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
OPUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ORAI-USDT,,EXACT_FULL_HISTORY,2021-02-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ORBS-USDT,,EXACT_FULL_HISTORY,2021-03-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ORC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
