pair,resolution,boundary_status,first_valid_open,last_valid_open,discovery_channels
BOA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BOB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BOBA-USDT,,EXACT_FULL_HISTORY,2022-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
BOBMEME-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOLT-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
BOMB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOME-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BOND-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
BONDLY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BONK-USDT,,EXACT_FULL_HISTORY,2023-11-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
BONKDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BONKUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOOM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOSOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BOSON-USDT,,EXACT_FULL_HISTORY,2021-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
BPT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BRAWL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BRD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BRETT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BREV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BRG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BRISE-USDT,,EXACT_FULL_HISTORY,2022-04-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
BRL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BROCCOLI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BRWL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BSU-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BSV-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing
BSW-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BTC-USDT,,EXACT_FULL_HISTORY,2017-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed;rd18_p0_historical_evidence
BTC3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTC3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTCDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTCP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTCUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTF-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BTG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTGOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTMX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BTR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BTT-USDT,,EXACT_FULL_HISTORY,2019-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
BU-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BUBB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BULL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BULLA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BUN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BURGER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BURP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BUSD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BUX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BUY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
BUZZ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BWP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BYTE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BZD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
BZRX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
C-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
C98-USDT,,EXACT_FULL_HISTORY,2021-09-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CAD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CADH-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAKE-USDT,,EXACT_FULL_HISTORY,2021-02-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CAMP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CANDY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAPP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CARD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CARDS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CARE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CARR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CARV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CASHCAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CAT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CATI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CATS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CBC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CCD-USDT,,EXACT_FULL_HISTORY,2022-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CEEK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CELB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CELO-USDT,,EXACT_FULL_HISTORY,2021-05-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CELR-USDT,,EXACT_FULL_HISTORY,2022-04-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
CELT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CERE-USDT,,EXACT_FULL_HISTORY,2021-11-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CESS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CETUS-USDT,,EXACT_FULL_HISTORY,2023-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CEUR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CFD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CFG-USDT,,EXACT_FULL_HISTORY,2021-07-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CFX-USDT,,EXACT_FULL_HISTORY,2022-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CFX2L-USDT,,EXACT_FULL_HISTORY,2023-02-23T00:00:00+00:00,2024-11-27T00:00:00+00:00,current_currency_non_causal_seed
CFX2S-USDT,,EXACT_FULL_HISTORY,2023-02-23T00:00:00+00:00,2024-11-27T00:00:00+00:00,current_currency_non_causal_seed
CGG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CGPT-USDT,,EXACT_FULL_HISTORY,2023-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
CHEEMS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHEQ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHILLGUY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CHIP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHIRP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHMB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CHO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHR-USDT,,EXACT_FULL_HISTORY,2019-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
CHSB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CHZ-USDT,,EXACT_FULL_HISTORY,2021-03-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
CIRUS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CIX100-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
CKB-USDT,,EXACT_FULL_HISTORY,2020-09-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CLANKER-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLAY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CLO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLOUD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLUB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CLV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CMP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
COCOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
COFI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COLS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COMB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
COMBO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COMING-USDT,,NOT_CONFIRMED,,,announcement_listing
COMMON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COMP-USDT,,EXACT_FULL_HISTORY,2020-06-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
COMPDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COMPUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CONTRACT-USDT,,NOT_CONFIRMED,,,announcement_listing
COOHA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
COOKIE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
COP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COQ-USDT,,EXACT_FULL_HISTORY,2023-12-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
COS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COSM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COTI-USDT,,EXACT_FULL_HISTORY,2019-06-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
COV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
COW-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CPC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CPOOL-USDT,,EXACT_FULL_HISTORY,2021-10-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CQT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CRC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CRCLX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CREAM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CREDI-USDT,,EXACT_FULL_HISTORY,2021-12-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CRO-USDT,,EXACT_FULL_HISTORY,2020-07-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
CROS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CROSS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CRPT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CRTR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CRV-USDT,,EXACT_FULL_HISTORY,2021-01-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CSIX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CSKY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CSP-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
CSPR-USDT,,EXACT_FULL_HISTORY,2022-06-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CTA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CTC-USDT,,EXACT_FULL_HISTORY,2022-01-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CTI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CTR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CTRL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CTROLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CTSI-USDT,,EXACT_FULL_HISTORY,2021-09-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CTSIDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CTSIUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CUDOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CULT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CUSD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CV-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CVC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CVE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CVX-USDT,,EXACT_FULL_HISTORY,2022-02-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CWAR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CWEB-USDT,,EXACT_FULL_HISTORY,2021-12-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CWS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
CXO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CXT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CYBER-USDT,,EXACT_FULL_HISTORY,2023-11-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
CYC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CYPR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CYS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
CZK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
D-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DACC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DADI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DAG-USDT,,EXACT_FULL_HISTORY,2019-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
DAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DAO-USDT,,EXACT_FULL_HISTORY,2021-02-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DAPP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DAPPT-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
DAPPX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DAR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
DARK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DASH-USDT,,EXACT_FULL_HISTORY,2018-09-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
DAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DATA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DATAOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DATX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DBC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DBR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
DCC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DCK-USDT,,EXACT_FULL_HISTORY,2023-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DCR-USDT,,EXACT_FULL_HISTORY,2023-11-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
DEB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DECHAT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DEEP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DEFAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DEFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DEGEN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DEGO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DENT-USDT,,EXACT_FULL_HISTORY,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
DEPOSIT-USDT,,NOT_CONFIRMED,,,announcement_listing
DERC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DERO-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
DEUS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DEXE-USDT,,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DFA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DFI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DFUN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DFYN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DGB-USDT,,EXACT_FULL_HISTORY,2020-05-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
DGC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DGTX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DIA-USDT,,EXACT_FULL_HISTORY,2020-08-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DIGI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DIGIMON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DINO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DIVI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DJF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DKK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DLTA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DMAIL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DMC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DMG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DMTR-USDT,,EXACT_FULL_HISTORY,2021-09-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DNA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOAI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DOCK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DODO-USDT,,EXACT_FULL_HISTORY,2021-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
DOGE-USDT,,EXACT_FULL_HISTORY,2021-02-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
DOGE3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOGE3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOGEGOV-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DOGS-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
DOLO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOMIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DON-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOOD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
DOP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DORA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DOSE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
DOT-USDT,,EXACT_FULL_HISTORY,2020-08-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
