direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,subset_row_count,subset_unique_pair_count,subset_unique_signal_day_count,subset_actual_mean_rcv,subset_actual_median_rcv,subset_actual_negative_fraction,complement_actual_mean_rcv,subset_support_pass,subset_mean_lt_zero,subset_median_lt_zero,subset_negative_fraction_gt_0_5,subset_mean_lt_complement_mean,all_lopo_subset_required_pass,negative_subset_gate_pass
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,24,True,3,118,14,67,0.025742958268260622,-0.0049725997198672,0.5508474576271186,0.00545920444731365,True,False,True,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,48,True,3,86,14,53,0.025611077275045267,-0.0012043225691461,0.5116279069767442,0.012483666046522238,True,False,True,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,58,11,37,0.019079056622660674,0.01186588338245915,0.4482758620689655,-0.0335602405783246,True,False,False,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,32,10,23,0.02020436898228118,0.0006214254289834,0.46875,0.013874815122737642,True,False,False,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,31,8,23,-0.01172758753357214,-0.0122015486946241,0.7096774193548387,0.022849168643660565,True,True,True,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,144,True,3,41,11,32,0.0018084304833012213,-0.0049129508151346,0.6097560975609756,0.010035282721620669,True,False,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,24,True,3,0,0,0,,,,-0.022309768673962557,False,False,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,48,True,3,9,7,5,-0.029815202518521895,-0.0268914214104333,0.8888888888888888,-0.0202311637690552,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,72,True,3,2,2,2,-0.030937521573924646,-0.030937521573924646,1.0,-0.024202202676339202,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,96,True,3,5,4,4,-0.012926631081465459,-0.0123049335012702,0.6,0.0014106022794464958,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,120,True,3,9,5,8,-0.015923891114441757,-0.0209197211785803,0.6666666666666666,0.019601152202954657,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,144,True,3,9,6,7,-0.02508344040408341,-0.0161439502228202,0.6666666666666666,-0.0017640853819814821,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,24,True,3,0,0,0,,,,-0.022309768673962557,False,False,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,48,True,3,8,7,4,-0.0316218318859299,-0.0299841651483697,0.875,-0.02009956927743906,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,72,True,3,2,2,2,-0.09401033744630205,-0.09401033744630205,0.5,-0.017562958900299477,False,True,True,False,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,96,True,3,0,0,0,,,,-0.0020030247112468274,False,False,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,120,True,3,4,3,4,-0.04785745373801684,-0.0620711112952535,0.75,0.01666638949162044,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,144,True,3,6,5,6,-0.028035211183984166,-0.005968937156913799,0.5,-0.005247248074441565,False,True,True,False,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,24,True,3,0,0,0,,,,-0.022309768673962557,False,False,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,48,True,3,9,8,5,-0.02712276661487609,-0.0268914214104333,0.7777777777777778,-0.02090427274496666,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,72,True,3,4,4,4,-0.062473929510113345,-0.030937521573924646,0.75,-0.015989480938696513,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,96,True,3,0,0,0,,,,-0.0020030247112468274,False,False,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,120,True,3,8,5,7,-0.00900676089254655,-0.020518483169527098,0.625,0.012611761041988651,False,True,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,144,True,3,13,7,8,-0.02424956146976205,-0.0183563356677155,0.7692307692307693,0.008540538860797264,False,True,True,True,True,False,False
