transport_direction,universe_id,landmark_age_hours,held_out_pair,train_row_count,train_unique_pairs,evaluation_row_count,evaluation_unique_pairs,lopo_support_pass,design_rank,fit_status,continuous_lopo_pass,classification_lopo_auc_pass,negative_subset_lopo_pass,spearman_predicted_vs_actual,predicted_bottom_half_actual_mean_rcv,predicted_top_half_actual_mean_rcv,continuous_point_pass,actual_negative_row_count,actual_nonnegative_row_count,classification_support_pass,negative_rcv_auc,actual_negative_event_median_prediction,actual_nonnegative_event_median_prediction,classification_point_pass,predicted_negative_subset_row_count,predicted_negative_subset_unique_pairs,predicted_negative_subset_signal_days,predicted_negative_subset_support_pass,predicted_negative_subset_actual_mean_rcv,predicted_negative_subset_actual_median_rcv,predicted_negative_subset_actual_negative_fraction,predicted_nonnegative_complement_actual_mean_rcv,negative_subset_point_pass
CALIBRATE_2022_EVALUATE_2023,C2,24,LUNC-USDT,43,7,124,12,True,4,FIT_PASS,True,True,False,0.04051200227368332,0.013180628444794625,0.025950696865986545,True,69,55,True,0.5108036890645586,-0.007237233754724598,-0.0036932037940255458,True,74,12,45,True,0.023267334883432987,-0.0071483320662699,0.581081081081081,0.01408718775788782,False
CALIBRATE_2022_EVALUATE_2023,C2,24,OP-USDT,45,8,120,11,True,4,FIT_PASS,True,True,False,0.04726640710487126,0.0054068543083071186,0.036208373181097604,True,66,54,True,0.5138888888888888,-0.01007959956461267,-0.006532801114858211,True,75,11,46,True,0.023169468996928684,-0.0071447287972747,0.5733333333333334,0.016871188324325163,False
CALIBRATE_2022_EVALUATE_2023,C2,24,SHIB-USDT,45,8,115,11,True,4,FIT_PASS,True,True,False,0.048038320279673676,0.0026350259200539,0.03774921579304732,True,63,52,True,0.5137362637362637,-0.010663249460320948,-0.005504862080624361,True,71,11,44,True,0.022090576861846855,-0.0071519353352651,0.5774647887323944,0.017527728096561133,False
CALIBRATE_2022_EVALUATE_2023,C2,24,SOL-USDT,38,7,101,11,True,4,FIT_PASS,False,False,False,-0.012976914745319588,0.009830000765562496,0.01561069213582237,False,57,44,True,0.47787081339712917,-0.01283376202940227,-0.014445251256461712,False,71,11,47,True,0.014020903132385914,-0.0071519353352651,0.5633802816901409,0.009738707160188853,False
CALIBRATE_2022_EVALUATE_2023,C2,24,XMR-USDT,45,8,117,11,True,4,FIT_PASS,True,True,False,0.057197238017500485,0.004088185789485558,0.037372794569160386,True,65,52,True,0.5211538461538462,-0.010663249460320948,-0.005504862080624361,True,72,11,43,True,0.023314088668095964,-0.0071483320662699,0.5833333333333334,0.01696656158372703,False
CALIBRATE_2022_EVALUATE_2023,C2,24,XRP-USDT,41,7,108,11,True,4,FIT_PASS,True,True,False,0.11473785520028061,0.0033375918501974337,0.02610692288587377,True,60,48,True,0.5475694444444444,-0.010367579364301278,-0.00406719740069917,True,63,11,40,True,0.016497266472461282,-0.0071447287972747,0.5873015873015873,0.012237244621839644,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ADA-USDT,40,7,124,12,True,4,FIT_PASS,True,True,False,0.06335073759300078,0.014432495192062893,0.022239168149659618,True,65,59,True,0.5169491525423728,-0.020023145013094948,-0.018995837794013117,True,105,12,61,True,0.01568522353166997,-0.0021456157917322,0.5333333333333333,0.0329839292821815,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ATOM-USDT,42,7,124,12,True,4,FIT_PASS,True,True,False,0.06644048808352343,0.015031847626059438,0.021639815715663074,True,65,59,True,0.5173402868318122,-0.01150951540432776,-0.012537079869947468,False,91,12,58,True,0.012488040814159804,-0.0026109660574414,0.5494505494505495,0.03446155797267435,False
CALIBRATE_2022_EVALUATE_2023,C2,48,AVAX-USDT,40,7,124,12,True,4,FIT_PASS,True,True,False,0.11011117496005884,0.014673198537629792,0.02199846480409272,True,65,59,True,0.5509778357235985,-0.009304487340193457,-0.010041704788467498,False,82,12,52,True,0.011163333162276733,-0.0033168106367514,0.5487804878048781,0.032339281140002465,False
CALIBRATE_2022_EVALUATE_2023,C2,48,BTC-USDT,38,7,100,11,True,4,FIT_PASS,False,True,False,0.06469421618904005,0.02395212461977952,0.019205617656739248,False,52,48,True,0.5020032051282052,-0.013489745165380956,-0.016517668271140398,False,87,11,58,True,0.01626138382182779,-0.0026109660574414,0.5402298850574713,0.05716513240976316,False
CALIBRATE_2022_EVALUATE_2023,C2,48,DOGE-USDT,45,8,119,11,True,4,FIT_PASS,True,True,False,0.07695964364467682,0.013780706365120183,0.022309833827791628,True,62,57,True,0.5268817204301075,-0.01632455535853564,-0.016549215375138145,False,100,11,59,True,0.014864313559895852,-0.0025829835349564,0.54,0.035011597327368596,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ETH-USDT,33,7,104,11,True,4,FIT_PASS,True,True,False,0.05701847990856756,0.01372228131119092,0.020689172577723982,True,55,49,True,0.5098330241187384,-0.014830837798153241,-0.015065284756129626,False,102,11,64,True,0.018374811645503412,-0.00072150077015335,0.5196078431372549,-0.0424175928088864,False
CALIBRATE_2022_EVALUATE_2023,C2,48,GRAM-USDT,45,8,123,11,True,4,FIT_PASS,True,True,False,0.05209315824985224,0.015968648178292567,0.02163981571566307,True,64,59,True,0.5108580508474576,-0.015332279426223231,-0.016549215375138145,False,103,11,60,True,0.016174556613035018,-0.0021456157917322,0.5339805825242718,0.03248883910521753,False
CALIBRATE_2022_EVALUATE_2023,C2,48,KAS-USDT,45,8,121,11,True,4,FIT_PASS,True,True,False,0.07135030409863842,0.017270298119628196,0.023127097581854866,True,62,59,True,0.5215965008201203,-0.01632455535853564,-0.016549215375138145,False,102,11,60,True,0.017200115221183015,-0.00157727122706125,0.5294117647058824,0.036450478268956366,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LINK-USDT,45,8,119,11,True,4,FIT_PASS,True,False,False,0.0336961224445613,0.015631872569005584,0.019037151456032204,True,64,55,True,0.49914772727272727,-0.015332279426223231,-0.016719796689740347,False,100,11,60,True,0.014650703058824065,-0.0025829835349564,0.55,0.031549434897413464,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LTC-USDT,45,8,117,11,True,4,FIT_PASS,True,True,False,0.0539658573571612,0.018453133841859846,0.023374505124598214,True,60,57,True,0.5137426900584795,-0.015332279426223231,-0.016549215375138145,False,99,11,60,True,0.017653786467685575,-0.0021456157917322,0.5353535353535354,0.03898070582657186,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LUNC-USDT,43,7,124,12,True,4,FIT_PASS,True,True,False,0.0633311565358923,0.015031847626059438,0.021639815715663074,True,65,59,True,0.5160365058670143,-0.012563011510768475,-0.013615461582186843,False,94,12,58,True,0.013558787933448477,-0.0033447931592364,0.5531914893617021,0.03330390204808796,False
CALIBRATE_2022_EVALUATE_2023,C2,48,OP-USDT,45,8,120,11,True,4,FIT_PASS,True,True,False,0.056588540279404846,0.015535557269825072,0.022458287575776517,True,63,57,True,0.5079365079365079,-0.015332279426223231,-0.016549215375138145,False,101,11,60,True,0.016409780467595208,-0.0021456157917322,0.5346534653465347,0.03274962439520943,False
CALIBRATE_2022_EVALUATE_2023,C2,48,SHIB-USDT,45,8,115,11,True,4,FIT_PASS,True,False,False,0.009484955852634442,0.019110565264614413,0.021997823008041123,True,58,57,True,0.49516031457955234,-0.01503376212566938,-0.016719796689740347,False,95,11,55,True,0.01805683339415849,-0.0004340748779164,0.5157894736842106,0.03248883910521753,False
CALIBRATE_2022_EVALUATE_2023,C2,48,SOL-USDT,38,7,101,11,True,4,FIT_PASS,True,True,False,0.06404999596208867,0.012031205804249141,0.013717785748949612,True,54,47,True,0.5350669818754925,-0.019835432826267537,-0.01756275846628342,True,99,11,60,True,0.014211116116027963,-0.0010089266623903,0.5252525252525253,-0.052866566038940396,False
CALIBRATE_2022_EVALUATE_2023,C2,48,XMR-USDT,45,8,117,11,True,4,FIT_PASS,True,True,False,0.0668426307836813,0.015399767834712723,0.02360968486635596,True,62,55,True,0.5259530791788857,-0.01731683129084805,-0.016549215375138145,True,98,11,58,True,0.01699163258049962,-0.0023503084021018,0.5408163265306123,0.03268304992838825,False
CALIBRATE_2022_EVALUATE_2023,C2,48,XRP-USDT,41,7,108,11,True,4,FIT_PASS,True,True,False,0.16049312151671652,0.0094968012340641,0.016473456924134,True,59,49,True,0.573158076790038,-0.023579688421599965,-0.01871134722145135,True,86,11,53,True,0.01114056326174406,-0.00533062177153115,0.5813953488372093,0.020195704546941275,False
CALIBRATE_2022_EVALUATE_2023,C2,72,ADA-USDT,19,6,60,10,True,4,FIT_PASS,True,True,True,0.11117903726074418,-0.003772466223412094,0.01428103285824445,True,30,30,True,0.5111111111111111,-0.0311053448331977,-0.035147629925257814,False,45,10,30,True,-0.0007262636968869918,-0.0004992027296211,0.5111111111111111,0.02319592436032571,True
CALIBRATE_2022_EVALUATE_2023,C2,72,ATOM-USDT,19,6,60,10,True,4,FIT_PASS,True,True,False,0.12079194193786884,-0.0021518859552314743,0.012660452590063839,True,30,30,True,0.5333333333333333,-0.028961790857460624,-0.02998273329455534,False,48,10,32,True,0.0002919917403046493,0.0032455661436026997,0.5,0.02510344962586232,False
CALIBRATE_2022_EVALUATE_2023,C2,72,AVAX-USDT,17,6,60,10,True,4,FIT_PASS,True,True,True,0.098618946073077,-0.0007091788165156633,0.011217745451348024,True,30,30,True,0.5383333333333333,-0.03801436106420479,-0.031871255806683235,True,42,10,27,True,-0.0007660143866252153,-0.00171909969086035,0.5238095238095238,0.01930164462684611,True
CALIBRATE_2022_EVALUATE_2023,C2,72,BTC-USDT,18,6,47,9,True,4,FIT_PASS,True,True,True,0.21205725459653826,-0.007323651384817085,0.01842507167059104,True,24,23,True,0.5371376811594203,-0.05836832452351,-0.05210011112976966,True,35,9,27,True,-0.002560927286735737,-0.0004992027296211,0.5142857142857142,0.030282516106595225,True
CALIBRATE_2022_EVALUATE_2023,C2,72,DOGE-USDT,21,7,57,9,True,4,FIT_PASS,True,True,True,0.13408092838609556,0.001244820371414548,0.00884927934524478,True,29,28,True,0.5314039408866995,-0.039720776869894,-0.04152383758515365,False,47,9,32,True,-0.0005339231094274876,-0.0004992027296211,0.5106382978723404,0.031657845755479794,True
CALIBRATE_2022_EVALUATE_2023,C2,72,ETH-USDT,17,6,50,9,True,4,FIT_PASS,True,True,True,0.16597829391368868,-0.009810280031325528,0.009167851324665199,True,28,22,True,0.5381493506493507,-0.04098454359469657,-0.04935275055048347,False,37,9,26,True,-0.00897008751755738,-0.0096534653465345,0.5945945945945946,0.024294809267931906,True
CALIBRATE_2022_EVALUATE_2023,C2,72,KAS-USDT,21,7,59,9,True,4,FIT_PASS,True,True,False,0.07417040496919786,0.0005391857880544086,0.012660452590063839,True,29,30,True,0.5074712643678161,-0.031927623391338075,-0.04152383758515365,False,47,9,32,True,0.0020044376605350056,0.0069903350168265,0.48936170212765956,0.02510344962586232,False
CALIBRATE_2022_EVALUATE_2023,C2,72,LINK-USDT,21,7,58,9,True,4,FIT_PASS,True,True,True,0.10926709232581558,0.002550515864735257,0.005749536285647871,True,30,28,True,0.5208333333333334,-0.03582420013061604,-0.046307582886096516,False,46,9,31,True,-0.001316084416287762,-0.00171909969086035,0.5217391304347826,0.02510344962586232,True
CALIBRATE_2022_EVALUATE_2023,C2,72,LTC-USDT,21,7,57,9,True,4,FIT_PASS,True,True,False,0.1252653585236305,0.0036691288026374125,0.015144054606097728,True,27,30,True,0.5290123456790123,-0.031927623391338075,-0.04152383758515365,False,45,9,31,True,0.005348262100896308,0.0072056425417956,0.4666666666666667,0.02510344962586232,False
CALIBRATE_2022_EVALUATE_2023,C2,72,SHIB-USDT,21,7,55,9,True,4,FIT_PASS,True,False,False,0.05534210012252281,0.003947370317929708,0.014361639386212795,True,25,30,True,0.4886666666666667,-0.031179416365781906,-0.04152383758515365,False,44,9,29,True,0.0038016998562236033,0.00838611140291285,0.45454545454545453,0.031039100702201994,False
CALIBRATE_2022_EVALUATE_2023,C2,72,SOL-USDT,17,6,49,9,True,4,FIT_PASS,True,True,True,0.21143396522097324,-0.007978478005381325,0.00858413960428318,True,25,24,True,0.6133333333333333,-0.036205596337866935,-0.021726949299631686,True,47,9,33,True,-0.002842883655703601,-0.0021976641969106,0.5319148936170213,0.07836777489799845,True
CALIBRATE_2022_EVALUATE_2023,C2,72,XMR-USDT,21,7,56,9,True,4,FIT_PASS,True,True,False,0.12232133709594722,-0.0025109637389799377,0.014099390473898077,True,27,29,True,0.5440613026819924,-0.039720776869894,-0.037476155793225496,True,45,9,30,True,0.00046748641934332523,0.0069903350168265,0.4888888888888889,0.02758536906429622,False
CALIBRATE_2022_EVALUATE_2023,C2,72,XRP-USDT,19,6,52,9,True,4,FIT_PASS,False,False,False,-0.008410357167889137,0.0008124196452886476,0.008947825104525485,False,26,26,True,0.48520710059171596,-0.03511023649873929,-0.03815712323684894,False,44,9,32,True,0.009341379495592411,0.007097988779311049,0.4772727272727273,-0.019656791788862326,False
CALIBRATE_2022_EVALUATE_2023,C2,96,ADA-USDT,19,6,60,10,True,4,FIT_PASS,True,True,False,0.04288374553985966,0.004076480407242269,0.010357664242055139,True,31,29,True,0.5867630700778643,-0.037082537444302,-0.015093023231522638,True,43,10,30,True,0.0059453632852743965,-0.0051099278598419,0.6046511627906976,0.010433748130124895,False
CALIBRATE_2022_EVALUATE_2023,C2,96,ATOM-USDT,19,6,60,10,True,4,FIT_PASS,True,True,False,0.04107894948339978,0.001900271224696292,0.012533873424601116,True,31,29,True,0.5745272525027809,-0.03798036508580012,-0.01656720586505745,True,40,10,29,True,0.010631878749556147,-0.00348206827154525,0.55,0.0003874594748338199,False
CALIBRATE_2022_EVALUATE_2023,C2,96,AVAX-USDT,17,6,60,10,True,4,FIT_PASS,True,True,False,0.057974238378206845,-0.0007711218097124078,0.015205266459009818,True,31,29,True,0.5995550611790879,-0.029461414507204048,-0.0017720539712544059,True,40,10,30,True,0.0032370201791140822,-0.01217158720106185,0.625,0.015177176615717946,False
CALIBRATE_2022_EVALUATE_2023,C2,96,BTC-USDT,18,6,47,9,True,4,FIT_PASS,True,True,False,0.0768719163059573,0.0020554775336168517,0.012895277427072104,True,25,22,True,0.639090909090909,-0.042135072637025005,-0.019441259283365896,True,36,9,28,True,0.00344647715842392,-0.01217158720106185,0.6111111111111112,0.021153587619968814,False
CALIBRATE_2022_EVALUATE_2023,C2,96,DOGE-USDT,21,7,57,9,True,4,FIT_PASS,True,True,False,0.0064510902846183936,0.0036475952635855427,0.011017080234116496,True,30,27,True,0.5654320987654321,-0.03874821803518301,-0.020179281571185502,True,40,9,30,True,0.006613580471322322,-0.008505009699503751,0.6,0.00924028090099298,False
CALIBRATE_2022_EVALUATE_2023,C2,96,ETH-USDT,17,6,50,9,True,4,FIT_PASS,False,True,False,-0.021474384307528935,0.0014467964326992824,0.007854887471397932,False,27,23,True,0.5458937198067633,-0.05006450817078499,-0.025464126842770142,True,40,9,29,True,0.005794140277592733,-0.0050162591068026,0.575,7.764864987211128e-05,False
CALIBRATE_2022_EVALUATE_2023,C2,96,KAS-USDT,21,7,59,9,True,4,FIT_PASS,True,True,False,0.05430843127549059,0.003554524042300813,0.013134644069714145,True,30,29,True,0.5942528735632184,-0.03874821803518301,-0.010173023772930757,True,40,9,29,True,0.007084355646280555,-0.008505009699503751,0.6,0.011249804919311886,False
CALIBRATE_2022_EVALUATE_2023,C2,96,LINK-USDT,21,7,58,9,True,4,FIT_PASS,True,True,False,0.07648995647244305,-0.0003033709575065241,0.013398903902054515,True,31,27,True,0.6033452807646356,-0.03890298106851412,-0.010173023772930757,True,40,9,29,True,0.004287381771420234,-0.01217158720106185,0.625,0.011570843585282353,False
CALIBRATE_2022_EVALUATE_2023,C2,96,LTC-USDT,21,7,57,9,True,4,FIT_PASS,True,True,False,0.06924274091767928,0.004319612061274202,0.017256089811421536,True,28,29,True,0.5979064039408867,-0.03874821803518301,-0.010173023772930757,True,39,9,29,True,0.007724158111286572,-0.0051099278598419,0.5897435897435898,0.017785198661484772,False
CALIBRATE_2022_EVALUATE_2023,C2,96,SHIB-USDT,21,7,55,9,True,4,FIT_PASS,True,True,False,0.07592242046197657,0.004197822397198795,0.0157451724666919,True,27,28,True,0.5998677248677249,-0.0439061099676415,-0.01440233750540261,True,37,9,27,True,0.0076042162169841585,-0.0051099278598419,0.5945945945945946,0.015158335209073705,False
CALIBRATE_2022_EVALUATE_2023,C2,96,SOL-USDT,17,6,49,9,True,4,FIT_PASS,True,True,True,0.25849091324245127,-0.006281471039901505,0.012232913061347515,True,26,23,True,0.6889632107023411,-0.031217577849125322,0.010006585484892652,True,29,9,24,True,-0.008348952465861238,-0.0126865099717619,0.6896551724137931,0.019859357154301382,True
CALIBRATE_2022_EVALUATE_2023,C2,96,XMR-USDT,21,7,56,9,True,4,FIT_PASS,True,True,False,0.04071307807272196,0.002078072121731564,0.0159003445498818,True,27,29,True,0.5798212005108557,-0.038593455001851906,-0.010173023772930757,True,37,9,28,True,0.00782836144157428,-0.0049225903537633,0.5675675675675675,0.011249804919311886,False
CALIBRATE_2022_EVALUATE_2023,C2,96,XRP-USDT,19,6,52,9,True,4,FIT_PASS,True,True,False,0.009352180730867165,0.0020288971086698713,0.004715348386917439,True,28,24,True,0.5580357142857143,-0.03569186193661603,-0.016454447804092658,True,38,9,28,True,0.003966228147630782,-0.01229330075546375,0.6052631578947368,0.001759550948235737,False
CALIBRATE_2022_EVALUATE_2023,C2,120,ADA-USDT,19,6,60,10,True,4,FIT_PASS,True,True,True,0.13438559522800766,-0.004411696695914587,0.0028937407206663635,True,39,21,True,0.5567765567765568,-0.00020621998974956757,0.004446665359647245,True,29,9,24,True,-0.0017996424801895363,-0.0086395283833917,0.6896551724137931,0.00021454686025967415,True
CALIBRATE_2022_EVALUATE_2023,C2,120,ATOM-USDT,19,6,60,10,True,4,FIT_PASS,True,True,True,0.15556914400342264,-0.002005089563333792,0.0004871335880855704,True,39,21,True,0.5561660561660562,0.010089208117926414,0.011813190363003379,True,23,9,18,True,-0.006530052451405343,-0.0086395283833917,0.6521739130434783,0.0028284466790507072,True
CALIBRATE_2022_EVALUATE_2023,C2,120,AVAX-USDT,17,6,60,10,True,4,FIT_PASS,False,True,True,0.145163531779587,0.0006632092046685972,-0.0021811651799168216,False,39,21,True,0.5555555555555556,0.012352928049347345,0.010811484345244385,False,22,8,19,True,-0.0068074574640584855,-0.009548088616849151,0.7272727272727273,0.0027427732882063156,True
CALIBRATE_2022_EVALUATE_2023,C2,120,BTC-USDT,18,6,47,9,True,4,FIT_PASS,True,True,False,0.10744542651768967,-0.002286641909566479,0.005031204075538401,True,29,18,True,0.5555555555555556,0.0013103758402365356,0.0058373801635206585,True,21,8,18,True,0.00043347679416761537,-0.0086395283833917,0.6666666666666666,0.0022712738928989504,False
CALIBRATE_2022_EVALUATE_2023,C2,120,DOGE-USDT,21,7,57,9,True,4,FIT_PASS,False,True,False,0.07943993414186662,0.002248120555197322,-0.0030632229019331527,False,37,20,True,0.5351351351351351,0.0020458960349315908,0.0025282483971631603,True,25,8,22,True,0.004509219079327664,-0.0032187194585121,0.64,-0.004331767674803999,False
CALIBRATE_2022_EVALUATE_2023,C2,120,ETH-USDT,17,6,50,9,True,4,FIT_PASS,True,True,True,0.0852923526377961,-0.007338024604766897,0.0021656287099516293,True,35,15,True,0.5228571428571429,-0.02523259149897049,-0.025134983261636032,True,40,8,31,True,-0.004855537383393419,-0.00968558732189395,0.725,0.006491159796535499,True
CALIBRATE_2022_EVALUATE_2023,C2,120,KAS-USDT,21,7,59,9,True,4,FIT_PASS,False,True,False,0.12698180789353214,0.0009884453589258833,-0.00038804153614274836,False,38,21,True,0.5538847117794486,0.0020458960349315908,0.0025282483971631603,True,26,9,22,True,0.0030172314171737383,-0.003424179280125,0.6538461538461539,-0.0018613438643014853,False
CALIBRATE_2022_EVALUATE_2023,C2,120,LINK-USDT,21,7,58,9,True,4,FIT_PASS,True,True,True,0.1349268611807221,-0.003974199152412772,-0.0007597260588869234,True,38,20,True,0.5671052631578948,0.0020458960349315908,0.004834770831283648,True,25,8,21,True,-0.0007833678979203162,-0.0036296391017379,0.68,-0.0035666555660510066,False
CALIBRATE_2022_EVALUATE_2023,C2,120,LTC-USDT,21,7,57,9,True,4,FIT_PASS,True,True,False,0.10053964737171371,0.0017616251490451935,0.0017876603731013653,True,36,21,True,0.5423280423280423,0.002126288095303519,0.0025282483971631603,True,24,8,21,True,0.0060413784227178295,-0.00250109630366635,0.625,-0.001328043247030996,False
CALIBRATE_2022_EVALUATE_2023,C2,120,SHIB-USDT,21,7,55,9,True,4,FIT_PASS,False,True,False,0.11490520788150924,0.0041032876405889375,-0.002793364376494748,False,35,20,True,0.5457142857142857,0.002769424578278959,0.004834770831283648,True,24,8,20,True,0.006408567362558184,-0.003424179280125,0.625,-0.003910679127333805,False
CALIBRATE_2022_EVALUATE_2023,C2,120,SOL-USDT,17,6,49,9,True,4,FIT_PASS,True,True,True,0.21248692707442782,-0.015349446097319775,0.01049329619019656,True,32,17,True,0.5744485294117647,0.0010805000757531935,0.01113990542450543,True,21,8,17,True,-0.015680053106011206,-0.0104566488503066,0.7619047619047619,0.007972386201624103,True
CALIBRATE_2022_EVALUATE_2023,C2,120,XMR-USDT,21,7,56,9,True,4,FIT_PASS,False,True,False,0.07676401739499991,0.0002646826468191716,-0.001179815005240691,False,36,20,True,0.5256944444444445,0.002126288095303519,0.0025282483971631603,True,24,8,20,True,0.004294945503454138,-0.003424179280125,0.625,-0.004021949941209432,False
CALIBRATE_2022_EVALUATE_2023,C2,120,XRP-USDT,19,6,52,9,True,4,FIT_PASS,False,True,True,0.17977288316894896,-0.0009222218544884756,-0.006947482397686993,False,35,17,True,0.5806722689075631,-0.005558811859935231,-0.009115939890291413,False,28,9,24,True,-0.0018562014998111625,-0.0064266036918379996,0.6785714285714286,-0.0063599445234104,False
CALIBRATE_2022_EVALUATE_2023,C2,144,ADA-USDT,19,6,60,10,True,4,FIT_PASS,True,True,True,0.2514555741414636,-0.0054022746592240125,0.008940708645983638,True,32,28,True,0.6227678571428571,-0.01430617801878737,-0.0025209326495514994,True,39,9,30,True,-0.0036789065162473925,-0.0055179399690781,0.6153846153846154,0.011887160654116049,True
CALIBRATE_2022_EVALUATE_2023,C2,144,ATOM-USDT,19,6,60,10,True,4,FIT_PASS,True,True,False,0.18064839379594655,0.0003898421120073894,0.0031485918747522334,True,32,28,True,0.5814732142857143,-0.00521237669833648,0.002334348827418214,True,30,9,23,True,0.0003898421120073899,-0.0037456083328331,0.5666666666666667,0.0031485918747522334,False
CALIBRATE_2022_EVALUATE_2023,C2,144,AVAX-USDT,17,6,60,10,True,4,FIT_PASS,True,True,True,0.15094707350767536,-0.003301199767335264,0.006839633754094886,True,32,28,True,0.5345982142857143,-0.0037983208534114327,-0.0015881472685703836,True,34,10,27,True,-0.0019989614391502084,-0.006328372023301,0.5588235294117647,0.006696834943611378,True
CALIBRATE_2022_EVALUATE_2023,C2,144,BTC-USDT,18,6,47,9,True,4,FIT_PASS,True,True,True,0.2107881672003275,-0.0015966267078721212,0.009230159144703124,True,25,22,True,0.5981818181818181,-0.009837582094313893,-0.0028762721082276448,True,31,9,28,True,-0.00016023906948283546,-0.0037375415282392,0.5806451612903226,0.011860551021611505,True
