transport_direction,universe_id,landmark_age_hours,train_period_id,evaluation_period_id,train_row_count,train_unique_positions,train_unique_pairs,train_unique_signal_days,evaluation_row_count,evaluation_unique_positions,evaluation_unique_pairs,evaluation_unique_signal_days,base_support_pass,fit_status,design_rank,beta_intercept,beta_cdf_time_since_completed_high_water_hours,beta_cdf_recent_12h_high_water_increment_atr,beta_cdf_recent_12h_pullback_change_atr,joint_cell_qualified
CALIBRATE_2023_EVALUATE_2022,C2,120,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,10,38,21,21,7,12,True,FIT_PASS,4,0.05981390434104123,-0.011337086504767654,-0.06686735989712204,0.003917127848810551,False
CALIBRATE_2023_EVALUATE_2022,C2,144,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,10,38,21,21,7,12,True,FIT_PASS,4,-0.5652904732788689,0.013661476089799281,0.603035489773972,0.027171798315618514,False
CALIBRATE_2023_EVALUATE_2022,D2,24,ROBUSTNESS_2023,ROBUSTNESS_2022,127,127,12,69,45,45,8,22,True,FIT_PASS,4,0.10443405222184649,-0.027821720062575897,-0.048094096923604696,-0.057336566168180135,False
CALIBRATE_2023_EVALUATE_2022,D2,48,ROBUSTNESS_2023,ROBUSTNESS_2022,127,127,12,69,45,45,8,22,True,FIT_PASS,4,0.11440066676971289,-0.055183712015419654,-0.07624627524627979,0.00832545423197939,False
CALIBRATE_2023_EVALUATE_2022,D2,72,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,41,21,21,7,12,True,FIT_PASS,4,0.03299809840315097,0.046157163878383194,0.01278743995413599,-0.06559472273325041,False
CALIBRATE_2023_EVALUATE_2022,D2,96,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,41,21,21,7,12,True,FIT_PASS,4,-0.19837040309730164,-0.05234755601967622,0.3470546055255477,-0.04923127408892044,False
CALIBRATE_2023_EVALUATE_2022,D2,120,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,41,21,21,7,12,True,FIT_PASS,4,0.24588970946157465,-0.0524158205771001,-0.2431871870821526,-0.0030347888542269523,False
CALIBRATE_2023_EVALUATE_2022,D2,144,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,41,21,21,7,12,True,FIT_PASS,4,-0.0020050192111056605,-0.02091518742740041,0.009537187420780283,0.03087724075676089,False
CALIBRATE_2023_EVALUATE_2022,E2,24,ROBUSTNESS_2023,ROBUSTNESS_2022,126,126,14,71,45,45,8,22,True,FIT_PASS,4,0.04801610474965939,0.005385758705466663,0.01030481754936197,-0.06652172233910128,False
CALIBRATE_2023_EVALUATE_2022,E2,48,ROBUSTNESS_2023,ROBUSTNESS_2022,126,126,14,71,45,45,8,22,True,FIT_PASS,4,-0.058728943045137726,-0.0418994618296304,0.10888615953013639,0.02207377765406967,False
CALIBRATE_2023_EVALUATE_2022,E2,72,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,39,21,21,7,12,True,FIT_PASS,4,0.04336095472368024,-0.007087717252643068,-0.012242114958955242,-0.028156042560162815,False
CALIBRATE_2023_EVALUATE_2022,E2,96,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,39,21,21,7,12,True,FIT_PASS,4,0.11157268501295041,-0.07844130032491475,-0.027428643923482418,-0.061789032768696274,False
CALIBRATE_2023_EVALUATE_2022,E2,120,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,39,21,21,7,12,True,FIT_PASS,4,0.17947556874055995,-0.02497831687986309,-0.19720946412952045,0.012344721070409561,False
CALIBRATE_2023_EVALUATE_2022,E2,144,ROBUSTNESS_2023,ROBUSTNESS_2022,60,60,11,39,21,21,7,12,True,FIT_PASS,4,-0.59343089568092,0.0021563134849335174,0.6395849937881309,0.015323412886609513,False
