baseline_eligible_count,comparison,decision_time,hysteresis_difference_count,mean_top_10_rank_displacement,top_10_added_members,top_10_exact_match,top_10_jaccard,top_10_removed_members,top_30_jaccard,top_30_overlap_count,top_6_exact_match,variant_eligible_count
16,A_P0_vs_C_P0B,2019-07-22T00:00:00+00:00,3,1.3333333333333333,,False,0.3,BCHSV-USDT;ETC-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.1875,3,False,3
16,A_P0_vs_C_P0B,2019-07-29T00:00:00+00:00,3,1.0,,False,0.3,BCHSV-USDT;ETC-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.1875,3,False,3
16,A_P0_vs_C_P0B,2019-08-05T00:00:00+00:00,3,1.3333333333333333,,False,0.3,BCHSV-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TEL-USDT;TRX-USDT;XRP-USDT,0.1875,3,False,3
16,A_P0_vs_C_P0B,2019-08-12T00:00:00+00:00,3,1.3333333333333333,,False,0.3,BCHSV-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TEL-USDT;TRX-USDT;XRP-USDT,0.1875,3,False,3
16,A_P0_vs_C_P0B,2019-08-19T00:00:00+00:00,3,1.3333333333333333,,False,0.3,BCHSV-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TEL-USDT;TRX-USDT;XRP-USDT,0.1875,3,False,3
17,A_P0_vs_C_P0B,2019-08-26T00:00:00+00:00,4,1.0,ATOM-USDT,False,0.2727272727272727,BCHSV-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TEL-USDT;TRX-USDT;XRP-USDT,0.23529411764705882,4,False,4
18,A_P0_vs_C_P0B,2019-09-02T00:00:00+00:00,4,1.0,ATOM-USDT,False,0.2727272727272727,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.2222222222222222,4,False,4
19,A_P0_vs_C_P0B,2019-09-09T00:00:00+00:00,4,1.3333333333333333,ATOM-USDT,False,0.2727272727272727,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.21052631578947367,4,False,4
19,A_P0_vs_C_P0B,2019-09-16T00:00:00+00:00,4,1.6666666666666667,ATOM-USDT,False,0.2727272727272727,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.21052631578947367,4,False,4
21,A_P0_vs_C_P0B,2019-09-23T00:00:00+00:00,5,1.6666666666666667,ALGO-USDT;ATOM-USDT,False,0.25,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.23809523809523808,5,False,5
23,A_P0_vs_C_P0B,2019-09-30T00:00:00+00:00,6,0.6666666666666666,ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT,False,0.21428571428571427,BCHSV-USDT;CHR-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.30434782608695654,7,False,7
25,A_P0_vs_C_P0B,2019-10-07T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.1875,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.36,9,False,9
27,A_P0_vs_C_P0B,2019-10-14T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.17647058823529413,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;MTV-USDT;TRX-USDT;XRP-USDT,0.37037037037037035,10,False,10
27,A_P0_vs_C_P0B,2019-10-21T00:00:00+00:00,6,1.25,ADA-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.37037037037037035,10,False,10
27,A_P0_vs_C_P0B,2019-10-28T00:00:00+00:00,6,1.25,ADA-USDT;ARPA-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;CHR-USDT;LTC-USDT;TEL-USDT;TRX-USDT;XRP-USDT,0.37037037037037035,10,False,10
28,A_P0_vs_C_P0B,2019-11-04T00:00:00+00:00,6,1.25,ADA-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.39285714285714285,11,False,11
29,A_P0_vs_C_P0B,2019-11-11T00:00:00+00:00,6,1.25,ADA-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;CHR-USDT;COTI-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3793103448275862,11,False,11
29,A_P0_vs_C_P0B,2019-11-18T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;LTC-USDT;MTV-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.3793103448275862,11,False,11
30,A_P0_vs_C_P0B,2019-11-25T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;LTC-USDT;NEO-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.4,12,False,12
30,A_P0_vs_C_P0B,2019-12-02T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;LTC-USDT;NEO-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.4,12,False,12
31,A_P0_vs_C_P0B,2019-12-09T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;LTC-USDT;NEO-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2019-12-16T00:00:00+00:00,6,1.5,ADA-USDT;ALGO-USDT;ARPA-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.25,BCHSV-USDT;COTI-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2019-12-23T00:00:00+00:00,6,1.5,ADA-USDT;ALGO-USDT;ARPA-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.25,BCHSV-USDT;COTI-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2019-12-30T00:00:00+00:00,6,1.5,ADA-USDT;ALGO-USDT;ARPA-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.25,BCHSV-USDT;COTI-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-01-06T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;TRX-USDT;VET-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-01-13T00:00:00+00:00,6,1.5,ADA-USDT;ALGO-USDT;ARPA-USDT;ONE-USDT;WIN-USDT;XTZ-USDT,False,0.25,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-01-20T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-01-27T00:00:00+00:00,6,0.0,ADA-USDT;ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.17647058823529413,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;NEO-USDT;TRX-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-02-03T00:00:00+00:00,6,1.5,ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3548387096774194,11,False,12
31,A_P0_vs_C_P0B,2020-02-10T00:00:00+00:00,6,1.5,ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3548387096774194,11,False,12
32,A_P0_vs_C_P0B,2020-02-17T00:00:00+00:00,6,1.25,ALGO-USDT;ARPA-USDT;ATOM-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;COTI-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
32,A_P0_vs_C_P0B,2020-02-24T00:00:00+00:00,6,1.8,ALGO-USDT;ARPA-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
32,A_P0_vs_C_P0B,2020-03-02T00:00:00+00:00,6,1.6,ALGO-USDT;ARPA-USDT;WIN-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
32,A_P0_vs_C_P0B,2020-03-09T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;COTI-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
32,A_P0_vs_C_P0B,2020-03-16T00:00:00+00:00,6,1.8,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
33,A_P0_vs_C_P0B,2020-03-23T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
33,A_P0_vs_C_P0B,2020-03-30T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
33,A_P0_vs_C_P0B,2020-04-06T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
33,A_P0_vs_C_P0B,2020-04-13T00:00:00+00:00,6,1.4,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
33,A_P0_vs_C_P0B,2020-04-20T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;DASH-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
33,A_P0_vs_C_P0B,2020-04-27T00:00:00+00:00,6,1.6,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;DASH-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
33,A_P0_vs_C_P0B,2020-05-04T00:00:00+00:00,6,1.4,ADA-USDT;ALGO-USDT;ARPA-USDT;WIN-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;DASH-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
33,A_P0_vs_C_P0B,2020-05-11T00:00:00+00:00,6,1.6666666666666667,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
34,A_P0_vs_C_P0B,2020-05-18T00:00:00+00:00,6,1.4,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
34,A_P0_vs_C_P0B,2020-05-25T00:00:00+00:00,6,1.4,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
34,A_P0_vs_C_P0B,2020-06-01T00:00:00+00:00,6,1.6,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
34,A_P0_vs_C_P0B,2020-06-08T00:00:00+00:00,6,1.6,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
34,A_P0_vs_C_P0B,2020-06-15T00:00:00+00:00,6,1.2,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;ETC-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
35,A_P0_vs_C_P0B,2020-06-22T00:00:00+00:00,6,1.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;SENSO-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
35,A_P0_vs_C_P0B,2020-06-29T00:00:00+00:00,6,1.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;SENSO-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
35,A_P0_vs_C_P0B,2020-07-06T00:00:00+00:00,6,1.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;SENSO-USDT;TRX-USDT;XRP-USDT,0.3125,10,False,12
37,A_P0_vs_C_P0B,2020-07-13T00:00:00+00:00,6,1.0,ALGO-USDT;ARPA-USDT;ATOM-USDT;ONE-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;KPOL-USDT;LTC-USDT;SENSO-USDT;XRP-USDT,0.2727272727272727,9,False,12
37,A_P0_vs_C_P0B,2020-07-20T00:00:00+00:00,4,0.8333333333333334,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;KPOL-USDT;SENSO-USDT;XRP-USDT,0.2727272727272727,9,False,12
37,A_P0_vs_C_P0B,2020-07-27T00:00:00+00:00,4,0.3333333333333333,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;SENSO-USDT;XLM-USDT;XRP-USDT,0.2727272727272727,9,False,12
37,A_P0_vs_C_P0B,2020-08-03T00:00:00+00:00,4,0.6666666666666666,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;SENSO-USDT;XLM-USDT;XRP-USDT,0.23529411764705882,8,False,12
37,A_P0_vs_C_P0B,2020-08-10T00:00:00+00:00,4,1.1666666666666667,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;SENSO-USDT;XRP-USDT,0.23529411764705882,8,False,12
38,A_P0_vs_C_P0B,2020-08-17T00:00:00+00:00,4,1.1666666666666667,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;SENSO-USDT;XRP-USDT,0.23529411764705882,8,False,12
38,A_P0_vs_C_P0B,2020-08-24T00:00:00+00:00,4,1.4285714285714286,ALGO-USDT;ARPA-USDT;ONE-USDT,False,0.5384615384615384,BCHSV-USDT;LTC-USDT;XRP-USDT,0.2727272727272727,9,False,12
39,A_P0_vs_C_P0B,2020-08-31T00:00:00+00:00,4,1.0,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
39,A_P0_vs_C_P0B,2020-09-07T00:00:00+00:00,2,1.0,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
39,A_P0_vs_C_P0B,2020-09-14T00:00:00+00:00,2,1.6666666666666667,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
39,A_P0_vs_C_P0B,2020-09-21T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2727272727272727,9,False,12
40,A_P0_vs_C_P0B,2020-09-28T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,COMP-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.23529411764705882,8,False,12
41,A_P0_vs_C_P0B,2020-10-05T00:00:00+00:00,4,0.8,ALGO-USDT;ARPA-USDT;ONE-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;COMP-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2647058823529412,9,False,13
41,A_P0_vs_C_P0B,2020-10-12T00:00:00+00:00,4,1.1666666666666667,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2647058823529412,9,False,13
41,A_P0_vs_C_P0B,2020-10-19T00:00:00+00:00,4,1.0,ALGO-USDT;ARPA-USDT;ONE-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.2647058823529412,9,False,13
42,A_P0_vs_C_P0B,2020-10-26T00:00:00+00:00,4,0.6,ALGO-USDT;ARPA-USDT;ONE-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;SENSO-USDT;TRX-USDT;XRP-USDT,0.2647058823529412,9,False,13
42,A_P0_vs_C_P0B,2020-11-02T00:00:00+00:00,4,0.8,ALGO-USDT;ARPA-USDT;ONE-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LTC-USDT;SENSO-USDT;TRX-USDT;XRP-USDT,0.2647058823529412,9,False,13
44,A_P0_vs_C_P0B,2020-11-09T00:00:00+00:00,4,1.1666666666666667,ALGO-USDT;ARPA-USDT;CRO-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;TRX-USDT;XRP-USDT,0.22857142857142856,8,False,13
45,A_P0_vs_C_P0B,2020-11-16T00:00:00+00:00,4,1.3333333333333333,ALGO-USDT;ARPA-USDT;XEM-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LTC-USDT;VET-USDT;XRP-USDT,0.2222222222222222,8,False,14
48,A_P0_vs_C_P0B,2020-11-23T00:00:00+00:00,4,1.5,ALGO-USDT;ARPA-USDT;XTZ-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LINK-USDT;LTC-USDT;XRP-USDT,0.25,9,False,15
49,A_P0_vs_C_P0B,2020-11-30T00:00:00+00:00,6,1.6666666666666667,ALGO-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.42857142857142855,BCHSV-USDT;LINK-USDT;LTC-USDT;XRP-USDT,0.25,9,False,15
51,A_P0_vs_C_P0B,2020-12-07T00:00:00+00:00,6,1.4,ALGO-USDT;ATOM-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.3333333333333333,BCHSV-USDT;LINK-USDT;LTC-USDT;VET-USDT;XRP-USDT,0.25,9,False,15
53,A_P0_vs_C_P0B,2020-12-14T00:00:00+00:00,6,1.0,ALGO-USDT;ATOM-USDT;DOT-USDT;XEM-USDT;XTZ-USDT;ZEC-USDT,False,0.25,BCHSV-USDT;LINK-USDT;LTC-USDT;VET-USDT;XLM-USDT;XRP-USDT,0.25,9,False,15
