announcement_id,published_at,title,description,category,url,explicit_pairs,asset_codes,parsing_confidence,request_id
111812,2024-06-11T07:33:44+00:00,KuCoin Trading Bot Will Delist The Margin Grid of XEM/USDT,KuCoin Trading Bot Will Delist The Margin Grid of XEM/USDT,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-margin-grid-of-xem-usdt?lang=en_US,XEM-USDT,,HIGH,announcement_delistings_2024-04-01_2024-07-01_p1
111175,2024-06-06T04:40:37+00:00,"KuCoin Trading Bot Will Delist FET, AGIX and OCEAN Projects","KuCoin Trading Bot Will Delist FET, AGIX and OCEAN Projects",delistings,https://www.kucoin.com/announcement/en-kucoin-trading-bot-will-delist-fet-agix-and-ocean-projects?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
111126,2024-06-06T04:03:08+00:00,"【Updated】 KuCoin Futures Will Delist USDT-Margined FETUSDT,  AGIXUSDT and OCEANUSDT Perpetual Contracts","KuCoin Futures Will Delist USDT-Margined FETUSDT, AGIXUSDT and OCEANUSDT Perpetual Contracts",delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-usdt-margined-fetusdt-agixusdt-and-oceanusdt-perpetual-contracts?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
111004,2024-06-05T08:10:31+00:00,KuCoin Earn Will Delist 2 Products,KuCoin Earn Will Delist 2 Products,delistings,https://www.kucoin.com/announcement/kucoin-earn-will-delist-2-products?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
110627,2024-06-01T08:33:20+00:00,ST: KuCoin Will Delist Certain Projects,"According to the Special Treatment Rules of KuCoin, the following projects have been disqualified, and the tokens will be removed from the platform.",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240601?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
110258,2024-05-30T04:00:00+00:00,KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDT-Margined TURTUSDT Perpetual Contract,KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDT-Margined TURTUSDT Perpetual Contract,delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-and-update-the-max-leverage-and-risk-limit-of-usdt-margined-turtusdt-perpetual-contract?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
110134,2024-05-29T03:35:18+00:00,KuCoin Earn Will Delist the BAND Products,KuCoin Earn Will Delist the BAND Products,delistings,https://www.kucoin.com/announcement/en-kucoin-earn-will-delist-the-band-products?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
110086,2024-05-28T08:00:00+00:00,KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDT-Margined IDEXUSDT Perpetual Contract,KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDT-Margined IDEXUSDT Perpetual Contract,delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-and-update-the-max-leverage-and-risk-limit-of-usdt-margined-idexusdt-perpetual-contract?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
103139,2024-05-24T01:41:16+00:00,KuCoin Will Launch the Acquirement Plan for AUSD,"According to the Special Treatment Rules of KuCoin, the AUSD Dollar (the “AUSD” or “Token”) has been disqualified, and the Token will be removed from the platform.",delistings,https://www.kucoin.com/announcement/en-kucoin-will-support-ausd-acquirement-prior-to-delisting-the-project-20240523?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
109545,2024-05-22T08:57:26+00:00,"KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDT-Margined SNTUSDT, MBLUSDT and RADUSDT Perpetual Contracts","KuCoin Futures Will Delist and Update the Max Leverage and Risk Limit of USDⓈ-M SNTUSDT, MBLUSDT and RADUSDT Perpetual Contracts",delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-and-update-the-max-leverage-and-risk-limit-of-sntusdt-mblusdt-and-radusdt-perpetual-contracts?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
109295,2024-05-21T08:38:51+00:00,KuCoin Earn Will Delist 3 Products,KuCoin Earn Will Delist 3 Products,delistings,https://www.kucoin.com/announcement/kucoin-earn-will-delist-3-products?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
109085,2024-05-20T04:00:00+00:00,KuCoin Futures Will Delist USDT-Margined STPT Contract,KuCoin Futures Will Delist USDT-Margined STPT Contract,delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-usdt-margined-stpt-contract?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
109108,2024-05-17T07:39:37+00:00,KuCoin Trading Bot Will Delist STPT PERP/USDT,KuCoin Trading Bot Will Delist STPT PERP/USDT Trading Pair,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-stpt-perp-usdt?lang=en_US,PERP-USDT,,HIGH,announcement_delistings_2024-04-01_2024-07-01_p1
106758,2024-04-24T07:17:20+00:00,KuCoin Earn Will Delist 4 Products,KuCoin Earn Will Delist 4 Products,delistings,https://www.kucoin.com/announcement/kucoin-earn-will-delist-4-products?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
106259,2024-04-19T07:14:29+00:00,ST: KuCoin Will Delist a Certain Project,"According to the Special Treatment Rules of KuCoin, the following project has been disqualified, and the token will be removed from the platform.",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-a-certain-project-20240419?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
105524,2024-04-15T07:30:00+00:00,KuCoin Futures Will Delist USDT-Margined POGAI Contract,KuCoin Futures Will Delist USDT-Margined POGAI Contract,delistings,https://www.kucoin.com/announcement/en-kucoin-futures-will-delist-usdt-margined-pogai-contract?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
104310,2024-04-04T03:39:28+00:00,ST: KuCoin Will Delist Certain Projects,"According to the Special Treatment Rules of KuCoin, the following projects have been disqualified, and the tokens will be removed from the platform.",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240404?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
103268,2024-04-02T03:36:44+00:00,ST: KuCoin Will Delist Certain Project,"According to the Special Treatment Rules of KuCoin, the following project have been disqualified, and the token will be removed from the platform",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240402?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-04-01_2024-07-01_p1
125722,2024-09-28T09:36:55+00:00,ST: KuCoin Will Delist Certain Projects and Their Associated Tokens,"In accordance with KuCoin’s Special Treatment Rules of KuCoin, the following projects have been subjected to delisting and their associated tokens will be removed from the platform:",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-and-their-associated-tokens-20240928?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
125035,2024-09-25T03:42:09+00:00,KuCoin Earn Will Delist The UTXO Flexible Savings,KuCoin Earn Will Delist The UTXO Flexible Savings,delistings,https://www.kucoin.com/announcement/kucoin-earn-will-delist-the-utxo-flexible-savings?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
123126,2024-09-11T08:50:54+00:00,ST: KuCoin Will Delist Certain Projects,"In adherence to the Special Treatment Rules of KuCoin, the following projects have been subjected to delisting and the tokens will be removed from the platform:",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240911?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
122883,2024-09-10T06:51:42+00:00,KuCoin Earn Will Delist the HYDRA Products,KuCoin Earn Will Delist the HYDRA Products,delistings,https://www.kucoin.com/announcement/en-kucoin-earn-will-delist-the-hydra-products?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
122381,2024-09-04T08:18:26+00:00,KuCoin Trading Bot Delisting Announcement,KuCoin Trading Bot Delisting Announcement,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-delisting-announcement?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
122048,2024-09-03T10:00:38+00:00,KuCoin Earn Will Delist the OGV Flexible Savings,KuCoin Earn Will Delist the OGV Flexible Savings,delistings,https://www.kucoin.com/announcement/kucoin-earn-will-delist-the-ogv-flexible-savings?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
121938,2024-09-03T09:09:19+00:00,ST: KuCoin Will Delist a Certain Project,"In adherence to the Special Treatment Rules of KuCoin, the following project has been subjected to delisting and the token will be removed from the platform: Origin DeFi Governance(OGV)",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-a-certain-project-20240903?lang=en_US,,OGV,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
121806,2024-09-02T10:44:02+00:00,KuCoin Trading Bot Will Delist the ROOBEE/BTC Trading Pair,KuCoin Trading Bot Will Delist the ROOBEE/BTC Trading Pair,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-roobee-btc-trading-pair?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
121088,2024-08-29T03:58:32+00:00,KuCoin Futures Will Delist the MATICUSDT Perpetual Contract,KuCoin Futures Will Delist the MATICUSDT Perpetual Contract,delistings,https://www.kucoin.com/announcement/kucoin-futures-will-delist-the-maticusdt-perpetual-contract?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
121132,2024-08-29T03:06:49+00:00,KuCoin Trading Bot Will Delist the Polygon (MATIC) Project,KuCoin Trading Bot Will Delist the Polygon (MATIC) Project,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-polygon-matic-project?lang=en_US,,MATIC,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
120978,2024-08-28T11:40:19+00:00,"KuCoin Leveraged Tokens (ETF) Will Delist MATIC3L, MATIC3S","KuCoin Leverage Tokens (ETF) will delist and close the redemption services of MATIC3L, MATIC3S.",delistings,https://www.kucoin.com/announcement/kucoin-etf-notice-240828?lang=en_US,,ETF,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
120956,2024-08-28T11:37:23+00:00,The Margin Services of MATIC Will Be Temporarily Closed!,"Due to the token swap of Polygon (MATIC) to Polygon (POL), KuCoin Margin will temporarily close the Margin services of Polygon (MATIC).",delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-240828?lang=en_US,,MATIC;POL,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
120487,2024-08-26T10:05:55+00:00,ST: KuCoin Will Delist Certain Projects,"In adherence to the Special Treatment Rules of KuCoin, the following projects have been subjected to delisting and the token will be removed from the platform:",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240826?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
120197,2024-08-23T09:10:25+00:00,"KuCoin Trading Bot Will Delist the KMNOUSDT, DMAILUSDT and VENOMUSDT Perpetual Contracts","KuCoin Trading Bot Will Delist the KMNOUSDT, DMAILUSDT and VENOMUSDT Perpetual Contracts",delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-kmnousdt-dmailusdt-and-venomusdt-perpetual-contracts?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
120087,2024-08-23T07:33:05+00:00,"KuCoin Futures Will Delist the KMNOUSDT, DMAILUSDT and VENOMUSDT Perpetual Contracts","KuCoin Futures Will Delist the KMNOUSDT, DMAILUSDT and VENOMUSDT Perpetual Contracts",delistings,https://www.kucoin.com/announcement/kucoin-futures-will-delist-the-kmnousdt-dmailusdt-and-venomusdt-perpetual-contracts?lang=en_US,,,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
119577,2024-08-21T07:26:17+00:00,KuCoin Trading Bot Will Delist the Frontier (FRONT) Project,KuCoin Trading Bot Will Delist the Frontier (FRONT) Project,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-front-project?lang=en_US,,FRONT,LOW_NO_EXPLICIT_PAIR,announcement_delistings_2024-07-01_2024-10-01_p1
