direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,row_count,unique_position_count,unique_pair_count,unique_signal_day_count,support_pass,evaluation_row_count,evaluation_unique_position_count,evaluation_unique_pair_count,evaluation_unique_signal_day_count,evaluation_support_pass,spearman_predicted_vs_actual,predicted_bottom_half_actual_mean_rcv,predicted_top_half_actual_mean_rcv,spearman_gt_zero,top_half_mean_gt_bottom_half_mean,all_lopo_continuous_pass,continuous_gate_pass
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,72,True,3,21,21,7,12,True,60,60,11,39,True,-0.08492953841068092,0.019190858972387013,0.015457967792868654,False,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,96,True,3,21,21,7,12,True,60,60,11,39,True,0.0164836706475961,0.017498278861246674,0.017002875501075047,True,False,False,False
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,120,True,3,21,21,7,12,True,59,59,11,39,True,0.2955595802827296,-0.0068101590982235375,0.015790537411008065,True,True,True,True
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,E2,144,True,3,21,21,7,12,True,60,60,11,39,True,0.043224198788348565,0.0006525535992594073,0.008174647118278687,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,24,True,3,124,124,12,69,True,45,45,8,22,True,0.46919616609399556,-0.060379242438245884,0.014104510578830198,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,48,True,3,124,124,12,69,True,45,45,8,22,True,0.31697276472951114,-0.04945288807179249,0.003969774748989149,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,72,True,3,60,60,10,38,True,21,21,7,12,True,-0.026701514860732113,-0.006127265976407517,-0.04185856674856536,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,96,True,3,60,60,10,38,True,21,21,7,12,True,-0.04754172158130352,-0.0012435274219017467,-0.002693476792469626,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,120,True,3,59,59,10,38,True,21,21,7,12,True,0.1433232359155858,-0.012806251297419,0.019996483579970012,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,C2,144,True,3,60,60,10,38,True,21,21,7,12,True,0.22534680680460265,-0.0279366313878307,0.002949665968888954,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,24,True,3,127,127,12,69,True,45,45,8,22,True,-0.15248710582765376,-0.005288685723482989,-0.03859080453963866,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,48,True,3,127,127,12,69,True,45,45,8,22,True,0.2651548377167416,-0.04945288807179249,0.003969774748989149,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,72,True,3,60,60,11,41,True,21,21,7,12,True,-0.3653548740700175,-0.009082042895590697,-0.03917240591294429,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,96,True,3,60,60,11,41,True,21,21,7,12,True,0.09312967378255346,-0.005232809794109658,0.0009331435459012012,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,120,True,3,59,59,11,41,True,21,21,7,12,True,0.19544077624852607,-0.012806251297419002,0.019996483579970012,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,144,True,3,60,60,11,41,True,21,21,7,12,True,0.14392767766394626,-0.030815916307079593,0.005567197713660673,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,24,True,3,126,126,14,71,True,45,45,8,22,True,0.02920526929600113,-0.023452031376802417,-0.02121716956689834,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,48,True,3,126,126,14,71,True,45,45,8,22,True,0.2681303581731861,-0.04945288807179249,0.003969774748989149,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,72,True,3,60,60,11,39,True,21,21,7,12,True,-0.2416161466666247,0.00012309548210067133,-0.047540713529027355,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,96,True,3,60,60,11,39,True,21,21,7,12,True,0.14002013890383913,-0.014881030364321346,0.009704253155184556,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,120,True,3,59,59,11,39,True,21,21,7,12,True,0.15374674398217386,-0.012806251297419002,0.019996483579970012,True,True,True,True
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,144,True,3,60,60,11,39,True,21,21,7,12,True,0.19081814278523193,-0.030815916307079593,0.005567197713660673,True,True,False,False
