transport_direction,evaluation_period,market_context,landmark_age_hours,universe_id,feature_id,decision_row_count,unique_control_position_count,unique_pair_count,unique_signal_day_count,support_pass,negative_event_count,nonnegative_nonevent_count,auc,event_median_adverse_score,nonevent_median_adverse_score,event_minus_nonevent_median_adverse_score_spread,event_support_pass,classification_support_pass,lopo_complete,lopo_pair_count,lopo_minimum_auc,lopo_maximum_auc,cell_outcome
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,24,D2,PATH_POSITION,35,35,8,16,True,25,10,0.362,0.4444444444444444,0.6111111111111112,-0.16666666666666674,True,True,True,8,0.29464285714285715,0.44345238095238093,REVERSED_DIRECTION
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,24,E2,ENTRY_MARGIN,35,35,8,16,True,25,10,0.388,0.3380281690140845,0.3732394366197183,-0.03521126760563381,True,True,True,8,0.30952380952380953,0.4444444444444444,REVERSED_DIRECTION
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,24,E2,RECENT_12H_RETURN,35,35,8,16,True,25,10,0.42,0.5352112676056338,0.6338028169014085,-0.09859154929577474,True,True,True,8,0.3392857142857143,0.5244565217391305,NO_DIRECTIONAL_EDGE
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,24,E2,PATH_POSITION,35,35,8,16,True,25,10,0.356,0.45070422535211263,0.619718309859155,-0.16901408450704236,True,True,True,8,0.29464285714285715,0.44047619047619047,REVERSED_DIRECTION
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,C2,ENTRY_MARGIN,29,29,8,12,True,21,8,0.3244047619047619,0.2592592592592593,0.4382716049382716,-0.1790123456790123,False,False,True,8,0.23109243697478993,0.40588235294117647,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,C2,RECENT_12H_RETURN,29,29,8,12,True,21,8,0.38392857142857145,0.3827160493827161,0.5308641975308642,-0.14814814814814814,False,False,True,8,0.32936507936507936,0.44537815126050423,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,C2,PATH_POSITION,29,29,8,12,True,21,8,0.5,0.308641975308642,0.3148148148148148,-0.006172839506172811,False,False,True,8,0.42857142857142855,0.6235294117647059,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,D2,ENTRY_MARGIN,29,29,8,12,True,21,8,0.3273809523809524,0.275,0.48124999999999996,-0.20624999999999993,False,False,True,8,0.23109243697478993,0.4117647058823529,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,D2,RECENT_12H_RETURN,29,29,8,12,True,21,8,0.38392857142857145,0.4,0.5625,-0.16249999999999998,False,False,True,8,0.32936507936507936,0.44537815126050423,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,D2,PATH_POSITION,29,29,8,12,True,21,8,0.49107142857142855,0.32499999999999996,0.33125,-0.006250000000000033,False,False,True,8,0.42857142857142855,0.6058823529411764,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,E2,ENTRY_MARGIN,29,29,8,12,True,21,8,0.3273809523809524,0.28395061728395066,0.47530864197530864,-0.191358024691358,False,False,True,8,0.23109243697478993,0.4117647058823529,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,E2,RECENT_12H_RETURN,29,29,8,12,True,21,8,0.38392857142857145,0.3950617283950617,0.5493827160493827,-0.154320987654321,False,False,True,8,0.32936507936507936,0.44537815126050423,INSUFFICIENT_SUPPORT
CALIBRATE_2023_EVALUATE_2022,ROBUSTNESS_2022,SUPPORTIVE,48,E2,PATH_POSITION,29,29,8,12,True,21,8,0.5,0.32098765432098764,0.3271604938271605,-0.006172839506172867,False,False,True,8,0.42857142857142855,0.6235294117647059,INSUFFICIENT_SUPPORT
