affected_decisions,cagr,candidate_rows,candidate_sha256,capacity_reduction_decisions,capital_feasible,cash_manifest_sha256,checks,cost_multiplier,evaluated_rows,expectancy_per_trade,final_equity,insufficient_cash_rejections,maximum_drawdown,maximum_open_notional_fraction_observed,maximum_open_risk_fraction_observed,maximum_positions_observed,membership_sha256,minimum_cash,monthly_geometric_return,named_omission,net_return,network_requests,omitted_value,positive_net_return,post_2024_accessed,production_authorized,profit_factor,profit_factor_at_least_one,replacement_decisions,router_decision_counts,run_type,schema_version,sensitivity_conclusion_passed,trade_count,trade_identity_sha256,universe_id,win_rate
8,0.12676079860676515,2184,994da00f1d71aa94c5c046dd78124632dfc65b82024dd3f35687ae3bd5169d03,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2184,81.8055434382772,198739.29093000168,96,0.19656578747244524,1.4985014985014986,0.0225,4,8482de9002bde4a12680253b00840cc7d5c4a1c5531d1e0d30283bd14ab87435,1061.285452441909,0.00999520218802985,False,0.9873929093000167,0,JASMY-USDT,True,False,False,1.2012556686801392,True,8,"{""ADMITTED"":1207,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":155,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1207,f41055e12e2d02abe55e825cbda86b0852dc6343f6ea4d8e0267567da336257d,C2,0.3968516984258492
8,-0.013900312581068386,2184,994da00f1d71aa94c5c046dd78124632dfc65b82024dd3f35687ae3bd5169d03,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2184,-7.678192559294292,92260.38190023122,475,0.5436417806298914,1.4985014985014986,0.0225,3,8482de9002bde4a12680253b00840cc7d5c4a1c5531d1e0d30283bd14ab87435,68.58546852471409,-0.0011658054727791134,False,-0.07739618099768775,0,JASMY-USDT,False,False,False,0.9833645272204711,False,8,"{""ADMITTED"":1008,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":475,""REJECTED_MAX_OPEN_RISK"":66,""REJECTED_SAME_SYMBOL_ACTIVE"":446}",LOAO,rd18-p3e-sensitivity-run-v1,False,1008,47ea1586e277ea65079c25ec66eb9f0118cbe5ef21fd3ba863e20174daf96ddf,C2,0.33035714285714285
115,0.0616043440900782,2205,7a900cf6c26bc5fe457c4e0021fd9dc79da2306adaf0f2075b2a00f0d85ae8d1,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2205,35.00632411246073,141062.4181839168,222,0.2650430170376644,1.4985014985014986,0.0225,4,6f2c65677ce3e3437959a18d3b7aa6217b620d1b5ceffe7e953a1994783e136e,32.44227433720516,0.0049942043422241955,False,0.41062418183916805,0,KCS-USDT,True,False,False,1.0841720757463638,True,97,"{""ADMITTED"":1173,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":222,""REJECTED_MAX_OPEN_RISK"":119,""REJECTED_SAME_SYMBOL_ACTIVE"":489}",LOAO,rd18-p3e-sensitivity-run-v1,True,1173,bd581a8882bf5de6894d2d9f27e0f0bf9a2e48bfa88220f16572374599b9a7aa,C2,0.391304347826087
115,-0.01201527449776274,2205,7a900cf6c26bc5fe457c4e0021fd9dc79da2306adaf0f2075b2a00f0d85ae8d1,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2205,-6.699935702706324,93279.96449018522,499,0.5034667220554196,1.3720743806982152,0.0225,3,6f2c65677ce3e3437959a18d3b7aa6217b620d1b5ceffe7e953a1994783e136e,48.65178895712961,-0.0010068295876035638,False,-0.06720035509814781,0,KCS-USDT,False,False,False,0.9856047062913449,False,97,"{""ADMITTED"":1003,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":499,""REJECTED_MAX_OPEN_RISK"":66,""REJECTED_SAME_SYMBOL_ACTIVE"":440}",LOAO,rd18-p3e-sensitivity-run-v1,False,1003,07f2e5d8c0bbd6ec1c47516aef17920a2199d2b3cbccd69a2c1b3a8676022987,C2,0.3389830508474576
6,0.1266971633486389,2195,bae254ce55da2a970e4d5c383362f23e1b2a3ed14be5066475ff79ce58e21374,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2195,81.48200401646284,198674.70686393764,96,0.19608937060340748,1.4985014985014986,0.0225,4,1cef28126276e27d7d9c0ba7fbe884b04e8b5e27ab013f301d39a6388f7a06a4,1061.285452441909,0.009990448667347884,False,0.9867470686393764,0,LINK-USDT,True,False,False,1.2002367296824092,True,6,"{""ADMITTED"":1211,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":153,""REJECTED_SAME_SYMBOL_ACTIVE"":532}",LOAO,rd18-p3e-sensitivity-run-v1,True,1211,849b6b3937eb60546ff6e0102ba86295fa3f6df3c149cddbe7022ac3375c2d9c,C2,0.3963666391412056
6,-0.015495413017598714,2195,bae254ce55da2a970e4d5c383362f23e1b2a3ed14be5066475ff79ce58e21374,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2195,-8.518503447821935,91404.83002114734,478,0.5491416737318389,1.4985014985014986,0.0225,3,1cef28126276e27d7d9c0ba7fbe884b04e8b5e27ab013f301d39a6388f7a06a4,216.5907999919582,-0.0013005470308868894,False,-0.08595169978852657,0,LINK-USDT,False,False,False,0.9814945735651498,False,6,"{""ADMITTED"":1009,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":43,""REJECTED_INSUFFICIENT_CASH"":478,""REJECTED_MAX_OPEN_RISK"":66,""REJECTED_SAME_SYMBOL_ACTIVE"":449}",LOAO,rd18-p3e-sensitivity-run-v1,False,1009,616e1a75d2bb2e2495665ce1b43e747b757676921fbd3ce34b3c61f0e08544cb,C2,0.33102081268582756
116,0.10960382511704125,2156,2ed32331286feda21554b06562417a43783a0d17ce4fdb6f1765bc90bf7d5a56,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2156,70.88470176063542,181942.7152352952,164,0.232936452348531,1.4985014985014986,0.0225,4,41d2b682458117b4248b52ce3990387b0f7f2d7c0a5c41f981c8eab741e58255,158.83839989395346,0.00870458626355286,False,0.8194271523529522,0,LTC-USDT,True,False,False,1.1748925378856603,True,98,"{""ADMITTED"":1156,""REJECTED_ENGINE_CONFLICT"":148,""REJECTED_ENGINE_COOLDOWN"":54,""REJECTED_INSUFFICIENT_CASH"":164,""REJECTED_MAX_OPEN_RISK"":142,""REJECTED_SAME_SYMBOL_ACTIVE"":492}",LOAO,rd18-p3e-sensitivity-run-v1,True,1156,e4e02f202b81a425a34260b964ef0116696cec2c45d659bbaf3b393dcc2d2142,C2,0.39965397923875434
116,-0.011728163312398232,2156,2ed32331286feda21554b06562417a43783a0d17ce4fdb6f1765bc90bf7d5a56,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2156,-6.5442956917354875,93436.07142118913,475,0.5111933320168556,1.324611381490356,0.0225,3,41d2b682458117b4248b52ce3990387b0f7f2d7c0a5c41f981c8eab741e58255,129.88358492703264,-0.0009826402867025852,False,-0.06563928578810874,0,LTC-USDT,False,False,False,0.9857011945244764,False,98,"{""ADMITTED"":1003,""REJECTED_ENGINE_CONFLICT"":148,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":475,""REJECTED_MAX_OPEN_RISK"":61,""REJECTED_SAME_SYMBOL_ACTIVE"":425}",LOAO,rd18-p3e-sensitivity-run-v1,False,1003,1a7dc83740eae6f0c63e9915296b5e8c99b17586da1878f461c2527a47ec2b07,C2,0.33100697906281157
4,0.13113281434079105,2181,574bb0c281bfc0186cf48743838f4e2b62feec5c617a7f8ff2ace0da270161c7,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2181,85.80068726699591,203218.22678219728,96,0.17834520419387656,1.4985014985014986,0.0225,4,42ff01d21a21966297a9188537e138b4b267f530b67c8ad4d001760c0ef184a5,1061.285452441909,0.010321201680702607,False,1.0321822678219728,0,MANA-USDT,True,False,False,1.2126770325067402,True,4,"{""ADMITTED"":1203,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":156,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1203,612254ae1a35a7d87c6d871527e360708eb56f630c7e41ff156952ea2f5fd31f,C2,0.400665004156276
4,-0.011305828117277428,2181,574bb0c281bfc0186cf48743838f4e2b62feec5c617a7f8ff2ace0da270161c7,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2181,-6.173397617273581,93666.09404467708,448,0.5346051965073249,1.4985014985014986,0.0225,3,42ff01d21a21966297a9188537e138b4b267f530b67c8ad4d001760c0ef184a5,216.5907999919582,-0.0009470699812123007,False,-0.06333905955322916,0,MANA-USDT,False,False,False,0.986480375033032,False,4,"{""ADMITTED"":1026,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":448,""REJECTED_MAX_OPEN_RISK"":69,""REJECTED_SAME_SYMBOL_ACTIVE"":449}",LOAO,rd18-p3e-sensitivity-run-v1,False,1026,53e22a1d646d786c938e902a029857e1f82e9ff9d0772f85cd9ecda49c3f3f0d,C2,0.3362573099415205
14,0.12519372513394988,2181,7342169a154bdc172c8fe4f39d0d9763078ee5e240523a62f95b87e9afb6a0da,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2181,80.55878024324709,197153.88897335707,96,0.21332577569236943,1.4985014985014986,0.0225,4,17b4d5680e858aa95f5bede9bd3446fc36b9b458ae7138332d4656f426b78824,1061.285452441909,0.009878070961991892,False,0.9715388897335706,0,NEAR-USDT,True,False,False,1.1993212988604736,True,14,"{""ADMITTED"":1206,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":55,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":154,""REJECTED_SAME_SYMBOL_ACTIVE"":521}",LOAO,rd18-p3e-sensitivity-run-v1,True,1206,ce46f79823d1c9c4b1eb8510ec43532506d488e16eaebd8ef98340a47be00005,C2,0.40049751243781095
14,-0.012967756132307606,2181,7342169a154bdc172c8fe4f39d0d9763078ee5e240523a62f95b87e9afb6a0da,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2181,-7.207542393265539,92763.62743716133,479,0.5404066797262368,1.4985014985014986,0.0225,3,17b4d5680e858aa95f5bede9bd3446fc36b9b458ae7138332d4656f426b78824,216.5907999919582,-0.0010871229468411014,False,-0.07236372562838678,0,NEAR-USDT,False,False,False,0.9843231095718298,False,14,"{""ADMITTED"":1004,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":43,""REJECTED_INSUFFICIENT_CASH"":479,""REJECTED_MAX_OPEN_RISK"":65,""REJECTED_SAME_SYMBOL_ACTIVE"":441}",LOAO,rd18-p3e-sensitivity-run-v1,False,1004,1cb759c200943a3617ea209ac1035077a5f6755b412dee77c3e3131e71ff3ffa,C2,0.3336653386454183
4,0.12973599808576486,2184,971f9159b0e018859279ee42b943bd70e7f50087739e079cda1e5b5b6688374d,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2184,84.46330055629433,201778.2771703358,96,0.18538759279163486,1.4985014985014986,0.0225,4,ae68b5994c74d1ac1e8a27fd08d73f9e4ce4e6a075ceed2cee15f73c540afa66,1061.285452441909,0.010217173781197575,False,1.017782771703358,0,OP-USDT,True,False,False,1.2089155907775153,True,4,"{""ADMITTED"":1205,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":157,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1205,2bd94f4e9e1dd0e875e72e6eea7957c769d1ccfa687ae52d23f2f1ea6521d7fb,C2,0.3983402489626556
4,-0.01192525458592697,2184,971f9159b0e018859279ee42b943bd70e7f50087739e079cda1e5b5b6688374d,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2184,-6.521127523094795,93328.88654387383,454,0.536772926194949,1.4985014985014986,0.0225,3,ae68b5994c74d1ac1e8a27fd08d73f9e4ce4e6a075ceed2cee15f73c540afa66,45.00885948471114,-0.0009992446591210458,False,-0.06671113456126176,0,OP-USDT,False,False,False,0.985770559573381,False,4,"{""ADMITTED"":1023,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":454,""REJECTED_MAX_OPEN_RISK"":69,""REJECTED_SAME_SYMBOL_ACTIVE"":449}",LOAO,rd18-p3e-sensitivity-run-v1,False,1023,c31b0499ad1cbe13a899274ec758d6b150cc567c1e1e3ee6be9e8175439325f6,C2,0.3343108504398827
38,0.12098393890897396,2207,7e111b8e40409156766306dd4d9200d797695932269ae648bccadc3600194efb,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2207,76.37348134849579,192946.52680112052,96,0.19608937060340748,1.4985014985014986,0.0225,4,8d225d6033969cd76ea56c868b10880844b8c49b2b37ef3e0c38d011913dd863,1061.285452441909,0.009562667605716113,True,0.9294652680112052,0,PEPE-USDT,True,False,False,1.1885473137994136,True,38,"{""ADMITTED"":1217,""REJECTED_ENGINE_CONFLICT"":152,""REJECTED_ENGINE_COOLDOWN"":54,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":158,""REJECTED_SAME_SYMBOL_ACTIVE"":530}",LOAO,rd18-p3e-sensitivity-run-v1,True,1217,b0e497b661f423a86586677309e91b56008e34a1f2ae8d59256010b2d1802c7e,C2,0.3985209531635168
38,-0.031037262994950132,2207,7e111b8e40409156766306dd4d9200d797695932269ae648bccadc3600194efb,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2207,-16.494646951855028,83406.38516643368,494,0.6387679947477669,1.4985014985014986,0.0225,3,8d225d6033969cd76ea56c868b10880844b8c49b2b37ef3e0c38d011913dd863,56.332128995331004,-0.0026239782461074945,True,-0.16593614833566317,0,PEPE-USDT,False,False,False,0.964410744142762,False,38,"{""ADMITTED"":1006,""REJECTED_ENGINE_CONFLICT"":152,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":494,""REJECTED_MAX_OPEN_RISK"":66,""REJECTED_SAME_SYMBOL_ACTIVE"":445}",LOAO,rd18-p3e-sensitivity-run-v1,False,1006,bb97a52cae898b493f32630f55072451dc16a1b23ec2216ae45fa1e3bc92899c,C2,0.33001988071570576
6,0.13077488813706428,2179,c27856c25480d66f88e75c70a19d75498186b8492b9f8d1cd18c713d700beee0,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2179,85.7070345146717,202848.44141760722,96,0.18015372041816335,1.4985014985014986,0.0225,4,a7565b26e0fc99ba7a3fde0106e5678467203768f0ac84398b4dc635ba4c4805,1061.285452441909,0.010294556350425754,False,1.0284844141760723,0,SAND-USDT,True,False,False,1.2126670409947105,True,6,"{""ADMITTED"":1200,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":156,""REJECTED_SAME_SYMBOL_ACTIVE"":527}",LOAO,rd18-p3e-sensitivity-run-v1,True,1200,bef9101487e9ac4e7044a37f1f0c0e717d230112a6b10b36e7940c8e3e30f383,C2,0.4008333333333333
6,-0.011373215938803027,2179,c27856c25480d66f88e75c70a19d75498186b8492b9f8d1cd18c713d700beee0,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2179,-6.2274092992143,93629.36028690367,448,0.5348413385180266,1.4985014985014986,0.0225,3,a7565b26e0fc99ba7a3fde0106e5678467203768f0ac84398b4dc635ba4c4805,216.5907999919582,-0.0009527446466532918,False,-0.06370639713096327,0,SAND-USDT,False,False,False,0.9863435128101581,False,6,"{""ADMITTED"":1023,""REJECTED_ENGINE_CONFLICT"":147,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":448,""REJECTED_MAX_OPEN_RISK"":69,""REJECTED_SAME_SYMBOL_ACTIVE"":450}",LOAO,rd18-p3e-sensitivity-run-v1,False,1023,137e0874020f2f6fbe02b1c9fc07d7b94667c12e5248c914660ecf0e9bf22169,C2,0.3362658846529814
45,0.14885140140781772,2243,daa70df3db2f181222ef0975fda79706c817307f35facfda73b2948343564310,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2243,98.97442568082346,222233.4157158182,96,0.20576285047818677,1.4985014985014986,0.0225,4,42226989ff2b0a848ec89186cbe9cd630dfb3e1a615ad91e65b40134b94dc87e,1061.285452441909,0.011630671512016244,False,1.222334157158182,0,SHIB-USDT,True,False,False,1.243179403982037,True,45,"{""ADMITTED"":1235,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":56,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":169,""REJECTED_SAME_SYMBOL_ACTIVE"":538}",LOAO,rd18-p3e-sensitivity-run-v1,True,1235,d8b01f93010161736144fda80e276eae834cbcdf760617568ffd333a3215b6d2,C2,0.39757085020242916
45,0.005157746282036912,2243,daa70df3db2f181222ef0975fda79706c817307f35facfda73b2948343564310,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2243,2.769435114006261,103004.83709869655,419,0.4610033052928513,1.4985014985014986,0.0225,3,42226989ff2b0a848ec89186cbe9cd630dfb3e1a615ad91e65b40134b94dc87e,123.07750620603474,0.0004287994639291526,False,0.030048370986965445,0,SHIB-USDT,True,False,False,1.006035734727386,True,45,"{""ADMITTED"":1085,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":50,""REJECTED_INSUFFICIENT_CASH"":419,""REJECTED_MAX_OPEN_RISK"":77,""REJECTED_SAME_SYMBOL_ACTIVE"":463}",LOAO,rd18-p3e-sensitivity-run-v1,True,1085,690a9a7ebefe0a63baf4325a345c89db964512a38e0d170fee26f088af6e5b07,C2,0.3317972350230415
151,0.10387111049871,2229,c3d621dcd98a32b17ad0816931dabd9f002e01ca3b4e512a0b74ff68514731af,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2229,61.230363218694634,176599.1843865876,96,0.26852231848314845,1.4985014985014986,0.0225,4,d08c5b04d1d358dc2487d170984adf6f1a21fea61128b17d850560bc2a2d4349,1061.285452441909,0.008269269189877582,False,0.7659918438658762,0,SOL-USDT,True,False,False,1.1508376534183284,True,151,"{""ADMITTED"":1251,""REJECTED_ENGINE_CONFLICT"":159,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":154,""REJECTED_SAME_SYMBOL_ACTIVE"":516}",LOAO,rd18-p3e-sensitivity-run-v1,True,1251,af3bdeea817971db867f9402c889ca8bf984058ec381c835e1d361ffe9d84fa2,C2,0.39888089528377296
151,0.0012693946212773977,2229,c3d621dcd98a32b17ad0816931dabd9f002e01ca3b4e512a0b74ff68514731af,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2229,0.6991655260305399,100732.72547127974,468,0.519811645068383,1.4985014985014986,0.0225,3,d08c5b04d1d358dc2487d170984adf6f1a21fea61128b17d850560bc2a2d4349,216.5907999919582,0.00010572138987030577,False,0.007327254712797382,0,SOL-USDT,True,False,False,1.0015212043631292,True,151,"{""ADMITTED"":1048,""REJECTED_ENGINE_CONFLICT"":159,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":468,""REJECTED_MAX_OPEN_RISK"":65,""REJECTED_SAME_SYMBOL_ACTIVE"":445}",LOAO,rd18-p3e-sensitivity-run-v1,True,1048,bf863ba32d490d1da5011ebafded023feafeb5990f5dd6f237c911e080f975dd,C2,0.3330152671755725
