pair,canonical_asset_id,identity_status,duplicate_period,temporal_identity_status
SOMI-USDT,SOMI,HIGH,False,RESOLVED_OR_EXCLUDED
SON-USDT,SON,HIGH,False,RESOLVED_OR_EXCLUDED
SONIC-USDT,SONIC,HIGH,False,RESOLVED_OR_EXCLUDED
SOON-USDT,SOON,HIGH,False,RESOLVED_OR_EXCLUDED
SOPH-USDT,SOPH,HIGH,False,RESOLVED_OR_EXCLUDED
SOS-USDT,SOS,HIGH,False,RESOLVED_OR_EXCLUDED
SOUL-USDT,SOUL,HIGH,False,RESOLVED_OR_EXCLUDED
SOV-USDT,SOV,HIGH,False,RESOLVED_OR_EXCLUDED
SPA-USDT,SPA,HIGH,False,RESOLVED_OR_EXCLUDED
SPACE-USDT,SPACE,HIGH,False,RESOLVED_OR_EXCLUDED
SPC-USDT,SPC,HIGH,False,RESOLVED_OR_EXCLUDED
SPELL-USDT,SPELL,HIGH,False,RESOLVED_OR_EXCLUDED
SPF-USDT,SPF,HIGH,False,RESOLVED_OR_EXCLUDED
SPHRI-USDT,SPHRI,HIGH,False,RESOLVED_OR_EXCLUDED
SPHTX-USDT,SPHTX,HIGH,False,RESOLVED_OR_EXCLUDED
SPI-USDT,SPI,HIGH,False,RESOLVED_OR_EXCLUDED
SPK-USDT,SPK,HIGH,False,RESOLVED_OR_EXCLUDED
SPND-USDT,SPND,HIGH,False,RESOLVED_OR_EXCLUDED
SPOT-USDT,SPOT,HIGH,False,RESOLVED_OR_EXCLUDED
SPRINT-USDT,SPRINT,HIGH,False,RESOLVED_OR_EXCLUDED
SPRK-USDT,SPRK,HIGH,False,RESOLVED_OR_EXCLUDED
SPX-USDT,SPX,HIGH,False,RESOLVED_OR_EXCLUDED
SPYX-USDT,SPYX,HIGH,False,RESOLVED_OR_EXCLUDED
SQD-USDT,SQD,HIGH,False,RESOLVED_OR_EXCLUDED
SQR-USDT,SQR,HIGH,False,RESOLVED_OR_EXCLUDED
SQUAD-USDT,SQUAD,HIGH,False,RESOLVED_OR_EXCLUDED
SRBP-USDT,SRBP,HIGH,False,RESOLVED_OR_EXCLUDED
SRBS-USDT,SRBS,HIGH,False,RESOLVED_OR_EXCLUDED
SRD-USDT,SRD,HIGH,False,RESOLVED_OR_EXCLUDED
SRK-USDT,SRK,HIGH,False,RESOLVED_OR_EXCLUDED
SRM-USDT,SRM,HIGH,False,RESOLVED_OR_EXCLUDED
SRN-USDT,SRN,HIGH,False,RESOLVED_OR_EXCLUDED
SSV-USDT,SSV,HIGH,False,RESOLVED_OR_EXCLUDED
STABLE-USDT,STABLE,HIGH,False,RESOLVED_OR_EXCLUDED
STAGE-USDT,STAGE,HIGH,False,RESOLVED_OR_EXCLUDED
STAMP-USDT,STAMP,HIGH,False,RESOLVED_OR_EXCLUDED
STAR-USDT,STAR,HIGH,False,RESOLVED_OR_EXCLUDED
STARLY-USDT,STARLY,HIGH,False,RESOLVED_OR_EXCLUDED
STAY-USDT,STAY,HIGH,False,RESOLVED_OR_EXCLUDED
STBL-USDT,STBL,HIGH,False,RESOLVED_OR_EXCLUDED
STC-USDT,STC,HIGH,False,RESOLVED_OR_EXCLUDED
STEEM-USDT,STEEM,HIGH,False,RESOLVED_OR_EXCLUDED
STEPWATCH-USDT,STEPWATCH,HIGH,False,RESOLVED_OR_EXCLUDED
STG-USDT,STG,HIGH,False,RESOLVED_OR_EXCLUDED
STK-USDT,STK,HIGH,False,RESOLVED_OR_EXCLUDED
STMX-USDT,STMX,HIGH,False,RESOLVED_OR_EXCLUDED
STND-USDT,STND,HIGH,False,RESOLVED_OR_EXCLUDED
STNK-USDT,STNK,HIGH,False,RESOLVED_OR_EXCLUDED
STO-USDT,STO,HIGH,False,RESOLVED_OR_EXCLUDED
STON-USDT,STON,HIGH,False,RESOLVED_OR_EXCLUDED
STORE-USDT,STORE,HIGH,False,RESOLVED_OR_EXCLUDED
STORJ-USDT,STORJ,HIGH,False,RESOLVED_OR_EXCLUDED
STORJDOWN-USDT,STORJDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
STORJUP-USDT,STORJUP,HIGH,False,RESOLVED_OR_EXCLUDED
STQ-USDT,STQ,HIGH,False,RESOLVED_OR_EXCLUDED
STRAX-USDT,STRAX,HIGH,False,RESOLVED_OR_EXCLUDED
STREAM-USDT,STREAM,HIGH,False,RESOLVED_OR_EXCLUDED
STRIKE-USDT,STRIKE,HIGH,False,RESOLVED_OR_EXCLUDED
STRK-USDT,STRK,HIGH,False,RESOLVED_OR_EXCLUDED
STRONG-USDT,STRONG,HIGH,False,RESOLVED_OR_EXCLUDED
STX-USDT,STX,HIGH,False,RESOLVED_OR_EXCLUDED
STXDOWN-USDT,STXDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
STXUP-USDT,STXUP,HIGH,False,RESOLVED_OR_EXCLUDED
STX_OLD-USDT,,EXCLUDED_NON_CANONICAL_NETWORK_REPRESENTATION,False,RESOLVED_OR_EXCLUDED
SUB-USDT,SUB,HIGH,False,RESOLVED_OR_EXCLUDED
SUI-USDT,SUI,HIGH,False,RESOLVED_OR_EXCLUDED
SUI3L-USDT,SUI3L,HIGH,False,RESOLVED_OR_EXCLUDED
SUI3S-USDT,SUI3S,HIGH,False,RESOLVED_OR_EXCLUDED
SUIA-USDT,SUIA,HIGH,False,RESOLVED_OR_EXCLUDED
SUIP-USDT,SUIP,HIGH,False,RESOLVED_OR_EXCLUDED
SUIRWAPIN-USDT,SUIRWAPIN,HIGH,False,RESOLVED_OR_EXCLUDED
SUKU-USDT,SUKU,HIGH,False,RESOLVED_OR_EXCLUDED
SUN-USDT,SUN,HIGH,False,RESOLVED_OR_EXCLUDED
SUNDOG-USDT,SUNDOG,HIGH,False,RESOLVED_OR_EXCLUDED
SUP-USDT,SUP,HIGH,False,RESOLVED_OR_EXCLUDED
SUPER-USDT,SUPER,HIGH,False,RESOLVED_OR_EXCLUDED
SUPRA-USDT,SUPRA,HIGH,False,RESOLVED_OR_EXCLUDED
SURV-USDT,SURV,HIGH,False,RESOLVED_OR_EXCLUDED
SUSD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
SUSHI-USDT,SUSHI,HIGH,False,RESOLVED_OR_EXCLUDED
SUSHI3L-USDT,SUSHI3L,HIGH,False,RESOLVED_OR_EXCLUDED
SUSHI3S-USDT,SUSHI3S,HIGH,False,RESOLVED_OR_EXCLUDED
SUT-USDT,SUT,HIGH,False,RESOLVED_OR_EXCLUDED
SUTER-USDT,SUTER,HIGH,False,RESOLVED_OR_EXCLUDED
SWAP-USDT,SWAP,HIGH,False,RESOLVED_OR_EXCLUDED
SWARMS-USDT,SWARMS,HIGH,False,RESOLVED_OR_EXCLUDED
SWASH-USDT,SWASH,HIGH,False,RESOLVED_OR_EXCLUDED
SWEAT-USDT,SWEAT,HIGH,False,RESOLVED_OR_EXCLUDED
SWELL-USDT,SWELL,HIGH,False,RESOLVED_OR_EXCLUDED
SWFTC-USDT,SWFTC,HIGH,False,RESOLVED_OR_EXCLUDED
SWINGBY-USDT,SWINGBY,HIGH,False,RESOLVED_OR_EXCLUDED
SWP-USDT,SWP,HIGH,False,RESOLVED_OR_EXCLUDED
SWTCH-USDT,SWTCH,HIGH,False,RESOLVED_OR_EXCLUDED
SXP-USDT,SXP,HIGH,False,RESOLVED_OR_EXCLUDED
SXPDOWN-USDT,SXPDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
SXPUP-USDT,SXPUP,HIGH,False,RESOLVED_OR_EXCLUDED
SXT-USDT,SXT,HIGH,False,RESOLVED_OR_EXCLUDED
SYLO-USDT,SYLO,HIGH,False,RESOLVED_OR_EXCLUDED
SYN-USDT,SYN,HIGH,False,RESOLVED_OR_EXCLUDED
SYND-USDT,SYND,HIGH,False,RESOLVED_OR_EXCLUDED
SYNR-USDT,SYNR,HIGH,False,RESOLVED_OR_EXCLUDED
SYNT-USDT,SYNT,HIGH,False,RESOLVED_OR_EXCLUDED
SYNTH-USDT,SYNTH,HIGH,False,RESOLVED_OR_EXCLUDED
SYRUP-USDT,SYRUP,HIGH,False,RESOLVED_OR_EXCLUDED
SYS-USDT,SYS,HIGH,False,RESOLVED_OR_EXCLUDED
SZL-USDT,SZL,HIGH,False,RESOLVED_OR_EXCLUDED
T-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
TAC-USDT,TAC,HIGH,False,RESOLVED_OR_EXCLUDED
TADA-USDT,TADA,HIGH,False,RESOLVED_OR_EXCLUDED
TAG-USDT,TAG,HIGH,False,RESOLVED_OR_EXCLUDED
TAI-USDT,TAI,HIGH,False,RESOLVED_OR_EXCLUDED
TAIKO-USDT,TAIKO,HIGH,False,RESOLVED_OR_EXCLUDED
TALE-USDT,TALE,HIGH,False,RESOLVED_OR_EXCLUDED
TAO-USDT,TAO,HIGH,False,RESOLVED_OR_EXCLUDED
TAOCAT-USDT,TAOCAT,HIGH,False,RESOLVED_OR_EXCLUDED
TAP-USDT,TAP,HIGH,False,RESOLVED_OR_EXCLUDED
TARA-USDT,TARA,HIGH,False,RESOLVED_OR_EXCLUDED
TAUM-USDT,TAUM,HIGH,False,RESOLVED_OR_EXCLUDED
TCP-USDT,TCP,HIGH,False,RESOLVED_OR_EXCLUDED
TEA-USDT,TEA,HIGH,False,RESOLVED_OR_EXCLUDED
TEAFI-USDT,TEAFI,HIGH,False,RESOLVED_OR_EXCLUDED
TEAM-USDT,TEAM,HIGH,False,RESOLVED_OR_EXCLUDED
TEL-USDT,TEL,HIGH,False,RESOLVED_OR_EXCLUDED
TEM-USDT,TEM,HIGH,False,RESOLVED_OR_EXCLUDED
TEN-USDT,TEN,HIGH,False,RESOLVED_OR_EXCLUDED
TENET-USDT,TENET,HIGH,False,RESOLVED_OR_EXCLUDED
TEVA-USDT,TEVA,HIGH,False,RESOLVED_OR_EXCLUDED
TFD-USDT,TFD,HIGH,False,RESOLVED_OR_EXCLUDED
TFL-USDT,TFL,HIGH,False,RESOLVED_OR_EXCLUDED
TFUEL-USDT,TFUEL,HIGH,False,RESOLVED_OR_EXCLUDED
TGT-USDT,TGT,HIGH,False,RESOLVED_OR_EXCLUDED
THB-USDT,THB,HIGH,False,RESOLVED_OR_EXCLUDED
THETA-USDT,THETA,HIGH,False,RESOLVED_OR_EXCLUDED
THINK-USDT,THINK,HIGH,False,RESOLVED_OR_EXCLUDED
THQ-USDT,THQ,HIGH,False,RESOLVED_OR_EXCLUDED
TIA-USDT,TIA,HIGH,False,RESOLVED_OR_EXCLUDED
TIADOWN-USDT,TIADOWN,HIGH,False,RESOLVED_OR_EXCLUDED
TIAUP-USDT,TIAUP,HIGH,False,RESOLVED_OR_EXCLUDED
TIDAL-USDT,TIDAL,HIGH,False,RESOLVED_OR_EXCLUDED
TIME-USDT,TIME,HIGH,False,RESOLVED_OR_EXCLUDED
TIO-USDT,TIO,HIGH,False,RESOLVED_OR_EXCLUDED
TITAN-USDT,TITAN,HIGH,False,RESOLVED_OR_EXCLUDED
TKO-USDT,TKO,HIGH,False,RESOLVED_OR_EXCLUDED
TKY-USDT,TKY,HIGH,False,RESOLVED_OR_EXCLUDED
TLM-USDT,TLM,HIGH,False,RESOLVED_OR_EXCLUDED
TLOS-USDT,TLOS,HIGH,False,RESOLVED_OR_EXCLUDED
TMT-USDT,TMT,HIGH,False,RESOLVED_OR_EXCLUDED
TNC-USDT,TNC,HIGH,False,RESOLVED_OR_EXCLUDED
TNC2-USDT,TNC2,HIGH,False,RESOLVED_OR_EXCLUDED
TND-USDT,TND,HIGH,False,RESOLVED_OR_EXCLUDED
TNSR-USDT,TNSR,HIGH,False,RESOLVED_OR_EXCLUDED
TOG-USDT,TOG,HIGH,False,RESOLVED_OR_EXCLUDED
TOKEN-USDT,TOKEN,HIGH,False,RESOLVED_OR_EXCLUDED
TOKO-USDT,TOKO,HIGH,False,RESOLVED_OR_EXCLUDED
TOMI-USDT,TOMI,HIGH,False,RESOLVED_OR_EXCLUDED
TOMO-USDT,TOMO,HIGH,False,RESOLVED_OR_EXCLUDED
TON-USDT,TON,HIGH,False,RESOLVED_OR_EXCLUDED
TONE-USDT,TONE,HIGH,False,RESOLVED_OR_EXCLUDED
TORN-USDT,TORN,HIGH,False,RESOLVED_OR_EXCLUDED
TOSHI-USDT,TOSHI,HIGH,False,RESOLVED_OR_EXCLUDED
TOWER-USDT,TOWER,HIGH,False,RESOLVED_OR_EXCLUDED
TOWNS-USDT,TOWNS,HIGH,False,RESOLVED_OR_EXCLUDED
TRAC-USDT,TRAC,HIGH,False,RESOLVED_OR_EXCLUDED
TRADE-USDT,TRADE,HIGH,False,RESOLVED_OR_EXCLUDED
TRB-USDT,TRB,HIGH,False,RESOLVED_OR_EXCLUDED
TRBDOWN-USDT,TRBDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
TRBUP-USDT,TRBUP,HIGH,False,RESOLVED_OR_EXCLUDED
TREAT-USDT,TREAT,HIGH,False,RESOLVED_OR_EXCLUDED
TREE-USDT,TREE,HIGH,False,RESOLVED_OR_EXCLUDED
TRIA-USDT,TRIA,HIGH,False,RESOLVED_OR_EXCLUDED
TRIAS-USDT,TRIAS,HIGH,False,RESOLVED_OR_EXCLUDED
TRIBE-USDT,TRIBE,HIGH,False,RESOLVED_OR_EXCLUDED
TRIBL-USDT,TRIBL,HIGH,False,RESOLVED_OR_EXCLUDED
TRISIG-USDT,TRISIG,HIGH,False,RESOLVED_OR_EXCLUDED
TRN-USDT,TRN,HIGH,False,RESOLVED_OR_EXCLUDED
TROLL-USDT,TROLL,HIGH,False,RESOLVED_OR_EXCLUDED
TRTL-USDT,TRTL,HIGH,False,RESOLVED_OR_EXCLUDED
TRU-USDT,TRU,HIGH,False,RESOLVED_OR_EXCLUDED
TRUF-USDT,TRUF,HIGH,False,RESOLVED_OR_EXCLUDED
TRUMP-USDT,TRUMP,HIGH,False,RESOLVED_OR_EXCLUDED
TRUST-USDT,TRUST,HIGH,False,RESOLVED_OR_EXCLUDED
TRUTH-USDT,TRUTH,HIGH,False,RESOLVED_OR_EXCLUDED
TRVL-USDT,TRVL,HIGH,False,RESOLVED_OR_EXCLUDED
TRX-USDT,TRX,HIGH,False,RESOLVED_OR_EXCLUDED
TRY-USDT,TRY,HIGH,False,RESOLVED_OR_EXCLUDED
TSLAX-USDT,TSLAX,HIGH,False,RESOLVED_OR_EXCLUDED
TST-USDT,TST,HIGH,False,RESOLVED_OR_EXCLUDED
TSTBSC-USDT,TSTBSC,HIGH,False,RESOLVED_OR_EXCLUDED
TSUGT-USDT,TSUGT,HIGH,False,RESOLVED_OR_EXCLUDED
TT-USDT,TT,HIGH,False,RESOLVED_OR_EXCLUDED
TTD-USDT,TTD,HIGH,False,RESOLVED_OR_EXCLUDED
TUNE-USDT,TUNE,HIGH,False,RESOLVED_OR_EXCLUDED
TURBO-USDT,TURBO,HIGH,False,RESOLVED_OR_EXCLUDED
TURBOS-USDT,TURBOS,HIGH,False,RESOLVED_OR_EXCLUDED
TURT-USDT,TURT,HIGH,False,RESOLVED_OR_EXCLUDED
TURTLE-USDT,TURTLE,HIGH,False,RESOLVED_OR_EXCLUDED
TUSD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
TUT-USDT,TUT,HIGH,False,RESOLVED_OR_EXCLUDED
TVK-USDT,TVK,HIGH,False,RESOLVED_OR_EXCLUDED
TWD-USDT,TWD,HIGH,False,RESOLVED_OR_EXCLUDED
TWT-USDT,TWT,HIGH,False,RESOLVED_OR_EXCLUDED
TXA-USDT,TXA,HIGH,False,RESOLVED_OR_EXCLUDED
TZS-USDT,TZS,HIGH,False,RESOLVED_OR_EXCLUDED
U-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
U2U-USDT,U2U,HIGH,False,RESOLVED_OR_EXCLUDED
UAH-USDT,UAH,HIGH,False,RESOLVED_OR_EXCLUDED
UAI-USDT,UAI,HIGH,False,RESOLVED_OR_EXCLUDED
UB-USDT,UB,HIGH,False,RESOLVED_OR_EXCLUDED
UBX-USDT,UBX,HIGH,False,RESOLVED_OR_EXCLUDED
UBXT-USDT,UBXT,HIGH,False,RESOLVED_OR_EXCLUDED
UDOO-USDT,UDOO,HIGH,False,RESOLVED_OR_EXCLUDED
UDS-USDT,UDS,HIGH,False,RESOLVED_OR_EXCLUDED
UFO-USDT,UFO,HIGH,False,RESOLVED_OR_EXCLUDED
UKG-USDT,UKG,HIGH,False,RESOLVED_OR_EXCLUDED
ULTI-USDT,ULTI,HIGH,False,RESOLVED_OR_EXCLUDED
ULTIMA-USDT,ULTIMA,HIGH,False,RESOLVED_OR_EXCLUDED
UMA-USDT,UMA,HIGH,False,RESOLVED_OR_EXCLUDED
UMB-USDT,UMB,HIGH,False,RESOLVED_OR_EXCLUDED
UMXM-USDT,UMXM,HIGH,False,RESOLVED_OR_EXCLUDED
UNA-USDT,UNA,HIGH,False,RESOLVED_OR_EXCLUDED
UNB-USDT,UNB,HIGH,False,RESOLVED_OR_EXCLUDED
UNFI-USDT,UNFI,HIGH,False,RESOLVED_OR_EXCLUDED
UNFIDOWN-USDT,UNFIDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
UNFIUP-USDT,UNFIUP,HIGH,False,RESOLVED_OR_EXCLUDED
UNI-USDT,UNI,HIGH,False,RESOLVED_OR_EXCLUDED
UNI3L-USDT,UNI3L,HIGH,False,RESOLVED_OR_EXCLUDED
UNI3S-USDT,UNI3S,HIGH,False,RESOLVED_OR_EXCLUDED
UNIC-USDT,UNIC,HIGH,False,RESOLVED_OR_EXCLUDED
UNIO-USDT,UNIO,HIGH,False,RESOLVED_OR_EXCLUDED
UNION-USDT,UNION,HIGH,False,RESOLVED_OR_EXCLUDED
UNITE-USDT,UNITE,HIGH,False,RESOLVED_OR_EXCLUDED
UNO-USDT,UNO,HIGH,False,RESOLVED_OR_EXCLUDED
UOS-USDT,UOS,HIGH,False,RESOLVED_OR_EXCLUDED
UP-USDT,UP,HIGH,False,RESOLVED_OR_EXCLUDED
UPO-USDT,UPO,HIGH,False,RESOLVED_OR_EXCLUDED
UQC-USDT,UQC,HIGH,False,RESOLVED_OR_EXCLUDED
URANUS-USDT,URANUS,HIGH,False,RESOLVED_OR_EXCLUDED
URO-USDT,URO,HIGH,False,RESOLVED_OR_EXCLUDED
URUS-USDT,URUS,HIGH,False,RESOLVED_OR_EXCLUDED
US-USDT,US,HIGH,False,RESOLVED_OR_EXCLUDED
USD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USD1-USDT,USD1,HIGH,False,RESOLVED_OR_EXCLUDED
USDC-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USDD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USDE-USDT,USDE,HIGH,False,RESOLVED_OR_EXCLUDED
USDG-USDT,USDG,HIGH,False,RESOLVED_OR_EXCLUDED
USDJ-USDT,USDJ,HIGH,False,RESOLVED_OR_EXCLUDED
USDN-USDT,USDN,HIGH,False,RESOLVED_OR_EXCLUDED
USDP-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USDS-USDT,USDS,HIGH,False,RESOLVED_OR_EXCLUDED
USDT-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USE-USDT,USE,HIGH,False,RESOLVED_OR_EXCLUDED
USELESS-USDT,USELESS,HIGH,False,RESOLVED_OR_EXCLUDED
UST-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USTC-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
USUAL-USDT,USUAL,HIGH,False,RESOLVED_OR_EXCLUDED
UT-USDT,UT,HIGH,False,RESOLVED_OR_EXCLUDED
UTC-USDT,UTC,HIGH,False,RESOLVED_OR_EXCLUDED
UTK-USDT,UTK,HIGH,False,RESOLVED_OR_EXCLUDED
UTXO-USDT,UTXO,HIGH,False,RESOLVED_OR_EXCLUDED
UXLINK-USDT,UXLINK,HIGH,False,RESOLVED_OR_EXCLUDED
UYU-USDT,UYU,HIGH,False,RESOLVED_OR_EXCLUDED
VAI-USDT,VAI,HIGH,False,RESOLVED_OR_EXCLUDED
VAIX-USDT,VAIX,HIGH,False,RESOLVED_OR_EXCLUDED
VANA-USDT,VANA,HIGH,False,RESOLVED_OR_EXCLUDED
VANRY-USDT,VANRY,HIGH,False,RESOLVED_OR_EXCLUDED
VCORE-USDT,VCORE,HIGH,False,RESOLVED_OR_EXCLUDED
VEED-USDT,VEED,HIGH,False,RESOLVED_OR_EXCLUDED
VEGA-USDT,VEGA,HIGH,False,RESOLVED_OR_EXCLUDED
VELO-USDT,VELO,HIGH,False,RESOLVED_OR_EXCLUDED
VELVET-USDT,VELVET,HIGH,False,RESOLVED_OR_EXCLUDED
VEMP-USDT,VEMP,HIGH,False,RESOLVED_OR_EXCLUDED
VENOM-USDT,VENOM,HIGH,False,RESOLVED_OR_EXCLUDED
VERONA-USDT,VERONA,HIGH,False,RESOLVED_OR_EXCLUDED
VERSE-USDT,VERSE,HIGH,False,RESOLVED_OR_EXCLUDED
VET-USDT,VET,HIGH,False,RESOLVED_OR_EXCLUDED
VET3L-USDT,VET3L,HIGH,False,RESOLVED_OR_EXCLUDED
VET3S-USDT,VET3S,HIGH,False,RESOLVED_OR_EXCLUDED
VFY-USDT,VFY,HIGH,False,RESOLVED_OR_EXCLUDED
VI-USDT,VI,HIGH,False,RESOLVED_OR_EXCLUDED
VID-USDT,VID,HIGH,False,RESOLVED_OR_EXCLUDED
VIDEOCOIN-USDT,VIDEOCOIN,HIGH,False,RESOLVED_OR_EXCLUDED
VIDT-USDT,VIDT,HIGH,False,RESOLVED_OR_EXCLUDED
VINE-USDT,VINE,HIGH,False,RESOLVED_OR_EXCLUDED
VINU-USDT,VINU,HIGH,False,RESOLVED_OR_EXCLUDED
VIRTUAL-USDT,VIRTUAL,HIGH,False,RESOLVED_OR_EXCLUDED
VISION-USDT,VISION,HIGH,False,RESOLVED_OR_EXCLUDED
VLR-USDT,VLR,HIGH,False,RESOLVED_OR_EXCLUDED
VLX-USDT,VLX,HIGH,False,RESOLVED_OR_EXCLUDED
VND-USDT,VND,HIGH,False,RESOLVED_OR_EXCLUDED
VNX-USDT,VNX,HIGH,False,RESOLVED_OR_EXCLUDED
VOL-USDT,VOL,HIGH,False,RESOLVED_OR_EXCLUDED
VOLT-USDT,VOLT,HIGH,False,RESOLVED_OR_EXCLUDED
VOOI-USDT,VOOI,HIGH,False,RESOLVED_OR_EXCLUDED
VOXEL-USDT,VOXEL,HIGH,False,RESOLVED_OR_EXCLUDED
VOYA-USDT,VOYA,HIGH,False,RESOLVED_OR_EXCLUDED
VR-USDT,VR,HIGH,False,RESOLVED_OR_EXCLUDED
VRA-USDT,VRA,HIGH,False,RESOLVED_OR_EXCLUDED
VRAB-USDT,VRAB,HIGH,False,RESOLVED_OR_EXCLUDED
VRADOWN-USDT,VRADOWN,HIGH,False,RESOLVED_OR_EXCLUDED
VRAUP-USDT,VRAUP,HIGH,False,RESOLVED_OR_EXCLUDED
VRTX-USDT,VRTX,HIGH,False,RESOLVED_OR_EXCLUDED
VSN-USDT,VSN,HIGH,False,RESOLVED_OR_EXCLUDED
VSYS-USDT,VSYS,HIGH,False,RESOLVED_OR_EXCLUDED
VTHO-USDT,VTHO,HIGH,False,RESOLVED_OR_EXCLUDED
VVV-USDT,VVV,HIGH,False,RESOLVED_OR_EXCLUDED
VXV-USDT,VXV,HIGH,False,RESOLVED_OR_EXCLUDED
W-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
WAI-USDT,WAI,HIGH,False,RESOLVED_OR_EXCLUDED
WAL-USDT,WAL,HIGH,False,RESOLVED_OR_EXCLUDED
WALLI-USDT,WALLI,HIGH,False,RESOLVED_OR_EXCLUDED
WALOLD-USDT,WALOLD,HIGH,False,RESOLVED_OR_EXCLUDED
WAN-USDT,WAN,HIGH,False,RESOLVED_OR_EXCLUDED
WARD-USDT,WARD,HIGH,False,RESOLVED_OR_EXCLUDED
WAT-USDT,WAT,HIGH,False,RESOLVED_OR_EXCLUDED
WAV-USDT,WAV,HIGH,False,RESOLVED_OR_EXCLUDED
WAVES-USDT,WAVES,HIGH,False,RESOLVED_OR_EXCLUDED
WAX-USDT,WAX,HIGH,False,RESOLVED_OR_EXCLUDED
WAXL-USDT,WAXL,HIGH,False,RESOLVED_OR_EXCLUDED
WAXP-USDT,WAXP,HIGH,False,RESOLVED_OR_EXCLUDED
WBAI-USDT,WBAI,HIGH,False,RESOLVED_OR_EXCLUDED
WBTC-USDT,,EXCLUDED_WRAPPED_OR_NETWORK_REPRESENTATION,False,RESOLVED_OR_EXCLUDED
WCFG-USDT,WCFG,HIGH,False,RESOLVED_OR_EXCLUDED
WCT-USDT,WCT,HIGH,False,RESOLVED_OR_EXCLUDED
WEB-USDT,WEB,HIGH,False,RESOLVED_OR_EXCLUDED
WELL-USDT,WELL,HIGH,False,RESOLVED_OR_EXCLUDED
WEMIX-USDT,WEMIX,HIGH,False,RESOLVED_OR_EXCLUDED
WEN-USDT,WEN,HIGH,False,RESOLVED_OR_EXCLUDED
WEST-USDT,WEST,HIGH,False,RESOLVED_OR_EXCLUDED
WET-USDT,WET,HIGH,False,RESOLVED_OR_EXCLUDED
WGP-USDT,WGP,HIGH,False,RESOLVED_OR_EXCLUDED
WHALE-USDT,WHALE,HIGH,False,RESOLVED_OR_EXCLUDED
WIF-USDT,WIF,HIGH,False,RESOLVED_OR_EXCLUDED
WIFDOWN-USDT,WIFDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
WIFUP-USDT,WIFUP,HIGH,False,RESOLVED_OR_EXCLUDED
WILD-USDT,WILD,HIGH,False,RESOLVED_OR_EXCLUDED
WILL-USDT,WILL,HIGH,False,RESOLVED_OR_EXCLUDED
WIN-USDT,WIN,HIGH,False,RESOLVED_OR_EXCLUDED
WIS-USDT,WIS,HIGH,False,RESOLVED_OR_EXCLUDED
WL-USDT,WL,HIGH,False,RESOLVED_OR_EXCLUDED
WLD-USDT,WLD,HIGH,False,RESOLVED_OR_EXCLUDED
WLDDOWN-USDT,WLDDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
WLDUP-USDT,WLDUP,HIGH,False,RESOLVED_OR_EXCLUDED
WLFI-USDT,WLFI,HIGH,False,RESOLVED_OR_EXCLUDED
WLKN-USDT,WLKN,HIGH,False,RESOLVED_OR_EXCLUDED
WLTH-USDT,WLTH,HIGH,False,RESOLVED_OR_EXCLUDED
WMT-USDT,WMT,HIGH,False,RESOLVED_OR_EXCLUDED
WMTX-USDT,WMTX,HIGH,False,RESOLVED_OR_EXCLUDED
WNCG-USDT,WNCG,HIGH,False,RESOLVED_OR_EXCLUDED
WNXM-USDT,WNXM,HIGH,False,RESOLVED_OR_EXCLUDED
WOD-USDT,WOD,HIGH,False,RESOLVED_OR_EXCLUDED
WOJAK-USDT,WOJAK,HIGH,False,RESOLVED_OR_EXCLUDED
WOM-USDT,WOM,HIGH,False,RESOLVED_OR_EXCLUDED
WOMBAT-USDT,WOMBAT,HIGH,False,RESOLVED_OR_EXCLUDED
WOO-USDT,WOO,HIGH,False,RESOLVED_OR_EXCLUDED
WOODOWN-USDT,WOODOWN,HIGH,False,RESOLVED_OR_EXCLUDED
WOOP-USDT,WOOP,HIGH,False,RESOLVED_OR_EXCLUDED
