candidate_pair,resolution,probe_request_count,observed_row_count
STORJDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
STORJUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
STQ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STRAX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
STRIKE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STXDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
STXUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
STX_OLD-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SUI-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,26,7
SUI3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUI3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUIRWAPIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUSD-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUSHI3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUSHI3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SUT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SWARMS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SWTCH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SXPDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SXPUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SXT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SYND-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SYNT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
SYNTH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SZL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
T-USDT,INVALID_OR_EXCLUDED_PRODUCT,683,0
TAC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TAG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TALE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TAOCAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TAP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TEA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
TEAFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TEL-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,4,7
TEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TFD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TFL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TGT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
THB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
THINK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
THQ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TIADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
TIAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
TIME-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,9,7
TIO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TKY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TMT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TNC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
TNC2-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TND-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TOG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TOKO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TOMI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TOMO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TONE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TORN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TOWNS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRAC-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
TRBDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
TRBUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
TREAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TREE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRIA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
TRIAS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRISIG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TROLL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRUMP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRUST-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRUTH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TRY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TSLAX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TSTBSC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TTD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TUNE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TURTLE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TUSD-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
TUT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TWD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
TZS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
U-USDT,INVALID_OR_EXCLUDED_PRODUCT,293,0
U2U-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UAH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UDS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UKG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ULTIMA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UMXM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UNFIDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
UNFIUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
UNI3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
UNI3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
UNION-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UNITE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
URANUS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
US-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,98,0
USD-USDT,INVALID_OR_EXCLUDED_PRODUCT,56,0
USD1-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
USDD-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
USDG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
USDN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
USDP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
USDS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
USDT-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
USE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
USELESS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
UST-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
USTC-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
UT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,27,0
UTK-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
UYU-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VAIX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VANA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VANRY-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
VELVET-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VERONA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VET-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,3,1
VET3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
VET3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
VFY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VINE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VLR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VND-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VNX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VOLT-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
VOOI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VRADOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
VRAUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
VSN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VTHO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
VVV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
W-USDT,INVALID_OR_EXCLUDED_PRODUCT,260,0
WAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WALLI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WALOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WAN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WARD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WAV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WAX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,22,7
WAXP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WBAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WBTC-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WCFG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WCT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WET-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WIFDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WIFUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WIS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
WLDDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WLDUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WLFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WMTX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WOJAK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WOODOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WOOUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
WPR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
WTC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
X-USDT,INVALID_OR_EXCLUDED_PRODUCT,334,0
XAF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XAN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XAS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XAUM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XAUT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XDB-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,6,7
XEC-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,9,7
XL1-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XLAB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XLM-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,4,7
XLR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XMN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XNLOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XNO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XNS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XNY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XOXO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XPIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XPL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XRACER-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XRD-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
XRP3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
XRP3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
XSR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XTER-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XU3O8-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
XYO-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,9,7
XYRO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
YAMA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
YB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
YOM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
YULI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
YZY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZAMA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZAR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZBCN-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
ZBT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZELIX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZERC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZEST-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZEUSCC8-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZEUSETH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZIG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZIL-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
ZILDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ZILUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ZINC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZKC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZKJ-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
ZKP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZKWASM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZMW-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZND-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZOO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZORA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ZRX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
ZTC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
