pair,raw_candidate_code,canonical_asset_id,discovery_channels,terminal_resolution,confirmed_historical_pair,boundary_status,first_valid_open,last_valid_open,identity_status
MEET-USDT,MEET,MEET,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MEGA-USDT,MEGA,MEGA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MELANIA-USDT,MELANIA,MELANIA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MELOS-USDT,MELOS,MELOS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MEM-USDT,MEM,MEM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MEME-USDT,MEME,MEME,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MEMEFI-USDT,MEMEFI,MEMEFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MEMHASH-USDT,MEMHASH,MEMHASH,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MERGER-USDT,MERGER,MERGER,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MERL-USDT,MERL,MERL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MET-USDT,MET,MET,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
METADAO-USDT,METADAO,METADAO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
METAOLD-USDT,METAOLD,METAOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
METIS-USDT,METIS,METIS,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-03-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MEW-USDT,MEW,MEW,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MEZO-USDT,MEZO,MEZO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MF-USDT,MF,MF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MFT-USDT,MFT,MFT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MGO-USDT,MGO,MGO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MGT-USDT,MGT,MGT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MHC-USDT,MHC,MHC,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MICHI-USDT,MICHI,MICHI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MIGGLES-USDT,MIGGLES,MIGGLES,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MILADYCULT-USDT,MILADYCULT,MILADYCULT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MILK-USDT,MILK,MILK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MIN-USDT,MIN,MIN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MINA-USDT,MINA,MINA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MIND-USDT,MIND,MIND,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MINT-USDT,MINT,MINT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MIR-USDT,MIR,MIR,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MIRA-USDT,MIRA,MIRA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MIRAI-USDT,MIRAI,MIRAI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MISSION-USDT,MISSION,MISSION,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MITX-USDT,MITX,MITX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MJT-USDT,MJT,MJT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MKD-USDT,MKD,MKD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MKR-USDT,MKR,MKR,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MKRDOWN-USDT,MKRDOWN,MKRDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
MKRUP-USDT,MKRUP,MKRUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
MLK-USDT,MLK,MLK,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MLN-USDT,MLN,MLN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MLS-USDT,MLS,MLS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MM-USDT,MM,MM,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MMM-USDT,MMM,MMM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MMOLD-USDT,MMOLD,MMOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MMT-USDT,MMT,MMT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MNDE-USDT,MNDE,MNDE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MNET-USDT,MNET,MNET,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MNRY-USDT,MNRY,MNRY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MNST-USDT,MNST,MNST,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MNT-USDT,MNT,MNT,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MNW-USDT,MNW,MNW,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOBI-USDT,MOBI,MOBI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOBILE-USDT,MOBILE,MOBILE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOCA-USDT,MOCA,MOCA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOD-USDT,MOD,MOD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MODEFI-USDT,MODEFI,MODEFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOG-USDT,MOG,MOG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MON-USDT,MON,MON,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MONG-USDT,MONG,MONG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MONI-USDT,MONI,MONI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MONKY-USDT,MONKY,MONKY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MONPRO-USDT,MONPRO,MONPRO,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2024-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MOODENG-USDT,MOODENG,MOODENG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOOLAH-USDT,MOOLAH,MOOLAH,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOOV-USDT,MOOV,MOOV,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOP-USDT,MOP,MOP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MORE-USDT,MORE,MORE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MORI-USDT,MORI,MORI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MORPHO-USDT,MORPHO,MORPHO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOVA-USDT,MOVA,MOVA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOVE-USDT,MOVE,MOVE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOVR-USDT,MOVR,MOVR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-08-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MOXIE-USDT,MOXIE,MOXIE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MOZ-USDT,MOZ,MOZ,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MPC-USDT,MPC,MPC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MPLX-USDT,MPLX,MPLX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MSN-USDT,MSN,MSN,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MSTRX-USDT,MSTRX,MSTRX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MSWAP-USDT,MSWAP,MSWAP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTC-USDT,MTC,MTC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTH-USDT,MTH,MTH,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTL-USDT,MTL,MTL,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-08-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MTN-USDT,MTN,MTN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTOS-USDT,MTOS,MTOS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTRG-USDT,MTRG,MTRG,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-11-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MTS-USDT,MTS,MTS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MTV-USDT,MTV,MTV,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MUBARAK-USDT,MUBARAK,MUBARAK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MUBI-USDT,MUBI,MUBI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MUR-USDT,MUR,MUR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MUSH-USDT,MUSH,MUSH,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MV-USDT,MV,MV,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MVP-USDT,MVP,MVP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MWAT-USDT,MWAT,MWAT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MXC-USDT,MXC,MXC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MXM-USDT,MXM,MXM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MXN-USDT,MXN,MXN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MXW-USDT,MXW,MXW,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MYR-USDT,MYR,MYR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
MYRIA-USDT,MYRIA,MYRIA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MYRO-USDT,MYRO,MYRO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-12-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
MZN-USDT,MZN,MZN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NAKA-USDT,NAKA,NAKA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-10-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NAM-USDT,NAM,NAM,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NANO-USDT,NANO,NANO,current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NATIX-USDT,NATIX,NATIX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NAVI-USDT,NAVI,NAVI,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-11-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NAVX-USDT,NAVX,NAVX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NAYM-USDT,NAYM,NAYM,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NC-USDT,NC,NC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NDAU-USDT,NDAU,NDAU,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEAR-USDT,NEAR,NEAR,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-07-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NEAR3L-USDT,NEAR3L,NEAR3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
NEAR3S-USDT,NEAR3S,NEAR3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
NEBL-USDT,NEBL,NEBL,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEER-USDT,NEER,NEER,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEIRO-USDT,NEIRO,NEIRO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEIROCTO-USDT,NEIROCTO,NEIROCTO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEM-USDT,NEM,NEM,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEO-USDT,NEO,NEO,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2017-11-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NEON-USDT,NEON,NEON,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2024-01-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NES-USDT,NES,NES,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NETVR-USDT,NETVR,NETVR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEWT-USDT,NEWT,NEWT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEX-USDT,NEX,NEX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEXG-USDT,NEXG,NEXG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NEXI-USDT,NEXI,NEXI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NFP-USDT,NFP,NFP,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2024-01-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NFT-USDT,NFT,NFT,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-06-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NFTB-USDT,NFTB,NFTB,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NGC-USDT,NGC,NGC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NGL-USDT,NGL,NGL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NGM-USDT,NGM,NGM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NGN-USDT,NGN,NGN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NHCT-USDT,NHCT,NHCT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NIBI-USDT,NIBI,NIBI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NIF-USDT,NIF,NIF,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NIGHT-USDT,NIGHT,NIGHT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NIL-USDT,NIL,NIL,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NIM-USDT,NIM,NIM,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-09-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NIX-USDT,NIX,NIX,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NKN-USDT,NKN,NKN,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NLK-USDT,NLK,NLK,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NMR-USDT,NMR,NMR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
NOBODY-USDT,NOBODY,NOBODY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NOC-USDT,NOC,NOC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
NODE-USDT,NODE,NODE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
