pair,raw_candidate_code,canonical_asset_id,discovery_channels,terminal_resolution,confirmed_historical_pair,boundary_status,first_valid_open,last_valid_open,identity_status
EOSC-USDT,EOSC,EOSC,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPIC-USDT,EPIC,EPIC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPIK-USDT,EPIK,EPIK,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPK-USDT,EPK,EPK,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPRX-USDT,EPRX,EPRX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPS-USDT,EPS,EPS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPT-USDT,EPT,EPT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EPX-USDT,EPX,EPX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EQTY-USDT,EQTY,EQTY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EQX-USDT,EQX,EQX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EQZ-USDT,EQZ,EQZ,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ERA-USDT,ERA,ERA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ERG-USDT,ERG,ERG,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-08-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ERN-USDT,ERN,ERN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ERSDL-USDT,ERSDL,ERSDL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ERTHA-USDT,ERTHA,ERTHA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ES-USDT,ES,ES,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ESE-USDT,ESE,ESE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ESIM-USDT,ESIM,ESIM,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ESP-USDT,ESP,ESP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ESPORTS-USDT,ESPORTS,ESPORTS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETC-USDT,ETC,ETC,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2018-01-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ETCDOWN-USDT,ETCDOWN,ETCDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETCUP-USDT,ETCUP,ETCUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETF-USDT,ETF,ETF,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETGM-USDT,ETGM,ETGM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETH-USDT,ETH,ETH,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2017-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ETH2-USDT,ETH2,ETH2,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETH3L-USDT,ETH3L,ETH3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETH3S-USDT,ETH3S,ETH3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETHDOWN-USDT,ETHDOWN,ETHDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETHFI-USDT,ETHFI,ETHFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETHO-USDT,ETHO,ETHO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ETHUP-USDT,ETHUP,ETHUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ETHW-USDT,ETHW,ETHW,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-09-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ETN-USDT,ETN,ETN,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-07-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
EUL-USDT,EUL,EUL,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-10-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
EUR-USDT,EUR,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_STABLECOIN_OR_CASH
EVER-USDT,EVER,EVER,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EVX-USDT,EVX,EVX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EWT-USDT,EWT,EWT,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-08-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
EXRD-USDT,EXRD,EXRD,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EXY-USDT,EXY,EXY,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EYWA-USDT,EYWA,EYWA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
F-USDT,F,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET
FALCONS-USDT,FALCONS,FALCONS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FARTCOIN-USDT,FARTCOIN,FARTCOIN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FASTER-USDT,FASTER,FASTER,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FB-USDT,FB,FB,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FCD-USDT,FCD,FCD,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FCL-USDT,FCL,FCL,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FCON-USDT,FCON,FCON,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FEAR-USDT,FEAR,FEAR,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FET-USDT,FET,FET,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-02-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FETDOWN-USDT,FETDOWN,FETDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FETUP-USDT,FETUP,FETUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FF-USDT,FF,FF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FI-USDT,FI,FI,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FIDA-USDT,FIDA,FIDA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-07-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FIGHT-USDT,FIGHT,FIGHT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FIL-USDT,FIL,FIL,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-10-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FILDOWN-USDT,FILDOWN,FILDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FILUP-USDT,FILUP,FILUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FINC-USDT,FINC,FINC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FIRE-USDT,FIRE,FIRE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FITFI-USDT,FITFI,FITFI,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-05-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FJD-USDT,FJD,FJD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FKX-USDT,FKX,FKX,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FLAME-USDT,FLAME,FLAME,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FLIP-USDT,FLIP,FLIP,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FLIXX-USDT,FLIXX,FLIXX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FLK-USDT,FLK,FLK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FLOCK-USDT,FLOCK,FLOCK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FLOKI-USDT,FLOKI,FLOKI,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-02-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FLOKIDOWN-USDT,FLOKIDOWN,FLOKIDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FLOKIUP-USDT,FLOKIUP,FLOKIUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FLOW-USDT,FLOW,FLOW,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FLR-USDT,FLR,FLR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-01-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FLUX-USDT,FLUX,FLUX,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-04-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FLY-USDT,FLY,FLY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FOGO-USDT,FOGO,FOGO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FOLKS-USDT,FOLKS,FOLKS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FOMO-USDT,FOMO,FOMO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FORESTPLUS-USDT,FORESTPLUS,FORESTPLUS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FORM-USDT,FORM,FORM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FORMOLD-USDT,FORMOLD,FORMOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FORT-USDT,FORT,FORT,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-06-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FORTH-USDT,FORTH,FORTH,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-04-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FORWARD-USDT,FORWARD,FORWARD,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FOTA-USDT,FOTA,FOTA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FOXY-USDT,FOXY,FOXY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRA-USDT,FRA,FRA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRAG-USDT,FRAG,FRAG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRAX-USDT,FRAX,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_STABLECOIN_OR_CASH
FRED-USDT,FRED,FRED,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FREEDOG-USDT,FREEDOG,FREEDOG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRM-USDT,FRM,FRM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRONT-USDT,FRONT,FRONT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FRONTDOWN-USDT,FRONTDOWN,FRONTDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FRONTUP-USDT,FRONTUP,FRONTUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FRR-USDT,FRR,FRR,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FSN-USDT,FSN,FSN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FST-USDT,FST,FST,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FT-USDT,FT,FT,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FTG-USDT,FTG,FTG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FTM-USDT,FTM,FTM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FTM3L-USDT,FTM3L,FTM3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FTM3S-USDT,FTM3S,FTM3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
FTOLD-USDT,FTOLD,FTOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FTON-USDT,FTON,FTON,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FTT-USDT,FTT,FTT,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
FUEL-USDT,FUEL,FUEL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FUN-USDT,FUN,FUN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FURY-USDT,FURY,FURY,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FWOG-USDT,FWOG,FWOG,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FX-USDT,FX,FX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
FXS-USDT,FXS,FXS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
G-USDT,G,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET
G3-USDT,G3,G3,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
G7-USDT,G7,G7,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAFI-USDT,GAFI,GAFI,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-12-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
GAIA-USDT,GAIA,GAIA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAIN-USDT,GAIN,GAIN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAL-USDT,GAL,GAL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GALA-USDT,GALA,GALA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GALAX-USDT,GALAX,GALAX,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
GALAX3L-USDT,GALAX3L,GALAX3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
GALAX3S-USDT,GALAX3S,GALAX3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
GALAXY-USDT,GALAXY,GALAXY,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAME-USDT,GAME,GAME,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAMEAI-USDT,GAMEAI,GAMEAI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAMMA-USDT,GAMMA,GAMMA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GARI-USDT,GARI,GARI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GAS-USDT,GAS,GAS,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-03-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
GAT-USDT,GAT,GAT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GBP-USDT,GBP,GBP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GEEQ-USDT,GEEQ,GEEQ,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GEL-USDT,GEL,GEL,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GEM-USDT,GEM,GEM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GENIUS-USDT,GENIUS,GENIUS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GENS-USDT,GENS,GENS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GF-USDT,GF,GF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GFT-USDT,GFT,GFT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GGC-USDT,GGC,GGC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GGG-USDT,GGG,GGG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GHS-USDT,GHS,GHS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GHST-USDT,GHST,GHST,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
GHX-USDT,GHX,GHX,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-04-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
