trade_row_id,trade_id,symbol,entry_time,year,rebalance_time,engine_id,market_regime,market_cap_rank,rank_resolved,tradable_at_entry,fixed6_pit_status,fixed10_pit_status,a0_fixed6_pit_status,a0_fixed10_pit_status,net_pnl
24,RD16L-V3-000024,BTC,2020-03-05 01:00:00+00:00,2020,2020-03-02 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,348.81370792133123
25,RD16L-V3-000025,ETH,2020-03-05 01:00:00+00:00,2020,2020-03-02 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,73.80427740639428
26,RD16L-V3-000026,ETH,2020-03-07 00:00:00+00:00,2020,2020-03-02 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,85.37548442480295
27,RD16L-V3-000027,ETH,2020-04-22 08:00:00+00:00,2020,2020-04-20 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,2333.926471048348
28,RD16L-V3-000028,BTC,2020-04-23 14:00:00+00:00,2020,2020-04-20 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,BEAR,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,1583.1496115113448
29,RD16L-V3-000029,ETH,2020-04-25 06:00:00+00:00,2020,2020-04-20 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,59.10487616946057
30,RD16L-V3-000030,BTC,2020-04-26 11:00:00+00:00,2020,2020-04-20 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,BEAR,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-333.82984436911147
31,RD16L-V3-000031,BTC,2020-04-27 01:00:00+00:00,2020,2020-04-27 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BEAR,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-414.8204653063214
32,RD16L-V3-000032,BTC,2020-04-29 03:00:00+00:00,2020,2020-04-27 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BEAR,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,5947.741946457018
33,RD16L-V3-000033,BTC,2020-05-05 05:00:00+00:00,2020,2020-05-04 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-563.1233305481355
34,RD16L-V3-000034,BTC,2020-05-06 11:00:00+00:00,2020,2020-05-04 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-527.3990464494391
35,RD16L-V3-000035,BTC,2020-05-07 14:00:00+00:00,2020,2020-05-04 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,437.3286437693374
36,RD16L-V3-000036,ETH,2020-05-07 19:00:00+00:00,2020,2020-05-04 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-821.0995843723142
37,RD16L-V3-000037,ETH,2020-05-13 13:00:00+00:00,2020,2020-05-11 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,552.8973766305505
38,RD16L-V3-000038,BTC,2020-05-17 13:00:00+00:00,2020,2020-05-11 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-799.6284204340262
39,RD16L-V3-000039,ETH,2020-05-17 13:00:00+00:00,2020,2020-05-11 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,539.9293567103346
40,RD16L-V3-000040,BTC,2020-05-19 09:00:00+00:00,2020,2020-05-18 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-848.3997848620271
41,RD16L-V3-000041,ETH,2020-05-23 03:00:00+00:00,2020,2020-05-18 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-797.1090861674219
42,RD16L-V3-000042,ETH,2020-05-24 07:00:00+00:00,2020,2020-05-18 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-650.9872485624344
43,RD16L-V3-000043,ETH,2020-05-27 06:00:00+00:00,2020,2020-05-25 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,418.87226021416
44,RD16L-V3-000044,BTC,2020-05-27 09:00:00+00:00,2020,2020-05-25 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,3313.07579442535
45,RD16L-V3-000045,ETH,2020-05-28 13:00:00+00:00,2020,2020-05-25 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,6833.312064484605
46,RD16L-V3-000046,BTC,2020-06-01 21:00:00+00:00,2020,2020-06-01 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,334.46349634962587
47,RD16L-V3-000047,BTC,2020-06-04 00:00:00+00:00,2020,2020-06-01 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-616.9244158364947
48,RD16L-V3-000048,BTC,2020-06-04 16:00:00+00:00,2020,2020-06-01 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-689.3556188149569
49,RD16L-V3-000049,ETH,2020-06-06 10:00:00+00:00,2020,2020-06-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-691.7196503647561
50,RD16L-V3-000050,BTC,2020-06-07 20:00:00+00:00,2020,2020-06-01 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-679.0078430239234
51,RD16L-V3-000051,ETH,2020-06-08 00:00:00+00:00,2020,2020-06-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-700.6802500616767
52,RD16L-V3-000052,ETH,2020-06-09 00:00:00+00:00,2020,2020-06-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-562.9184513337757
53,RD16L-V3-000053,BTC,2020-06-09 00:00:00+00:00,2020,2020-06-08 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-487.6157323259755
54,RD16L-V3-000054,BTC,2020-06-10 19:00:00+00:00,2020,2020-06-08 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,2.2192564189697848
55,RD16L-V3-000055,ETH,2020-06-10 19:00:00+00:00,2020,2020-06-08 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,14.510323765616917
56,RD16L-V3-000056,ETH,2020-06-22 02:00:00+00:00,2020,2020-06-22 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,310.78595473566605
57,RD16L-V3-000057,ETH,2020-07-01 09:00:00+00:00,2020,2020-06-29 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,12.761163123262186
58,RD16L-V3-000058,BTC,2020-07-04 18:00:00+00:00,2020,2020-06-29 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-321.21477601660763
59,RD16L-V3-000059,ETH,2020-07-04 18:00:00+00:00,2020,2020-06-29 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-466.6296765558439
60,RD16L-V3-000060,ETH,2020-07-08 03:00:00+00:00,2020,2020-07-06 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-641.4406001744305
61,RD16L-V3-000061,BTC,2020-07-08 14:00:00+00:00,2020,2020-07-06 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-413.0114990755422
62,RD16L-V3-000062,BTC,2020-07-11 00:00:00+00:00,2020,2020-07-06 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-385.00839672278454
63,RD16L-V3-000063,BTC,2020-07-17 13:00:00+00:00,2020,2020-07-13 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-321.23527670573594
64,RD16L-V3-000064,ETH,2020-07-22 22:00:00+00:00,2020,2020-07-20 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,12568.723710818762
65,RD16L-V3-000065,BTC,2020-07-22 23:00:00+00:00,2020,2020-07-20 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-372.324257625777
66,RD16L-V3-000066,ETH,2020-07-30 19:00:00+00:00,2020,2020-07-27 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,80.37766273835516
67,RD16L-V3-000067,ETH,2020-07-31 11:00:00+00:00,2020,2020-07-27 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,663.6321694942981
68,RD16L-V3-000068,BTC,2020-08-01 06:00:00+00:00,2020,2020-07-27 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,74.54043096943167
69,RD16L-V3-000069,BTC,2020-08-05 10:00:00+00:00,2020,2020-08-03 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,373.73125103293825
70,RD16L-V3-000070,BTC,2020-08-08 10:00:00+00:00,2020,2020-08-03 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-647.1617007201878
71,RD16L-V3-000071,ETH,2020-08-08 10:00:00+00:00,2020,2020-08-03 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,98.25059704575884
72,RD16L-V3-000072,BTC,2020-08-10 01:00:00+00:00,2020,2020-08-10 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,317.8663548209923
73,RD16L-V3-000073,ETH,2020-08-13 21:00:00+00:00,2020,2020-08-10 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,681.6743023368202
74,RD16L-V3-000074,BTC,2020-08-15 01:00:00+00:00,2020,2020-08-10 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-632.003247981401
75,RD16L-V3-000075,BTC,2020-08-17 14:00:00+00:00,2020,2020-08-17 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,420.28131651540946
76,RD16L-V3-000076,ETH,2020-08-17 16:00:00+00:00,2020,2020-08-17 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-830.3176873643147
77,RD16L-V3-000077,BTC,2020-08-22 22:00:00+00:00,2020,2020-08-17 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-465.92191332846204
78,RD16L-V3-000078,ETH,2020-08-23 20:00:00+00:00,2020,2020-08-17 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-764.3990451765785
79,RD16L-V3-000079,BTC,2020-08-24 07:00:00+00:00,2020,2020-08-24 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-408.8673352442573
80,RD16L-V3-000080,BTC,2020-08-30 02:00:00+00:00,2020,2020-08-24 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-18.227865056341408
