affected,capacity_after_omission,completed_bar_count,decision_time,effective_end,omitted_pair,removed_effective_pair,removed_original_pair,replacement_pair,resolution_mode,resolution_source,universe_id
False,6,0,2020-03-02T00:00:00+00:00,2020-03-09T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-03-09T00:00:00+00:00,2020-03-16T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-03-16T00:00:00+00:00,2020-03-23T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-03-23T00:00:00+00:00,2020-03-30T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-03-30T00:00:00+00:00,2020-04-06T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-04-06T00:00:00+00:00,2020-04-13T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-04-13T00:00:00+00:00,2020-04-20T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-04-20T00:00:00+00:00,2020-04-27T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-04-27T00:00:00+00:00,2020-05-04T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-05-04T00:00:00+00:00,2020-05-11T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-05-11T00:00:00+00:00,2020-05-18T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-05-18T00:00:00+00:00,2020-05-25T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-05-25T00:00:00+00:00,2020-06-01T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-06-01T00:00:00+00:00,2020-06-08T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-06-08T00:00:00+00:00,2020-06-15T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-06-15T00:00:00+00:00,2020-06-22T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-06-22T00:00:00+00:00,2020-06-29T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-06-29T00:00:00+00:00,2020-07-06T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-07-06T00:00:00+00:00,2020-07-13T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-07-13T00:00:00+00:00,2020-07-20T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-07-20T00:00:00+00:00,2020-07-27T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-07-27T00:00:00+00:00,2020-08-03T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-08-03T00:00:00+00:00,2020-08-10T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-08-10T00:00:00+00:00,2020-08-17T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-08-17T00:00:00+00:00,2020-08-24T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-08-24T00:00:00+00:00,2020-08-31T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-08-31T00:00:00+00:00,2020-09-07T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-09-07T00:00:00+00:00,2020-09-14T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-09-14T00:00:00+00:00,2020-09-21T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-09-21T00:00:00+00:00,2020-09-28T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-09-28T00:00:00+00:00,2020-10-05T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-10-05T00:00:00+00:00,2020-10-12T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-10-12T00:00:00+00:00,2020-10-19T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-10-19T00:00:00+00:00,2020-10-26T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-10-26T00:00:00+00:00,2020-11-02T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-11-02T00:00:00+00:00,2020-11-09T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-11-09T00:00:00+00:00,2020-11-16T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-11-16T00:00:00+00:00,2020-11-23T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-11-23T00:00:00+00:00,2020-11-30T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-11-30T00:00:00+00:00,2020-12-07T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-12-07T00:00:00+00:00,2020-12-14T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-12-14T00:00:00+00:00,2020-12-21T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-12-21T00:00:00+00:00,2020-12-28T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2020-12-28T00:00:00+00:00,2021-01-04T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-01-04T00:00:00+00:00,2021-01-11T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-01-11T00:00:00+00:00,2021-01-18T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-01-18T00:00:00+00:00,2021-01-25T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-01-25T00:00:00+00:00,2021-02-01T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-02-01T00:00:00+00:00,2021-02-08T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-02-08T00:00:00+00:00,2021-02-15T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-02-15T00:00:00+00:00,2021-02-22T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-02-22T00:00:00+00:00,2021-03-01T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-03-01T00:00:00+00:00,2021-03-08T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-03-08T00:00:00+00:00,2021-03-15T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-03-15T00:00:00+00:00,2021-03-22T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-03-22T00:00:00+00:00,2021-03-29T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-03-29T00:00:00+00:00,2021-04-05T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-04-05T00:00:00+00:00,2021-04-12T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-04-12T00:00:00+00:00,2021-04-19T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-04-19T00:00:00+00:00,2021-04-26T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-04-26T00:00:00+00:00,2021-05-03T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-05-03T00:00:00+00:00,2021-05-10T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
True,6,168,2021-05-10T00:00:00+00:00,2021-05-17T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,LTC-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-05-17T00:00:00+00:00,2021-05-24T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,LTC-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-05-24T00:00:00+00:00,2021-05-31T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,LTC-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-05-31T00:00:00+00:00,2021-06-07T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-06-07T00:00:00+00:00,2021-06-14T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-06-14T00:00:00+00:00,2021-06-21T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-06-21T00:00:00+00:00,2021-06-28T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-06-28T00:00:00+00:00,2021-07-05T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-07-05T00:00:00+00:00,2021-07-12T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-07-12T00:00:00+00:00,2021-07-19T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-07-19T00:00:00+00:00,2021-07-26T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,KCS-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-07-26T00:00:00+00:00,2021-08-02T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,KCS-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-08-02T00:00:00+00:00,2021-08-09T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,KCS-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-08-09T00:00:00+00:00,2021-08-16T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,KCS-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-08-16T00:00:00+00:00,2021-08-23T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-08-23T00:00:00+00:00,2021-08-30T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-08-30T00:00:00+00:00,2021-09-06T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-09-06T00:00:00+00:00,2021-09-13T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-09-13T00:00:00+00:00,2021-09-20T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-09-20T00:00:00+00:00,2021-09-27T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,DOT-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
True,6,168,2021-09-27T00:00:00+00:00,2021-10-04T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,ATOM-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
False,6,0,2021-10-04T00:00:00+00:00,2021-10-11T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-10-11T00:00:00+00:00,2021-10-18T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-10-18T00:00:00+00:00,2021-10-25T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-10-25T00:00:00+00:00,2021-11-01T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-11-01T00:00:00+00:00,2021-11-08T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-11-08T00:00:00+00:00,2021-11-15T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-11-15T00:00:00+00:00,2021-11-22T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
True,6,168,2021-11-22T00:00:00+00:00,2021-11-29T00:00:00+00:00,BNB-USDT,BNB-USDT,BNB-USDT,ADA-USDT,REPLACEMENT,A3B_OMISSION_LEDGER,D2
False,6,0,2021-11-29T00:00:00+00:00,2021-12-06T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-12-06T00:00:00+00:00,2021-12-13T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-12-13T00:00:00+00:00,2021-12-20T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-12-20T00:00:00+00:00,2021-12-27T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2021-12-27T00:00:00+00:00,2022-01-03T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-01-03T00:00:00+00:00,2022-01-10T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-01-10T00:00:00+00:00,2022-01-17T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-01-17T00:00:00+00:00,2022-01-24T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-01-24T00:00:00+00:00,2022-01-31T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-01-31T00:00:00+00:00,2022-02-07T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-02-07T00:00:00+00:00,2022-02-14T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-02-14T00:00:00+00:00,2022-02-21T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-02-21T00:00:00+00:00,2022-02-28T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-02-28T00:00:00+00:00,2022-03-07T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-03-07T00:00:00+00:00,2022-03-14T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-03-14T00:00:00+00:00,2022-03-21T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-03-21T00:00:00+00:00,2022-03-28T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-03-28T00:00:00+00:00,2022-04-04T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-04-04T00:00:00+00:00,2022-04-11T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-04-11T00:00:00+00:00,2022-04-18T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-04-18T00:00:00+00:00,2022-04-25T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-04-25T00:00:00+00:00,2022-05-02T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-05-02T00:00:00+00:00,2022-05-09T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-05-09T00:00:00+00:00,2022-05-16T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-05-16T00:00:00+00:00,2022-05-23T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-05-23T00:00:00+00:00,2022-05-30T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-05-30T00:00:00+00:00,2022-06-06T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-06-06T00:00:00+00:00,2022-06-13T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-06-13T00:00:00+00:00,2022-06-20T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-06-20T00:00:00+00:00,2022-06-27T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-06-27T00:00:00+00:00,2022-07-04T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-07-04T00:00:00+00:00,2022-07-11T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-07-11T00:00:00+00:00,2022-07-18T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
False,6,0,2022-07-18T00:00:00+00:00,2022-07-25T00:00:00+00:00,BNB-USDT,,,,NO_EFFECT,BASE_MEMBERSHIP,D2
