period_id,universe_id,landmark_age_hours,market_context,decision_row_count,unique_control_position_count,unique_pair_count,unique_signal_day_count,resolved_target_count,right_censored_target_count,minimum_unique_positions_gate,minimum_unique_pairs_gate,minimum_unique_signal_days_gate,numeric_support_pass,primary_context_eligible,primary_support_pass
ROBUSTNESS_2023,C2,72,SUPPORTIVE,29,29,8,17,29,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,72,MIXED,24,24,10,16,24,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,72,STRESSED,7,7,3,7,7,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,72,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,C2,96,SUPPORTIVE,22,22,10,15,22,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,96,MIXED,22,22,9,15,22,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,96,STRESSED,16,16,8,14,16,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,96,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,C2,120,SUPPORTIVE,32,32,10,20,32,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,120,MIXED,16,16,7,11,16,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,120,STRESSED,12,12,6,11,12,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,120,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,C2,144,SUPPORTIVE,17,17,8,13,17,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,144,MIXED,16,16,7,10,16,0,20,5,10,False,True,False
ROBUSTNESS_2023,C2,144,STRESSED,27,27,7,18,27,0,20,5,10,True,True,True
ROBUSTNESS_2023,C2,144,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,24,SUPPORTIVE,72,72,12,39,72,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,24,MIXED,30,30,8,22,30,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,24,STRESSED,25,25,9,17,25,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,24,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,48,SUPPORTIVE,80,80,12,44,80,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,48,MIXED,20,20,6,15,20,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,48,STRESSED,27,27,12,21,27,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,48,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,72,SUPPORTIVE,30,30,8,19,30,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,72,MIXED,24,24,9,16,24,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,72,STRESSED,6,6,4,6,6,0,20,5,10,False,True,False
ROBUSTNESS_2023,D2,72,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,96,SUPPORTIVE,25,25,10,19,25,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,96,MIXED,20,20,9,14,20,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,96,STRESSED,15,15,9,14,15,0,20,5,10,False,True,False
ROBUSTNESS_2023,D2,96,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,120,SUPPORTIVE,30,30,9,21,30,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,120,MIXED,19,19,8,14,19,0,20,5,10,False,True,False
ROBUSTNESS_2023,D2,120,STRESSED,11,11,8,11,11,0,20,5,10,False,True,False
ROBUSTNESS_2023,D2,120,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,D2,144,SUPPORTIVE,21,21,10,16,21,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,144,MIXED,16,16,6,11,16,0,20,5,10,False,True,False
ROBUSTNESS_2023,D2,144,STRESSED,23,23,8,16,23,0,20,5,10,True,True,True
ROBUSTNESS_2023,D2,144,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,24,SUPPORTIVE,71,71,12,40,71,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,24,MIXED,29,29,9,22,29,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,24,STRESSED,26,26,10,17,26,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,24,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,48,SUPPORTIVE,81,81,13,44,81,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,48,MIXED,18,18,8,13,18,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,48,STRESSED,27,27,12,22,27,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,48,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,72,SUPPORTIVE,28,28,8,16,28,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,72,MIXED,26,26,10,17,26,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,72,STRESSED,6,6,3,6,6,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,72,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,96,SUPPORTIVE,24,24,10,17,24,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,96,MIXED,22,22,9,15,22,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,96,STRESSED,14,14,7,13,14,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,96,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,120,SUPPORTIVE,32,32,11,20,32,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,120,MIXED,18,18,8,13,18,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,120,STRESSED,10,10,6,10,10,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,120,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
ROBUSTNESS_2023,E2,144,SUPPORTIVE,18,18,9,13,18,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,144,MIXED,16,16,7,10,16,0,20,5,10,False,True,False
ROBUSTNESS_2023,E2,144,STRESSED,26,26,8,17,26,0,20,5,10,True,True,True
ROBUSTNESS_2023,E2,144,UNAVAILABLE,0,0,0,0,0,0,20,5,10,False,False,False
