asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,top6_member,top10_member,fixed6_symbol,fixed10_symbol
neo,NEO,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,1128881728.1191,2023-04-24 00:00:00+00:00,21,False,False,False,False
aave,AAVE,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,1123841815.9413311,2023-04-24 00:00:00+00:00,22,False,False,False,False
avaxc,AVAXC,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,1097968491.818321,2023-04-24 00:00:00+00:00,23,False,False,False,False
gno,GNO,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,1064757276.28453,2023-04-24 00:00:00+00:00,24,False,False,False,False
pax,PAX,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,1042862184.8540928,2023-04-24 00:00:00+00:00,25,False,False,False,False
lend,LEND,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,913121434.5045706,2023-04-24 00:00:00+00:00,26,False,False,False,False
snx,SNX,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,792738352.9354075,2023-04-24 00:00:00+00:00,27,False,False,False,False
1inch,1INCH,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,741309392.703042,2023-04-24 00:00:00+00:00,28,False,False,False,False
mkr,MKR,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,673265261.2783661,2023-04-24 00:00:00+00:00,29,False,False,False,False
bsv,BSV,2023-04-23 00:00:00+00:00,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00,652455273.0016977,2023-04-24 00:00:00+00:00,30,False,False,False,False
btc,BTC,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,568466684139.1699,2023-05-01 00:00:00+00:00,1,True,True,True,True
eth,ETH,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,227016335265.8526,2023-05-01 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,47307801119.8462,2023-05-01 00:00:00+00:00,3,True,True,False,True
ada,ADA,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,13563917602.39518,2023-05-01 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,11111498139.547253,2023-05-01 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,9993465561.823114,2023-05-01 00:00:00+00:00,6,True,True,False,False
cro,CRO,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,7312448724.13677,2023-05-01 00:00:00+00:00,7,False,True,False,False
link,LINK,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,7059234659.61938,2023-05-01 00:00:00+00:00,8,False,True,True,True
ltc,LTC,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,6459210622.866958,2023-05-01 00:00:00+00:00,9,False,True,False,True
uni,UNI,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,5481962668.66552,2023-05-01 00:00:00+00:00,10,False,True,False,False
icp,ICP,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,3213666898.233445,2023-05-01 00:00:00+00:00,11,False,False,False,False
qnt,QNT,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,2831101279.94684,2023-05-01 00:00:00+00:00,12,False,False,False,False
xmr,XMR,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,2785798615.679436,2023-05-01 00:00:00+00:00,13,False,False,False,False
etc,ETC,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,2746863338.1128464,2023-05-01 00:00:00+00:00,14,False,False,False,False
bch,BCH,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,2293039090.8101764,2023-05-01 00:00:00+00:00,15,False,False,False,False
ldo,LDO,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,2039371496.22647,2023-05-01 00:00:00+00:00,16,False,False,False,False
algo,ALGO,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1811026611.54642,2023-05-01 00:00:00+00:00,17,False,False,False,False
crv,CRV,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1770416160.8620358,2023-05-01 00:00:00+00:00,18,False,False,False,False
ht,HT,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1759286471.9011,2023-05-01 00:00:00+00:00,19,False,False,False,False
mana,MANA,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1198708898.950518,2023-05-01 00:00:00+00:00,20,False,False,False,False
avaxc,AVAXC,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1143115102.9228957,2023-05-01 00:00:00+00:00,21,False,False,False,False
aave,AAVE,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1131041003.3441343,2023-05-01 00:00:00+00:00,22,False,False,False,False
gno,GNO,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1082638515.18624,2023-05-01 00:00:00+00:00,23,False,False,False,False
neo,NEO,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1066585784.76732,2023-05-01 00:00:00+00:00,24,False,False,False,False
pax,PAX,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,1039725648.2704477,2023-05-01 00:00:00+00:00,25,False,False,False,False
lend,LEND,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,918970774.0070422,2023-05-01 00:00:00+00:00,26,False,False,False,False
snx,SNX,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,781907134.9267442,2023-05-01 00:00:00+00:00,27,False,False,False,False
1inch,1INCH,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,709681476.693228,2023-05-01 00:00:00+00:00,28,False,False,False,False
mkr,MKR,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,681357469.4070029,2023-05-01 00:00:00+00:00,29,False,False,False,False
bsv,BSV,2023-04-30 00:00:00+00:00,2023-04-30 00:00:00+00:00,2023-05-01 00:00:00+00:00,651461698.168626,2023-05-01 00:00:00+00:00,30,False,False,False,False
btc,BTC,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,557024258369.1561,2023-05-08 00:00:00+00:00,1,True,True,True,True
eth,ETH,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,228678322627.42426,2023-05-08 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,45272806281.532265,2023-05-08 00:00:00+00:00,3,True,True,False,True
ada,ADA,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,12893591322.53892,2023-05-08 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,10728135071.276638,2023-05-08 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,9739086806.383535,2023-05-08 00:00:00+00:00,6,True,True,False,False
link,LINK,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,6950435920.65622,2023-05-08 00:00:00+00:00,7,False,True,True,True
cro,CRO,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,6905368917.62791,2023-05-08 00:00:00+00:00,8,False,True,False,False
ltc,LTC,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,6115319624.826335,2023-05-08 00:00:00+00:00,9,False,True,False,True
uni,UNI,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,5306943738.31581,2023-05-08 00:00:00+00:00,10,False,True,False,False
xvg,XVG,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,3408119097.1885767,2023-05-08 00:00:00+00:00,11,False,False,False,False
xmr,XMR,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,2807349159.830027,2023-05-08 00:00:00+00:00,12,False,False,False,False
icp,ICP,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,2781073307.103944,2023-05-08 00:00:00+00:00,13,False,False,False,False
qnt,QNT,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,2688675766.173719,2023-05-08 00:00:00+00:00,14,False,False,False,False
etc,ETC,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,2657770345.6226606,2023-05-08 00:00:00+00:00,15,False,False,False,False
bch,BCH,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,2265600272.779922,2023-05-08 00:00:00+00:00,16,False,False,False,False
ldo,LDO,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1840765934.47184,2023-05-08 00:00:00+00:00,17,False,False,False,False
algo,ALGO,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1744897424.61019,2023-05-08 00:00:00+00:00,18,False,False,False,False
crv,CRV,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1739940251.446451,2023-05-08 00:00:00+00:00,19,False,False,False,False
ht,HT,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1503897016.748945,2023-05-08 00:00:00+00:00,20,False,False,False,False
gno,GNO,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1178923039.70764,2023-05-08 00:00:00+00:00,21,False,False,False,False
mana,MANA,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1122651134.710988,2023-05-08 00:00:00+00:00,22,False,False,False,False
aave,AAVE,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1105834978.6142416,2023-05-08 00:00:00+00:00,23,False,False,False,False
avaxc,AVAXC,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1100913746.3319917,2023-05-08 00:00:00+00:00,24,False,False,False,False
pax,PAX,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,1033824417.1526886,2023-05-08 00:00:00+00:00,25,False,False,False,False
neo,NEO,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,995083981.524366,2023-05-08 00:00:00+00:00,26,False,False,False,False
lend,LEND,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,898490879.8323989,2023-05-08 00:00:00+00:00,27,False,False,False,False
snx,SNX,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,763880793.4638623,2023-05-08 00:00:00+00:00,28,False,False,False,False
mkr,MKR,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,684723929.6573011,2023-05-08 00:00:00+00:00,29,False,False,False,False
1inch,1INCH,2023-05-07 00:00:00+00:00,2023-05-07 00:00:00+00:00,2023-05-08 00:00:00+00:00,674180989.495893,2023-05-08 00:00:00+00:00,30,False,False,False,False
btc,BTC,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,521501767636.86115,2023-05-15 00:00:00+00:00,1,True,True,True,True
eth,ETH,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,216520217840.60397,2023-05-15 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,42560207649.26497,2023-05-15 00:00:00+00:00,3,True,True,False,True
ada,ADA,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,12632495692.837593,2023-05-15 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,10031268478.885252,2023-05-15 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,9349655589.938698,2023-05-15 00:00:00+00:00,6,True,True,False,False
link,LINK,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,6541820014.14668,2023-05-15 00:00:00+00:00,7,False,True,True,True
cro,CRO,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,6415721208.06375,2023-05-15 00:00:00+00:00,8,False,True,False,False
ltc,LTC,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,6080831065.277538,2023-05-15 00:00:00+00:00,9,False,True,False,True
uni,UNI,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,5136038032.98348,2023-05-15 00:00:00+00:00,10,False,True,False,False
xvg,XVG,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,3130873446.9044185,2023-05-15 00:00:00+00:00,11,False,False,False,False
xmr,XMR,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,2737350299.4153967,2023-05-15 00:00:00+00:00,12,False,False,False,False
qnt,QNT,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,2626172417.051522,2023-05-15 00:00:00+00:00,13,False,False,False,False
icp,ICP,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,2586525590.8985047,2023-05-15 00:00:00+00:00,14,False,False,False,False
etc,ETC,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,2555831707.5971622,2023-05-15 00:00:00+00:00,15,False,False,False,False
bch,BCH,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,2235790696.8812704,2023-05-15 00:00:00+00:00,16,False,False,False,False
ldo,LDO,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1930539097.91523,2023-05-15 00:00:00+00:00,17,False,False,False,False
algo,ALGO,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1630400235.87705,2023-05-15 00:00:00+00:00,18,False,False,False,False
crv,CRV,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1570021097.9789808,2023-05-15 00:00:00+00:00,19,False,False,False,False
ht,HT,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1467753105.78146,2023-05-15 00:00:00+00:00,20,False,False,False,False
gno,GNO,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1123762811.17684,2023-05-15 00:00:00+00:00,21,False,False,False,False
avaxc,AVAXC,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1090114031.7972696,2023-05-15 00:00:00+00:00,22,False,False,False,False
pax,PAX,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1056124363.7392406,2023-05-15 00:00:00+00:00,23,False,False,False,False
mana,MANA,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,1001775451.2304913,2023-05-15 00:00:00+00:00,24,False,False,False,False
aave,AAVE,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,995872370.446192,2023-05-15 00:00:00+00:00,25,False,False,False,False
neo,NEO,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,909686510.008818,2023-05-15 00:00:00+00:00,26,False,False,False,False
lend,LEND,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,809146264.7024034,2023-05-15 00:00:00+00:00,27,False,False,False,False
bsv,BSV,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,705007068.4143772,2023-05-15 00:00:00+00:00,28,False,False,False,False
snx,SNX,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,661667798.5781833,2023-05-15 00:00:00+00:00,29,False,False,False,False
1inch,1INCH,2023-05-14 00:00:00+00:00,2023-05-14 00:00:00+00:00,2023-05-15 00:00:00+00:00,620719907.5836135,2023-05-15 00:00:00+00:00,30,False,False,False,False
btc,BTC,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,518939805773.3577,2023-05-22 00:00:00+00:00,1,True,True,True,True
eth,ETH,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,217271746152.6438,2023-05-22 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,45774920992.857155,2023-05-22 00:00:00+00:00,3,True,True,False,True
ada,ADA,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,12317656109.237675,2023-05-22 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,10065284818.010193,2023-05-22 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,9296765017.491703,2023-05-22 00:00:00+00:00,6,True,True,False,False
ltc,LTC,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,6740973196.774912,2023-05-22 00:00:00+00:00,7,False,True,False,True
link,LINK,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,6435731181.07995,2023-05-22 00:00:00+00:00,8,False,True,True,True
cro,CRO,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,6172939434.23162,2023-05-22 00:00:00+00:00,9,False,True,False,False
uni,UNI,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,5118305837.68745,2023-05-22 00:00:00+00:00,10,False,True,False,False
xvg,XVG,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,3601242749.6590323,2023-05-22 00:00:00+00:00,11,False,False,False,False
xmr,XMR,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2673476802.0761733,2023-05-22 00:00:00+00:00,12,False,False,False,False
etc,ETC,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2535810459.242131,2023-05-22 00:00:00+00:00,13,False,False,False,False
icp,ICP,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2522146883.9412866,2023-05-22 00:00:00+00:00,14,False,False,False,False
qnt,QNT,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2499419643.156351,2023-05-22 00:00:00+00:00,15,False,False,False,False
bch,BCH,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2226134125.571278,2023-05-22 00:00:00+00:00,16,False,False,False,False
ldo,LDO,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,2069473850.9082,2023-05-22 00:00:00+00:00,17,False,False,False,False
crv,CRV,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1634941958.3227193,2023-05-22 00:00:00+00:00,18,False,False,False,False
algo,ALGO,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1618043343.06239,2023-05-22 00:00:00+00:00,19,False,False,False,False
ht,HT,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1460633747.63491,2023-05-22 00:00:00+00:00,20,False,False,False,False
gno,GNO,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1143549767.26182,2023-05-22 00:00:00+00:00,21,False,False,False,False
mana,MANA,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1054338855.9255995,2023-05-22 00:00:00+00:00,22,False,False,False,False
avaxc,AVAXC,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1040048061.4333453,2023-05-22 00:00:00+00:00,23,False,False,False,False
aave,AAVE,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1024208155.7854736,2023-05-22 00:00:00+00:00,24,False,False,False,False
pax,PAX,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,1018329731.0079604,2023-05-22 00:00:00+00:00,25,False,False,False,False
neo,NEO,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,914001099.59419,2023-05-22 00:00:00+00:00,26,False,False,False,False
lend,LEND,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,832169089.2581407,2023-05-22 00:00:00+00:00,27,False,False,False,False
snx,SNX,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,748252385.8859233,2023-05-22 00:00:00+00:00,28,False,False,False,False
bsv,BSV,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,664846492.4601667,2023-05-22 00:00:00+00:00,29,False,False,False,False
mkr,MKR,2023-05-21 00:00:00+00:00,2023-05-21 00:00:00+00:00,2023-05-22 00:00:00+00:00,610402464.1089325,2023-05-22 00:00:00+00:00,30,False,False,False,False
btc,BTC,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,544713631696.419,2023-05-29 00:00:00+00:00,1,True,True,True,True
eth,ETH,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,229849137198.93878,2023-05-29 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,48254186836.71136,2023-05-29 00:00:00+00:00,3,True,True,False,True
ada,ADA,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,13082634999.377853,2023-05-29 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,10277399536.54672,2023-05-29 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,9349751225.721893,2023-05-29 00:00:00+00:00,6,True,True,False,False
ltc,LTC,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,6689916045.342731,2023-05-29 00:00:00+00:00,7,False,True,False,True
link,LINK,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,6639663578.1893,2023-05-29 00:00:00+00:00,8,False,True,True,True
cro,CRO,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,6136192665.31713,2023-05-29 00:00:00+00:00,9,False,True,False,False
uni,UNI,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,5148072725.064,2023-05-29 00:00:00+00:00,10,False,True,False,False
xvg,XVG,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,3363083815.5948644,2023-05-29 00:00:00+00:00,11,False,False,False,False
xmr,XMR,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2764726797.7439365,2023-05-29 00:00:00+00:00,12,False,False,False,False
etc,ETC,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2620649025.2324896,2023-05-29 00:00:00+00:00,13,False,False,False,False
qnt,QNT,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2610418856.8615847,2023-05-29 00:00:00+00:00,14,False,False,False,False
icp,ICP,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2493973736.4161177,2023-05-29 00:00:00+00:00,15,False,False,False,False
bch,BCH,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2261996636.792094,2023-05-29 00:00:00+00:00,16,False,False,False,False
ldo,LDO,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,2102474626.39667,2023-05-29 00:00:00+00:00,17,False,False,False,False
crv,CRV,2023-05-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,2023-05-29 00:00:00+00:00,1689482332.2363513,2023-05-29 00:00:00+00:00,18,False,False,False,False
