policy_id,portfolio_id,universe_id,governor_state,clock_hour_count,clock_hour_fraction,occupancy_semantics
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,CAUTION,948,0.05410958904109589,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,LOCKED,12017,0.6859018264840183,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,OPEN,5799,0.3309931506849315,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,CAUTION,1729,0.09868721461187215,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,LOCKED,9992,0.5703196347031964,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,OPEN,4147,0.23670091324200912,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,CAUTION,712,0.040639269406392696,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,LOCKED,12661,0.7226598173515981,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,OPEN,4458,0.25445205479452054,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,CAUTION,1097,0.06261415525114156,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,LOCKED,11965,0.6829337899543378,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,OPEN,5866,0.3348173515981735,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,CAUTION,1757,0.10028538812785388,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,LOCKED,9897,0.5648972602739726,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,OPEN,4104,0.23424657534246576,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,CAUTION,785,0.04480593607305936,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,LOCKED,12631,0.7209474885844749,STATE_AFTER_ANY_SIGNAL_TIME_TRANSITION_AT_COMPLETED_HOUR_HELD_UNTIL_NEXT_SIGNAL_TIME_TRANSITION
