policy_id,portfolio_id,universe_id,market_context,family_bucket,governor_next_state,admission_outcome,signal_count
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,MIXED,OVERLAP,,ADMIT,46
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,MIXED,RS,,SUPPRESS,406
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,STRESSED,MB,,ADMIT,53
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,STRESSED,MB,,SUPPRESS,97
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,STRESSED,OVERLAP,,ADMIT,7
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,STRESSED,OVERLAP,,SUPPRESS,4
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,STRESSED,RS,,SUPPRESS,343
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,SUPPORTIVE,MB,,ADMIT,422
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,SUPPORTIVE,OVERLAP,,ADMIT,20
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,SUPPORTIVE,RS,,ADMIT,221
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,MIXED,MB,,ADMIT,657
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,MIXED,OVERLAP,,ADMIT,45
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,MIXED,RS,,SUPPRESS,418
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,STRESSED,MB,,ADMIT,51
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,STRESSED,MB,,SUPPRESS,92
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,STRESSED,OVERLAP,,ADMIT,6
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,STRESSED,OVERLAP,,SUPPRESS,5
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,STRESSED,RS,,SUPPRESS,342
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,SUPPORTIVE,MB,,ADMIT,427
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,SUPPORTIVE,OVERLAP,,ADMIT,20
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,D2,SUPPORTIVE,RS,,ADMIT,243
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,MIXED,MB,,ADMIT,641
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,MIXED,OVERLAP,,ADMIT,44
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,MIXED,RS,,SUPPRESS,421
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,STRESSED,MB,,ADMIT,50
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,STRESSED,MB,,SUPPRESS,97
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,STRESSED,OVERLAP,,ADMIT,6
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,STRESSED,OVERLAP,,SUPPRESS,5
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,STRESSED,RS,,SUPPRESS,351
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,SUPPORTIVE,MB,,ADMIT,428
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,SUPPORTIVE,OVERLAP,,ADMIT,21
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,SUPPORTIVE,RS,,ADMIT,225
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,MIXED,MB,CAUTION,ADMIT,105
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,MIXED,MB,CAUTION,SUPPRESS,14
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,MIXED,MB,LOCKED,SUPPRESS,557
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,STRESSED,MB,LOCKED,SUPPRESS,161
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,SUPPORTIVE,MB,OPEN,ADMIT,442
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,MIXED,MB,CAUTION,ADMIT,114
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,MIXED,MB,CAUTION,SUPPRESS,11
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,MIXED,MB,LOCKED,SUPPRESS,577
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,STRESSED,MB,LOCKED,SUPPRESS,154
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,SUPPORTIVE,MB,OPEN,ADMIT,447
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,MIXED,MB,CAUTION,ADMIT,107
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,MIXED,MB,CAUTION,SUPPRESS,13
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,MIXED,MB,LOCKED,SUPPRESS,565
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,STRESSED,MB,LOCKED,SUPPRESS,158
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,SUPPORTIVE,MB,OPEN,ADMIT,449
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,MIXED,RS,CAUTION,SUPPRESS,53
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,MIXED,RS,LOCKED,SUPPRESS,399
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,STRESSED,RS,LOCKED,SUPPRESS,354
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,SUPPORTIVE,RS,OPEN,ADMIT,241
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,MIXED,RS,CAUTION,SUPPRESS,64
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,MIXED,RS,LOCKED,SUPPRESS,399
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,STRESSED,RS,LOCKED,SUPPRESS,353
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,SUPPORTIVE,RS,OPEN,ADMIT,263
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,MIXED,RS,CAUTION,SUPPRESS,57
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,MIXED,RS,LOCKED,SUPPRESS,408
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,STRESSED,RS,LOCKED,SUPPRESS,362
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,SUPPORTIVE,RS,OPEN,ADMIT,246
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,MB,CAUTION,ADMIT,77
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,MB,CAUTION,SUPPRESS,7
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,MB,LOCKED,SUPPRESS,546
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,OVERLAP,CAUTION,ADMIT,3
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,OVERLAP,CAUTION,SUPPRESS,1
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,OVERLAP,LOCKED,SUPPRESS,42
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,RS,CAUTION,SUPPRESS,57
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,MIXED,RS,LOCKED,SUPPRESS,349
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,STRESSED,MB,LOCKED,SUPPRESS,150
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,STRESSED,OVERLAP,LOCKED,SUPPRESS,11
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,STRESSED,RS,LOCKED,SUPPRESS,343
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,SUPPORTIVE,MB,OPEN,ADMIT,422
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,SUPPORTIVE,OVERLAP,OPEN,ADMIT,20
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,SUPPORTIVE,RS,OPEN,ADMIT,221
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,MB,CAUTION,ADMIT,85
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,MB,CAUTION,SUPPRESS,4
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,MB,LOCKED,SUPPRESS,568
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,OVERLAP,CAUTION,ADMIT,4
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,OVERLAP,LOCKED,SUPPRESS,41
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,RS,CAUTION,SUPPRESS,67
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,MIXED,RS,LOCKED,SUPPRESS,351
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,STRESSED,MB,LOCKED,SUPPRESS,143
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,STRESSED,OVERLAP,LOCKED,SUPPRESS,11
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,STRESSED,RS,LOCKED,SUPPRESS,342
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,SUPPORTIVE,MB,OPEN,ADMIT,427
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,SUPPORTIVE,OVERLAP,OPEN,ADMIT,20
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,SUPPORTIVE,RS,OPEN,ADMIT,243
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,MB,CAUTION,ADMIT,77
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,MB,CAUTION,SUPPRESS,6
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,MB,LOCKED,SUPPRESS,558
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,OVERLAP,CAUTION,ADMIT,4
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,OVERLAP,LOCKED,SUPPRESS,40
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,RS,CAUTION,SUPPRESS,61
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,MIXED,RS,LOCKED,SUPPRESS,360
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,STRESSED,MB,LOCKED,SUPPRESS,147
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,STRESSED,OVERLAP,LOCKED,SUPPRESS,11
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,STRESSED,RS,LOCKED,SUPPRESS,351
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,SUPPORTIVE,MB,OPEN,ADMIT,428
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,SUPPORTIVE,OVERLAP,OPEN,ADMIT,21
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,SUPPORTIVE,RS,OPEN,ADMIT,225
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,MIXED,MB,,ADMIT,676
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,STRESSED,MB,,SUPPRESS,161
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,SUPPORTIVE,MB,,ADMIT,442
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,MIXED,MB,,ADMIT,702
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,STRESSED,MB,,SUPPRESS,154
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,SUPPORTIVE,MB,,ADMIT,447
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,MIXED,MB,,ADMIT,685
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,STRESSED,MB,,SUPPRESS,158
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,SUPPORTIVE,MB,,ADMIT,449
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,MIXED,RS,,SUPPRESS,452
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,STRESSED,RS,,SUPPRESS,354
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,SUPPORTIVE,RS,,ADMIT,241
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,MIXED,RS,,SUPPRESS,463
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,STRESSED,RS,,SUPPRESS,353
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,SUPPORTIVE,RS,,ADMIT,263
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,MIXED,RS,,SUPPRESS,465
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,STRESSED,RS,,SUPPRESS,362
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,SUPPORTIVE,RS,,ADMIT,246
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,MIXED,MB,,ADMIT,630
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,MIXED,OVERLAP,,ADMIT,46
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,MIXED,RS,,SUPPRESS,406
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,STRESSED,MB,,SUPPRESS,150
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,STRESSED,OVERLAP,,SUPPRESS,11
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,STRESSED,RS,,SUPPRESS,343
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,SUPPORTIVE,MB,,ADMIT,422
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,SUPPORTIVE,OVERLAP,,ADMIT,20
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,SUPPORTIVE,RS,,ADMIT,221
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,MIXED,MB,,ADMIT,657
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,MIXED,OVERLAP,,ADMIT,45
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,MIXED,RS,,SUPPRESS,418
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,STRESSED,MB,,SUPPRESS,143
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,STRESSED,OVERLAP,,SUPPRESS,11
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,STRESSED,RS,,SUPPRESS,342
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,SUPPORTIVE,MB,,ADMIT,427
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,SUPPORTIVE,OVERLAP,,ADMIT,20
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,SUPPORTIVE,RS,,ADMIT,243
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,MIXED,MB,,ADMIT,641
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,MIXED,OVERLAP,,ADMIT,44
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,MIXED,RS,,SUPPRESS,421
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,STRESSED,MB,,SUPPRESS,147
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,STRESSED,OVERLAP,,SUPPRESS,11
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,STRESSED,RS,,SUPPRESS,351
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,SUPPORTIVE,MB,,ADMIT,428
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,SUPPORTIVE,OVERLAP,,ADMIT,21
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,SUPPORTIVE,RS,,ADMIT,225
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,MIXED,MB,,SUPPRESS,676
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,STRESSED,MB,,SUPPRESS,161
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,SUPPORTIVE,MB,,ADMIT,442
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,MIXED,MB,,SUPPRESS,702
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,STRESSED,MB,,SUPPRESS,154
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,SUPPORTIVE,MB,,ADMIT,447
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,MIXED,MB,,SUPPRESS,685
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,STRESSED,MB,,SUPPRESS,158
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,SUPPORTIVE,MB,,ADMIT,449
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,MIXED,RS,,SUPPRESS,452
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,STRESSED,RS,,SUPPRESS,354
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,SUPPORTIVE,RS,,ADMIT,241
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,MIXED,RS,,SUPPRESS,463
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,STRESSED,RS,,SUPPRESS,353
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,SUPPORTIVE,RS,,ADMIT,263
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,MIXED,RS,,SUPPRESS,465
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,STRESSED,RS,,SUPPRESS,362
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,SUPPORTIVE,RS,,ADMIT,246
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,MIXED,MB,,SUPPRESS,630
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,MIXED,OVERLAP,,SUPPRESS,46
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,MIXED,RS,,SUPPRESS,406
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,STRESSED,MB,,SUPPRESS,150
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,STRESSED,OVERLAP,,SUPPRESS,11
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,STRESSED,RS,,SUPPRESS,343
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,SUPPORTIVE,MB,,ADMIT,422
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,SUPPORTIVE,OVERLAP,,ADMIT,20
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,SUPPORTIVE,RS,,ADMIT,221
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,MIXED,MB,,SUPPRESS,657
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,MIXED,OVERLAP,,SUPPRESS,45
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,MIXED,RS,,SUPPRESS,418
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,STRESSED,MB,,SUPPRESS,143
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,STRESSED,OVERLAP,,SUPPRESS,11
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,STRESSED,RS,,SUPPRESS,342
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,SUPPORTIVE,MB,,ADMIT,427
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,SUPPORTIVE,OVERLAP,,ADMIT,20
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,SUPPORTIVE,RS,,ADMIT,243
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,MIXED,MB,,SUPPRESS,641
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,MIXED,OVERLAP,,SUPPRESS,44
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,MIXED,RS,,SUPPRESS,421
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,STRESSED,MB,,SUPPRESS,147
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,STRESSED,OVERLAP,,SUPPRESS,11
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,STRESSED,RS,,SUPPRESS,351
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,SUPPORTIVE,MB,,ADMIT,428
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,SUPPORTIVE,OVERLAP,,ADMIT,21
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,SUPPORTIVE,RS,,ADMIT,225
