policy_id,portfolio_id,universe_id,cost_multiplier,signal_events,missing_entry_bar,missing_exit_bar_precheck,same_pair_open,position_slots_full,gross_limit_rejection,capacity_unavailable,capacity_capped_entries,cash_capped_entries,admitted_entries,suppressed_entries,time_failure_exits,max_hold_exits,governor_transition_count,governor_state_OPEN,governor_state_CAUTION,governor_state_LOCKED,governor_locked_suppressions_MB,governor_locked_suppressions_RS,governor_locked_suppressions_OVERLAP,governor_reason_STRESSED_LOCKS_ADMISSIONS,governor_reason_SUPPORTIVE_OPENS_ADMISSIONS,governor_reason_OPEN_MIXED_TO_CAUTION,governor_reason_CAUTION_MIXED_STAYS_CAUTION,governor_reason_LOCKED_MIXED_STAYS_LOCKED,governor_reason_UNAVAILABLE_PERSISTS_GOVERNOR_STATE,admission_SUPPORTIVE_MB_ADMIT,admission_SUPPORTIVE_MB_SUPPRESS,admission_SUPPORTIVE_RS_ADMIT,admission_SUPPORTIVE_RS_SUPPRESS,admission_SUPPORTIVE_OVERLAP_ADMIT,admission_SUPPORTIVE_OVERLAP_SUPPRESS,admission_MIXED_MB_ADMIT,admission_MIXED_MB_SUPPRESS,admission_MIXED_RS_ADMIT,admission_MIXED_RS_SUPPRESS,admission_MIXED_OVERLAP_ADMIT,admission_MIXED_OVERLAP_SUPPRESS,admission_STRESSED_MB_ADMIT,admission_STRESSED_MB_SUPPRESS,admission_STRESSED_RS_ADMIT,admission_STRESSED_RS_SUPPRESS,admission_STRESSED_OVERLAP_ADMIT,admission_STRESSED_OVERLAP_SUPPRESS,admission_UNAVAILABLE_MB_ADMIT,admission_UNAVAILABLE_MB_SUPPRESS,admission_UNAVAILABLE_RS_ADMIT,admission_UNAVAILABLE_RS_SUPPRESS,admission_UNAVAILABLE_OVERLAP_ADMIT,admission_UNAVAILABLE_OVERLAP_SUPPRESS,family_quality_suppressed_entries,risk_off_or_router_suppressed_entries,profit_giveback_exits,rs_degraded_set_count,rs_degraded_clear_count,rs_degraded_persist_count,rs_unevaluable_checkpoint_count,atomic_replacement_count,atomic_replacement_incoming_mb_supported,atomic_replacement_incoming_rs_only,replacement_no_candidate,replacement_entry_infeasible,degraded_positions_held_without_replacement,entry_context_SUPPORTIVE,entry_context_MIXED,entry_context_STRESSED,entry_context_UNAVAILABLE
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,237,1,0,0,4,0,101,740,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,414.0,326.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,237,1,0,0,4,0,101,740,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,414.0,326.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,1.0,2289,0,0,1345,129,0,0,5,0,369,446,200,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,420.0,332.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,E2,2.0,2289,0,0,1345,129,0,0,4,0,369,446,200,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,420.0,332.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,750,109,0,0,5,0,357,76,193,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,271.0,113.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,750,109,0,0,4,0,357,76,193,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,271.0,113.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,E2,1.0,1073,0,0,220,1,0,0,3,0,103,749,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,419.0,330.0,0.0
FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,E2,2.0,1073,0,0,220,1,0,0,3,0,103,749,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,419.0,330.0,0.0
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,1.0,2249,0,0,884,104,0,0,5,0,351,910,186,165,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,221,0,20,0,630,0,0,406,46,0,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,2.0,2249,0,0,884,104,0,0,4,0,351,910,186,165,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,221,0,20,0,630,0,0,406,46,0,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,1.0,1279,0,0,686,92,0,0,4,0,340,161,180,160,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,676,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,2.0,1279,0,0,686,92,0,0,4,0,340,161,180,160,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,676,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,1.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,2.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,1.0,2306,0,0,914,117,0,0,7,0,361,914,192,169,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,243,0,20,0,657,0,0,418,45,0,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,2.0,2306,0,0,914,117,0,0,7,0,361,914,192,169,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,243,0,20,0,657,0,0,418,45,0,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,696,105,0,0,7,0,348,154,185,163,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,702,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,696,105,0,0,6,0,348,154,185,163,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,702,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,1.0,2289,0,0,887,115,0,0,5,0,357,930,191,166,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,225,0,21,0,641,0,0,421,44,0,0,147,0,351,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,2.0,2289,0,0,887,115,0,0,5,0,357,930,191,166,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,225,0,21,0,641,0,0,421,44,0,0,147,0,351,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,690,100,0,0,5,0,344,158,183,161,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,685,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,690,100,0,0,5,0,344,158,183,161,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,685,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,1.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,2.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,1.0,2249,0,0,465,35,0,0,5,0,163,1586,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,221,0,20,0,0,630,0,406,0,46,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,2.0,2249,0,0,465,35,0,0,5,0,163,1586,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,221,0,20,0,0,630,0,406,0,46,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,1.0,1279,0,0,268,29,0,0,4,0,145,837,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,676,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,2.0,1279,0,0,268,29,0,0,4,0,145,837,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,676,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,1.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,2.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,1.0,2306,0,0,489,39,0,0,8,0,162,1616,83,79,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,243,0,20,0,0,657,0,418,0,45,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,2.0,2306,0,0,489,39,0,0,8,0,162,1616,83,79,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,243,0,20,0,0,657,0,418,0,45,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,267,34,0,0,7,0,146,856,76,70,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,702,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,267,34,0,0,7,0,146,856,76,70,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,702,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,2.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,1.0,2289,0,0,469,40,0,0,6,0,165,1615,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,225,0,21,0,0,641,0,421,0,44,0,147,0,351,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,2.0,2289,0,0,469,40,0,0,6,0,165,1615,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,225,0,21,0,0,641,0,421,0,44,0,147,0,351,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,1.0,1292,0,0,269,35,0,0,5,0,145,843,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,685,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,2.0,1292,0,0,269,35,0,0,5,0,145,843,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,685,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,1.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,2.0,1073,0,0,142,1,0,0,3,0,103,827,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,465,0,0,0,0,0,362,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,1.0,2249,0,0,527,47,0,0,5,0,169,1506,88,81,162,663,145,1441,696,692,53,504,663,42,103,937,0,422,0,221,0,20,0,77,553,0,406,3,43,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2.0,2249,0,0,527,47,0,0,5,0,169,1506,88,81,162,663,145,1441,696,692,53,504,663,42,103,937,0,422,0,221,0,20,0,77,553,0,406,3,43,0,150,0,343,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,1.0,1279,0,0,342,39,0,0,4,0,166,732,86,80,118,442,119,718,718,0,0,161,442,32,87,557,0,442,0,0,0,0,0,105,571,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,2.0,1279,0,0,342,39,0,0,4,0,166,732,86,80,118,442,119,718,718,0,0,161,442,32,87,557,0,442,0,0,0,0,0,105,571,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,1.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,106,241,53,753,0,753,0,354,241,25,28,399,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,2.0,1047,0,0,139,2,0,0,3,0,100,806,52,48,106,241,53,753,0,753,0,354,241,25,28,399,0,0,0,241,0,0,0,0,0,0,452,0,0,0,0,0,354,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,1.0,2306,0,0,554,53,0,0,8,0,172,1527,91,81,177,690,160,1456,711,693,52,496,690,45,115,960,0,427,0,243,0,20,0,85,572,0,418,4,41,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,2.0,2306,0,0,554,53,0,0,8,0,172,1527,91,81,177,690,160,1456,711,693,52,496,690,45,115,960,0,427,0,243,0,20,0,85,572,0,418,4,41,0,143,0,342,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,1.0,1303,0,0,350,42,0,0,7,0,169,742,88,81,112,447,125,731,731,0,0,154,447,31,94,577,0,447,0,0,0,0,0,114,588,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,2.0,1303,0,0,350,42,0,0,7,0,169,742,88,81,112,447,125,731,731,0,0,154,447,31,94,577,0,447,0,0,0,0,0,114,588,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,1.0,1079,0,0,161,1,0,0,4,0,101,816,52,49,128,263,64,752,0,752,0,353,263,31,33,399,0,0,0,263,0,0,0,0,0,0,463,0,0,0,0,0,353,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
