scope,cost_multiplier,floor_type,floor_timestamp,trade_id,source_candidate_id,symbol,engine_id,entry_open_time,exit_bar_close,quantity,entry_price,mark_price,position_market_value,entry_notional,entry_fee_at_multiplier,planned_exit_notional,planned_exit_fee_at_multiplier,risk_budget
FROZEN_V3_CONTROL,3.0,MINIMUM_CASH,2024-12-16 00:00:00+00:00,RD16L-V3-000557,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000962,BTC/USDT,TREND_CONTINUATION_CORE_V3,2024-12-16 00:00:00+00:00,2024-12-16 03:00:00+00:00,0.4781322893568524,104469.1,104469.1,49950.04995004996,49950.04995004996,149.85014985014988,50058.09695726355,150.17429087179065,750.0
FROZEN_V3_CONTROL,3.0,MINIMUM_CASH,2024-12-16 00:00:00+00:00,RD16L-V3-000558,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000963,ETH/USDT,TREND_CONTINUATION_CORE_V3,2024-12-16 00:00:00+00:00,2024-12-16 12:00:00+00:00,12.61556042583471,3959.4,3959.4,49950.04995004995,49950.04995004995,149.85014985014985,49368.47447450189,148.10542342350567,750.0
FROZEN_V3_CONTROL,3.0,MINIMUM_CASH,2024-12-16 00:00:00+00:00,RD16L-V3-000559,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:001309,SOL/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2024-12-16 00:00:00+00:00,2024-12-16 04:00:00+00:00,214.11226310093704,224.288,224.288,48022.81126638297,48022.81126638297,144.0684337991489,47272.81126638297,141.8184337991489,750.0
FROZEN_V3_CONTROL,3.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000019,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000056,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-05 06:00:00+00:00,2020-02-09 06:00:00+00:00,5.385682396011683,9274.6,9271.0,49930.66149342431,49950.04995004996,149.85014985014988,54384.620834925976,163.15386250477792,750.0
FROZEN_V3_CONTROL,3.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000018,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-05 06:00:00+00:00,2020-02-07 06:00:00+00:00,174.27273027021826,191.08,190.86,33261.69329937386,33300.033300033305,99.90009990009992,37946.14428903733,113.83843286711198,500.0
PIT_DYNAMIC_REROUTE,1.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,RD16L-V3-000023,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000060,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-23 04:00:00+00:00,2020-02-23 12:00:00+00:00,5.103922705541246,9786.6,9786.6,49950.04995004996,49950.04995004996,49.95004995004996,50274.71283974344,50.274712839743444,750.0
PIT_DYNAMIC_REROUTE,1.0,MINIMUM_CASH,2020-02-23 04:00:00+00:00,RD16L-V3-000022,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000035,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-23 04:00:00+00:00,2020-02-23 12:00:00+00:00,188.0083180896189,265.68,265.68,49950.04995004995,49950.04995004995,49.95004995004995,50622.93294921461,50.622932949214615,750.0
PIT_DYNAMIC_REROUTE,1.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000019,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000056,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-05 06:00:00+00:00,2020-02-09 06:00:00+00:00,5.385682396011683,9274.6,9271.0,49930.66149342431,49950.04995004996,49.95004995004996,54384.620834925976,54.384620834925975,750.0
PIT_DYNAMIC_REROUTE,1.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000018,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-05 06:00:00+00:00,2020-02-07 06:00:00+00:00,174.27273027021826,191.08,190.86,33261.69329937386,33300.033300033305,33.300033300033306,37946.14428903733,37.94614428903733,500.0
PIT_DYNAMIC_REROUTE,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,RD16L-V3-000023,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000060,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-23 04:00:00+00:00,2020-02-23 12:00:00+00:00,5.103922705541246,9786.6,9786.6,49950.04995004996,49950.04995004996,74.92507492507494,50274.71283974344,75.41206925961517,750.0
PIT_DYNAMIC_REROUTE,1.5,MINIMUM_CASH,2020-02-23 04:00:00+00:00,RD16L-V3-000022,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000035,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-23 04:00:00+00:00,2020-02-23 12:00:00+00:00,188.0083180896189,265.68,265.68,49950.04995004995,49950.04995004995,74.92507492507492,50622.93294921461,75.93439942382193,750.0
PIT_DYNAMIC_REROUTE,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000019,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000056,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-05 06:00:00+00:00,2020-02-09 06:00:00+00:00,5.385682396011683,9274.6,9271.0,49930.66149342431,49950.04995004996,74.92507492507494,54384.620834925976,81.57693125238896,750.0
PIT_DYNAMIC_REROUTE,1.5,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000018,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-05 06:00:00+00:00,2020-02-07 06:00:00+00:00,174.27273027021826,191.08,190.86,33261.69329937386,33300.033300033305,49.95004995004996,37946.14428903733,56.91921643355599,500.0
PIT_DYNAMIC_REROUTE,2.0,MINIMUM_CASH,2023-12-03 23:00:00+00:00,RD16L-V3-000312,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000844,ETH/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2023-12-01 02:00:00+00:00,2023-12-05 02:00:00+00:00,23.917054087465925,2088.47,2204.82,52732.79919312662,49950.04995004996,99.90009990009992,53574.67949700542,107.14935899401084,750.0
PIT_DYNAMIC_REROUTE,2.0,MINIMUM_CASH,2023-12-03 23:00:00+00:00,RD16L-V3-000313,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000601,LINK/USDT,TREND_CONTINUATION_CORE_V3,2023-12-02 01:00:00+00:00,2023-12-04 12:00:00+00:00,3314.2715875345,15.0712,16.0052,53045.57961280718,49950.04995004996,99.90009990009992,50540.18628103697,101.08037256207395,750.0
PIT_DYNAMIC_REROUTE,2.0,MINIMUM_CASH,2023-12-03 23:00:00+00:00,RD16L-V3-000314,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000605,BTC/USDT,TREND_CONTINUATION_CORE_V3,2023-12-03 23:00:00+00:00,2023-12-07 23:00:00+00:00,1.2469120534723772,40059.0,40059.0,49950.04995004996,49950.04995004996,99.90009990009992,53791.41191318231,107.58282382636462,750.0
PIT_DYNAMIC_REROUTE,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000019,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000056,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-05 06:00:00+00:00,2020-02-09 06:00:00+00:00,5.385682396011683,9274.6,9271.0,49930.66149342431,49950.04995004996,99.90009990009992,54384.620834925976,108.76924166985195,750.0
PIT_DYNAMIC_REROUTE,2.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000018,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-05 06:00:00+00:00,2020-02-07 06:00:00+00:00,174.27273027021826,191.08,190.86,33261.69329937386,33300.033300033305,66.60006660006661,37946.14428903733,75.89228857807466,500.0
PIT_DYNAMIC_REROUTE,3.0,MINIMUM_CASH,2024-02-11 04:00:00+00:00,RD16L-V3-000342,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000685,BTC/USDT,TREND_CONTINUATION_CORE_V3,2024-02-07 18:00:00+00:00,2024-02-11 18:00:00+00:00,1.1483826087467803,43496.0,48518.1,55717.34224943716,49950.04995004996,149.85014985014988,55458.956162469134,166.37686848740742,750.0
PIT_DYNAMIC_REROUTE,3.0,MINIMUM_CASH,2024-02-11 04:00:00+00:00,RD16L-V3-000344,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000697,LINK/USDT,TREND_CONTINUATION_CORE_V3,2024-02-11 00:00:00+00:00,2024-02-15 00:00:00+00:00,2605.4541691602626,19.0787,19.6149,51105.72298266163,49708.678457157905,149.12603537147373,52745.5958367311,158.23678751019332,750.0
PIT_DYNAMIC_REROUTE,3.0,MINIMUM_CASH,2024-02-11 04:00:00+00:00,RD16L-V3-000345,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000698,ETH/USDT,TREND_CONTINUATION_CORE_V3,2024-02-11 04:00:00+00:00,2024-02-11 15:00:00+00:00,19.752080965676083,2528.85,2528.85,49950.04995004996,49950.04995004996,149.85014985014988,49568.79864275191,148.70639592825574,750.0
PIT_DYNAMIC_REROUTE,3.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000019,COMPOSITE_ALPHA_V2::COMPRESSION_EXPANSION_SPECIALIST_V2::MTF_COMPRESSION_EXPANSION:000056,BTC/USDT,COMPRESSION_EXPANSION_SPECIALIST_V3,2020-02-05 06:00:00+00:00,2020-02-09 06:00:00+00:00,5.385682396011683,9274.6,9271.0,49930.66149342431,49950.04995004996,149.85014985014988,54384.620834925976,163.15386250477792,750.0
PIT_DYNAMIC_REROUTE,3.0,MINIMUM_EQUITY,2020-02-05 08:00:00+00:00,RD16L-V3-000018,COMPOSITE_ALPHA_V2::TREND_CONTINUATION_CORE_V2::MTF_TREND_BREAKOUT:000021,ETH/USDT,TREND_CONTINUATION_CORE_V3,2020-02-05 06:00:00+00:00,2020-02-07 06:00:00+00:00,174.27273027021826,191.08,190.86,33261.69329937386,33300.033300033305,99.90009990009992,37946.14428903733,113.83843286711198,500.0
