direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,negative_event_count,nonnegative_event_count,auc_adverse_score,median_predicted_rcv_negative_events,median_predicted_rcv_nonnegative_events,class_support_pass,auc_gt_0_5,negative_event_median_pred_lt_nonnegative,all_lopo_auc_pass,classification_gate_pass
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,72,True,3,14,7,0.3520408163265306,0.03533388286658568,0.003557694982804662,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,96,True,3,10,11,0.32727272727272727,0.03883778097157761,0.031294079852533276,True,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,120,True,3,9,12,0.4351851851851852,0.019291957879106834,0.01289991971179132,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,D2,144,True,3,12,9,0.37037037037037035,0.011913390712162472,0.0011139049814673579,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,24,True,3,30,15,0.6088888888888889,0.022477873904881887,0.02347309870881132,True,True,True,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,48,True,3,32,13,0.3942307692307692,0.020804752654469162,0.020519830935357686,True,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,72,True,3,14,7,0.3520408163265306,0.014243865967075964,0.0026936026134177803,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,96,True,3,10,11,0.45454545454545453,0.015671455697200673,0.01551230325898254,True,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,120,True,3,9,12,0.4398148148148148,0.0058679944348438455,0.0030025175897302513,False,False,False,False,False
REVERSE,ROBUSTNESS_2023,ROBUSTNESS_2022,E2,144,True,3,12,9,0.4166666666666667,0.0012790699734481392,0.00041140427155854294,False,False,False,False,False
