variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
MTF_STRUCTURE_TOP1_10PCT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.49729222546863916,8.977084241529303,0.05539574009655526,True,False
MTF_STRUCTURE_TOP1_10PCT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03994490164632791,0.33154791649728477,-0.12048002614021869,False,
MTF_STRUCTURE_TOP1_10PCT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.01909861178336536,0.37052437252117865,-0.05154481917994129,False,
MTF_STRUCTURE_TOP1_10PCT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.012672611048802906,-0.15141585105211164,,False,
MTF_STRUCTURE_TOP1_10PCT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.16078875249529112,2.667291938689029,0.06028164752536186,True,False
MTF_STRUCTURE_TOP1_10PCT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07540249588331105,0.37373514866458524,-0.20175382527636507,False,
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5047954781248314,8.977084241529303,0.05623156300456375,True,False
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.039198757876721335,0.33154791649728477,-0.11822954066744182,False,
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.016834877769643652,0.37052437252117865,-0.04543527772570857,False,
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.012432540657897562,-0.15141585105211164,,False,
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.17303226472452726,2.667291938689029,0.06487188830539954,True,False
CROSS_SECTIONAL_ROTATION_TOP2_6PCT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07401174790128406,0.37373514866458524,-0.19803261257534846,False,
