universe_id,period_id,pair,signal_time,entry_time,membership_rank,support_families,exclusion_reason,contract_violation,governor_state_after_signal,original_completion_eligible
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,7,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-12 14:00:00+00:00,2022-01-12 15:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,XRP-USDT,2022-01-12 14:00:00+00:00,2022-01-12 15:00:00+00:00,3,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-12 15:00:00+00:00,2022-01-12 16:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SAND-USDT,2022-01-13 16:00:00+00:00,2022-01-13 17:00:00+00:00,8,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-13 17:00:00+00:00,2022-01-13 18:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SAND-USDT,2022-01-13 18:00:00+00:00,2022-01-13 19:00:00+00:00,8,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-13 21:00:00+00:00,2022-01-13 22:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-15 16:00:00+00:00,2022-01-15 17:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SHIB-USDT,2022-01-16 20:00:00+00:00,2022-01-16 21:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-16 22:00:00+00:00,2022-01-16 23:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-17 02:00:00+00:00,2022-01-17 03:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-17 04:00:00+00:00,2022-01-17 05:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-17 08:00:00+00:00,2022-01-17 09:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-17 09:00:00+00:00,2022-01-17 10:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-01-17 11:00:00+00:00,2022-01-17 12:00:00+00:00,4,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-17 12:00:00+00:00,2022-01-17 13:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-20 15:00:00+00:00,2022-01-20 16:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-20 16:00:00+00:00,2022-01-20 17:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-25 18:00:00+00:00,2022-01-25 19:00:00+00:00,7,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-26 05:00:00+00:00,2022-01-26 06:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-26 08:00:00+00:00,2022-01-26 09:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-26 10:00:00+00:00,2022-01-26 11:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-26 12:00:00+00:00,2022-01-26 13:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-26 15:00:00+00:00,2022-01-26 16:00:00+00:00,7,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-26 18:00:00+00:00,2022-01-26 19:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-26 19:00:00+00:00,2022-01-26 20:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-27 03:00:00+00:00,2022-01-27 04:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-27 08:00:00+00:00,2022-01-27 09:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-28 03:00:00+00:00,2022-01-28 04:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-28 04:00:00+00:00,2022-01-28 05:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-28 10:00:00+00:00,2022-01-28 11:00:00+00:00,1,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-28 17:00:00+00:00,2022-01-28 18:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-28 21:00:00+00:00,2022-01-28 22:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-29 12:00:00+00:00,2022-01-29 13:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-29 16:00:00+00:00,2022-01-29 17:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-01-29 21:00:00+00:00,2022-01-29 22:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-30 13:00:00+00:00,2022-01-30 14:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-01-31 17:00:00+00:00,2022-01-31 18:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-01-31 20:00:00+00:00,2022-01-31 21:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-01-31 21:00:00+00:00,2022-01-31 22:00:00+00:00,4,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-01 02:00:00+00:00,2022-02-01 03:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-01 03:00:00+00:00,2022-02-01 04:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-01 04:00:00+00:00,2022-02-01 05:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-01 04:00:00+00:00,2022-02-01 05:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-01 17:00:00+00:00,2022-02-01 18:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-01 17:00:00+00:00,2022-02-01 18:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-02 00:00:00+00:00,2022-02-02 01:00:00+00:00,6,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-02 02:00:00+00:00,2022-02-02 03:00:00+00:00,4,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-02 03:00:00+00:00,2022-02-02 04:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-02 13:00:00+00:00,2022-02-02 14:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-02 16:00:00+00:00,2022-02-02 17:00:00+00:00,5,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-02 18:00:00+00:00,2022-02-02 19:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-03 01:00:00+00:00,2022-02-03 02:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-03 06:00:00+00:00,2022-02-03 07:00:00+00:00,4,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-03 16:00:00+00:00,2022-02-03 17:00:00+00:00,3,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-04 06:00:00+00:00,2022-02-04 07:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-04 09:00:00+00:00,2022-02-04 10:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-04 15:00:00+00:00,2022-02-04 16:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-04 16:00:00+00:00,2022-02-04 17:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-04 16:00:00+00:00,2022-02-04 17:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-04 16:00:00+00:00,2022-02-04 17:00:00+00:00,3,MOMENTUM_BREAKOUT|RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-04 17:00:00+00:00,2022-02-04 18:00:00+00:00,5,MOMENTUM_BREAKOUT|RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-04 17:00:00+00:00,2022-02-04 18:00:00+00:00,6,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-04 20:00:00+00:00,2022-02-04 21:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-04 20:00:00+00:00,2022-02-04 21:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-05 00:00:00+00:00,2022-02-05 01:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-05 00:00:00+00:00,2022-02-05 01:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-05 00:00:00+00:00,2022-02-05 01:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-05 00:00:00+00:00,2022-02-05 01:00:00+00:00,6,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-05 04:00:00+00:00,2022-02-05 05:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-05 05:00:00+00:00,2022-02-05 06:00:00+00:00,6,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-05 06:00:00+00:00,2022-02-05 07:00:00+00:00,4,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-05 16:00:00+00:00,2022-02-05 17:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-05 17:00:00+00:00,2022-02-05 18:00:00+00:00,2,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-05 21:00:00+00:00,2022-02-05 22:00:00+00:00,3,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-06 00:00:00+00:00,2022-02-06 01:00:00+00:00,5,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-06 04:00:00+00:00,2022-02-06 05:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-07 00:00:00+00:00,2022-02-07 01:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-07 04:00:00+00:00,2022-02-07 05:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-07 05:00:00+00:00,2022-02-07 06:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-07 05:00:00+00:00,2022-02-07 06:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-07 06:00:00+00:00,2022-02-07 07:00:00+00:00,3,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-07 15:00:00+00:00,2022-02-07 16:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-07 15:00:00+00:00,2022-02-07 16:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-07 15:00:00+00:00,2022-02-07 16:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-07 16:00:00+00:00,2022-02-07 17:00:00+00:00,7,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-07 17:00:00+00:00,2022-02-07 18:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-07 17:00:00+00:00,2022-02-07 18:00:00+00:00,7,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-07 18:00:00+00:00,2022-02-07 19:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-07 19:00:00+00:00,2022-02-07 20:00:00+00:00,2,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,DOT-USDT,2022-02-08 02:00:00+00:00,2022-02-08 03:00:00+00:00,7,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-08 04:00:00+00:00,2022-02-08 05:00:00+00:00,5,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-08 05:00:00+00:00,2022-02-08 06:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-08 06:00:00+00:00,2022-02-08 07:00:00+00:00,1,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-10 18:00:00+00:00,2022-02-10 19:00:00+00:00,5,MOMENTUM_BREAKOUT,SUPPRESSED_BY_CONTROL_ADMISSION,False,CAUTION,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-11 12:00:00+00:00,2022-02-11 13:00:00+00:00,5,RELATIVE_STRENGTH_ROTATION,SUPPRESSED_BY_CONTROL_ADMISSION,False,LOCKED,True
C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,2022-02-15 08:00:00+00:00,4,RELATIVE_STRENGTH_ROTATION,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,2022-02-15 10:00:00+00:00,1,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,2022-02-15 10:00:00+00:00,4,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,2022-02-15 12:00:00+00:00,1,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,2022-02-15 12:00:00+00:00,3,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,2022-02-15 12:00:00+00:00,5,RELATIVE_STRENGTH_ROTATION,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,2022-02-15 20:00:00+00:00,6,MOMENTUM_BREAKOUT,POSITION_SLOTS_FULL,False,OPEN,True
C2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 00:00:00+00:00,2022-02-16 01:00:00+00:00,1,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,ETH-USDT,2022-02-16 00:00:00+00:00,2022-02-16 01:00:00+00:00,2,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,SOL-USDT,2022-02-16 00:00:00+00:00,2022-02-16 01:00:00+00:00,4,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-16 00:00:00+00:00,2022-02-16 01:00:00+00:00,5,MOMENTUM_BREAKOUT,SAME_PAIR_OPEN,False,OPEN,True
