architecture_id,variant_id,engine_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_win_rate,hypothetical_profit_factor,hypothetical_average_r
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,48,4239.949119572903,0.042399491195729035,0.5208333333333334,1.367998909917444,0.17666454664887107
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,3112.3859740284247,0.031123859740284247,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,33,-1205.3706394600313,-0.012053706394600313,0.3939393939393939,0.8719763581945799,-0.07305276602788068
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,250,6329.590096706797,0.06329590096706797,0.372,1.092813873631188,0.05063672077365438
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,59,13718.207665564925,0.13718207665564924,0.4745762711864407,2.2466409193247205,0.4650239886632177
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,1,-543.8192125086458,-0.005438192125086458,0.0,0.0,-1.0876384250172917
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_SAME_SYMBOL_ACTIVE,3,106.1349920129004,0.001061349920129004,0.6666666666666666,1.2586863584834558,0.07075666134193366
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,TREND_CONTINUATION_CORE,ADMITTED,433,50894.36479967162,0.5089436479967162,0.4226327944572748,1.4446047648858793,0.23507789745806754
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,93,2963.1887102983437,0.029631887102983437,0.44086021505376344,1.116369857683569,0.06372448839351277
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,4,2097.2147864148847,0.020972147864148846,0.5,2.9386732034018155,1.0486073932074422
COMPOSITE_ALPHA_V1,TREND_STRONG_BULL_DIAGNOSTIC_BREADTH,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,47,-3078.947347001607,-0.03078947347001607,0.3829787234042553,0.7798859130114246,-0.13101903604262158
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,349,16496.931662545438,0.1649693166254544,0.335243553008596,1.1821389626070458,0.0945382903297733
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,36,2200.41623248214,0.0220041623248214,0.4444444444444444,1.3087407179509876,0.12224534624900775
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,67,11370.942466080964,0.11370942466080963,0.43283582089552236,1.8218338789018913,0.33943111839047657
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_MAX_POSITIONS,1,-510.0745343169568,-0.005100745343169568,0.0,0.0,-1.0201490686339136
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_SAME_SYMBOL_ACTIVE,2,-638.5723565315129,-0.006385723565315129,0.0,0.0,-0.6385723565315129
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,ADMITTED,272,27415.760080495365,0.27415760080495366,0.4227941176470588,1.3825972344739306,0.201586471180113
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,10,-2267.0855527476288,-0.02267085552747629,0.4,0.17603773486028798,-0.4534171105495256
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,3112.3859740284247,0.031123859740284247,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,COMPRESSION_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,35,5102.53617794416,0.0510253617794416,0.4,1.5414058838624565,0.2915734958825234
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,347,17279.930481920794,0.17279930481920794,0.3371757925072046,1.1924475720052494,0.09959614110617172
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,43,2591.921335798436,0.025919213357984357,0.4883720930232558,1.324434139493781,0.12055448073481095
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,62,10196.438543389315,0.10196438543389315,0.3870967741935484,1.7411778286560304,0.32891737236739743
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_MAX_POSITIONS,1,-510.0745343169568,-0.005100745343169568,0.0,0.0,-1.0201490686339136
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_SAME_SYMBOL_ACTIVE,2,-638.5723565315129,-0.006385723565315129,0.0,0.0,-0.6385723565315129
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,ADMITTED,280,32961.76985458665,0.32961769854586653,0.42142857142857143,1.4512817267158775,0.2354412132470475
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,49,1190.2290172720684,0.011902290172720684,0.5306122448979592,1.1033038294932067,0.048580776215186465
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,3112.3859740284247,0.031123859740284247,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,DUAL_STRONG_BULL_STRUCTURE_BREADTH,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,39,5724.500243756042,0.05724500243756042,0.41025641025641024,1.55594969256443,0.29356411506441243
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,274,18361.824993182123,0.18361824993182121,0.38686131386861317,1.2556017066141603,0.1340279196582637
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,37,2335.645471024126,0.02335645471024126,0.4594594594594595,1.3230566715296153,0.12625110654184468
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,1,-543.8192125086458,-0.005438192125086458,0.0,0.0,-1.0876384250172917
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_SAME_SYMBOL_ACTIVE,1,-543.5377099216306,-0.005435377099216306,0.0,0.0,-1.0870754198432613
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,TREND_CONTINUATION_CORE,ADMITTED,316,43906.799054580326,0.43906799054580326,0.43670886075949367,1.5371688550197984,0.2778911332568376
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,17,-3800.4141983478994,-0.03800414198347899,0.47058823529411764,0.15209059264135033,-0.44710755274681174
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,3112.3859740284247,0.031123859740284247,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,TREND_COOLDOWN_12H,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,30,-2390.593268623989,-0.02390593268623989,0.36666666666666664,0.7374787986042914,-0.15937288457493257
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,275,17818.28728326049,0.17818287283260492,0.38545454545454544,1.2461729181032934,0.12958754387825816
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,35,3949.40368139804,0.0394940368139804,0.45714285714285713,1.3932954745652752,0.15045347357706812
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,3,-841.1095290832121,-0.008411095290832121,0.3333333333333333,0.22054702448917665,-0.5607396860554749
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,TREND_CONTINUATION_CORE,ADMITTED,279,32612.37875520995,0.3261237875520995,0.4265232974910394,1.4297558716168643,0.22434344703520145
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,9,782.634549553207,0.00782634549553207,0.3333333333333333,1.2844450821209235,0.17391878878960176
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,3112.3859740284247,0.031123859740284247,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,CONSENSUS_RISK_075,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,29,-1827.334705271913,-0.01827334705271913,0.3793103448275862,0.7861022202240509,-0.1260230831222009
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,275,25624.773878400752,0.25624773878400753,0.38545454545454544,1.2399328843161768,0.12958754387825816
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,35,1966.8230325790325,0.019668230325790327,0.45714285714285713,1.1958631379282711,0.15045347357706812
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,3,-1261.6642936248184,-0.012616642936248184,0.3333333333333333,0.22054702448917662,-0.5607396860554749
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,TREND_CONTINUATION_CORE,ADMITTED,279,43961.20521292513,0.4396120521292513,0.4265232974910394,1.4241359234129258,0.22434344703520143
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,9,1381.362056982972,0.01381362056982972,0.3333333333333333,1.3524103147157343,0.1739187887896018
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,4668.578961042637,0.046685789610426374,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_075,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,29,-2741.0020579078696,-0.027410020579078695,0.3793103448275862,0.7861022202240511,-0.1260230831222009
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,275,33431.26047354102,0.3343126047354102,0.38545454545454544,1.2367345670004257,0.12958754387825816
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,35,1300.7102775593737,0.013007102775593736,0.45714285714285713,1.0971469696097684,0.15045347357706812
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,3,-1682.2190581664242,-0.016822190581664242,0.3333333333333333,0.22054702448917665,-0.5607396860554749
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,TREND_CONTINUATION_CORE,ADMITTED,279,56626.499564439684,0.5662649956443968,0.4265232974910394,1.4202051642136642,0.22434344703520145
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,9,1980.0895644127352,0.01980089564412735,0.3333333333333333,1.3891634696945772,0.17391878878960176
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,6224.771948056849,0.062247719480568495,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,STRONG_BULL_RISK_100,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,29,-3654.669410543826,-0.03654669410543826,0.3793103448275862,0.7861022202240509,-0.1260230831222009
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST,ADMITTED,272,27614.57867234623,0.2761457867234623,0.3897058823529412,1.263472866273989,0.1407707633276285
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_CONFLICT,38,3013.4170057521133,0.030134170057521132,0.4473684210526316,1.2658553487174036,0.10573393002638988
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_ENGINE_COOLDOWN,2,-1500.175847041923,-0.015001758470419228,0.0,0.0,-1.000117231361282
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,COMPRESSION_EXPANSION_SPECIALIST,REJECTED_SAME_SYMBOL_ACTIVE,1,-815.3065648824459,-0.008153065648824459,0.0,0.0,-1.087075419843261
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE,ADMITTED,324,64021.977673002155,0.6402197767300215,0.4351851851851852,1.5390109178496427,0.2645128093992445
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE,REJECTED_ENGINE_COOLDOWN,17,-5223.052068853648,-0.05223052068853648,0.47058823529411764,0.15505302710226654,-0.44710755274681174
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE,REJECTED_MAX_POSITIONS,1,4668.578961042637,0.046685789610426374,1.0,,6.2247719480568495
COMPOSITE_ALPHA_V1,EVIDENCE_COMPOSITE_EXPANSION,TREND_CONTINUATION_CORE,REJECTED_SAME_SYMBOL_ACTIVE,33,-1808.055959190046,-0.01808055959190046,0.3939393939393939,0.87197635819458,-0.07305276602788066
