pair,canonical_asset_id,identity_status,identity_collision,temporal_mapping
BLUM-USDT,BLUM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BLUR-USDT,BLUR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BLUR2L-USDT,BLUR2L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BLUR2S-USDT,BLUR2S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BLZ-USDT,BLZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BMB-USDT,BMB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BMON-USDT,BMON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BMT-USDT,BMT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BMX-USDT,BMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BN-USDT,BN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNB-USDT,BNB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNB3L-USDT,BNB3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNB3S-USDT,BNB3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNC-USDT,BNC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BND-USDT,BND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNKR-USDT,BNKR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNOLD-USDT,BNOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNRENSHENG-USDT,BNRENSHENG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNS-USDT,BNS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNT-USDT,BNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNTY-USDT,BNTY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BNX-USDT,BNX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOA-USDT,BOA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOB-USDT,BOB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOBA-USDT,BOBA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOBMEME-USDT,BOBMEME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOLT-USDT,BOLT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOMB-USDT,BOMB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOME-USDT,BOME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOND-USDT,BOND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BONDLY-USDT,BONDLY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BONK-USDT,BONK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BONKDOWN-USDT,BONKDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BONKUP-USDT,BONKUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOOM-USDT,BOOM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOS-USDT,BOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOSOLD-USDT,BOSOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BOSON-USDT,BOSON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BPT-USDT,BPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BR-USDT,BR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRAWL-USDT,BRAWL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRD-USDT,BRD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRETT-USDT,BRETT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BREV-USDT,BREV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRG-USDT,BRG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRISE-USDT,BRISE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRL-USDT,BRL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BROCCOLI-USDT,BROCCOLI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BRWL-USDT,BRWL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BSD-USDT,BSD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BSU-USDT,BSU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BSV-USDT,BSV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BSW-USDT,BSW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTC-USDT,BTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTC3L-USDT,BTC3L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTC3S-USDT,BTC3S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTCDOWN-USDT,BTCDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTCP-USDT,BTCP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTCUP-USDT,BTCUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTF-USDT,BTF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTG-USDT,BTG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTGOLD-USDT,BTGOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTM-USDT,BTM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTMX-USDT,BTMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTR-USDT,BTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BTT-USDT,BTT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BU-USDT,BU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUBB-USDT,BUBB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BULL-USDT,BULL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BULLA-USDT,BULLA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUN-USDT,BUN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BURGER-USDT,BURGER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BURP-USDT,BURP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUSD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUX-USDT,BUX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUY-USDT,BUY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BUZZ-USDT,BUZZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BWP-USDT,BWP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BYTE-USDT,BYTE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BZD-USDT,BZD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
BZRX-USDT,BZRX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
C-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
C98-USDT,C98,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAD-USDT,CAD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CADH-USDT,CADH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAG-USDT,CAG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAI-USDT,CAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAKE-USDT,CAKE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAMP-USDT,CAMP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAN-USDT,CAN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CANDY-USDT,CANDY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAP-USDT,CAP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAPP-USDT,CAPP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CARD-USDT,CARD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CARDS-USDT,CARDS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CARE-USDT,CARE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CARR-USDT,CARR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CARV-USDT,CARV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAS-USDT,CAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CASHCAT-USDT,CASHCAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CAT-USDT,CAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CATI-USDT,CATI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CATS-USDT,CATS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CBC-USDT,CBC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CC-USDT,CC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CCD-USDT,CCD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CEEK-USDT,CEEK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CELB-USDT,CELB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CELO-USDT,CELO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CELR-USDT,CELR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CELT-USDT,CELT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CERE-USDT,CERE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CESS-USDT,CESS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CETUS-USDT,CETUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CEUR-USDT,CEUR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CFD-USDT,CFD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CFG-USDT,CFG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CFX-USDT,CFX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CFX2L-USDT,CFX2L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CFX2S-USDT,CFX2S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CGG-USDT,CGG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CGPT-USDT,CGPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHEEMS-USDT,CHEEMS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHEQ-USDT,CHEQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHF-USDT,CHF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHILLGUY-USDT,CHILLGUY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHIP-USDT,CHIP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHIRP-USDT,CHIRP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHMB-USDT,CHMB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHO-USDT,CHO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHP-USDT,CHP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHR-USDT,CHR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHSB-USDT,CHSB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CHZ-USDT,CHZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CIRUS-USDT,CIRUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CIX100-USDT,CIX100,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CKB-USDT,CKB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLANKER-USDT,CLANKER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLAY-USDT,CLAY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLH-USDT,CLH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLO-USDT,CLO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLOUD-USDT,CLOUD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLP-USDT,CLP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLUB-USDT,CLUB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CLV-USDT,CLV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CMP-USDT,CMP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COCOS-USDT,COCOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COFI-USDT,COFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COLS-USDT,COLS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMB-USDT,COMB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMBO-USDT,COMBO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMING-USDT,COMING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMMON-USDT,COMMON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMP-USDT,COMP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMPDOWN-USDT,COMPDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COMPUP-USDT,COMPUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CONTRACT-USDT,CONTRACT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COOHA-USDT,COOHA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COOKIE-USDT,COOKIE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COP-USDT,COP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COQ-USDT,COQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COS-USDT,COS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COSM-USDT,COSM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COTI-USDT,COTI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COV-USDT,COV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
COW-USDT,COW,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CPC-USDT,CPC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CPOOL-USDT,CPOOL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CQT-USDT,CQT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRC-USDT,CRC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRCLX-USDT,CRCLX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CREAM-USDT,CREAM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CREDI-USDT,CREDI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRO-USDT,CRO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CROS-USDT,CROS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CROSS-USDT,CROSS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRPT-USDT,CRPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRTR-USDT,CRTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CRV-USDT,CRV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CS-USDT,CS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CSIX-USDT,CSIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CSKY-USDT,CSKY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CSP-USDT,CSP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CSPR-USDT,CSPR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTA-USDT,CTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTC-USDT,CTC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTI-USDT,CTI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTR-USDT,CTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTRL-USDT,CTRL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTROLD-USDT,CTROLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTSI-USDT,CTSI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTSIDOWN-USDT,CTSIDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CTSIUP-USDT,CTSIUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CUDOS-USDT,CUDOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CULT-USDT,CULT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CUSD-USDT,CUSD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CV-USDT,CV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CVC-USDT,CVC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CVE-USDT,CVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CVX-USDT,CVX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CWAR-USDT,CWAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CWEB-USDT,CWEB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CWS-USDT,CWS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CXO-USDT,CXO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CXT-USDT,CXT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CYBER-USDT,CYBER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CYC-USDT,CYC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CYPR-USDT,CYPR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CYS-USDT,CYS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
CZK-USDT,CZK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
D-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DACC-USDT,DACC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DADI-USDT,DADI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAG-USDT,DAG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAI-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAO-USDT,DAO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAPP-USDT,DAPP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAPPT-USDT,DAPPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAPPX-USDT,DAPPX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAR-USDT,DAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DARK-USDT,DARK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DASH-USDT,DASH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DAT-USDT,DAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DATA-USDT,DATA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DATAOLD-USDT,DATAOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DATX-USDT,DATX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DBC-USDT,DBC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DBR-USDT,DBR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DC-USDT,DC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DCC-USDT,DCC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DCK-USDT,DCK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DCR-USDT,DCR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEB-USDT,DEB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DECHAT-USDT,DECHAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEEP-USDT,DEEP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEFAI-USDT,DEFAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEFI-USDT,DEFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEGEN-USDT,DEGEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEGO-USDT,DEGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DENT-USDT,DENT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEPOSIT-USDT,DEPOSIT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DERC-USDT,DERC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DERO-USDT,DERO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEUS-USDT,DEUS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DEXE-USDT,DEXE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DFA-USDT,DFA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DFI-USDT,DFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DFUN-USDT,DFUN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DFYN-USDT,DFYN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DG-USDT,DG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DGB-USDT,DGB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DGC-USDT,DGC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DGTX-USDT,DGTX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DIA-USDT,DIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DIGI-USDT,DIGI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DIGIMON-USDT,DIGIMON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DIN-USDT,DIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DINO-USDT,DINO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DIVI-USDT,DIVI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DJF-USDT,DJF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DKK-USDT,DKK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DLTA-USDT,DLTA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DMAIL-USDT,DMAIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DMC-USDT,DMC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DMG-USDT,DMG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DMTR-USDT,DMTR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DN-USDT,DN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DNA-USDT,DNA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOAI-USDT,DOAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
DOCK-USDT,DOCK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
