pair,canonical_asset_id,identity_status,identity_collision,temporal_mapping
NIBI-USDT,NIBI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NIF-USDT,NIF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NIGHT-USDT,NIGHT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NIL-USDT,NIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NIM-USDT,NIM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NIX-USDT,NIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NKN-USDT,NKN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NLK-USDT,NLK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NMR-USDT,NMR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOBODY-USDT,NOBODY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOC-USDT,NOC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NODE-USDT,NODE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOIA-USDT,NOIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOK-USDT,NOK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOLAN-USDT,NOLAN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOM-USDT,NOM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOOB-USDT,NOOB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOON-USDT,NOON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NORD-USDT,NORD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOT-USDT,NOT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NOTAI-USDT,NOTAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NPC-USDT,NPC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NPR-USDT,NPR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NPXS-USDT,NPXS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NRFB-USDT,NRFB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NRG-USDT,NRG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NRN-USDT,NRN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NS-USDT,NS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NTRN-USDT,NTRN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NTVRK-USDT,NTVRK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NU-USDT,NU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NULS-USDT,NULS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NUM-USDT,NUM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NUMI-USDT,NUMI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NUSD-USDT,NUSD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NVDAX-USDT,NVDAX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NVG8-USDT,NVG8,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NVT-USDT,NVT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NWC-USDT,NWC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NXPC-USDT,NXPC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NXRA-USDT,NXRA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NXT-USDT,NXT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NYM-USDT,NYM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
NZD-USDT,NZD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
O-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OAS-USDT,OAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OBI-USDT,OBI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OBT-USDT,OBT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OCEAN-USDT,OCEAN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OCEANDOWN-USDT,OCEANDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OCEANUP-USDT,OCEANUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OCN-USDT,OCN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ODDZ-USDT,ODDZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ODE-USDT,ODE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ODOS-USDT,ODOS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OFC-USDT,OFC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OFN-USDT,OFN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OGN-USDT,OGN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OGO-USDT,OGO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OGV-USDT,OGV,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OLE-USDT,OLE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OLT-USDT,OLT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OM-USDT,OM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMG-USDT,OMG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMN-USDT,OMN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMNI-USDT,OMNI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMNIA-USDT,OMNIA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMR-USDT,OMR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OMX-USDT,OMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONDO-USDT,ONDO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONE-USDT,ONE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONG-USDT,ONG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONION-USDT,ONION,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONOMY-USDT,ONOMY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONOT-USDT,ONOT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONSTON-USDT,ONSTON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ONT-USDT,ONT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OOE-USDT,OOE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OOFP-USDT,OOFP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OOKI-USDT,OOKI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OORT-USDT,OORT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OP-USDT,OP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OP2L-USDT,OP2L,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OP2S-USDT,OP2S,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPAD-USDT,OPAD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPAI-USDT,OPAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPCT-USDT,OPCT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPDOWN-USDT,OPDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPEN-USDT,OPEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPENCUSTOD-USDT,OPENCUSTOD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPENPLAT-USDT,OPENPLAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPEN_ERROR-USDT,,EXCLUDED_NON_CANONICAL_NETWORK_REPRESENTATION,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPQ-USDT,OPQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPS-USDT,OPS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPT-USDT,OPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPUL-USDT,OPUL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OPUP-USDT,OPUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORAI-USDT,ORAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORBS-USDT,ORBS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORC-USDT,ORC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORCA-USDT,ORCA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORDER-USDT,ORDER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORDI-USDT,ORDI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORDIDOWN-USDT,ORDIDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORDIUP-USDT,ORDIUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
ORN-USDT,ORN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OSMO-USDT,OSMO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OTK-USDT,OTK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OUSD-USDT,OUSD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OVR-USDT,OVR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
OXT-USDT,OXT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
P-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
P00LS-USDT,P00LS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
P2P-USDT,P2P,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAAL-USDT,PAAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAB-USDT,PAB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAIN-USDT,PAIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAL-USDT,PAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PANDORA-USDT,PANDORA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PARETO-USDT,PARETO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PARTI-USDT,PARTI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PATEX-USDT,PATEX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAWS-USDT,PAWS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAX-USDT,PAX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAXG-USDT,PAXG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAY-USDT,PAY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PAZZI-USDT,PAZZI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PBL-USDT,PBL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PBR-USDT,PBR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PBUX-USDT,PBUX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PBX-USDT,PBX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PCX-USDT,PCX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PDEX-USDT,PDEX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEAQ-USDT,PEAQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEEL-USDT,PEEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEELOLD-USDT,PEELOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEL-USDT,PEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEN-USDT,PEN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PENDLE-USDT,PENDLE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PENGU-USDT,PENGU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEOPLE-USDT,PEOPLE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEPE-USDT,PEPE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEPE2-USDT,PEPE2,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEPEDOWN-USDT,PEPEDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PEPEUP-USDT,PEPEUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PERP-USDT,PERP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PERPDOWN-USDT,PERPDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PERPUP-USDT,PERPUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PFVS-USDT,PFVS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PGC-USDT,PGC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PHA-USDT,PHA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PHIL-USDT,PHIL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PHNX-USDT,PHNX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PHP-USDT,PHP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PHX-USDT,PHX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIAS-USDT,PIAS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIEVERSE-USDT,PIEVERSE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIGGY-USDT,PIGGY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIKA-USDT,PIKA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIKASTER2-USDT,PIKASTER2,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIN-USDT,PIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PING-USDT,PING,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PINGPONG-USDT,PINGPONG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIP-USDT,PIP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIPE-USDT,PIPE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIT-USDT,PIT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIVX-USDT,PIVX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIX-USDT,PIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PIXEL-USDT,PIXEL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PKF-USDT,PKF,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PKR-USDT,PKR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLAI-USDT,PLAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLANCK-USDT,PLANCK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLATO-USDT,PLATO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLAY-USDT,PLAY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLAYOLD-USDT,PLAYOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLAYSOLANA-USDT,PLAYSOLANA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLD-USDT,PLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLGR-USDT,PLGR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLN-USDT,PLN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLT-USDT,PLT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLU-USDT,PLU,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLUME-USDT,PLUME,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PLY-USDT,PLY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PMG-USDT,PMG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PMGT-USDT,PMGT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PMON-USDT,PMON,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PNDR-USDT,PNDR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PNK-USDT,PNK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PNT-USDT,PNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PNUT-USDT,PNUT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POE-USDT,POE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POKT-USDT,POKT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POL-USDT,POL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLC-USDT,POLC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLK-USDT,POLK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLL-USDT,POLL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLS-USDT,POLS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLX-USDT,POLX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLY-USDT,POLY,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POLYX-USDT,POLYX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PONCH-USDT,PONCH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POND-USDT,POND,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PONKE-USDT,PONKE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POP-USDT,POP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POPCAT-USDT,POPCAT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PORT3-USDT,PORT3,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PORTAL-USDT,PORTAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PORTALS-USDT,PORTALS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POSI-USDT,POSI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POWEROLD-USDT,POWEROLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
POWR-USDT,POWR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PPT-USDT,PPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRAI-USDT,PRAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRCL-USDT,PRCL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRE-USDT,PRE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRIMAL-USDT,PRIMAL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRL-USDT,PRL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRLOLD-USDT,PRLOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRMX-USDT,PRMX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRO-USDT,PRO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROM-USDT,PROM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROMPT-USDT,PROMPT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROPS-USDT,PROPS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROPSOLD-USDT,PROPSOLD,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROS-USDT,PROS,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PROVE-USDT,PROVE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PRQ-USDT,PRQ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PSL-USDT,PSL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PSTAKE-USDT,PSTAKE,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PTB-USDT,PTB,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUBLIC-USDT,PUBLIC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUFFER-USDT,PUFFER,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUMLX-USDT,PUMLX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUMP-USDT,PUMP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUNDIAI-USDT,PUNDIAI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUNDIX-USDT,PUNDIX,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PURA-USDT,PURA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PURR-USDT,PURR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PUSH-USDT,PUSH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PVT-USDT,PVT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYBOBO-USDT,PYBOBO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYG-USDT,PYG,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYR-USDT,PYR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYTH-USDT,PYTH,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYTHDOWN-USDT,PYTHDOWN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYTHUP-USDT,PYTHUP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PYUSD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
PZP-USDT,PZP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
Q-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QAIT-USDT,QAIT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QAR-USDT,QAR,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QI-USDT,QI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QKC-USDT,QKC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QLC-USDT,QLC,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QNT-USDT,QNT,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QORPO-USDT,QORPO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QRDO-USDT,QRDO,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QSP-USDT,QSP,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QTUM-USDT,QTUM,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QUARTZ-USDT,QUARTZ,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QUICK-USDT,QUICK,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
QUILL-USDT,QUILL,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
R-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
RACA-USDT,RACA,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
RACEFI-USDT,RACEFI,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
RAIN-USDT,RAIN,HIGH,False,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN
