currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation
SERAPH,SERAPH,Seraph,False,False,1,SERAPH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SERO,SERO,Sero,False,False,1,SERO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SFI,SFI,Singularity Finance,False,False,1,SFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SFP,SFP,SafePal,False,True,1,SFP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SFUND,SFUND,Seedify.fund,False,False,1,SFUND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SGC,SGC,SGC,False,False,1,SGC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SGD,SGD,Singapore Dollar,False,False,0,SGD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHA,SHA,Safe Haven,False,False,1,SHA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHARE,SHARE,ShareX,False,False,1,SHARE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHELL,SHELL,MyShell Token,False,False,2,SHELL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHFT,SHFT,Shyft,False,False,1,SHFT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHIB,SHIB,SHIBA INU,True,True,2,SHIB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHIB2L,SHIB2L,SHIB 2x Long,False,False,1,SHIB2L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHIB2S,SHIB2S,SHIB 2x Short,False,False,1,SHIB2S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHILL,SHILL,Project SEED,False,True,2,SHILL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHL,SHL,SHL,False,False,1,SHL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHM,SHM,Shardeum,False,False,1,SHM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHR,SHR,ShareRing,False,False,1,SHR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHRAP,SHRAP,Shrapnel,False,False,1,SHRAP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SHX,SHX,Stronghold Token,False,False,1,SHX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIDUS,SIDUS,SIDUS,False,False,1,SIDUS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIENNA,SIENNA,SiennaERC20,False,False,1,SIENNA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIGHT,SIGHT,Empire of Sight,False,False,1,SIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIGN,SIGN,Sign,False,True,3,SIGN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SILLY,SILLY,Silly Dragon,False,False,1,SILLY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIMP,SIMP,SO-COL,False,False,1,SIMP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIN,SIN,Sinverse,False,False,1,SIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SIREN,SIREN,SIREN,False,False,1,SIREN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKATE,SKATE,Skate,False,False,1,SKATE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKEY,SKEY,SmartKey,False,False,1,SKEY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKL,SKL,SKALE  Network,False,True,1,SKL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKR,SKR,Seeker,False,False,1,SKR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKU,SKU,Sakura,False,False,1,SKU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SKY,SKY,Sky Protocol,False,False,1,SKY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLAY,SLAY,SatLayer,False,False,1,SLAY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLC,SLC,Silencio,False,False,1,SLC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLCL,SLCL,Solcial,False,False,1,SLCL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLERF,SLERF,SLERF,False,False,1,SLERF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLF,SLF,Self Chain,False,False,1,SLF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLIM,SLIM,Solanium,False,False,1,SLIM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLING,SLING,Slingshot,False,False,1,SLING,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLN,SLN,Smart Layer Network,False,False,1,SLN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SLP,SLP,Smooth Love Potion,False,True,1,SLP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SMH,SMH,Spacemesh,False,False,1,SMH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SMILE,SMILE,bitSmiley,False,True,1,SMILE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SMOLE,SMOLE,smolecoin,False,False,1,SMOLE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SMT,SMT,SmartMesh,False,False,1,SMT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SN3,SN3,Supernova Nebula3,False,False,1,SN3,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNAI,SNAI,SwarmNode.ai,False,False,1,SNAI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNAKES,SNAKES,Blue Snakes,False,False,1,SNAKES,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNC,SNC,SunContract,False,False,1,SNC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNEK,SNEK,Snek,False,False,1,SNEK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNM,SNM,SONM,False,False,1,SNM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNOV,SNOV,Snovio,False,False,1,SNOV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNS,SNS,Sonorus,False,False,1,SNS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNT,SNT,Status,False,False,1,SNT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNTR,SNTR,Silent Notary,False,False,1,SNTR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNTVT,SNTVT,Sentivate,False,False,1,SNTVT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SNX,SNX,Synthetix Network Token,False,True,2,SNX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOCIAL,SOCIAL,Phavercoin,False,False,1,SOCIAL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOL,SOL,Solana,True,True,1,SOL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOL3L,SOL3L,SOL 3x Long,False,False,1,SOL3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOL3S,SOL3S,SOL 3x Short,False,False,1,SOL3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOLR,SOLR,SolRazr,False,False,1,SOLR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOLS,SOLS,sols,False,False,1,SOLS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOLV,SOLV,Solv Protocol,False,True,1,SOLV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOLVE,SOLVE,TuumIO,False,False,1,SOLVE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOMI,SOMI,Somnia,False,True,1,SOMI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SON,SON,Souni,False,False,1,SON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SONIC,SONIC,Sonic SVM,False,True,1,SONIC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOON,SOON,SOON Token,False,True,2,SOON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOPH,SOPH,Sophon,False,True,2,SOPH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOS,SOS,OpenDAO,False,True,1,SOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOUL,SOUL,Phantasma,False,False,1,SOUL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SOV,SOV,Sovryn,False,False,2,SOV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPA,SPA,Sperax,False,True,2,SPA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPACE,SPACE,Spacecoin,False,False,1,SPACE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPC,SPC,Space,False,False,1,SPC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPELL,SPELL,Spell Token,False,False,1,SPELL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPF,SPF,SportyCo,False,False,1,SPF,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPHRI,SPHRI,Spherium Finance,False,False,1,SPHRI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPHTX,SPHTX,SophiaTX,False,False,1,SPHTX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPI,SPI,Shopping.io,False,False,1,SPI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPK,SPK,Spark,False,True,2,SPK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPND,SPND,Spendcoin,False,False,1,SPND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPOT,SPOT,Defispot,False,False,1,SPOT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPRINT,SPRINT,Sprint,False,False,1,SPRINT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPRK,SPRK,Sparkster,False,False,1,SPRK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPX,SPX,SPX6900,False,True,2,SPX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SPYX,SPYX,SP500 xStock,False,False,1,SPYX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SQD,SQD,Subsquid,False,False,1,SQD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SQR,SQR,Magic Square,False,False,1,SQR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SQUAD,SQUAD,SQUAD,False,False,1,SQUAD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRBP,SRBP,Super Rare Ball Portion,False,False,1,SRBP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRBS,SRBS,Super Rare Ball Shares,False,False,1,SRBS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRD,SRD,Surinamese Dollar,False,False,0,SRD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRK,SRK,SparkPoint,False,False,1,SRK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRM,SRM,Serum,False,True,1,SRM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SRN,SRN,SIRIN LABS Token,False,False,1,SRN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SSV,SSV,ssv.network,False,True,1,SSV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STABLE,STABLE,Stable,False,False,1,STABLE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STAGE,STAGE,Stage,False,False,1,STAGE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STAMP,STAMP,Stamp,False,False,1,STAMP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STAR,STAR,Starpower,False,False,1,STAR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STARLY,STARLY,Starly,False,False,1,STARLY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STAY,STAY,STAYNEX,False,False,1,STAY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STBL,STBL,STBL,False,False,1,STBL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STC,STC,Student Coin,False,False,1,STC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STEEM,STEEM,Steem,False,False,1,STEEM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STEPWATCH,STEPWATCH,StepWatch,False,False,1,STEPWATCH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STG,STG,Stargate Finance,False,True,1,STG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STK,STK,STK,False,False,1,STK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STMX,STMX,StormX,False,False,1,STMX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STND,STND,Standard,False,False,1,STND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STNK,STNK,Stonks,False,False,1,STNK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STO,STO,StakeStone,False,True,2,STO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STON,STON,STON.fi,False,False,2,STON,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STORE,STORE,Bit.Store,False,False,1,STORE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STORJ,STORJ,Storj,False,True,1,STORJ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STORJDOWN,STORJDOWN,STORJ 2-4 Short,False,False,1,STORJDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STORJUP,STORJUP,STORJ 2-4 Long,False,False,1,STORJUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STQ,STQ,Storiqa,False,False,1,STQ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STRAX,STRAX,Stratis,False,False,1,STRAX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STREAM,STREAM,Streamflow,False,False,1,STREAM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STRIKE,STRIKE,Strike,False,False,1,STRIKE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STRK,STRK,Starknet,True,True,1,STRK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STRONG,STRONG,Strong,False,False,1,STRONG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STX,STX,Stacks,False,True,1,STX,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STXDOWN,STXDOWN,STX 2-4 Short,False,False,1,STXDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STXUP,STXUP,STX 2-4 Long,False,False,1,STXUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
STX_OLD,STX_OLD,Stox,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUB,SUB,Substratum,False,False,1,SUB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUI,SUI,SUI,True,True,1,SUI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUI3L,SUI3L,SUI 3x Long,False,False,1,SUI3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUI3S,SUI3S,SUI 3x Short,False,False,1,SUI3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUIA,SUIA,SUIA,False,False,1,SUIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUIP,SUIP,SuiPad,False,False,1,SUIP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUIRWAPIN,SUIRWAPIN,SUIRWAPIN,False,False,1,SUIRWAPIN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUKU,SUKU,suku,False,True,1,SUKU,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUN,SUN,SunToken,False,True,1,SUN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUNDOG,SUNDOG,Sundog,False,False,1,SUNDOG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUP,SUP,Superp,False,False,1,SUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUPER,SUPER,SuperVerse,False,True,2,SUPER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUPRA,SUPRA,Supra Network,False,False,1,SUPRA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SURV,SURV,Survival Game Online,False,False,1,SURV,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUSD,SUSD,sUSD,False,True,1,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUSHI,SUSHI,SushiSwap,False,True,2,SUSHI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUSHI3L,SUSHI3L,SUSHI 3x Long,False,False,1,SUSHI3L,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUSHI3S,SUSHI3S,SUSHI 3x Short,False,False,1,SUSHI3S,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUT,SUT,SUPER TRUST,False,False,1,SUT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SUTER,SUTER,Suterusu,False,True,1,SUTER,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWARMS,SWARMS,swarms,False,True,1,SWARMS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWASH,SWASH,Swash Token,False,False,1,SWASH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWEAT,SWEAT,Sweat Economy,False,False,2,SWEAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWELL,SWELL,Swell Governance Token,False,True,1,SWELL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWFTC,SWFTC,SwftCoin,False,False,1,SWFTC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWINGBY,SWINGBY,Swingby,False,False,2,SWINGBY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWP,SWP,Kava Swap,False,False,1,SWP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SWTCH,SWTCH,Switchboard,False,False,1,SWTCH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SXP,SXP,Solar,False,True,1,SXP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SXPDOWN,SXPDOWN,SXP 2-4 Short,False,False,1,SXPDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SXPUP,SXPUP,SXP 2-4 Long,False,False,1,SXPUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SXT,SXT,Space and Time,False,True,2,SXT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYLO,SYLO,Sylo,False,True,1,SYLO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYN,SYN,Synapse,False,False,1,SYN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYND,SYND,Syndicate,False,False,1,SYND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYNR,SYNR,MOBLAND,False,False,1,SYNR,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYNT,SYNT,Synternet Token,False,False,1,SYNT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYNTH,SYNTH,SYNTHR,False,False,1,SYNTH,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYRUP,SYRUP,Syrup Token,False,False,1,SYRUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SYS,SYS,Syscoin,False,False,1,SYS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
SZL,SZL,Lilangeni,False,False,0,SZL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
T,T,Threshold,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAC,TAC,TAC token,False,False,2,TAC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TADA,TADA,Ta-da,False,False,1,TADA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAG,TAG,Tagger,False,False,1,TAG,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAI,TAI,TARS AI,False,False,1,TAI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAIKO,TAIKO,Taiko,False,True,2,TAIKO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TALE,TALE,PrompTale AI,False,False,1,TALE,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAO,TAO,Bittensor,True,True,1,TAO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAOCAT,TAOCAT,TAOCat by Virtuals,False,False,1,TAOCAT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAP,TAP,Tap Protocol,False,False,1,TAP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TARA,TARA,Taraxa Coin,False,False,1,TARA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TAUM,TAUM,Orbitau Taureum,False,False,1,TAUM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TCP,TCP,The Crypto Prophecies,False,False,1,TCP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEA,TEA,Tea,False,False,1,TEA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEAFI,TEAFI,Tea-Fi,False,False,1,TEAFI,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEL,TEL,Telcoin,False,True,3,TEL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEM,TEM,TemDAO,False,False,1,TEM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEN,TEN,Ten Protocol,False,False,1,TEN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TENET,TENET,Tenet,False,False,1,TENET,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TEVA,TEVA,Tevaera,False,False,2,TEVA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TFD,TFD,TE-FOOD,False,False,1,TFD,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TFL,TFL,TrueFlip,False,False,1,TFL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TFUEL,TFUEL,Theta Fuel,False,False,1,TFUEL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TGT,TGT,Tokyo Games Token,False,False,1,TGT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
THB,THB,Baht,False,False,0,THB,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
THETA,THETA,THETA,False,True,1,THETA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
THINK,THINK,Think AI,False,False,1,THINK,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
THQ,THQ,Theoriq,False,False,1,THQ,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIA,TIA,Celestia,True,True,1,TIA,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIADOWN,TIADOWN,TIA 2-4 Short,False,False,1,TIADOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIAUP,TIAUP,TIA 2-4 Long,False,False,1,TIAUP,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIDAL,TIDAL,Tidal Finance,False,False,1,TIDAL,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIME,TIME,Chrono.tech,False,False,1,TIME,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TIO,TIO,Trade Token,False,False,1,TIO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TITAN,TITAN,TitanSwap,False,False,1,TITAN,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TKO,TKO,Tokocrypto,False,False,1,TKO,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TKY,TKY,THEKEY,False,False,1,TKY,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TLM,TLM,Alien Worlds,False,True,2,TLM,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TLOS,TLOS,Telos,False,True,4,TLOS,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TMT,TMT,TRAXIA,False,False,1,TMT,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TNC,TNC,Trinity,False,False,1,TNC,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TNC2,TNC2,TNC Group Token,False,True,1,TNC2,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
TND,TND,Tunisian Dinar,False,False,0,TND,HIGH,CURRENT_METADATA_NON_CAUSAL_CANDIDATE_SEED
