currency,display_name,full_name,is_margin_enabled,is_debit_enabled,chain_count,canonical_asset_id,identity_confidence,current_metadata_isolation,historical_base_usdt_kline_found
SEED,SEED,SEED,False,False,1,SEED,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SEEK,SEEK,Talisman,False,False,1,SEEK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SEI,SEI,Sei,True,True,1,SEI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SEIDOWN,SEIDOWN,SEI 2-4 Short,False,False,1,SEIDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SEIUP,SEIUP,SEI 2-4 Long,False,False,1,SEIUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SEK,SEK,Swedish Krona,False,False,0,SEK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SENSO,SENSO,Sensorium,False,True,1,SENSO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SENT,SENT,Sentient,False,True,1,SENT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SERAPH,SERAPH,Seraph,False,False,1,SERAPH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SERO,SERO,Sero,False,False,1,SERO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SFI,SFI,Singularity Finance,False,False,1,SFI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SFP,SFP,SafePal,False,True,1,SFP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SFUND,SFUND,Seedify.fund,False,False,1,SFUND,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SGC,SGC,SGC,False,False,1,SGC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SGD,SGD,Singapore Dollar,False,False,0,SGD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHA,SHA,Safe Haven,False,False,1,SHA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHARE,SHARE,ShareX,False,False,1,SHARE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHELL,SHELL,MyShell Token,False,False,2,SHELL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHFT,SHFT,Shyft,False,False,1,SHFT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHIB,SHIB,SHIBA INU,True,True,2,SHIB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SHIB2L,SHIB2L,SHIB 2x Long,False,False,1,SHIB2L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHIB2S,SHIB2S,SHIB 2x Short,False,False,1,SHIB2S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHILL,SHILL,Project SEED,False,True,2,SHILL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHL,SHL,SHL,False,False,1,SHL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHM,SHM,Shardeum,False,False,1,SHM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHR,SHR,ShareRing,False,False,1,SHR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SHRAP,SHRAP,Shrapnel,False,False,1,SHRAP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SHX,SHX,Stronghold Token,False,False,1,SHX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIDUS,SIDUS,SIDUS,False,False,1,SIDUS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIENNA,SIENNA,SiennaERC20,False,False,1,SIENNA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIGHT,SIGHT,Empire of Sight,False,False,1,SIGHT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIGN,SIGN,Sign,False,True,3,SIGN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SILLY,SILLY,Silly Dragon,False,False,1,SILLY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIMP,SIMP,SO-COL,False,False,1,SIMP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SIN,SIN,Sinverse,False,False,1,SIN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SIREN,SIREN,SIREN,False,False,1,SIREN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SKATE,SKATE,Skate,False,False,1,SKATE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SKEY,SKEY,SmartKey,False,False,1,SKEY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SKL,SKL,SKALE  Network,False,True,1,SKL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SKR,SKR,Seeker,False,False,1,SKR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SKU,SKU,Sakura,False,False,1,SKU,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SKY,SKY,Sky Protocol,False,False,1,SKY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLAY,SLAY,SatLayer,False,False,1,SLAY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLC,SLC,Silencio,False,False,1,SLC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLCL,SLCL,Solcial,False,False,1,SLCL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLERF,SLERF,SLERF,False,False,1,SLERF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLF,SLF,Self Chain,False,False,1,SLF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLIM,SLIM,Solanium,False,False,1,SLIM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLING,SLING,Slingshot,False,False,1,SLING,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLN,SLN,Smart Layer Network,False,False,1,SLN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SLP,SLP,Smooth Love Potion,False,True,1,SLP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SMH,SMH,Spacemesh,False,False,1,SMH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SMILE,SMILE,bitSmiley,False,True,1,SMILE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SMOLE,SMOLE,smolecoin,False,False,1,SMOLE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SMT,SMT,SmartMesh,False,False,1,SMT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SN3,SN3,Supernova Nebula3,False,False,1,SN3,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNAI,SNAI,SwarmNode.ai,False,False,1,SNAI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNAKES,SNAKES,Blue Snakes,False,False,1,SNAKES,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNC,SNC,SunContract,False,False,1,SNC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNEK,SNEK,Snek,False,False,1,SNEK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNM,SNM,SONM,False,False,1,SNM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNOV,SNOV,Snovio,False,False,1,SNOV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNS,SNS,Sonorus,False,False,1,SNS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNT,SNT,Status,False,False,1,SNT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNTR,SNTR,Silent Notary,False,False,1,SNTR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNTVT,SNTVT,Sentivate,False,False,1,SNTVT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SNX,SNX,Synthetix Network Token,False,True,2,SNX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOCIAL,SOCIAL,Phavercoin,False,False,1,SOCIAL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOL,SOL,Solana,True,True,1,SOL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SOL3L,SOL3L,SOL 3x Long,False,False,1,SOL3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOL3S,SOL3S,SOL 3x Short,False,False,1,SOL3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOLR,SOLR,SolRazr,False,False,1,SOLR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOLS,SOLS,sols,False,False,1,SOLS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOLV,SOLV,Solv Protocol,False,True,1,SOLV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOLVE,SOLVE,TuumIO,False,False,1,SOLVE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOMI,SOMI,Somnia,False,True,1,SOMI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SON,SON,Souni,False,False,1,SON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SONIC,SONIC,Sonic SVM,False,True,1,SONIC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOON,SOON,SOON Token,False,True,2,SOON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOPH,SOPH,Sophon,False,True,2,SOPH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOS,SOS,OpenDAO,False,True,1,SOS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOUL,SOUL,Phantasma,False,False,1,SOUL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SOV,SOV,Sovryn,False,False,2,SOV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPA,SPA,Sperax,False,True,2,SPA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SPACE,SPACE,Spacecoin,False,False,1,SPACE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPC,SPC,Space,False,False,1,SPC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPELL,SPELL,Spell Token,False,False,1,SPELL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPF,SPF,SportyCo,False,False,1,SPF,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPHRI,SPHRI,Spherium Finance,False,False,1,SPHRI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPHTX,SPHTX,SophiaTX,False,False,1,SPHTX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPI,SPI,Shopping.io,False,False,1,SPI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPK,SPK,Spark,False,True,2,SPK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPND,SPND,Spendcoin,False,False,1,SPND,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPOT,SPOT,Defispot,False,False,1,SPOT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPRINT,SPRINT,Sprint,False,False,1,SPRINT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPRK,SPRK,Sparkster,False,False,1,SPRK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPX,SPX,SPX6900,False,True,2,SPX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SPYX,SPYX,SP500 xStock,False,False,1,SPYX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SQD,SQD,Subsquid,False,False,1,SQD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SQR,SQR,Magic Square,False,False,1,SQR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SQUAD,SQUAD,SQUAD,False,False,1,SQUAD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRBP,SRBP,Super Rare Ball Portion,False,False,1,SRBP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRBS,SRBS,Super Rare Ball Shares,False,False,1,SRBS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRD,SRD,Surinamese Dollar,False,False,0,SRD,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRK,SRK,SparkPoint,False,False,1,SRK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRM,SRM,Serum,False,True,1,SRM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SRN,SRN,SIRIN LABS Token,False,False,1,SRN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SSV,SSV,ssv.network,False,True,1,SSV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
STABLE,STABLE,Stable,False,False,1,STABLE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STAGE,STAGE,Stage,False,False,1,STAGE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STAMP,STAMP,Stamp,False,False,1,STAMP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STAR,STAR,Starpower,False,False,1,STAR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STARLY,STARLY,Starly,False,False,1,STARLY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STAY,STAY,STAYNEX,False,False,1,STAY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STBL,STBL,STBL,False,False,1,STBL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STC,STC,Student Coin,False,False,1,STC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STEEM,STEEM,Steem,False,False,1,STEEM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STEPWATCH,STEPWATCH,StepWatch,False,False,1,STEPWATCH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STG,STG,Stargate Finance,False,True,1,STG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
STK,STK,STK,False,False,1,STK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STMX,STMX,StormX,False,False,1,STMX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STND,STND,Standard,False,False,1,STND,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STNK,STNK,Stonks,False,False,1,STNK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STO,STO,StakeStone,False,True,2,STO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STON,STON,STON.fi,False,False,2,STON,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STORE,STORE,Bit.Store,False,False,1,STORE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STORJ,STORJ,Storj,False,True,1,STORJ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
STORJDOWN,STORJDOWN,STORJ 2-4 Short,False,False,1,STORJDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STORJUP,STORJUP,STORJ 2-4 Long,False,False,1,STORJUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STQ,STQ,Storiqa,False,False,1,STQ,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STRAX,STRAX,Stratis,False,False,1,STRAX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STREAM,STREAM,Streamflow,False,False,1,STREAM,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STRIKE,STRIKE,Strike,False,False,1,STRIKE,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STRK,STRK,Starknet,True,True,1,STRK,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STRONG,STRONG,Strong,False,False,1,STRONG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STX,STX,Stacks,False,True,1,STX,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
STXDOWN,STXDOWN,STX 2-4 Short,False,False,1,STXDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STXUP,STXUP,STX 2-4 Long,False,False,1,STXUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
STX_OLD,STX_OLD,Stox,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUB,SUB,Substratum,False,False,1,SUB,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUI,SUI,SUI,True,True,1,SUI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUI3L,SUI3L,SUI 3x Long,False,False,1,SUI3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUI3S,SUI3S,SUI 3x Short,False,False,1,SUI3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUIA,SUIA,SUIA,False,False,1,SUIA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUIP,SUIP,SuiPad,False,False,1,SUIP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUIRWAPIN,SUIRWAPIN,SUIRWAPIN,False,False,1,SUIRWAPIN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUKU,SUKU,suku,False,True,1,SUKU,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SUN,SUN,SunToken,False,True,1,SUN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SUNDOG,SUNDOG,Sundog,False,False,1,SUNDOG,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUP,SUP,Superp,False,False,1,SUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUPER,SUPER,SuperVerse,False,True,2,SUPER,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SUPRA,SUPRA,Supra Network,False,False,1,SUPRA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SURV,SURV,Survival Game Online,False,False,1,SURV,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUSD,SUSD,sUSD,False,True,1,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUSHI,SUSHI,SushiSwap,False,True,2,SUSHI,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SUSHI3L,SUSHI3L,SUSHI 3x Long,False,False,1,SUSHI3L,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUSHI3S,SUSHI3S,SUSHI 3x Short,False,False,1,SUSHI3S,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUT,SUT,SUPER TRUST,False,False,1,SUT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SUTER,SUTER,Suterusu,False,True,1,SUTER,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWARMS,SWARMS,swarms,False,True,1,SWARMS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWASH,SWASH,Swash Token,False,False,1,SWASH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWEAT,SWEAT,Sweat Economy,False,False,2,SWEAT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SWELL,SWELL,Swell Governance Token,False,True,1,SWELL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWFTC,SWFTC,SwftCoin,False,False,1,SWFTC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SWINGBY,SWINGBY,Swingby,False,False,2,SWINGBY,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWP,SWP,Kava Swap,False,False,1,SWP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SWTCH,SWTCH,Switchboard,False,False,1,SWTCH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SXP,SXP,Solar,False,True,1,SXP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SXPDOWN,SXPDOWN,SXP 2-4 Short,False,False,1,SXPDOWN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SXPUP,SXPUP,SXP 2-4 Long,False,False,1,SXPUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SXT,SXT,Space and Time,False,True,2,SXT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYLO,SYLO,Sylo,False,True,1,SYLO,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYN,SYN,Synapse,False,False,1,SYN,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SYND,SYND,Syndicate,False,False,1,SYND,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYNR,SYNR,MOBLAND,False,False,1,SYNR,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYNT,SYNT,Synternet Token,False,False,1,SYNT,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYNTH,SYNTH,SYNTHR,False,False,1,SYNTH,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYRUP,SYRUP,Syrup Token,False,False,1,SYRUP,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
SYS,SYS,Syscoin,False,False,1,SYS,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,True
SZL,SZL,Lilangeni,False,False,0,SZL,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
T,T,Threshold,False,False,1,,LOW,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
TAC,TAC,TAC token,False,False,2,TAC,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
TADA,TADA,Ta-da,False,False,1,TADA,HIGH,CURRENT_METADATA_NON_CAUSAL_NOT_USED_FOR_MEMBERSHIP,False
