announcement_id,published_at,title,description,category,url,explicit_pairs,spot_explicit_pairs,candidate_symbols,non_spot,parsing_confidence,request_id
121938,2024-09-03T09:09:19+00:00,ST: KuCoin Will Delist a Certain Project,"In adherence to the Special Treatment Rules of KuCoin, the following project has been subjected to delisting and the token will be removed from the platform: Origin DeFi Governance(OGV)",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-a-certain-project-20240903?lang=en_US,,,HAS;IN;OGV;WILL,False,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
121132,2024-08-29T03:06:49+00:00,KuCoin Trading Bot Will Delist the Polygon (MATIC) Project,KuCoin Trading Bot Will Delist the Polygon (MATIC) Project,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-polygon-matic-project?lang=en_US,,,KUCOIN;MATIC,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
120978,2024-08-28T11:40:19+00:00,"KuCoin Leveraged Tokens (ETF) Will Delist MATIC3L, MATIC3S","KuCoin Leverage Tokens (ETF) will delist and close the redemption services of MATIC3L, MATIC3S.",delistings,https://www.kucoin.com/announcement/kucoin-etf-notice-240828?lang=en_US,,,ETF,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
120956,2024-08-28T11:37:23+00:00,The Margin Services of MATIC Will Be Temporarily Closed!,"Due to the token swap of Polygon (MATIC) to Polygon (POL), KuCoin Margin will temporarily close the Margin services of Polygon (MATIC).",delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-240828?lang=en_US,,,MATIC;POL;SWAP,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
120487,2024-08-26T10:05:55+00:00,ST: KuCoin Will Delist Certain Projects,"In adherence to the Special Treatment Rules of KuCoin, the following projects have been subjected to delisting and the token will be removed from the platform:",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-certain-projects-20240826?lang=en_US,,,WILL,False,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
119577,2024-08-21T07:26:17+00:00,KuCoin Trading Bot Will Delist the Frontier (FRONT) Project,KuCoin Trading Bot Will Delist the Frontier (FRONT) Project,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-front-project?lang=en_US,,,FRONT;KUCOIN,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
119401,2024-08-19T11:55:11+00:00,The Margin Services of Frontier (FRONT) Will Be Temporarily Closed!,KuCoin will temporarily close the Margin services of Frontier (FRONT).,delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-240819-2?lang=en_US,,,FRONT,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
118591,2024-08-13T09:04:59+00:00,The Margin Services of Meson.Network (MSN) Will Be Temporarily Closed!,KuCoin will temporarily close the Margin services of Meson.Network (MSN).,delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-240813?lang=en_US,,,MSN,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
117629,2024-08-02T09:53:50+00:00,ST: KuCoin Will Delist a Certain Project,"According to the Special Treatment Rules of KuCoin, the following projects have been disqualified, and the tokens will be removed from the platform: ZKX(ZKX)",delistings,https://www.kucoin.com/announcement/en-st:-kucoin-will-delist-a-certain-project-20240802?lang=en_US,,,ACCORDING;ZKX,False,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
115660,2024-07-17T10:19:09+00:00,"The Margin Services of BOND, POLS Will Be Temporarily Closed!","KuCoin will temporarily close the Margin services of BarnBridge (BOND), Polkastarter (POLS).",delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-240717?lang=en_US,,,BOND;POLS,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
115246,2024-07-11T07:27:15+00:00,The Margin Services of RNDR Will Be Temporarily Closed!,KuCoin will temporarily close the Margin services of Render Token (RNDR).,delistings,https://www.kucoin.com/announcement/en-the-margin-services-of-rndr-will-be-temporarily-closed?lang=en_US,,,RNDR,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
115221,2024-07-11T03:39:54+00:00,"KuCoin Leveraged Tokens (ETF) Will Delist RNDRUP, RNDRDOWN","KuCoin Leverage Tokens (ETF) will delist and close the redemption services of RNDRUP, RNDRDOWN.",delistings,https://www.kucoin.com/announcement/kucoin-etf-notice-240711?lang=en_US,,,ETF,True,MEDIUM_SYMBOL,announcement_delistings_2024-07-01_2024-10-01_p1
136391,2024-11-29T08:56:02+00:00,ST: KuCoin Will Delist the Gifto (GFT) Token and its Associated Trading Pairs,"In accordance with KuCoin’s Special Treatment Rules of KuCoin and the requirements of the project team, the following project has been subjected to delisting and its associated token will be removed from the platform:",delistings,https://www.kucoin.com/announcement/en-st-kucoin-will-delist-the-gifto-gft-token-and-its-associated-trading-pairs-20241129?lang=en_US,,,AND;GFT;HAS;TEAM;WILL,False,MEDIUM_SYMBOL,announcement_delistings_2024-10-01_2025-01-01_p1
129275,2024-10-23T11:48:07+00:00,KuCoin Trading Bot Will Delist the Orion Protocol (ORN) Project,KuCoin Trading Bot Will Delist the Orion Protocol (ORN) Project,delistings,https://www.kucoin.com/announcement/kucoin-trading-bot-will-delist-the-orn-project?lang=en_US,,,KUCOIN;ORN,True,MEDIUM_SYMBOL,announcement_delistings_2024-10-01_2025-01-01_p1
127413,2024-10-14T07:59:15+00:00,The Margin Services of ORN Will Be Temporarily Closed!,"Due to the token swap of Orion (ORN) to Lumia (LUMIA), KuCoin Margin will temporarily close the Margin services of Orion (ORN).",delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-241014?lang=en_US,,,LUMIA;ORN;SWAP,True,MEDIUM_SYMBOL,announcement_delistings_2024-10-01_2025-01-01_p1
126432,2024-10-07T07:41:17+00:00,"The Margin Services of LIT, CELR Will Be Temporarily Closed!",KuCoin will temporarily close the Margin services of Litentry (LIT) and Celer Network (CELR).,delistings,https://www.kucoin.com/announcement/kucoin-margin-notice-241007?lang=en_US,,,CELR;LIT,True,MEDIUM_SYMBOL,announcement_delistings_2024-10-01_2025-01-01_p1
759,2018-11-06T08:08:21+00:00,Fantom (FTM) Gets Listed on KuCoin,"Dear KuCoin Users, KuCoin is extremely proud to announce yet another great project coming to our trading platform. Fantom (FTM) is now available on KuCoin.… Continue ReadingFantom (FTM) Gets Listed on KuCoin",new-listings,https://www.kucoin.com/announcement/en-fantom-ftm-gets-listed-on-kucoin?lang=en_US,,,COMING;FTM,False,MEDIUM_SYMBOL,announcement_new-listings_2018-10-01_2019-01-01_p1
1592,2019-02-18T10:48:52+00:00,Grin (GRIN) Gets Listed on KuCoin!,Grin (GRIN) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-grin-grin-gets-listed-on-kucoin?lang=en_US,,,GRIN,False,MEDIUM_SYMBOL,announcement_new-listings_2019-01-01_2019-04-01_p1
1586,2019-01-19T05:14:40+00:00,V Systems (VSYS) Gets Listed on KuCoin! World Premiere!,V Systems (VSYS) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-KuCoin-lists-VSYS?lang=en_US,,,VSYS,False,MEDIUM_SYMBOL,announcement_new-listings_2019-01-01_2019-04-01_p1
2017,2019-06-04T10:05:55+00:00,Announcement of Completion of COTI Lottery Draw and Opening of Trading Service,"In accordance with the lottery rules of the COTI token sale, KuCoin has completed the COTI lottery draw. The results of the lottery draw are as follows:",new-listings,https://www.kucoin.com/announcement/en-announcement-of-completion-of-coti-lottery-draw-and-opening-of-trading-service?lang=en_US,,,SALE,False,MEDIUM_SYMBOL,announcement_new-listings_2019-04-01_2019-07-01_p1
1987,2019-05-28T10:16:28+00:00,Announcement of Completion of CHR Lottery Draw and Opening of Trading Service,"In accordance with the lottery rules of the CHR token sale, KuCoin has completed the CHR lottery draw. The results of the lottery draw are as follows:",new-listings,https://www.kucoin.com/announcement/en-announcement-of-completion-of-chr-lottery-draw-and-opening-of-trading-service?lang=en_US,,,SALE,False,MEDIUM_SYMBOL,announcement_new-listings_2019-04-01_2019-07-01_p1
1928,2019-05-17T08:06:31+00:00,Neutral Dollar (NUSD) Gets Listed on KuCoin! World Premiere!,KuCoin is extremely proud to announce yet another great project coming to our trading platform. Neutral Dollar (NUSD) is now available on KuCoin. Supported trading pairs include BTC/NUSD and USDT/NUSD.,new-listings,https://www.kucoin.com/announcement/en-neutral-dollar-nusd-gets-listed-on-kucoin-world-premiere?lang=en_US,,,COMING;NUSD,False,MEDIUM_SYMBOL,announcement_new-listings_2019-04-01_2019-07-01_p1
3055,2019-12-25T10:23:59+00:00,The Third Round of KuCoin Selection Has Concluded,"The final results for the third round of KuCoin Selection for the Verasity (VRA) project are as follows (As of December 24, 2019, at 23:59:59 (UTC+8)):",new-listings,https://www.kucoin.com/announcement/en-the-third-round-of-kucoin-selection-concluded?lang=en_US,,,ARE;VRA,False,MEDIUM_SYMBOL,announcement_new-listings_2019-10-01_2020-01-01_p1
3011,2019-12-18T08:01:12+00:00,BetProtocol (BEPRO) Gets Listed on KuCoin! World Premiere!,BetProtocol (BEPRO) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-bepro-gets-listed-on-kucoin-world-premiere?lang=en_US,,,BEPRO,False,MEDIUM_SYMBOL,announcement_new-listings_2019-10-01_2020-01-01_p1
2969,2019-12-03T08:00:20+00:00,ARCS (ARX) Gets Listed on KuCoin! World Premiere!,ARCS (ARX) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-arcs-arx-gets-listed-on-kucoin-world-premiere?lang=en_US,,,ARX,False,MEDIUM_SYMBOL,announcement_new-listings_2019-10-01_2020-01-01_p1
2812,2019-11-03T08:00:02+00:00,Introducing Ampleforth (AMPL) on KuCoin Selection,"To satisfy the project recommendation requirements of the community users as well as promote and enrich the construction of the project ecosystem on KuCoin, the KuCoin Selection program has been launched to provide a better service for users.",new-listings,https://www.kucoin.com/announcement/en-introducing-ampleforth-ampl-on-kucoin-selection?lang=en_US,,,AMPL;ECOSYSTEM;RECOMMENDATION,False,MEDIUM_SYMBOL,announcement_new-listings_2019-10-01_2020-01-01_p1
3537,2020-03-30T10:00:00+00:00,Presearch (PRE) Gets Listed on KuCoin!,Presearch (PRE) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-pre-gets-listed-on-kucoin?lang=en_US,,,PRE,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3474,2020-03-24T07:11:04+00:00,Zel (ZEL) Gets Listed on KuCoin!,KuCoin is extremely proud to announce yet another great project coming to our trading platform.,new-listings,https://www.kucoin.com/announcement/en-zel-gets-listed-on-kucoin?lang=en_US,,,COMING;ZEL,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3421,2020-03-06T12:48:03+00:00,KuCoin Token Listing Voting Activity for PoW Projects: Final Round,KuCoin Token Listing Voting Activity for PoW Projects: Final Round,new-listings,https://www.kucoin.com/announcement/en-kucoin-token-listing-voting-activity-for-pow-projects-final-round?lang=en_US,,,LISTING,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3349,2020-02-26T08:00:08+00:00,Alchemy (ACOIN) Gets Listed on KuCoin! World Premiere!,Alchemy (ACOIN) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-acoin-gets-listed-on-kucoin?lang=en_US,,,ACOIN,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3343,2020-02-25T08:00:22+00:00,Suterusu (SUTER) Gets Listed on KuCoin!,Suterusu (SUTER) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-suter-gets-listed-on-kucoin?lang=en_US,,,SUTER,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3331,2020-02-24T07:00:07+00:00,InfiniGold’s Perth Mint Gold Token (PMGT) Gets Listed on KuCoin! World Premiere!,InfiniGold’s Perth Mint Gold Token (PMGT) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-pmgt-gets-listed-on-kucoin?lang=en_US,,,PMGT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3309,2020-02-20T08:02:52+00:00,ROAD (ROAD) Gets Listed on KuCoin!,ROAD (ROAD) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-road-gets-listed-on-kucoin?lang=en_US,,,ROAD,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3255,2020-02-12T08:00:00+00:00,Kusama (KSM) Gets Listed on KUCOIN!,Kusama (KSM) Gets Listed on KUCOIN!,new-listings,https://www.kucoin.com/announcement/en-ksm-gets-listed-on-kucoin?lang=en_US,,,KSM,False,MEDIUM_SYMBOL,announcement_new-listings_2020-01-01_2020-04-01_p1
3957,2020-06-22T04:02:26+00:00,Paparazzi (PAZZI) Gets Listed on KuCoin!,Paparazzi (PAZZI) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-pazzi-gets-listed-on-kucoin?lang=en_US,,,PAZZI,False,MEDIUM_SYMBOL,announcement_new-listings_2020-04-01_2020-07-01_p1
3849,2020-05-27T04:00:24+00:00,Blockstack (STX) Gets Listed on KuCoin!,Blockstack (STX) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-stx-gets-listed-on-kucoin?lang=en_US,,,STX,False,MEDIUM_SYMBOL,announcement_new-listings_2020-04-01_2020-07-01_p1
3619,2020-05-06T02:30:16+00:00,Sylo (SYLO) Gets Listed on KuCoin! World Premiere!,Sylo (SYLO) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-sylo-gets-listed-on-kucoin?lang=en_US,,,SYLO,False,MEDIUM_SYMBOL,announcement_new-listings_2020-04-01_2020-07-01_p1
4794,2020-09-22T12:00:46+00:00,Ultra (UOS) Gets Listed on KuCoin!,Ultra (UOS) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-uos-gets-listed-on-kucoin?lang=en_US,,,UOS,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4788,2020-09-18T10:00:00+00:00,"Sentivate (SNTVT) Gets Listed on KuCoin! Deposit to Share 1,450,000 SNTVT!","Sentivate (SNTVT) Gets Listed on KuCoin! Deposit to Share 1,450,000 SNTVT!",new-listings,https://www.kucoin.com/announcement/en-sntvt-gets-listed-on-kucoin-deposit-to-share-1450000-sntvt?lang=en_US,,,SNTVT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4771,2020-09-17T09:33:31+00:00,Velo (VELO) Gets Listed on KuCoin! World Premiere!,Velo (VELO) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-velo-gets-listed-on-kucoin?lang=en_US,,,VELO,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4778,2020-09-17T08:33:20+00:00,Uniswap (UNI) Gets Listed on KuCoin!,Uniswap (UNI) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-uni-gets-listed-on-kucoin?lang=en_US,,,UNI,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4717,2020-09-11T08:05:25+00:00,yearn.finance (YFI) Gets Listed on KuCoin! Enjoy 30% OFF on Trading Fee!,KuCoin is extremely proud to announce yet another great DeFi project coming to our trading platform. yearn.finance (YFI) is now available on KuCoin.,new-listings,https://www.kucoin.com/announcement/en-yfi-gets-listed-on-kucoin?lang=en_US,,,COMING;YFI,True,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4672,2020-09-11T07:20:07+00:00,Burency (BUY) Gets Listed on KuCoin!,Burency (BUY) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-buy-gets-listed-on-kucoin?lang=en_US,,,BUY,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4683,2020-09-10T03:25:32+00:00,SUN (SUN) Will Be Listed on KuCoin! World Premiere!,SUN (SUN) Will Be Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-sun-will-be-listed-on-kucoin-world-premiere?lang=en_US,,,SUN,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4635,2020-09-07T10:00:00+00:00,aleph.im (ALEPH) Gets Listed on KuCoin!,aleph.im (ALEPH) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-aleph-gets-listed-on-kucoin?lang=en_US,,,ALEPH,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4629,2020-09-04T13:30:00+00:00,UMA (UMA) Gets Listed on KuCoin! Enjoy 30% OFF on Trading Fee!,UMA (UMA) Gets Listed on KuCoin! Enjoy 30% OFF on Trading Fee,new-listings,https://www.kucoin.com/announcement/en-uma-gets-listed-on-kucoin?lang=en_US,,,UMA,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4596,2020-09-03T10:00:00+00:00,Nervos Network (CKB) Gets Listed on KuCoin!,Nervos Network (CKB) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-ckb-gets-listed-on-kucoin?lang=en_US,,,CKB,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4592,2020-09-03T06:30:00+00:00,Effect.AI (EFX) Gets Listed on KuCoin!,Effect.AI (EFX) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-efx-gets-listed-on-kucoin?lang=en_US,,,EFX,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4571,2020-08-31T12:52:17+00:00,Aave (LEND) Gets Listed on KuCoin!,Another great DeFi project coming to our trading platform. Aave (LEND) is now available on KuCoin.,new-listings,https://www.kucoin.com/announcement/en-lend-gets-listed-on-kucoin?lang=en_US,,,COMING;LEND,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4551,2020-08-27T10:00:20+00:00,USDJ(USDJ) Gets Listed on KuCoin!,USDJ(USDJ) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-usdj-gets-listed-on-kucoin?lang=en_US,,,USDJ,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4519,2020-08-24T11:16:06+00:00,Safe Haven (SHA) Gets Listed on KuCoin!,Safe Haven (SHA) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-sha-gets-listed-on-kucoin?lang=en_US,,,SHA,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4517,2020-08-21T17:03:14+00:00,Polkadot (DOT) Trading Service Open Soon,"The DOT trading service will open：01:30 August 22, 2020 (UTC+8). The DOT withdrawal service will open: 05:00 August 22, 2020 (UTC+8).",new-listings,https://www.kucoin.com/announcement/en-dot-trading-service-open-soon?lang=en_US,,,DOT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4507,2020-08-21T08:00:00+00:00,DMM Ecosystem (DMG) Gets Listed on KuCoin!,DMM Ecosystem (DMG) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-dmm-ecosystem-dmg-gets-listed-on-kucoin?lang=en_US,,,DMG,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4485,2020-08-19T10:44:53+00:00,Polkadot (DOT) Gets Listed on KuCoin!,Polkadot (DOT) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-polkadot-gets-listed-on-kucoin?lang=en_US,,,DOT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4460,2020-08-18T10:00:00+00:00,Chainlink (LINK) Gets Listed on KuCoin!,Chainlink (LINK) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-chainlink-gets-listed-on-kucoin?lang=en_US,,,LINK,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4453,2020-08-18T02:10:10+00:00,DIA (DIA) Gets Listed on KuCoin!,DIA Data (DIA) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-dia-data-gets-listed-on-kucoin?lang=en_US,,,DIA,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4395,2020-08-06T04:01:31+00:00,JUST (JST) Gets Listed on KuCoin!,JUST (JST) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-just-gets-listed-on-kucoin?lang=en_US,,,JST,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4376,2020-08-04T03:57:29+00:00,MiL.k (MLK) Gets Listed on KuCoin!,MiL.k (MLK) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-milk-gets-listed-on-kucoin?lang=en_US,,,MLK,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4355,2020-08-03T10:00:00+00:00,SUKU (SUKU) Gets Listed on KuCoin! World Premiere!,SUKU (SUKU) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-suku-gets-listed-on-kucoin-world-premiere?lang=en_US,,,SUKU,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4347,2020-07-31T12:29:26+00:00,Bitbns (BNS) Gets Listed on KuCoin! World Premiere!,Bitbns (BNS) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-bitbns-gets-listed-on-kucoin?lang=en_US,,,BNS,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4289,2020-07-27T07:57:27+00:00,Plutus DeFi (PLT) Gets Listed on KuCoin! World Premiere!,Plutus DeFi (PLT) Gets Listed on KuCoin! World Premiere!,new-listings,https://www.kucoin.com/announcement/en-plutus-defi-gets-listed-on-kucoin-world-premiere?lang=en_US,,,PLT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4218,2020-07-22T09:30:19+00:00,Orion Protocol (ORN) Gets Listed on Kucoin!,Orion Protocol (ORN) Gets Listed on Kucoin!,new-listings,https://www.kucoin.com/announcement/en-orion-protocol-gets-listed-on-kucoin?lang=en_US,,,ORN,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4194,2020-07-22T03:32:42+00:00,Waves (WAVES) Gets Listed on KuCoin!,Waves (WAVES) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-waves-gets-listed-on-kucoin?lang=en_US,,,WAVES,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
4121,2020-07-13T05:57:58+00:00,Energy Web Token (EWT) Gets Listed on KuCoin!,Energy Web Token (EWT) Gets Listed on KuCoin!,new-listings,https://www.kucoin.com/announcement/en-energy-web-token-gets-listed-on-kucoin?lang=en_US,,,EWT,False,MEDIUM_SYMBOL,announcement_new-listings_2020-07-01_2020-10-01_p1
