transport_direction,universe_id,landmark_age_hours,removed_pair,train_row_count,train_unique_pairs,evaluation_row_count,evaluation_unique_pairs,lopo_support_pass,lopo_fit_status,spearman_predicted_vs_actual,bottom_minus_top_actual_mean_rcv,continuous_pass,negative_rcv_auc,classification_pass,predicted_negative_subset_row_count,predicted_negative_subset_unique_pairs,predicted_negative_subset_signal_days,predicted_negative_subset_mean_rcv,predicted_negative_subset_negative_fraction,negative_subset_pass
CALIBRATE_2022_EVALUATE_2023,C2,24,LUNC-USDT,43,7,124,12,True,PASS,0.025662329822889227,0.029121049758683744,False,0.5324110671936759,True,61,11,40,0.025674257837068188,0.5737704918032787,False
CALIBRATE_2022_EVALUATE_2023,C2,24,OP-USDT,45,8,120,11,True,PASS,-0.0064589276460292715,0.016793550684620868,False,0.5138888888888888,True,89,10,54,0.031203393112221006,0.550561797752809,False
CALIBRATE_2022_EVALUATE_2023,C2,24,SHIB-USDT,45,8,115,11,True,PASS,0.012755766335926438,0.01704977164670034,False,0.5351037851037851,True,86,10,50,0.030276281551122292,0.5581395348837209,False
CALIBRATE_2022_EVALUATE_2023,C2,24,SOL-USDT,38,7,101,11,True,PASS,-0.003279137293866916,0.002883484367540384,False,0.5161483253588517,True,63,10,40,0.015535452596216373,0.5714285714285714,False
CALIBRATE_2022_EVALUATE_2023,C2,24,XMR-USDT,45,8,117,11,True,PASS,0.0427709714993234,0.014380140775107873,False,0.5479289940828402,True,85,10,51,0.031811024042336225,0.5647058823529412,False
CALIBRATE_2022_EVALUATE_2023,C2,24,XRP-USDT,41,7,108,11,True,PASS,0.08193460961500582,0.016382159413289465,False,0.5590277777777778,True,64,10,40,0.020768607224957242,0.59375,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ADA-USDT,40,7,124,12,True,PASS,-0.04521363652197214,0.009176569445320078,False,0.43533246414602345,False,124,12,69,0.018335831670861256,0.5241935483870968,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ATOM-USDT,42,7,124,12,True,PASS,-0.06405287388410011,0.006780513959018013,False,0.41799217731421123,False,110,12,63,0.02108163482034857,0.5272727272727272,False
CALIBRATE_2022_EVALUATE_2023,C2,48,AVAX-USDT,40,7,124,12,True,PASS,0.04524167713730132,0.009916935291207003,False,0.5346805736636245,True,102,12,61,0.020623160500138328,0.5392156862745098,False
CALIBRATE_2022_EVALUATE_2023,C2,48,BTC-USDT,38,7,100,11,True,PASS,-0.014258452490792684,0.008611023891294006,False,0.47435897435897434,False,98,11,64,0.02091246408187238,0.5306122448979592,False
CALIBRATE_2022_EVALUATE_2023,C2,48,DOGE-USDT,45,8,119,11,True,PASS,-0.04188632687354547,0.006097303155560901,False,0.43902093944538767,False,117,11,66,0.018936819256201463,0.5128205128205128,False
CALIBRATE_2022_EVALUATE_2023,C2,48,ETH-USDT,33,7,104,11,True,PASS,-0.06225226345613935,0.007856937974048439,False,0.41020408163265304,False,99,11,63,0.018516735764287855,0.5252525252525253,False
CALIBRATE_2022_EVALUATE_2023,C2,48,GRAM-USDT,45,8,123,11,True,PASS,-0.041649132839839474,0.0043598929040467894,False,0.4345868644067797,False,121,11,67,0.01966704347944579,0.512396694214876,False
CALIBRATE_2022_EVALUATE_2023,C2,48,KAS-USDT,45,8,121,11,True,PASS,-0.020041967219048665,0.003700437671692057,False,0.44532531437944234,False,120,11,68,0.020829149112794886,0.5083333333333333,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LINK-USDT,45,8,119,11,True,PASS,-0.04584955749585747,0.007757385132500684,False,0.42982954545454544,False,117,11,67,0.01819201467264312,0.5299145299145299,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LTC-USDT,45,8,117,11,True,PASS,-0.08532870756637077,0.014740364518227978,False,0.4027777777777778,False,115,11,66,0.021855075764740425,0.5043478260869565,False
CALIBRATE_2022_EVALUATE_2023,C2,48,LUNC-USDT,43,7,124,12,True,PASS,-0.048744256334331416,0.0057196229395058504,False,0.4292046936114733,False,104,12,63,0.016981643122333006,0.5192307692307693,False
CALIBRATE_2022_EVALUATE_2023,C2,48,OP-USDT,45,8,120,11,True,PASS,-0.037562875384409534,0.005132728289981629,False,0.43330548593706486,False,118,11,67,0.019860905411034566,0.5169491525423728,False
CALIBRATE_2022_EVALUATE_2023,C2,48,SHIB-USDT,45,8,115,11,True,PASS,-0.08209444001375003,0.012515506939974962,False,0.4225650332728373,False,113,11,62,0.021496744268277787,0.49557522123893805,False
CALIBRATE_2022_EVALUATE_2023,C2,48,SOL-USDT,38,7,101,11,True,PASS,-0.03482398717756508,-0.001792812043962578,False,0.42257683215130026,False,88,11,57,0.01445807745030731,0.5227272727272727,False
CALIBRATE_2022_EVALUATE_2023,C2,48,XMR-USDT,45,8,117,11,True,PASS,-0.04658534028798382,0.011944061120412217,False,0.4343108504398827,False,115,11,65,0.020435774689515847,0.5217391304347826,False
CALIBRATE_2022_EVALUATE_2023,C2,48,XRP-USDT,41,7,108,11,True,PASS,0.004382528008603381,0.01459646314808958,False,0.4558976132826012,False,100,11,58,0.013809989780131513,0.55,False
CALIBRATE_2022_EVALUATE_2023,C2,72,ADA-USDT,19,6,60,10,True,PASS,-0.11011320290418991,0.0287521297433908,False,0.48944444444444446,False,55,10,37,0.004756700405770192,0.509090909090909,False
CALIBRATE_2022_EVALUATE_2023,C2,72,ATOM-USDT,19,6,60,10,True,PASS,-0.16012464219922545,0.018768503375836826,False,0.45611111111111113,False,55,10,37,0.004756700405770192,0.509090909090909,False
CALIBRATE_2022_EVALUATE_2023,C2,72,AVAX-USDT,17,6,60,10,True,PASS,-0.10881675215371932,0.0037016157557783745,False,0.45944444444444443,False,42,10,28,0.006387932395128284,0.5,False
CALIBRATE_2022_EVALUATE_2023,C2,72,BTC-USDT,18,6,47,9,True,PASS,-0.15218151041353417,0.04682157534735398,False,0.5353260869565217,True,46,9,34,0.005562638068294804,0.5217391304347826,False
CALIBRATE_2022_EVALUATE_2023,C2,72,DOGE-USDT,21,7,57,9,True,PASS,-0.1638020840059746,0.04320180591338019,False,0.46120689655172414,False,54,9,37,0.005932273529414633,0.5,False
CALIBRATE_2022_EVALUATE_2023,C2,72,ETH-USDT,17,6,50,9,True,PASS,-0.06930362568304572,0.009318020541476176,False,0.5073051948051948,True,47,9,35,0.00027229747893991075,0.5531914893617021,False
CALIBRATE_2022_EVALUATE_2023,C2,72,KAS-USDT,21,7,59,9,True,PASS,-0.12193698060937709,0.03341490085216437,False,0.4844827586206897,False,56,9,38,0.007576940441646023,0.48214285714285715,False
CALIBRATE_2022_EVALUATE_2023,C2,72,LINK-USDT,21,7,58,9,True,PASS,-0.16625371447828807,0.03908628653166515,False,0.4529761904761905,False,56,9,37,0.005132796404279035,0.5,False
CALIBRATE_2022_EVALUATE_2023,C2,72,LTC-USDT,21,7,57,9,True,PASS,-0.19696114994846678,0.0381992417203483,False,0.44753086419753085,False,54,9,37,0.01056984980050678,0.46296296296296297,False
CALIBRATE_2022_EVALUATE_2023,C2,72,SHIB-USDT,21,7,55,9,True,PASS,-0.15465149300425376,0.03647578940938273,False,0.4686666666666667,False,52,9,34,0.01033776154951432,0.4423076923076923,False
CALIBRATE_2022_EVALUATE_2023,C2,72,SOL-USDT,17,6,49,9,True,PASS,0.13237699032983324,-0.010117258170169086,True,0.5341666666666667,True,44,9,32,-0.003166589884604225,0.5227272727272727,True
CALIBRATE_2022_EVALUATE_2023,C2,72,XMR-USDT,21,7,56,9,True,PASS,-0.15493778820125548,0.03687796245023962,False,0.446360153256705,False,53,9,36,0.006666691467064004,0.4716981132075472,False
CALIBRATE_2022_EVALUATE_2023,C2,72,XRP-USDT,19,6,52,9,True,PASS,0.10563883112494911,-0.0067743647362797635,True,0.5591715976331361,True,47,9,34,0.004258040143990576,0.5106382978723404,False
CALIBRATE_2022_EVALUATE_2023,C2,96,ADA-USDT,19,6,60,10,True,PASS,0.2744488163293824,-0.02640376264915817,True,0.6490545050055617,True,32,9,24,-0.005386857233823472,0.5625,True
CALIBRATE_2022_EVALUATE_2023,C2,96,ATOM-USDT,19,6,60,10,True,PASS,0.25003826250949107,-0.030317785689169326,True,0.6384872080088988,True,10,7,10,-0.011544838468086998,0.8,True
CALIBRATE_2022_EVALUATE_2023,C2,96,AVAX-USDT,17,6,60,10,True,PASS,-0.01658552102638301,0.010258982932696534,False,0.5456062291434928,True,13,6,13,0.041216910710958024,0.46153846153846156,False
CALIBRATE_2022_EVALUATE_2023,C2,96,BTC-USDT,18,6,47,9,True,PASS,-0.06448069398312765,0.021587437184722655,False,0.5345454545454545,True,44,9,33,0.005770595098091127,0.5681818181818182,False
CALIBRATE_2022_EVALUATE_2023,C2,96,DOGE-USDT,21,7,57,9,True,PASS,0.3275180530688533,-0.02511063327962739,True,0.6895061728395062,True,30,8,23,-0.007634698321079875,0.6,True
CALIBRATE_2022_EVALUATE_2023,C2,96,ETH-USDT,17,6,50,9,True,PASS,0.2844995612286048,-0.00760799167456872,True,0.7085346215780999,True,16,8,15,-0.023481821335866394,0.8125,True
CALIBRATE_2022_EVALUATE_2023,C2,96,KAS-USDT,21,7,59,9,True,PASS,0.26087342144790826,-0.01859453222195813,True,0.6505747126436782,True,31,8,23,-0.0034930081175201756,0.5483870967741935,True
CALIBRATE_2022_EVALUATE_2023,C2,96,LINK-USDT,21,7,58,9,True,PASS,0.24651045545645056,-0.01716308500797895,True,0.6344086021505376,True,32,9,24,-0.005386857233823472,0.5625,True
CALIBRATE_2022_EVALUATE_2023,C2,96,LTC-USDT,21,7,57,9,True,PASS,0.25967838743026683,-0.01860744281925881,True,0.6477832512315271,True,30,8,23,-0.0012759102509167836,0.5333333333333333,True
CALIBRATE_2022_EVALUATE_2023,C2,96,SHIB-USDT,21,7,55,9,True,PASS,0.24541586535836013,-0.019937125863913545,True,0.6421957671957672,True,28,8,21,-0.00288837402602219,0.5357142857142857,True
CALIBRATE_2022_EVALUATE_2023,C2,96,SOL-USDT,17,6,49,9,True,PASS,0.07881975820268117,0.0036055581275895522,False,0.5719063545150501,True,21,7,16,0.006565895061604719,0.5714285714285714,False
CALIBRATE_2022_EVALUATE_2023,C2,96,XMR-USDT,21,7,56,9,True,PASS,0.2969992837549064,-0.021225309403474606,True,0.6787994891443168,True,31,8,23,-0.00512440080027934,0.5483870967741935,True
CALIBRATE_2022_EVALUATE_2023,C2,96,XRP-USDT,19,6,52,9,True,PASS,0.32451257620100227,-0.036334858908474946,True,0.6458333333333334,True,28,8,23,-0.01593021362855534,0.6428571428571429,True
CALIBRATE_2022_EVALUATE_2023,C2,120,ADA-USDT,19,6,60,10,True,PASS,-0.05224434576636815,0.018907111638857027,False,0.358974358974359,False,45,10,32,-0.0003264476908448172,0.6222222222222222,True
CALIBRATE_2022_EVALUATE_2023,C2,120,ATOM-USDT,19,6,60,10,True,PASS,-0.08693969138315992,0.021259690566898224,False,0.3443223443223443,False,39,9,28,0.004895868242041569,0.5641025641025641,False
CALIBRATE_2022_EVALUATE_2023,C2,120,AVAX-USDT,17,6,60,10,True,PASS,-0.05902212809658424,0.01920072622291082,False,0.358974358974359,False,42,9,31,0.0018424951430783853,0.5952380952380952,False
CALIBRATE_2022_EVALUATE_2023,C2,120,BTC-USDT,18,6,47,9,True,PASS,0.007526858164807429,0.019837248656201158,False,0.4185823754789272,False,34,8,29,0.004138138366937665,0.5882352941176471,False
CALIBRATE_2022_EVALUATE_2023,C2,120,DOGE-USDT,21,7,57,9,True,PASS,-0.05792638585046616,0.010286278014532104,False,0.3587837837837838,False,41,8,31,0.0014322079991077677,0.6097560975609756,False
CALIBRATE_2022_EVALUATE_2023,C2,120,ETH-USDT,17,6,50,9,True,PASS,-0.12694761333486146,0.002141508703775446,False,0.2866666666666667,False,42,9,35,-0.0010997102646910335,0.6666666666666666,True
CALIBRATE_2022_EVALUATE_2023,C2,120,KAS-USDT,21,7,59,9,True,PASS,-0.045000400530048064,0.018247651300864077,False,0.36027568922305764,False,42,9,31,0.0018424951430783853,0.5952380952380952,False
CALIBRATE_2022_EVALUATE_2023,C2,120,LINK-USDT,21,7,58,9,True,PASS,-0.05821390107786841,0.01596186456713465,False,0.36447368421052634,False,41,8,30,-0.0005035955679325096,0.6097560975609756,True
CALIBRATE_2022_EVALUATE_2023,C2,120,LTC-USDT,21,7,57,9,True,PASS,-0.0819154023079421,0.0216142300834926,False,0.3531746031746032,False,40,8,29,0.004893563263417076,0.575,False
CALIBRATE_2022_EVALUATE_2023,C2,120,SHIB-USDT,21,7,55,9,True,PASS,-0.051502490334162314,0.018550425303272406,False,0.37,False,38,8,28,0.003849328177338138,0.5789473684210527,False
CALIBRATE_2022_EVALUATE_2023,C2,120,SOL-USDT,17,6,49,9,True,PASS,-0.14576588663080312,0.017783894806950484,False,0.3134191176470588,False,21,7,16,0.002000798609184648,0.47619047619047616,False
CALIBRATE_2022_EVALUATE_2023,C2,120,XMR-USDT,21,7,56,9,True,PASS,-0.06348941430598351,0.02064850865257499,False,0.3701388888888889,False,39,8,29,0.0024491357969773286,0.5897435897435898,False
CALIBRATE_2022_EVALUATE_2023,C2,120,XRP-USDT,19,6,52,9,True,PASS,-0.011452753536199985,0.01074296231516115,False,0.3689075630252101,False,39,9,29,-0.006963431509795113,0.6666666666666666,True
CALIBRATE_2022_EVALUATE_2023,C2,144,ADA-USDT,19,6,60,10,True,PASS,0.05333705971788039,0.005226206341106904,False,0.51171875,True,55,10,35,0.0024523914355710536,0.5272727272727272,False
CALIBRATE_2022_EVALUATE_2023,C2,144,ATOM-USDT,19,6,60,10,True,PASS,0.029558165325038854,0.00267313552945217,False,0.50390625,True,50,9,33,0.001718663386027572,0.56,False
CALIBRATE_2022_EVALUATE_2023,C2,144,AVAX-USDT,17,6,60,10,True,PASS,0.06584698844078866,0.005226206341106903,False,0.53125,True,49,9,33,0.0015402647288188897,0.5714285714285714,False
CALIBRATE_2022_EVALUATE_2023,C2,144,BTC-USDT,18,6,47,9,True,PASS,0.061624832163655476,0.00591553437553944,False,0.4827272727272727,False,42,8,32,0.003308864573252564,0.5476190476190477,False
CALIBRATE_2022_EVALUATE_2023,C2,144,DOGE-USDT,21,7,57,9,True,PASS,0.043717275379525335,0.002694272761918979,False,0.5,False,50,8,34,0.0019313004871513212,0.56,False
CALIBRATE_2022_EVALUATE_2023,C2,144,ETH-USDT,17,6,50,9,True,PASS,0.08486510919977533,-0.00269840555825739,True,0.530448717948718,True,45,9,32,0.001914887056408851,0.5111111111111111,False
CALIBRATE_2022_EVALUATE_2023,C2,144,KAS-USDT,21,7,59,9,True,PASS,0.01695956341845555,0.0009594937703492019,False,0.49537037037037035,False,53,9,35,0.0016657384132140402,0.5471698113207547,False
CALIBRATE_2022_EVALUATE_2023,C2,144,LINK-USDT,21,7,58,9,True,PASS,0.030103429091222884,0.003457649784800471,False,0.5006009615384616,True,51,8,34,-0.00019602590077331673,0.5686274509803921,True
CALIBRATE_2022_EVALUATE_2023,C2,144,LTC-USDT,21,7,57,9,True,PASS,-0.00911257944917129,0.0013822197907739958,False,0.4845679012345679,False,51,8,34,0.003955490720483182,0.5294117647058824,False
CALIBRATE_2022_EVALUATE_2023,C2,144,SHIB-USDT,21,7,55,9,True,PASS,0.013755261648762531,0.003790518615729332,False,0.5132275132275133,True,49,8,32,0.003402723684427941,0.5306122448979592,False
CALIBRATE_2022_EVALUATE_2023,C2,144,SOL-USDT,17,6,49,9,True,PASS,0.07271987547771694,0.0031087305857499794,False,0.552675585284281,True,43,8,30,8.128894399918371e-05,0.5581395348837209,False
CALIBRATE_2022_EVALUATE_2023,C2,144,XMR-USDT,21,7,56,9,True,PASS,0.04729985145532684,-0.0002461503700255845,True,0.5288461538461539,True,49,8,33,0.0018208489799540848,0.5510204081632653,False
CALIBRATE_2022_EVALUATE_2023,C2,144,XRP-USDT,19,6,52,9,True,PASS,0.006919973324280948,0.003574019733370985,False,0.44642857142857145,False,47,9,32,0.0008118074667394847,0.5106382978723404,False
CALIBRATE_2022_EVALUATE_2023,D2,24,ADA-USDT,40,7,127,12,True,PASS,-0.0032809504228926735,0.03733371527042556,False,0.557625434674615,True,90,12,55,0.03624451050023614,0.5666666666666667,False
CALIBRATE_2022_EVALUATE_2023,D2,24,ATOM-USDT,42,7,127,12,True,PASS,-0.0013621882906400947,0.03147293241302204,False,0.546448087431694,True,93,12,58,0.036796782694547274,0.5483870967741935,False
CALIBRATE_2022_EVALUATE_2023,D2,24,AVAX-USDT,40,7,125,11,True,PASS,-0.05256689916149509,0.031198859045765893,False,0.5219568567026194,True,107,11,63,0.030875382809258146,0.5420560747663551,False
CALIBRATE_2022_EVALUATE_2023,D2,24,BTC-USDT,38,7,102,11,True,PASS,-0.02227380553345296,0.03571603240219319,False,0.542549095109742,True,94,11,61,0.03744546950503682,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,24,DOGE-USDT,45,8,122,11,True,PASS,-0.015772646542634203,0.029186811885136395,False,0.548760775862069,True,93,11,57,0.03790731019176126,0.5591397849462365,False
CALIBRATE_2022_EVALUATE_2023,D2,24,ETH-USDT,33,7,107,11,True,PASS,0.034528955809451915,2.1608991664576194e-06,False,0.5747368421052632,True,87,11,58,0.03573085688032938,0.5632183908045977,False
CALIBRATE_2022_EVALUATE_2023,D2,24,INJ-USDT,45,8,125,11,True,PASS,0.015465912938571963,0.025612970723406944,False,0.5646153846153846,True,94,11,57,0.036849616334370144,0.5531914893617021,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LINK-USDT,45,8,122,11,True,PASS,0.0025445124461043987,0.026023663767416202,False,0.5532058189655172,True,92,11,56,0.038183414632893264,0.5543478260869565,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LTC-USDT,45,8,115,11,True,PASS,-0.033856308959323414,0.035545550256271236,False,0.5311554748941318,True,87,11,54,0.045440012891130616,0.5172413793103449,False
CALIBRATE_2022_EVALUATE_2023,D2,24,LUNC-USDT,43,7,127,12,True,PASS,0.00646522998511083,0.03711412559038761,False,0.5615996025832092,True,62,12,43,0.03826915990142856,0.5645161290322581,False
CALIBRATE_2022_EVALUATE_2023,D2,24,OP-USDT,45,8,123,11,True,PASS,-0.026003340720485192,0.031201153966466645,False,0.5388888888888889,True,93,11,57,0.03969918545048345,0.5376344086021505,False
CALIBRATE_2022_EVALUATE_2023,D2,24,SHIB-USDT,45,8,120,11,True,PASS,0.015223808044738333,0.026447996760880468,False,0.560622914349277,True,89,11,53,0.03643105735180639,0.550561797752809,False
CALIBRATE_2022_EVALUATE_2023,D2,24,SOL-USDT,38,7,103,11,True,PASS,-0.060408360608186634,0.015564437424917605,False,0.52,True,67,11,44,0.025021781579009007,0.5373134328358209,False
CALIBRATE_2022_EVALUATE_2023,D2,24,XMR-USDT,45,8,122,11,True,PASS,0.012904334441765352,0.02754872219073775,False,0.5568426724137931,True,92,11,56,0.03894778141770164,0.5543478260869565,False
CALIBRATE_2022_EVALUATE_2023,D2,24,XRP-USDT,41,7,111,11,True,PASS,0.026849436584821123,0.029607367430906993,False,0.5753736192332684,True,66,11,44,0.030577457634855313,0.5909090909090909,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ADA-USDT,40,7,127,12,True,PASS,-0.10409431595300372,0.01730741451921505,False,0.4253472222222222,False,126,12,69,0.02616747912982577,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ATOM-USDT,42,7,127,12,True,PASS,-0.1115628881748083,0.011707457063384639,False,0.4103422619047619,False,114,12,66,0.029150051816695673,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,48,AVAX-USDT,40,7,125,11,True,PASS,-0.07035557218256022,0.02287303911149985,False,0.4886072708653354,False,101,11,62,0.030543914993520112,0.504950495049505,False
CALIBRATE_2022_EVALUATE_2023,D2,48,BTC-USDT,38,7,102,11,True,PASS,-0.07900183218511754,0.02852961428582172,False,0.46615384615384614,False,100,11,62,0.03069877067531508,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,48,DOGE-USDT,45,8,122,11,True,PASS,-0.09686581444961175,0.014835029744866831,False,0.4283602150537634,False,120,11,67,0.026896983352044896,0.49166666666666664,False
CALIBRATE_2022_EVALUATE_2023,D2,48,ETH-USDT,33,7,107,11,True,PASS,-0.11094755381504355,0.017356568919126153,False,0.4060097833682739,False,101,11,64,0.026311009510034497,0.504950495049505,False
CALIBRATE_2022_EVALUATE_2023,D2,48,INJ-USDT,45,8,125,11,True,PASS,-0.08257013209566745,0.011428137836727404,False,0.42908346134152586,False,123,11,68,0.026093471638877916,0.4959349593495935,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LINK-USDT,45,8,122,11,True,PASS,-0.0814899509163407,0.010662559715131803,False,0.4235215053763441,False,120,11,67,0.026053543198663133,0.5083333333333333,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LTC-USDT,45,8,115,11,True,PASS,-0.12370243240851751,0.010497834352253349,False,0.4098360655737705,False,113,11,66,0.031637271862325164,0.4690265486725664,False
CALIBRATE_2022_EVALUATE_2023,D2,48,LUNC-USDT,43,7,127,12,True,PASS,-0.10827983500818165,0.01411856323662683,False,0.4195188492063492,False,108,12,66,0.024861589017843785,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,48,OP-USDT,45,8,123,11,True,PASS,-0.09392921695078657,0.015071901637668982,False,0.42226335272342674,False,121,11,68,0.027732371799767723,0.49586776859504134,False
CALIBRATE_2022_EVALUATE_2023,D2,48,SHIB-USDT,45,8,120,11,True,PASS,-0.1302552670253176,0.016294554052390896,False,0.40733537093637123,False,118,11,66,0.027577131689418003,0.4915254237288136,False
CALIBRATE_2022_EVALUATE_2023,D2,48,SOL-USDT,38,7,103,11,True,PASS,-0.1312930233160898,0.006273361452679472,False,0.3968702865761689,False,92,11,58,0.02009733920327834,0.4782608695652174,False
CALIBRATE_2022_EVALUATE_2023,D2,48,XMR-USDT,45,8,122,11,True,PASS,-0.10529916001416045,0.01427005227281054,False,0.4181671593657619,False,120,11,68,0.028025434586123006,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,48,XRP-USDT,41,7,111,11,True,PASS,-0.07070257229737237,0.018432533041355958,False,0.43567251461988304,False,104,11,60,0.024576789932481212,0.5,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ADA-USDT,19,6,60,11,True,PASS,0.014622892701806271,-0.006491337004757777,True,0.49885714285714283,False,53,11,39,0.026246161168458744,0.41509433962264153,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ATOM-USDT,19,6,60,11,True,PASS,0.040810091159483045,-0.037017470500965065,True,0.5177142857142857,True,53,11,39,0.026246161168458744,0.41509433962264153,False
CALIBRATE_2022_EVALUATE_2023,D2,72,AVAX-USDT,17,6,59,10,True,PASS,-0.032128711268284746,-0.01401412530171707,False,0.4864705882352941,False,41,10,31,0.0350574143538994,0.4146341463414634,False
CALIBRATE_2022_EVALUATE_2023,D2,72,BTC-USDT,18,6,48,10,True,PASS,0.04746518272451359,0.002916668253767851,False,0.5399274047186933,True,46,10,35,0.03740810294134851,0.391304347826087,False
CALIBRATE_2022_EVALUATE_2023,D2,72,DOGE-USDT,21,7,57,10,True,PASS,-0.020329752745330738,-0.004498619219913784,False,0.47285353535353536,False,53,10,39,0.033547707777491796,0.39622641509433965,False
CALIBRATE_2022_EVALUATE_2023,D2,72,ETH-USDT,17,6,49,10,True,PASS,0.16668797267835236,-0.049356102294822395,True,0.5917508417508418,True,47,10,38,0.036463537746864026,0.425531914893617,False
CALIBRATE_2022_EVALUATE_2023,D2,72,INJ-USDT,21,7,59,10,True,PASS,-0.04499408434614301,-0.00420090679941907,False,0.47,False,55,10,39,0.030599147990639643,0.4,False
CALIBRATE_2022_EVALUATE_2023,D2,72,LINK-USDT,21,7,58,10,True,PASS,-0.0272973501110445,-0.007291683511828111,False,0.4781818181818182,False,54,10,39,0.030117049607964606,0.4074074074074074,False
CALIBRATE_2022_EVALUATE_2023,D2,72,LTC-USDT,21,7,57,10,True,PASS,-0.042736018107959885,-0.0054968033044795125,False,0.4827365728900256,False,53,10,39,0.03721067067767047,0.37735849056603776,False
CALIBRATE_2022_EVALUATE_2023,D2,72,SHIB-USDT,21,7,55,10,True,PASS,-0.022265527499598335,-0.005740728612457301,False,0.4772727272727273,False,51,10,37,0.032977881834544046,0.37254901960784315,False
CALIBRATE_2022_EVALUATE_2023,D2,72,SOL-USDT,17,6,49,10,True,PASS,0.08112318180272646,-0.016261951656002565,True,0.48484848484848486,False,42,9,32,0.011954022594423014,0.4523809523809524,False
CALIBRATE_2022_EVALUATE_2023,D2,72,XMR-USDT,21,7,57,10,True,PASS,-0.027104138998506732,-0.006275479288776774,False,0.45064935064935063,False,53,10,38,0.03433852862817218,0.3584905660377358,False
CALIBRATE_2022_EVALUATE_2023,D2,72,XRP-USDT,19,6,52,10,True,PASS,0.07598993486671242,-0.028153960612644108,True,0.49385560675883255,False,45,10,36,0.029545686808411326,0.4,False
CALIBRATE_2022_EVALUATE_2023,D2,96,ADA-USDT,19,6,60,11,True,PASS,0.19591657018718597,-0.02530759285859861,True,0.5954285714285714,True,29,10,23,0.020161649892975777,0.41379310344827586,False
